time	Uninfected_Tumor_Cell_U	Infected_Cancer_Cell_I	Oncolytic_Adenovirus_V	Tumor_targeting_T_cells_T	Naive_T_cells_A	Dendritic_Cells_D	Total_cells_N	total_tumor_cells
0.0	58.020755	0.0	2.5	0.0	0.0	0.0	58.020755	58.020755
0.9900990099009901	77.1338318504279	0.7925624611259016	1.0367530934249911	0.8190598948869305	0.0002493026270679712	0.0	78.74545420644073	77.92639431155379
1.9801980198019802	100.8753200395874	0.9520987682235661	1.1642359904198785	1.831782994270637	0.0005574892993021669	0.0	103.6592018020816	101.82741880781096
2.9702970297029703	130.2878290794072	1.1034677332176421	1.352269455441255	2.7610980321087224	0.0008402392142184522	0.0	134.15239484473358	131.39129681262486
3.9603960396039604	167.42467033616475	1.2731999469397852	1.5624794531139976	3.6463523971827945	0.0011095487687377019	0.0	172.34422268028734	168.69787028310455
4.9504950495049505	214.93064994331777	1.4688664126920996	1.802584397130766	4.532437771461925	0.0013790931888770254	0.0	220.9319541274718	216.39951635600988
5.9405940594059405	276.22336502187875	1.6976501519800051	2.081757138647837	5.461329174978999	0.0016616536348867045	0.0	283.3823443488377	277.92101517385873
6.930693069306931	355.74530620008335	1.9672999484729252	2.4097574173048772	6.473303582477042	0.0019694901617481773	0.0	364.18590973103335	357.7126061485563
7.920792079207921	459.289551950847	2.286489364552561	2.797358048576041	7.608520511409117	0.002314824166061718	0.0	469.18456182680865	461.57604131539955
8.910891089108912	594.4197711668749	2.6651377716706306	3.256773080833444	8.908613601171666	0.0027103236748111897	0.0	605.9935225397171	597.0849089385455
9.900990099009901	771.0106134718764	3.114726930252653	3.8020725887835654	10.418267495555046	0.0031695838045828653	0.0	784.5436078976841	774.125340402129
10.89108910891089	1001.9406424840364	3.6486257593546574	4.449601360511983	12.186788159844427	0.0037076049717018025	0.0	1017.7760564032355	1005.5892682433911
11.881188118811881	1303.977049562727	4.2824317896489035	5.218414581847436	14.269686972287039	0.004341275118060716	0.0	1322.5291683246628	1308.2594813523758
12.871287128712872	1698.8994125807046	5.034334680362437	6.1307393100223715	16.730302663194124	0.005089863330742275	0.0	1720.6640499242612	1703.933747261067
13.861386138613861	2214.918558275946	5.92550428325282	7.212466641974935	19.641483592462297	0.005975531735346461	0.0	2240.4855461516613	2220.844062559199
14.85148514851485	2888.455790087633	6.98050278563491	8.49367567001421	23.087347604934866	0.007023870933003895	0.0	2918.523640478203	2895.436292873268
15.841584158415841	3766.356744181705	8.22771725824741	10.00918628663962	27.16512862385465	0.008264461784165705	0.0	3801.7495900638073	3774.5844614399525
16.831683168316832	4908.621957519127	9.699805310630893	11.799133416610328	31.98710857239261	0.009731463119981822	0.0	4950.3088714021505	4918.321762829758
17.821782178217823	6391.741545874672	11.434142407820934	13.909550145383111	37.68262020618441	0.01146422100027383	0.0	6440.858308488678	6403.175688282493
18.81188118811881	8312.722154364517	13.473254663953556	16.39294136891069	44.40009089470865	0.013507890404488939	0.0	8370.59549992318	8326.19540902847
19.801980198019802	10793.888213821167	15.86521562113102	19.30882298874504	52.30907923275976	0.015914054715897824	0.0	10862.062508675057	10809.753429442297
20.792079207920793	13988.523284666924	18.66397975688235	22.724194409234954	61.60223560715529	0.018741322043092826	0.0	14068.789500030962	14007.187264423806
21.78217821782178	18087.387349197397	21.92961946408425	26.713904388610047	72.49709476013611	0.022055870399165543	0.0	18181.814063421618	18109.316968661482
22.77227722772277	23326.09835360594	25.728426384653993	31.360862549835776	85.23758358536334	0.02593190621202254	0.0	23437.064363575955	23351.82677999059
23.762376237623762	29993.297279186918	30.13283277505006	36.756041665578415	100.09510193444142	0.03045199289451244	0.0	30123.52521389641	30023.430111961967
24.752475247524753	38439.42237564767	35.221104724651276	42.9982099952725	117.36900971720063	0.035707198751997286	0.0	38592.012490089524	38474.643480372324
25.742574257425744	49085.798406341666	41.07675743644362	50.1933295568286	137.38633248922673	0.04179700709063443	0.0	49264.26149626734	49126.87516377811
26.73267326732673	62433.602009030874	47.78764413508229	58.45355614981244	160.50048216470455	0.04882892665983429	0.0	62641.89013533066	62481.389653165956
27.722772277227723	79072.09961744194	55.44467598245125	67.8957821180144	187.08878446600082	0.0569177390367257	0.0	79314.6330778904	79127.54429342439
28.712871287128714	99685.38048070771	64.14014091412714	78.63967366439543	217.54861201048115	0.0661843217825648	0.0	99967.06923363231	99749.52062162184
29.7029702970297	125056.64057484794	73.96560584354879	90.80517277638047	252.29194707487522	0.07675399385479488	0.0	125382.89812776637	125130.6061806915
