time	p100	p52	NIK	p100t
0.0	0.0	0.0	10.0	2.5
0.9900990099009901	0.48327707074900306	0.011679317760801694	10.0	2.5
1.9801980198019802	0.9450583719773463	0.04466821886116584	10.0	2.5
2.9702970297029703	1.3879526355550933	0.09635804146647843	10.0	2.5
3.9603960396039604	1.8140786684499393	0.1646300485997529	10.0	2.5
4.9504950495049505	2.225185283561995	0.24773549735736813	10.0	2.5
5.9405940594059405	2.6227359335076232	0.3442110050823935	10.0	2.5
6.930693069306931	3.0079699643898863	0.452817295604654	10.0	2.5
7.920792079207921	3.381947932920476	0.5724938821178798	10.0	2.5
8.910891089108912	3.7455857786957623	0.7023248949048465	10.0	2.5
9.900990099009901	4.099681029790503	0.8415128757436617	10.0	2.5
10.89108910891089	4.444933200457049	0.9893583802085589	10.0	2.5
11.881188118811881	4.781959881028788	1.145243887766473	10.0	2.5
12.871287128712872	5.11130958236798	1.3086209573292054	10.0	2.5
13.861386138613861	5.4334721006489275	1.4789998624702692	10.0	2.5
14.85148514851485	5.748886965581046	1.6559411432018247	10.0	2.5
15.841584158415841	6.05795038392617	1.8390486624573936	10.0	2.5
16.831683168316832	6.361020998405343	2.027963847185067	10.0	2.5
17.821782178217823	6.658424696969275	2.2223608790770593	10.0	2.5
18.81188118811881	6.950458658249612	2.421942649118455	10.0	2.5
19.801980198019802	7.23739477608601	2.6264373330601383	10.0	2.5
20.792079207920793	7.5194825760064745	2.835595474938472	10.0	2.5
21.78217821782178	7.796951712742253	3.0491874895604067	10.0	2.5
22.77227722772277	8.070014119839097	3.267001512892221	10.0	2.5
23.762376237623762	8.338865869890519	3.488841541826305	10.0	2.5
24.752475247524753	8.603688790719772	3.714525817999152	10.0	2.5
25.742574257425744	8.864651874177298	3.9438854189939465	10.0	2.5
26.73267326732673	9.121912512747919	4.17676302173337	10.0	2.5
27.722772277227723	9.375617585757812	4.4130118162726415	10.0	2.5
28.712871287128714	9.625904418641456	4.652494546532588	10.0	2.5
29.7029702970297	9.87290163215519	4.895082661086069	10.0	2.5
30.693069306930692	10.116729897184012	5.140655558351218	10.0	2.5
31.683168316831683	10.357502607138997	5.389099914194022	10.0	2.5
32.67326732673267	10.595326479058707	5.6403090808269205	10.0	2.5
33.663366336633665	10.83030209228348	5.894182548134527	10.0	2.5
34.65346534653465	11.062524372407335	6.150625459721729	10.0	2.5
35.64356435643565	11.292083027334092	6.4095481768575855	10.0	2.5
36.633663366336634	11.51906294057666	6.670865885176052	10.0	2.5
37.62376237623762	11.743544528108199	6.934498237824806	10.0	2.5
38.613861386138616	11.96560406177318	7.200369032054231	10.0	2.5
39.603960396039604	12.185313962019046	7.46840591648574	10.0	2.5
40.59405940594059	12.402743065147122	7.738540123860884	10.0	2.5
41.584158415841586	12.61795686837339	8.010706225980577	10.0	2.5
42.57425742574257	12.831017752082026	8.284841911451597	10.0	2.5
43.56435643564356	13.04198518427294	8.560887781239009	10.0	2.5
44.554455445544555	13.250915907932548	8.838787161295453	10.0	2.5
45.54455445544554	13.45786411298344	9.118485930611453	10.0	2.5
46.53465346534654	13.66288159483132	9.399932362668492	10.0	2.5
47.524752475247524	13.866017900086621	9.683076979717418	10.0	2.5
48.51485148514851	14.067320461462922	9.967872417880027	10.0	2.5
49.504950495049506	14.266834722099969	10.25427330282605	10.0	2.5
50.495049504950494	14.464604250859136	10.54223613447772	10.0	2.5
51.48514851485149	14.660670849081201	10.83171918025197	10.0	2.5
52.475247524752476	14.855074649581468	11.12268237606537	10.0	2.5
53.46534653465346	15.047854208793426	11.41508723419042	10.0	2.5
54.45544554455446	15.23904659224325	11.708896757781114	10.0	2.5
55.445544554455445	15.428687454363399	12.00407536105932	10.0	2.5
56.43564356435643	15.616811112587646	12.300588795219749	10.0	2.5
57.42574257425743	15.803450616746082	12.598404079035008	10.0	2.5
58.415841584158414	15.988637814397729	12.897489433522948	10.0	2.5
59.4059405940594	16.17240341124089	13.197814221536342	10.0	2.5
60.396039603960396	16.354777027267257	13.499348891608792	10.0	2.5
61.386138613861384	16.535787249920546	13.802064924796111	10.0	2.5
62.37623762376238	16.7154616842572	14.10593478451559	10.0	2.5
63.366336633663366	16.89382699984805	14.410931869644408	10.0	2.5
64.35643564356435	17.070908974613573	14.717030470684312	10.0	2.5
65.34653465346534	17.24673253605078	15.02420572853481	10.0	2.5
66.33663366336634	17.42132180014889	15.332433595577456	10.0	2.5
67.32673267326733	17.594700108105798	15.641690798959425	10.0	2.5
68.31683168316832	17.766890060845054	15.951954806076497	10.0	2.5
69.3069306930693	17.937913551579676	16.263203792009314	10.0	2.5
70.29702970297029	18.10779179655354	16.575416608781964	10.0	2.5
71.2871287128713	18.27654536410653	16.88857275629684	10.0	2.5
72.27722772277228	18.44419420215513	17.20265235485407	10.0	2.5
73.26732673267327	18.61075766418086	17.51763611916308	10.0	2.5
74.25742574257426	18.776254533829764	17.833505333743123	10.0	2.5
75.24752475247524	18.940703048219714	18.150241829615986	10.0	2.5
76.23762376237623	19.10412092003576	18.467827962210645	10.0	2.5
77.22772277227723	19.266525358498846	18.786246590394555	10.0	2.5
78.21782178217822	19.427933089252495	19.105481056586985	10.0	2.5
79.20792079207921	19.58836037325219	19.425515167869637	10.0	2.5
80.1980198019802	19.74782302471838	19.74633317803365	10.0	2.5
81.18811881188118	19.906336428207872	20.067919770508233	10.0	2.5
82.17821782178218	20.063915554853107	20.39026004212138	10.0	2.5
83.16831683168317	20.220574977818437	20.713339487643616	10.0	2.5
84.15841584158416	20.376328887020538	21.037143985067566	10.0	2.5
85.14851485148515	20.53119110315578	21.361659781580645	10.0	2.5
86.13861386138613	20.685175090863076	21.68687348040217	10.0	2.5
87.12871287128712	20.838293971902075	22.012772027605198	10.0	2.5
88.11881188118812	20.990560537118544	22.33934270015116	10.0	2.5
