time	srci	srco	srca	srcc	Cbp_P_CSK	CSK_cytoplasm	PTP	PTP_pY789	Cbp	Cbp_P
0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
1.0	0.9868745109397064	0.013125048318156567	4.4074222502922035e-07	3.3473339676027975e-13	4.8236356855819655e-06	0.9999951763643142	0.9679569095380806	0.03204309046191977	0.999899893496938	9.528286704044203e-05
2.0	0.9513942354205729	0.04860242317176513	3.3413989114864822e-06	1.8364353642219658e-11	1.867589898706534e-05	0.9999813241010128	0.9413271026560394	0.05867289734396102	0.9997983145988241	0.00018300949660880622
3.0	0.8995251297022935	0.10046400014630152	1.0869970413385487e-05	1.8232921785229347e-10	4.09094983181693e-05	0.9999590905016817	0.9191928952647278	0.08080710473527258	0.9996917128062369	0.00026737771790852707
4.0	0.836848440492442	0.16312608631178852	2.5472190548720218e-05	9.166624665763572e-10	7.13867035003021e-05	0.9999286132964996	0.9007899450121081	0.09921005498789241	0.9995742981356441	0.000354315357652274
5.0	0.768151338526904	0.23179788227651024	5.07758488826589e-05	3.2387154672568073e-09	0.00011066460560688583	0.9998893353943932	0.8854808971499367	0.11451910285006384	0.9994373362285144	0.0004519995157296084
6.0	0.6972661326378389	0.30264089986642917	9.29580115790295e-05	9.35352621619442e-09	0.00016027809418875795	0.9998397219058113	0.8727325012874594	0.12726749871254114	0.9992673424912225	0.0005723800529484845
7.0	0.6270770505504653	0.3727597929069852	0.00016313236835935059	2.403404613589219e-08	0.00022324287490331038	0.9997767571250966	0.862095235809861	0.1379047641901396	0.999042468963211	0.000734289337280508
8.0	0.5596208221806775	0.44009719694361193	0.0002819227012213379	5.8031916258040024e-08	0.00030499146193669897	0.9996950085380633	0.8531838363981548	0.1468161636018459	0.9987255599664412	0.0009694508224839131
9.0	0.49622856284555245	0.5032826627899785	0.0004886372803475386	1.3694136747565079e-07	0.0004151467380481798	0.9995848532619518	0.8456561280162057	0.154343871983795	0.998250651780213	0.0013342040505872619
10.0	0.4376749688372404	0.5614645025952454	0.000860202702486864	3.2572221215254795e-07	0.0005709574702097175	0.9994290425297903	0.8391853082820611	0.16081469171793947	0.9974961508752169	0.0019328942527827985
11.0	0.3843163107017714	0.6141318954501528	0.0015509927277511657	8.009773904617959e-07	0.0008040733228697735	0.9991959266771303	0.833415863797463	0.1665841362025376	0.9962303507254652	0.002965578553206373
12.0	0.3362092341134126	0.6609107403287791	0.0028779456330798744	2.079781299238011e-06	0.0011742125440886637	0.9988257874559114	0.8278826241707067	0.17211737582929368	0.9939987306654949	0.004827059390707426
13.0	0.29321029228441914	0.7012801691616328	0.005503742307176902	5.796101578100623e-06	0.0017971787461463597	0.998202821253854	0.8218497784830411	0.17815022151695928	0.9898884878114496	0.00831433604223817
14.0	0.2550631479831929	0.7340912199429351	0.010828125787430783	1.75061404339456e-05	0.002902729615508292	0.9970972703844923	0.8139817641815433	0.18601823581845686	0.9820388311413497	0.015058441843023693
15.0	0.2214891747357141	0.7566610780581844	0.02179241239333931	5.733466207117771e-05	0.004952885816006285	0.9950471141839943	0.8016847514568627	0.19831524854313737	0.9666578676731543	0.028389249110714828
16.0	0.19230802565770058	0.7631366882727707	0.044354194057782376	0.0002010918551748081	0.008871913442721159	0.9911280865572796	0.7799195188374668	0.2200804811625333	0.9362562280628642	0.054871861094288724
17.0	0.16760433102796873	0.742304559539874	0.08935844636584625	0.0007326629019673159	0.01643206521011118	0.9835679347898896	0.7396891881454842	0.2603108118545159	0.8774241806640325	0.10614375672573058
18.0	0.14783158367993404	0.6778737102749233	0.17167153483135175	0.002623171051388189	0.030652272320607472	0.9693477276793934	0.6685407373698625	0.33145926263013764	0.7716812223311398	0.19766650794812715
19.0	0.13344593528324164	0.5601571067995248	0.29790630008813396	0.008490657666597866	0.055420284244730555	0.9445797157552702	0.5595622856714882	0.4404377143285116	0.60903281606092	0.3355469022942232
20.0	0.12406852290720972	0.4099915233463775	0.4432674110958871	0.022672542488056446	0.09307566928415781	0.9069243307158429	0.4289662468328506	0.5710337531671492	0.4140704180827555	0.4928539152329594
21.0	0.11904027275958659	0.2757834933711507	0.5577925865032377	0.047383647203546916	0.1413038965195488	0.8586961034804518	0.3134257385627484	0.6865742614372513	0.2414837145851284	0.6172123914951965
22.0	0.11909694411807036	0.18830428624017137	0.6140615708484016	0.07853719863088027	0.19403042464379103	0.8059695753562098	0.23631986684827752	0.7636801331517223	0.1256129640608982	0.6803566138951853
23.0	0.12522981972111508	0.14372588858304647	0.6220944789268523	0.10894981260653118	0.245629799081417	0.7543702009185841	0.1946334572419238	0.8053665427580758	0.06142652098612919	0.6929436825323272
