time	M	MpY	MpT	Mpp	MEK	MKP3	MpY_MEK	MpT_MEK	M_MEK_Y	M_MEK_T	Mpp_MKP3	MpY_MKP3	MpT_MKP3_Y	MpT_MKP3_T	M_MKP3_T	M_MKP3_Y
0.0	800.0	0.0	0.0	0.0	180.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	536.868053862979	10.020018178397928	1.0051124832962626	0.002602502218602064	6.200983415259805	21.694803652044737	0.6141327205126224	0.009947402844178393	9.109934362838793	164.06500210065738	0.0007420862173569282	1.149004701888762	0.12150141161624317	0.1023868992285053	29.711036498725264	47.22052475077841
2.0	516.3847347076337	17.45116064418701	2.1462430903000556	0.016573862616588577	6.364195278121653	9.634517067024206	1.6579027010698741	0.030744352307608958	8.076039907613783	163.87111776299972	0.0033469046463004202	1.2078540363648482	0.17592077865743544	0.1300536923161979	35.02679370235257	53.82151381913218
3.0	506.16200590125754	24.375727051811527	3.2920924431680216	0.04608301363339972	6.441545293185207	7.4343631570938715	2.7801242452254753	0.05560164427766673	7.8849997970525365	162.8377290223717	0.008217943158618237	1.1860431290446314	0.2079015579980582	0.14685157080700453	36.64425890609541	54.37236373629672
4.0	497.98212703551746	30.980227844673202	4.3782827114359195	0.09077025879165607	6.501092696765442	6.930315194061683	3.898599751233233	0.08089213333823778	7.811305905563848	161.7081095152117	0.016533444379290732	1.3269069526047226	0.253082822680072	0.17803740011461625	37.472551456039966	53.82257273061466
5.0	490.40473601287323	37.35505199828315	5.409291364105375	0.14963129957359056	6.556084762567001	6.762625952677313	4.997890662692999	0.10554439767353994	7.754791008167737	160.5856891710111	0.02874499780708316	1.5521008577300053	0.30920597738633465	0.21692010412225776	38.03810500173501	53.092297109037155
6.0	483.1282534070626	43.54113937374767	6.396057922935862	0.22195547029036158	6.609423466856029	6.677982747589582	6.078995583626645	0.12948355392345867	7.701356020384738	159.4807413773215	0.04475299548175375	1.8040477436450875	0.3698403019200944	0.2576471885598914	38.462767966490055	52.38296105680873
7.0	476.0738754256119	49.55516997886745	7.345260482361857	0.3072238142465084	6.661871819580383	6.619657921916545	7.14465080282648	0.15282259873561613	7.648932254981394	158.3917225259885	0.06432404016663527	2.059198762572678	0.4311690239852001	0.29779951500129054	38.78622012327743	51.7416306135754
8.0	469.214891599886	55.40536918735702	8.260551510492968	0.4049930028736925	6.7136584756693765	6.572146865349706	8.196569482379012	0.17565294445281818	7.597193910167992	157.31692518944317	0.08723483595713824	2.309352909389624	0.49144802738289045	0.33658678019320415	39.02722041354702	51.176010168675596
9.0	462.5389682414424	61.09734785915545	9.144132316825276	0.5148459208342454	6.764860109822325	6.530434268844478	9.235562728624009	0.19802645363470436	7.546084641805173	156.25546606822618	0.11329526635353368	2.551953951889978	0.549991549255721	0.3738109962570615	39.19776869122399	50.68274527667042
10.0	456.0383507027373	66.63585959644209	9.997558221843057	0.6363755409540272	6.815504377804567	6.492639724581401	10.261955436788023	0.219970448167025	7.495594858674594	155.2069748806782	0.14234234240285182	2.786416043369123	0.6065891404115408	0.4094718680880066	39.30705554023459	50.255485341407656
11.0	449.70697148835046	72.0252849641505	10.822087916892793	0.7691803157013372	6.865600728831373	6.45792399667332	11.275849541338436	0.24150003710362225	7.445723832592496	154.17132586224648	0.17423239168730242	3.012836825304129	0.66123253268524	0.44363246271620127	39.36275335213714	49.887388439291925
12.0	443.53945383509847	77.26979976552299	11.618845359396742	0.9128635813835372	6.9151587525648415	6.4258038292468305	12.277245917434797	0.26262477089754815	7.396473878209336	153.14849668300587	0.2088348041846726	3.231503607872476	0.7139843336477756	0.4763693549356136	39.37153164842642	49.57197242218171
13.0	437.5308181820436	82.37340699122574	12.388872787971348	1.0670347286094872	6.964173522471185	6.395959207788662	13.266102256603087	0.2833517826585243	7.347847998407239	152.13852444197235	0.2460278868638821	3.4427697977388076	0.7649351916870968	0.5077611107989142	39.33925999546845	49.303286810149764
14.0	431.67648597103187	87.33988629793267	13.133147436596776	1.2313098573069148	7.012654490884406	6.368175112392812	14.242419293354283	0.30368863780347793	7.299843557906352	151.14139402216387	0.285697719445141	3.6470166995780007	0.8141897885034255	0.5378854495411903	39.27111944137252	49.07591578966238
15.0	425.97188670064253	92.17300713627839	13.852622239404322	1.4053114987794788	7.060593483437886	6.342234132076702	15.206087543637702	0.32363950329010666	7.252469488773598	150.1572099829731	0.3277362430430909	3.8445648897878524	0.8618388895643716	0.5668108090664801	39.171742157005276	48.885072879951785
16.0	420.41282923164914	96.87625922440968	14.548203033276414	1.5886687934341939	7.107995449456313	6.317964873722179	16.157133875842355	0.34321265051553673	7.205720127616213	149.18593789868197	0.3720406810532868	4.035737869951567	0.9079736859425563	0.5946034095809246	39.04523277537554	48.72644670486944
17.0	414.99511198914945	101.4531847487977	15.220776152838642	1.7810198160387558	7.154869972001459	6.2952227752330865	17.09544213877949	0.3624117313917697	7.159602981018644	148.22767317892104	0.4185112059041295	4.2208087337350255	0.9526746136785247	0.62132117168781	38.895252998620265	48.59620850163665
18.0	409.71475581529296	105.90708935843452	15.871192225172742	1.9820094850887042	7.201185708301598	6.273861216097641	18.02101915622878	0.3812442309162765	7.114118673574531	147.2824322330912	0.4670525835455838	4.400040334955822	0.9960169156065986	0.6470194673255293	38.72506388347591	48.49094559948807
19.0	404.5680984119171	110.24111478306051	16.50026930595706	2.191289828163072	7.247011413075203	6.253760956433603	18.93393282636663	0.39971918916628235	7.069253721701887	146.3500828518024	0.5175737477018697	4.573678959066348	1.038071991630041	0.6717502528602295	38.53755924426881	48.40760484853414
20.0	399.55113755436065	114.45860357238725	17.108810727708875	2.408523232037665	7.292261095850387	6.234814031052778	19.833970441532472	0.4178368360494908	7.025035731108338	145.43089589757173	0.5699855867898551	4.741938991346403	1.078903286888844	0.6955600123752168	38.33532035605139	48.343477735991044
21.0	394.6605235200429	118.56242832701693	17.697585544962465	2.6333777006952985	7.33698973003649	6.21692540309019	20.72132072947295	0.43561025898489275	6.981437072422	144.52464221119607	0.6242011205714377	4.905018857235979	1.118569098218657	0.7184917908887996	38.12064351564786	48.296150214842555
22.0	389.8926574400444	122.55566815535603	18.267338659459924	2.8655304335903673	7.381197451042425	6.199997277817233	21.595855872894834	0.4530415709667978	6.938474556154316	143.63143055105402	0.6801387270495209	5.063117194450697	1.1571267011771138	0.7405885102983455	37.89556551936058	48.26346607034202
23.0	385.2442164481584	126.44115619650265	18.81879175514888	3.1046656448023198	7.424875288243889	6.183954796777395	22.457643653573722	0.470139835423498	6.8961385230870675	142.75120270178422	0.7377171815518426	5.216408222169501	1.1946271244352877	0.7618880562795278	37.6618965206181	48.243508098663845
24.0	380.7118989804077	130.2217305764106	19.35264262156679	3.3504762973977793	7.468024661593099	6.168723854598705	23.306665132593135	0.4869104950547336	6.85443290409577	141.88396680877563	0.7968587571425793	5.365058593251991	1.231119081012143	0.7824271402074177	37.42124336039255	48.23456921389012
25.0	376.29256042740633	133.9000993053104	19.869565666149878	3.6026628361095034	7.510648925879588	6.154239349505401	24.14296858401852	0.5033612624617607	6.813352916714803	141.02966831303766	0.8574875462164369	5.509224193845644	1.2666478381263384	0.8022399598919095	37.17503089803659	48.23513021487317
26.0	371.9831145655594	137.47893233428331	20.370213296466297	3.8609337631491396	7.552752215722413	6.140441784144633	24.966573528094113	0.5194985836843526	6.772897638153442	140.188278036458	0.919530261795264	5.649052438472955	1.301256165051989	0.8213590215801256	36.92452127690539	48.24383905254514
27.0	367.78058385776365	140.96081073144705	20.855215945235887	4.125005327817955	7.5943384291625895	6.1272774735109055	25.777527002328267	0.5353296386227971	6.7330637636503825	139.3597411683483	0.9829155907746787	5.7846828486438655	1.334984277573955	0.8398150339326603	36.67083152295254	48.259493253106896
28.0	363.6820560928223	144.3482639259782	21.325183107177534	4.394601538186222	7.635407227423783	6.114697477149326	26.575866965865664	0.5508610392242668	6.693849885562808	138.5440148840358	1.047574534186596	5.916247974628891	1.3678702430734335	0.8576372126800675	36.4149486539276	48.28102390484958
29.0	359.68471858932855	147.64374544338366	21.780703525681655	4.6694539796589964	7.6759639342571795	6.102657644204624	27.361649853628695	0.5660998349422506	6.655252045257032	137.74103433402718	1.1134400773288708	6.043874163593666	1.3999500399124796	0.8748532635236334	36.157743261872476	48.30748155005975
30.0	355.7858286806938	150.84965109293816	22.2223461453773	4.949301780881587	7.71600994570514	6.091117794594606	28.134933680399094	0.5810529005609484	6.617267141205925	136.95073633424127	1.180447216652916	6.16768203733133	1.4312577918603695	0.8914895797523231	35.89998302598938	48.33802255431458
31.0	351.98273099040426	153.96830961542477	22.650660239419057	5.233891556298822	7.755551093924264	6.080041348031515	28.895788830899416	0.5957272106067544	6.57989108922646	136.17304177745547	1.2485329595509123	6.287786889263336	1.4618259119447556	0.9075713327364451	35.64234285078437	48.371898708184176
32.0	348.2728409600025	157.00199049933715	23.06617604584299	5.522977344766813	7.794589815818893	6.069395074539467	29.64429163765179	0.6101297062482949	6.543119868165509	135.4078689742279	1.3176362535085069	6.404299161719428	1.491685198613931	0.9231225209363458	35.38541355799442	48.40844823318341
33.0	344.65363898228617	159.95291292040278	23.469405791018016	5.816320346688853	7.833129590514451	6.059148490290276	30.38051780571358	0.6242671234274401	6.506949471143189	134.65513601131372	1.3876979444156134	6.517325228635847	1.5208650210188634	0.9381660959111138	35.129715502976886	48.44708171724691
