time	Ca_Nuc	Ca_Cyt	NFAT_Nuc	Act_C_Nuc	NFAT_Pi_Nuc	NFAT_Act_C_Nuc	NFAT_Pi_Act_C_Nuc	Inact_C_Nuc	NFAT_Cyt	Act_C_Cyt	NFAT_Pi_Cyt	NFAT_Act_C_Cyt	NFAT_Pi_Act_C_Cyt	Inact_C_Cyt
0.0	1.13e-13	2.69e-13	5.897469999999999e-17	5.7065e-18	2.56736e-17	1.070901e-16	2.8250000000000004e-19	5.5593739999999995e-15	2.9616900000000005e-17	2.4479e-18	2.5392793000000002e-15	1.6409e-18	5.918000000000001e-19	2.6122052000000004e-15
0.9900990099009901	1.0874815136885143e-13	2.649665779743458e-13	5.1427505505491404e-17	2.001239008532585e-15	2.3719665959390143e-17	1.3690379396298803e-16	1.4982999728234355e-18	3.5521867512367478e-15	2.897659422447045e-17	6.972851103791111e-16	2.478091928316238e-15	1.5274664353374097e-17	2.725734775923368e-17	1.8576585009353616e-15
1.9801980198019802	1.0674986718737803e-13	2.6176569476730265e-13	4.189779490108716e-17	3.368752391033233e-15	2.1500183410559154e-17	1.7985454831641557e-16	2.690708936023196e-18	2.1697568710431535e-15	2.819351836735122e-17	9.737567141546443e-16	2.4016374748789574e-15	3.379191048444309e-17	5.358366083761731e-17	1.507065614708822e-15
2.9702970297029703	1.0475158300590465e-13	2.585648115602595e-13	3.236808429668292e-17	4.7362657735338814e-15	1.9280700861728162e-17	2.228053026698431e-16	3.883117899222957e-18	7.873269908495599e-16	2.7410442510231984e-17	1.2502283179301774e-15	2.3251830214416767e-15	5.23091566155121e-17	7.990997391600094e-17	1.1564727284822826e-15
3.9603960396039604	1.0316195803942691e-13	2.5593347950634224e-13	1.990022012759398e-16	6.073696763898459e-15	2.157256418150475e-17	-1.5811570656513186e-18	2.9314442182569536e-18	-3.3026643238030297e-16	3.169123372730556e-17	1.5206763248193682e-15	2.352952049970734e-15	6.049409338119991e-17	9.608737089808769e-17	8.671098906651493e-16
4.9504950495049505	1.0298413861952369e-13	2.5526979053383607e-13	9.742340440914864e-16	7.307201337058954e-15	3.94498906111335e-17	-1.149544396197962e-15	-5.427447159683076e-18	-5.329225064536028e-16	5.346629733595473e-17	1.770314455943103e-15	2.7407846339611517e-15	3.29837340769732e-17	7.720304527440102e-17	7.892800827892139e-16
5.9405940594059405	1.0280631919962045e-13	2.5460610156132984e-13	1.7494658869070298e-15	8.540705910219437e-15	5.732721704076206e-17	-2.29750763533026e-15	-1.3786338537623007e-17	-7.355785805269002e-16	7.524136094460371e-17	2.019952587066838e-15	3.128617217951566e-15	5.4733747727467766e-18	5.831871965071454e-17	7.114502749132784e-16
6.930693069306931	1.0262849977971722e-13	2.539424125888236e-13	2.5246977297225764e-15	9.774210483379926e-15	7.52045434703908e-17	-3.445470874462558e-15	-2.2145229915562938e-17	-9.382346546001984e-16	9.70164245532527e-17	2.269590718190573e-15	3.516449801941982e-15	-2.203698453147974e-17	3.9434394027027863e-17	6.336204670373427e-16
7.920792079207921	1.0245068035981399e-13	2.532787236163174e-13	3.299929572538123e-15	1.1007715056540416e-14	9.308186990001946e-17	-4.593434113594862e-15	-3.050412129350292e-17	-1.1408907286734966e-15	1.1879148816190176e-16	2.519228849314309e-15	3.904282385932398e-15	-4.954734383570626e-17	2.0550068403341284e-17	5.557906591614071e-16
8.910891089108912	1.0227286093991076e-13	2.5261503464381123e-13	4.075161415353666e-15	1.2241219629700905e-14	1.1095919632964811e-16	-5.74139735272716e-15	-3.88630126714429e-17	-1.3435468027467956e-15	1.4056655177055084e-16	2.7688669804380443e-15	4.292114969922814e-15	-7.705770313993287e-17	1.6657427796547042e-18	4.7796085128547155e-16
9.900990099009901	1.0209504152000752e-13	2.51951345671305e-13	4.850393258169213e-15	1.3474724202861394e-14	1.2883652275927686e-16	-6.8893605918594646e-15	-4.722190404938283e-17	-1.5462028768200938e-15	1.6234161537919981e-16	3.0185051115617792e-15	4.67994755391323e-15	-1.0456806244415939e-16	-1.7218582844031875e-17	4.0013104340953593e-16
10.89108910891089	1.019172221001043e-13	2.512876566987988e-13	5.625625100984756e-15	1.4708228776021883e-14	1.4671384918890541e-16	-8.037323830991763e-15	-5.558079542732276e-17	-1.7488589508933913e-15	1.841166789878488e-16	3.268143242685514e-15	5.067780137903646e-15	-1.3207842174838583e-16	-3.610290846771846e-17	3.223012355336008e-16
11.881188118811881	1.0173940268020107e-13	2.5062396772629257e-13	6.400856943800303e-15	1.5941733349182372e-14	1.6459117561853416e-16	-9.18528707012406e-15	-6.393968680526274e-17	-1.9515150249666895e-15	2.0589174259649786e-16	3.517781373809249e-15	5.455612721894062e-15	-1.5958878105261235e-16	-5.4987234091405034e-17	2.4447142765766524e-16
