time	species_5	species_9	species_11	species_13	species_14	species_15	species_19	species_20	species_21	species_24	species_28	species_29	species_30	species_31	species_32	species_33	species_34	species_35	species_36	species_37	species_38	species_39	species_40	species_41	species_42	species_43	species_44	species_45	species_46	species_47	species_48	species_49	species_50	species_51	species_52	species_1	species_2	species_3	species_4	species_6	species_7	species_8	species_10	species_12	species_16	species_17	species_18	species_22	species_23	species_25	species_26	species_27	species_53
0.0	0.0	1.0	0.0	0.0	0.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
0.9900990099009901	9.900499967035708e-05	0.9999999510029662	4.8948667104638354e-08	4.836682062527939e-11	0.0999992667315384	7.332684615737159e-07	0.9999956843833698	4.178928199109866e-06	1.3668843138303395e-07	0.0008996863962807614	4.446673035787839e-05	3.443018875284596e-09	5.082112035965412e-11	0.09147492583396745	1.0568153356062732e-18	3.504715758060066e-10	5.430153562409461e-12	2.987476271204587e-20	2.500555624206935e-10	3.874323037505638e-12	3.112253012571887e-20	0.008525074105916502	3.2590799384159266e-13	2.726251044857853e-16	1.740155472477233e-14	1.4892787362001616e-17	1.2415716009459045e-14	1.062575277977905e-17	1.9291678970110415e-06	1.762131970360697e-07	1.257251461998925e-07	9.288414875410937e-18	2.594714058618563e-19	2.776643317156149e-19	9.900499967035708e-05	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
1.9801980198019802	0.00019800019735201026	0.9999998040828901	1.9553156344995958e-07	3.8554652366712335e-10	0.0999946711634124	5.32883658671704e-06	0.9999832481848433	1.5733143595348116e-05	1.0186715615478075e-06	0.0016454178735489028	0.00016187883401216116	1.8144444431945695e-08	4.557431114850988e-10	0.08367726691685096	1.3344968666910246e-16	1.3831301074878564e-09	4.022508026123503e-11	3.232580077529878e-18	9.868400151967257e-10	2.869991575090752e-11	3.3659239691022467e-18	0.01632273255846488	3.125138690019573e-12	9.569948135393013e-15	1.3740030598343474e-13	4.520333416973451e-16	9.80328023514829e-14	3.2251817033077066e-16	6.08086709405332e-06	3.5237754966569043e-07	2.51415442739004e-07	6.724539511983233e-16	1.4891413622699073e-17	1.5933929443489143e-17	0.00019800019735201026	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
2.9702970297029703	0.00029698559401414944	0.9999995593459827	4.393573262580731e-07	1.2966911903783643e-09	0.0999836327857242	1.636721426376779e-05	0.9999633591242674	3.34312801281011e-05	3.2095956046487822e-06	0.002270543840664652	0.0003325121577130108	5.611107155403451e-08	1.8125717425103397e-09	0.07654495384810947	2.3937324646141893e-15	3.0760864381688626e-09	1.2590108051294248e-10	4.742121331277392e-17	2.194735774564064e-09	8.982828338428339e-11	4.935281077237598e-17	0.023455044123480918	1.3305402339139893e-11	8.409393217947252e-14	4.576111681858453e-13	3.271342997766747e-15	3.264978523294927e-13	2.3340480791944268e-15	1.4168966989668962e-05	5.284930714219466e-07	3.77070899272962e-07	9.196194303668869e-15	1.5385549300905113e-16	1.6460960648279938e-16	0.00029698559401414944	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
3.9603960396039604	0.0003959611906271246	0.9999992168981073	7.800389057959852e-07	3.062987032486594e-09	0.09996462980125205	3.537019866464098e-05	0.9999365766277167	5.6306328871011125e-05	7.117043412503642e-06	0.0028008475301970906	0.0005412692500316487	1.349306134340449e-07	5.098706199395167e-09	0.07002121449657638	1.9058997478215404e-14	5.414283119877507e-09	2.771467207524133e-10	3.058232358842906e-16	3.86299947316648e-09	1.9773941332650569e-10	3.1812024147506935e-16	0.029978779929299794	4.007480597559328e-11	4.166155903755652e-13	1.0701858900128644e-12	1.3144223631615276e-14	7.635595708371844e-13	9.37818185672163e-15	2.7449355227911825e-05	7.045597758402338e-07	5.026915254590432e-07	6.19813030049798e-14	7.868523229981026e-16	8.417634891651092e-16	0.0003959611906271246	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
4.9504950495049505	0.0004949269881611895	0.9999987768447742	1.2171935135936408e-06	5.961712371729971e-09	0.09993690742524952	6.309257436669227e-05	0.9999033749911429	8.359571344292228e-05	1.3029295414575404e-05	0.0032562785667542013	0.0007766129006453678	2.761028622598833e-07	1.1671179498517969e-08	0.06405411980314103	9.654506129192138e-14	8.387970683080194e-09	5.033448458399788e-10	1.2610048764323841e-15	5.984674732705985e-09	3.591276476314241e-10	1.3110291034671954e-15	0.03594586766148561	9.818547092314758e-11	1.492883747858413e-12	2.061884576239127e-12	3.826823578770709e-14	1.4711197853506426e-12	2.730374011834817e-14	4.6810209761754116e-05	8.805776764521955e-07	6.282773309518475e-07	2.789943415616142e-13	2.742885924052903e-15	2.933988233221809e-15	0.0004949269881611895	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
5.9405940594059405	0.0005938829875865021	0.9999982392911442	1.7504425673911422e-06	1.0266288555283569e-08	0.09990025936814409	9.974063050800505e-05	0.9998641611730146	0.00011469538889918549	2.1143438086509002e-05	0.003652282088183009	0.0010297504484583278	5.037879343540435e-07	2.3190698304826235e-08	0.058596171771811464	3.6354064541038595e-13	1.1991526536931653e-08	8.097521703491293e-10	3.9183442675764115e-15	8.555749398571965e-09	5.777432303796486e-10	4.071615142429262e-15	0.04140380364502465	2.086644721633697e-10	4.316330498323166e-12	3.5142340321100814e-12	9.088376613596447e-14	2.5073463934531895e-12	6.484403009892544e-14	7.284571463470943e-05	1.0565467867857248e-06	7.538283254032983e-07	9.608439507755247e-13	7.507533548466275e-15	8.029728459933964e-15	0.0005938829875865021	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
6.930693069306931	0.000692829189873124	0.999997604342033	2.3794116366063095e-06	1.624633039003524e-08	0.09985486179424236	0.00014513820186084177	0.9998192887132589	0.00014912406003442837	3.158722670704373e-05	0.004000829358887178	0.0012939986907749854	8.438471390845469e-07	4.1514257102702086e-08	0.053603924568358566	1.108067919374014e-12	1.622251787882499e-08	1.1984351177017715e-09	1.0021937228095583e-14	1.157448687723537e-08	8.550599406871061e-10	1.0408279089401418e-14	0.04639603185167611	3.991667193338877e-10	1.0691376158250293e-11	5.503756638175745e-12	1.8756736807929831e-13	3.9268366238692044e-12	1.3382613689512472e-13	0.00010591701362862555	1.2324671203649645e-06	8.793445184626435e-07	2.7323114280335255e-12	1.7402503351803332e-14	1.861090689463459e-14	0.000692829189873124	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
7.920792079207921	0.0007917655959910211	0.9999968721019157	3.1037303886947827e-06	2.4167695752208936e-08	0.09980115089031223	0.00019884909995411754	0.9997690683904815	0.00018649591232175716	4.443569719710509e-05	0.004311207728233165	0.00156430091535707	1.3231246529082314e-06	6.858047242867693e-08	0.049037639930233475	2.8832747973197224e-12	2.10809691254295e-08	1.669001402886744e-09	2.224015214310484e-14	1.5040903406107254e-08	1.1907970016924032e-09	2.3084600475401972e-14	0.0509622886023625	7.040216266689342e-10	2.3549578458856823e-11	8.102252345912335e-12	3.493413952331721e-13	5.780818191015951e-12	2.4924914100703585e-13	0.00014620161942613058	1.4083386907103094e-06	1.0048259197764569e-06	6.731113627330352e-12	3.5737442686041325e-14	3.821472833608778e-14	0.0007917655959910211	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
8.910891089108912	0.0008906922069100631	0.9999960426749294	3.923032536041906e-06	3.429253470472314e-08	0.09973973004333998	0.0002602699349652971	0.999713776638563	0.0002264991880025344	5.9724173434912644e-05	0.004590635158393212	0.0018368481606949667	1.968890675101927e-06	1.0630440431897017e-07	0.044860970050560604	6.633633192796169e-12	2.6568770175031554e-08	2.219191006887244e-09	4.4301747752064677e-14	1.8956345813937502e-08	1.5833406837844664e-09	4.595757965277835e-14	0.05513891978742439	1.1640751044907427e-09	4.72992128175566e-11	1.1377113720608933e-11	6.01658592590129e-13	8.11737402326236e-12	4.2927311812409083e-13	0.00019373424745964337	1.5841615113384058e-06	1.1302725389886383e-06	1.483235082897405e-11	6.69341772876115e-14	7.156587881942864e-14	0.0008906922069100631	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
