time	Mad1_CMad2	OMad2	Mad1_CMad2_OMad2	Cdc20	Cdc20_CMad2
0.0	5e-08	1.5e-07	0.0	2.2e-07	0.0
0.9900990099009901	4.999320990531207e-08	1.4854813130111731e-07	6.7900946879242985e-12	2.1855492365416484e-07	1.445076345835179e-09
1.9801980198019802	4.999323236234084e-08	1.4712411741862527e-07	6.7676376591575375e-12	2.1713070023861123e-07	2.8692997613887942e-09
2.9702970297029703	4.999325461860014e-08	1.457318160474595e-07	6.745381399863829e-12	2.157380918476384e-07	4.2619081523616164e-09
3.9603960396039604	4.9993275683391444e-08	1.4437773284994645e-07	6.724316608558495e-12	2.143837846036419e-07	5.616215396358112e-09
4.9504950495049505	4.999329620113849e-08	1.43041196940762e-07	6.703798861507976e-12	2.130470627439031e-07	6.952937256096932e-09
5.9405940594059405	4.999331617184129e-08	1.4172220831990618e-07	6.683828158712273e-12	2.1172792626842193e-07	8.272073731578071e-09
6.930693069306931	4.999333559549983e-08	1.4042076698737893e-07	6.664404500171387e-12	2.104263751771985e-07	9.573624822801536e-09
7.920792079207921	4.999335591859817e-08	1.391471090273383e-07	6.644081401820687e-12	2.091523494910514e-07	1.084765050894862e-08
8.910891089108912	4.9993376571508e-08	1.3789720344926477e-07	6.6234284919927565e-12	2.0790193480979942e-07	1.2098065190200607e-08
9.900990099009901	4.9993397318984416e-08	1.3666938553620808e-07	6.602681015582375e-12	2.0667351456592632e-07	1.3326485434073709e-08
10.89108910891089	4.9993418161027406e-08	1.3546365528816823e-07	6.581838972589544e-12	2.054670887594321e-07	1.453291124056792e-08
11.881188118811881	4.999343875162226e-08	1.3428009784202782e-07	6.5612483777407616e-12	2.0428284873874527e-07	1.571715126125477e-08
12.871287128712872	4.9993458097532916e-08	1.331189575834001e-07	6.54190246708751e-12	2.0312134376996058e-07	1.6878656230039462e-08
13.861386138613861	4.99934769847795e-08	1.3198004111212502e-07	6.523015220500359e-12	2.019821391787564e-07	1.801786082124365e-08
14.85148514851485	4.999349541336202e-08	1.3086334842820257e-07	6.504586637979309e-12	2.008652349651327e-07	1.913476503486733e-08
15.841584158415841	4.9993513383280474e-08	1.2976887953163275e-07	6.486616719524359e-12	1.9977063112908952e-07	2.022936887091051e-08
16.831683168316832	4.999353189172448e-08	1.286878526941525e-07	6.46810827552632e-12	1.9868936939012683e-07	2.1310630609873197e-08
17.821782178217823	4.9993550597270446e-08	1.2762327465492624e-07	6.449402729559506e-12	1.9762451693639004e-07	2.2375483063609983e-08
18.81188118811881	4.9993569075614144e-08	1.2657888203982686e-07	6.430924385859073e-12	1.9657988551673897e-07	2.3420114483261046e-08
19.801980198019802	4.999358732675558e-08	1.2555467484885446e-07	6.412673244425019e-12	1.9555547513117365e-07	2.4444524868826392e-08
20.792079207920793	4.999360535069475e-08	1.2455065308200896e-07	6.3946493052573455e-12	1.9455128577969402e-07	2.544871422030602e-08
21.78217821782178	4.999362314743165e-08	1.235668167392904e-07	6.376852568356051e-12	1.9356731746230011e-07	2.643268253769993e-08
22.77227722772277	4.999364071696628e-08	1.2260316582069874e-07	6.359283033721137e-12	1.9260357017899193e-07	2.7396429821008115e-08
23.762376237623762	4.9993658059298653e-08	1.2165970032623401e-07	6.341940701352603e-12	1.9166004392976944e-07	2.8339956070230586e-08
24.752475247524753	4.999367517442876e-08	1.2073642025589624e-07	6.324825571250448e-12	1.907367387146327e-07	2.9263261285367338e-08
25.742574257425744	4.999369206235659e-08	1.1983332560968537e-07	6.3079376434146735e-12	1.8983365453358165e-07	3.016634546641837e-08
26.73267326732673	4.999370872308216e-08	1.1895041638760145e-07	6.291276917845278e-12	1.8895079138661635e-07	3.104920861338368e-08
27.722772277227723	4.9993725156605466e-08	1.1808769258964444e-07	6.274843394542263e-12	1.8808814927373677e-07	3.1911850726263274e-08
28.712871287128714	4.999374170682765e-08	1.1722891208711174e-07	6.25829317235356e-12	1.872293913326575e-07	3.277060866734252e-08
29.7029702970297	4.999375819553983e-08	1.1638249151878413e-07	6.241804460171997e-12	1.8638298329291352e-07	3.3617016707086496e-08
30.693069306930692	4.999377452756765e-08	1.1555292588037806e-07	6.225472432357642e-12	1.8555344636766209e-07	3.4446553632337925e-08
31.683168316831683	4.9993790702911095e-08	1.1474021517189352e-07	6.2092970889104945e-12	1.847407805569032e-07	3.5259219443096823e-08
32.67326732673267	4.999380672157018e-08	1.1394435939333049e-07	6.1932784298305546e-12	1.8394498586063685e-07	3.6055014139363177e-08
33.663366336633665	4.999382258354489e-08	1.1316535854468899e-07	6.177416455117823e-12	1.8316606227886305e-07	3.683393772113699e-08
34.65346534653465	4.9993838288835236e-08	1.1240321262596901e-07	6.161711164772298e-12	1.8240400981158176e-07	3.7595990188418275e-08
