time	H1	H2	M1	M2
36.633663366336634	91430016.95336792	8569983.085272966	557993575.9700913	442006161.35738957
37.62376237623762	91378909.9674275	8621090.071279664	558737466.0867405	441262272.35770524
38.613861386138616	91330717.47448541	8669282.564278683	559372327.0986938	440627412.42498076
39.603960396039604	91285214.0712735	8714785.967539525	559914134.8790963	440085605.685622
40.59405940594059	91242198.6487803	8757801.39007484	560376524.5825387	439623216.9849103
41.584158415841586	91201491.17160757	8798508.867283894	560771133.5573783	439228608.97463894
42.57425742574257	91162929.92687987	8837070.112042928	561107894.0670443	438891849.3917631
43.56435643564356	91126369.16426903	8873630.874680795	561395283.1106842	438604461.2377116
44.554455445544555	91091677.08446282	8908322.954510387	561640535.6296251	438359209.5718926
45.54455445544554	91058734.10816005	8941265.93083344	561849826.4964787	438149919.5225515
46.53465346534654	91027431.37083764	8972568.668173438	562028425.8300933	437971320.97179574
47.524752475247524	90997669.47792722	9002330.561099138	562180831.5509583	437818916.0001621
48.51485148514851	90969357.36653632	9030642.672503319	562310882.5259013	437688865.7419009
49.504950495049506	90942411.3807901	9057588.65826115	562421855.1279542	437577893.8250914
50.495049504950494	90916754.43036105	9083245.608700346	562516545.6495391	437483203.95844156
51.48514851485149	90892315.28317872	9107684.755891569	562597340.6455238	437402409.58822095
52.475247524752476	90869027.94452915	9130972.094548939	562666276.9955435	437333473.8359274
53.46534653465346	90846831.11956795	9153168.91951699	562725093.0628551	437274658.33942723
54.45544554455446	90825667.74711093	9174332.291980064	562775272.4624861	437224479.4847972
55.445544554455445	90805484.58104412	9194515.458052248	562818081.4389254	437181671.0286305
56.43564356435643	90786231.83099811	9213768.208103	562854600.666184	437145152.29797125
57.42574257425743	90767862.85437185	9232137.184733525	562885752.4586335	437114000.9794731
58.415841584158414	90750333.8896012	9249666.149507921	562912323.957157	437087429.93324673
59.4059405940594	90733603.77120173	9266396.2679108	562934986.9501976	437064767.3718097
60.396039603960396	90717633.76285353	9282366.27626201	562954314.7646916	437045439.96915066
61.386138613861384	90702387.32850727	9297612.710611004	562970796.6996678	437028958.4271327
62.37623762376238	90687829.97672278	9312170.062397975	562984850.3370905	437014905.1646492
63.366336633663366	90673929.09915444	9326070.93996855	562996832.0487615	437002923.8107193
64.35643564356435	90660653.86052857	9339346.178596444	563007045.9693323	436992710.2314789
65.34653465346534	90647975.03636806	9352025.00275883	563015751.65247	436984004.87401706
66.33663366336634	90635864.92258605	9364135.116542557	563023170.6197182	436976586.2175116
67.32673267326733	90624297.23808983	9375702.801040366	563029491.851722	436970265.2820075
68.31683168316832	90613247.02707484	9386753.012056757	563034876.6580698	436964880.7585761
69.3069306930693	90602690.57574992	9397309.463383002	563039462.6942675	436960294.9923408
70.29702970297029	90592605.34332027	9407394.695813911	563043367.4236546	436956390.52056384
71.2871287128713	90582969.88494559	9417030.154189723	563046691.0826051	436953067.1074445
72.27722772277228	90573763.79234423	9426236.246792153	563049519.2047141	436950239.2199349
73.26732673267327	90564967.63337764	9435032.40575973	563051924.7708045	436947833.87773323
74.25742574257426	90556562.90218955	9443437.136948729	563053970.0535144	436945788.80869955
75.24752475247524	90548531.96163324	9451468.077505901	563055708.185651	436944050.88050026
76.23762376237623	90540858.00638607	9459142.032753855	563057184.501299	436942574.7595022
77.22772277227723	90533525.00822468	9466475.030916024	563058437.6763422	436941321.7702526
78.21782178217822	90526517.68165681	9473482.357484626	563059500.7063184	436940258.9176239
79.20792079207921	90519821.45823239	9480178.580909701	563060401.7392268	436939358.05400735
80.1980198019802	90513422.41775514	9486577.621387608	563061164.7865585	436938595.1682848
81.18811881188118	90507307.29112655	9492692.7480168	563061810.329522	436937949.7796024
82.17821782178218	90501463.41169022	9498536.627453692	563062355.8364037	436937404.4200119
83.16831683168317	90495878.68988284	9504121.349261586	563062816.2051932	436936944.1918459
84.15841584158416	90490541.58268516	9509458.456459787	563063204.1404917	436936556.39080995
85.14851485148515	90485441.06334567	9514558.975799773	563063530.4754143	436936230.1840823
86.13861386138613	90480566.60911594	9519433.430029955	563063804.4447167	436935956.33718497
87.12871287128712	90475908.16755854	9524091.871587787	563064033.9253888	436935726.9733937
88.11881188118812	90471456.14183569	9528543.897311045	563064225.6341382	436935535.3762553
89.10891089108911	90467201.37018861	9532798.668958541	563064385.2858585	436935375.83111554
90.0990099009901	90463135.0888297	9536864.950317817	563064517.7370529	436935243.4817029
91.08910891089108	90459248.91510227	9540751.12404558	563064627.1463068	436935134.1696507
92.07920792079207	90455534.86454867	9544465.174599553	563064717.0589952	436935044.3497924
93.06930693069307	90451985.31067894	9548014.728469582	563064790.4842358	436934971.0132104
94.05940594059406	90448592.95268926	9551407.086459603	563064849.9813666	436934911.6007554
95.04950495049505	90445350.8207867	9554649.218362436	563064897.7322999	436934863.9306977
96.03960396039604	90442252.25460514	9557747.784544265	563064935.5931203	436934826.147124
97.02970297029702	90439290.89445736	9560709.144692333	563064965.1405497	436934796.67347765
98.01980198019803	90436460.65522718	9563539.383922763	563064987.7145436	436934774.1699606
99.00990099009901	90433755.72851516	9566244.310635023	563065004.4540976	436934757.4977263
100.0	90431170.56265934	9568829.4764911	563065016.3260025	436934745.6901274
