time	H1	H2	M1	M2
0.0	0.0	0.0	100.0	0.0
0.9900990099009901	520.022567697351	0.0025607386043412818	95.43595879909766	4.577938035440263
1.9801980198019802	99993771.49673687	0.013286859473662658	5622.324827032879	18.50721249415555
2.9702970297029703	99999672.42560183	0.9329292189722458	102031.19939760734	2608.7061246529424
3.9603960396039604	99999821.89394763	6.558553351292224	194206.02156193135	9757.343997287971
4.9504950495049505	99999860.0960383	22.13527459580111	282828.6669032239	24399.629463748046
5.9405940594059405	99999847.08929248	62.773608339753196	369436.76850578404	71294.11290843216
6.930693069306931	99999597.7017754	331.8087209290565	472113.6608900207	1120917.786647445
7.920792079207921	99183189.86552727	816809.8760700579	60584426.01573935	939414277.1639256
8.910891089108912	98187021.41325323	1812978.5068408686	134207940.09239684	865791426.0046248
9.900990099009901	97342926.25543466	2657073.712208944	197044414.69238958	802955118.9379172
10.89108910891089	96623663.54136786	3376336.448444306	250674315.1057532	749325291.6087849
11.881188118811881	96007187.27774057	3992812.724928865	296446551.4117798	703553094.3889124
12.871287128712872	95475763.44716641	4524236.563887459	335512395.94760394	664487273.080352
13.861386138613861	95015086.73117815	4984913.285752867	368854439.6726562	631145244.073196
14.85148514851485	94613566.42926338	5386433.591991105	397311308.32656664	602688385.1745206
15.841584158415841	94261765.11377692	5738234.910767637	421598754.4860348	578400945.7249604
16.831683168316832	93951959.79334281	6048040.233768187	442327661.95354116	557672043.0414158
17.821782178217823	93677798.86070357	6322201.168446725	460019410.40883726	539980298.1326543
18.81188118811881	93434033.04841463	6565966.982379485	475118989.43849355	524880721.850306
19.801980198019802	93216303.70690218	6783696.325231708	488006191.0516688	511993522.4698041
20.792079207920793	93020975.42748247	6979024.605753121	499005162.1070823	500994553.3189298
21.78217821782178	92845003.00296217	7154997.03118553	508392557.24461275	491607159.8799276
22.77227722772277	92685825.25102599	7314174.783881385	516404497.1905068	483595221.50569665
23.762376237623762	92541279.63279939	7458720.4027437	523242507.5589593	476757212.63226736
24.752475247524753	92409533.5455438	7590466.490533212	529078587.73471904	470921133.9056334
25.742574257425744	92289028.41399567	7710971.622531408	534059536.65470487	465940186.406593
26.73267326732673	92178434.26081596	7821565.776091275	538310645.1400383	461689079.3231543
27.722772277227723	92076612.41351995	7923387.623709148	541938847.1336435	458060878.7159956
28.712871287128714	91982584.89631794	8017415.14118463	545035409.2156619	454964318.00515926
29.7029702970297	91895509.11373867	8104490.923996271	547678226.1715362	452321502.40339714
30.693069306930692	91814656.84434739	8185343.193585331	549933780.031152	450065949.8779948
31.683168316831683	91739396.79993708	8260603.238164131	551858812.2461214	448140918.9741163
32.67326732673267	91669180.02454601	8330820.013699274	553501750.8131651	446497981.6918305
33.663366336633665	91603527.71945615	8396472.318912184	554903928.3052406	445095805.4552139
34.65346534653465	91542020.93302128	8457979.10545224	556100621.4552636	443899113.52876824
35.64356435643565	91484291.94097197	8515708.097591745	557121938.4011286	442877797.77247566
