time	I	A	D_II	D_IA	R	aux
0.0	10.0	10.0	10.0	10.0	1.0	7.488454301096681e-12
0.9900990099009901	10.183790268432544	10.400659576182434	10.31929449005725	10.528652643211155	1.9202939998400657	3.352891169305927e-05
1.9801980198019802	10.516187537458096	10.688315836749036	10.97205788385279	11.1675523641624	2.878891111330363	0.00013417700763906915
2.9702970297029703	11.00196093763046	10.885205301129865	11.980222703582625	11.894470818122043	3.859816753048695	0.00030193820917912007
3.9603960396039604	11.628485887087232	10.999393771221088	13.359328907870701	12.701350353647184	4.84764936188411	0.0005368023718663739
4.9504950495049505	12.379259221763093	11.043664643228968	15.121762622385962	13.575415700811481	5.828866145975519	0.0008387552935664733
5.9405940594059405	13.235981919692234	11.032739245104239	17.275472159330505	14.501953633842465	6.792709503540673	0.001207778715317076
6.930693069306931	14.18032094419647	10.980998782876572	19.823363124269406	15.466591024858564	7.731402377566184	0.0016438503224318612
7.920792079207921	15.195133760400294	10.90107355091597	22.763381241044158	16.456705633678965	8.639895738761806	0.002146943745849672
8.910891089108912	16.26514937330136	10.803248264558636	26.08908529385639	17.462020775268837	9.515377640352932	0.002717028563728574
9.900990099009901	17.377219316533342	10.695435552664893	29.790458838075956	18.47463182725221	10.356725774559765	0.003354070303287049
10.89108910891089	18.520284824403006	10.583454984720076	33.85475742594857	19.488727202881762	11.164010323954935	0.004058030442886773
11.881188118811881	19.685187469843832	10.471424432070647	38.26726894879675	20.500196989873118	11.938091239728587	0.00482886641436342
12.871287128712872	20.864413866470883	10.362151160615527	43.011934794905024	21.506241857783756	12.680315422142035	0.005666531605599268
13.861386138613861	22.05182997073994	10.257470851433515	48.071825004309744	22.505034037455584	13.392300932627567	0.006570975363342946
14.85148514851485	23.24243436969431	10.158519323819892	53.42948382685725	23.495445598048114	14.075789716235027	0.007542142996272538
15.841584158415841	24.432143084531496	10.065940000741568	59.067170479913536	24.47684098165296	14.732550971551285	0.008579975778301607
16.831683168316832	25.61760888833801	9.980037308367432	64.96702007969311	25.44892360383283	15.364320426629845	0.009684410952131683
17.821782178217823	26.796073154838442	9.900887571116717	71.11114645762905	26.411624958642424	15.972764280936927	0.010855381733045899
18.81188118811881	27.965246237973837	9.828417896512779	77.48170423928958	27.365025733843556	16.559459654836648	0.0120928173129482
19.801980198019802	29.123211804650676	9.762461498729733	84.06092339139414	28.309300487427336	17.125885819727383	0.01339664286464548
20.792079207920793	30.268350807849632	9.702796076199814	90.83112603317616	29.24467927007534	17.673422277743597	0.014766779546371067
21.78217821782178	31.399281288642136	9.649170070884225	97.77473247014339	30.171421365957173	18.203351043357543	0.016203144506553357
22.77227722772277	32.51481082024345	9.601320388402915	104.87426145693209	31.08979757266883	18.716861369177455	0.017705650888825364
23.762376237623762	33.61389899311899	9.558984117144432	112.11232810239657	32.00007848219082	19.215055767139553	0.019274207837276958
24.752475247524753	34.695627838857	9.521906086728338	119.47164178637122	32.90252692249353	19.69895658593272	0.020908720501948697
25.742574257425744	35.75917860792574	9.489843510260703	126.93500555877397	33.79739331534924	20.169512687939047	0.02260909004456768
26.73267326732673	36.80381342078179	9.462568669280655	134.48531813332235	34.68491299145296	20.627605944746325	0.02437521364452455
27.722772277227723	37.82886097837414	9.439870233098645	142.10557893344836	35.565304871151355	21.07405739328363	0.026206984505089848
28.712871287128714	38.833705344025184	9.421553682214894	149.77889659530283	36.43877104109121	21.50963296605713	0.028104291859873065
29.7029702970297	39.817777237860234	9.407441138039458	157.48850100694733	37.305496924566164	21.93504877422567	0.03006702097952041
30.693069306930692	40.7805473557367	9.39737080320462	165.21775882716145	38.16565184127088	22.35097592619659	0.03209505317865191
31.683168316831683	41.721521227784244	9.391196199894436	172.95019242912622	39.019389769037765	22.758044909274272	0.03418826582303924
32.67326732673267	42.64023531754267	9.388785255499293	180.66950203092966	39.86685025824873	23.156849555530755	0.03634653233702001
33.663366336633665	43.5362543561385	9.390019331813933	188.35959066890533	40.708159402703224	23.54795062626481	0.0385697222111534
34.65346534653465	44.4091691885612	9.394792261674853	196.0045919413754	41.54343080304625	23.931879040702015	0.040857701010110326
35.64356435643565	45.25859550398946	9.403009382887827	203.58890003399318	42.372766532906695	24.309138794693133	0.043210330380803796
36.633663366336634	46.08417300793497	9.414586616544794	211.09720177027137	43.19625806064586	24.68020958856344	0.045627468060754905
37.62376237623762	46.885565034264445	9.429449588014018	218.51451032647373	44.013987128432326	25.04554919878019	0.048108967886695275
38.613861386138616	47.6624584770452	9.447532804565986	225.82620028742244	44.82602657468122	25.40559562001678	0.05065467980340488
39.603960396039604	48.414563967351455	9.468778891168325	233.01804367150962	45.63244109832399	25.760769000913186	0.053264449872787
40.59405940594059	49.14161637478066	9.49313784946483	240.0762465064518	46.43328799989404	26.11147339636764	0.05593812028317591
41.584158415841586	49.843375237019075	9.520566424188315	246.9874857903552	47.22861781517829	26.458098355529057	0.058675529358879874
42.57425742574257	50.51962553084317	9.551027454935173	253.73894622199973	48.018474963506925	26.80102036267873	0.061476511569957815
43.56435643564356	51.170178403783964	9.584489325986409	260.3183565825064	48.80289829799629	27.140604147352338	0.0643408975422286
44.554455445544555	51.794871970038024	9.62092542016282	266.7140252348962	49.581921651757575	27.477203874307694	0.06726851406751311
45.54455445544554	52.39357215733382	9.660313629006877	272.9148746241549	50.35557432777867	27.811164231576598	0.07025918411410803
46.53465346534654	52.96617354701662	9.702635890612386	278.91047429963834	51.12388156115797	28.142821421442882	0.07331272683749135
47.524752475247524	53.51260020352258	9.747877756510341	284.69107212768324	51.886864952281776	28.47250406375388	0.07642895759125712
48.51485148514851	54.03280645450084	9.796027992033386	290.24762356038644	52.64454286652291	28.80053402342961	0.07960768793828099
49.504950495049506	54.526777706387556	9.847078179277895	295.5718185411289	53.39693083134161	29.12722716677215	0.08284872566211599
50.495049504950494	54.994531045984026	9.90102237746386	300.656105942372	54.14404187598829	29.452894052791137	0.08615187477861475
51.48514851485149	55.436116024142095	9.957856752281177	305.4937150852483	54.88588690221983	29.777840565202574	0.08951693554778095
52.475247524752476	55.85161509289034	10.017579262460433	310.0786744233078	55.622474997791244	30.10236848968068	0.09294370448584743
53.46534653465346	56.24114418131929	10.08018933256437	314.40582693447885	56.353813763726265	30.426776040245368	0.09643197437758055
54.45544554455446	56.60485306899305	10.145687545684174	318.47084223361406	57.07990962168304	30.75135833743032	0.09998153428881085
55.445544554455445	56.94292570556623	10.214075341601724	322.2702252333169	57.80076811585384	31.076407842410855	0.10359216957918838
56.43564356435643	57.2555804221374	10.285354722267286	325.8013211757471	58.516394207548096	31.402214743101243	0.10726366191516057
57.42574257425743	57.54307006247804	10.35952795793876	329.0623172426324	59.22679256911635	31.729067314395824	0.11099578928317622
58.415841584158414	57.8056819815624	10.436597302052984	332.0522402120803	59.931967869138745	32.05725221966009	0.11478832600311006
59.4059405940594	58.04373795857508	10.516564703346688	334.77095061761605	60.63192506036563	32.387054785825086	0.11864104274190923
60.396039603960396	58.25759399407439	10.599431520529647	337.2191331809776	61.32666966510528	32.718759237197816	0.12255370652746111
61.386138613861384	58.44763999722614	10.685198236397753	339.3982836283738	62.0162080611715	33.05264889218495	0.12652608076268168
62.37623762376238	58.61429937337814	10.773864171165028	341.3106919496549	62.700547768612104	33.389006323071555	0.1305579252398209
