time	species_0	species_1	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	1.07286570551998	0.10823706112702809	0.010521108753090083	0.024171989770809692	0.00016444881922206305	0.00035968135358581545	1.4771742567300467e-05	0.00032095179165992857	3.083677327577593e-05	1.274247653671257e-05	2.5810090475452605e-10	3.0957111933181516e-11	1.2891974347809898e-11	0.0020320391356686415	1.4688834423224077e-12	1.4150828800750812e-14	0.00028860490173217307	2.36402171055019e-05	2.0423231797444003e-06
2.0	1.8270148473218635	0.26216345711282685	0.025394172313775974	0.09323100307238419	0.007119465737300291	0.007548085241232456	0.0009084101940716048	0.006216946237674242	0.0008549601906313146	0.0004183653877915252	5.989103106782075e-07	1.1950820942964121e-07	6.027694376844107e-08	0.008285589908973741	1.15600476582518e-08	4.5898164526710736e-10	0.006359169649449737	0.0006192045306302861	9.0728013367969e-05
3.0	2.487787274841602	0.4232854326669195	0.03896562026350539	0.1846529580962399	0.045399909048406	0.03294991923321857	0.006511519710276009	0.02634431276721069	0.004097806333604399	0.002118634090175371	2.518822285769082e-05	6.206406145504633e-06	3.591206822121154e-06	0.01612735164241988	8.614488062441227e-07	7.066889568808745e-08	0.02824980648189477	0.00291781890892053	0.0005292909768017809
4.0	3.0951281613145607	0.5912484955815858	0.05125037339724961	0.2916732135099612	0.14897840908153653	0.08506838150456258	0.022073602611589044	0.06741069687066506	0.010987716096759116	0.005874241117053827	0.00026459178581230813	7.237582630280798e-05	4.554067752707288e-05	0.02453491081835267	1.2253173405466667e-05	1.630353623580546e-06	0.07288027387441322	0.007811086630012011	0.0015717599845452314
5.0	3.6651841831164913	0.7673232660114381	0.0624543856790733	0.4143555050829703	0.361888460586034	0.1716767414982955	0.05247097356071018	0.13625413083232882	0.02242907898858838	0.01238980579905959	0.0014596157048544609	0.0004231847460317885	0.000277711519029475	0.033232154189619806	7.975881237282407e-05	1.5335263006313673e-05	0.1452551689857309	0.01614576216949009	0.0034481958818215535
6.0	4.206409898126452	0.9525483814536113	0.07272941966134677	0.554509262915905	0.7523247561724951	0.29982088685310027	0.10109879668032999	0.2399395903417906	0.03881950711838305	0.022291400036514822	0.005639745993979376	0.0016975703960094145	0.001127745775726736	0.04210141477344218	0.00033745467369619453	8.782751592438627e-05	0.2485071390660259	0.028860339643225055	0.006422699700612922
7.0	4.72388175265037	1.1477054070400177	0.08218475186442747	0.7140763925701432	1.4213241970726849	0.4733294431674841	0.1672194979416039	0.38367893819597915	0.05932293106501931	0.0356662646345817	0.017236193904124605	0.005351854965753143	0.0035237179732487767	0.05102979442455571	0.0010866989811864432	0.0003672133519693552	0.3824374555052181	0.04691023370765851	0.010800964044264385
8.0	5.220890122337151	1.353285361626832	0.09090027036987866	0.8941533474229151	2.4880164323440903	0.6904361089830958	0.2442812633228622	0.5681897682570035	0.08131749222139892	0.05137931893509187	0.0436921779705396	0.01404176584976695	0.009002837950159095	0.05986717505911059	0.0028529506513231308	0.0012150731096700665	0.5427747380614081	0.07115605453196498	0.016919714205229825
9.0	5.699624962743081	1.5692770696061966	0.09893037050894077	1.0939329182462023	4.054200312526834	0.9436441115035599	0.3228766567748285	0.7885706422182711	0.10112014502571483	0.06695174117014227	0.09379715091695576	0.031487288060655656	0.019297517024370645	0.06841711840668338	0.006289066295545147	0.0032971371108886987	0.7220780279107354	0.10230450087864212	0.025145797770226005
