time	C_PCC	P_PSC	E_CD8	N_Killer	H_T_Helper	R_T_Regulatory
0.0	1000000000.0	5600000.0	873600000.0	481600000.0	2116800000.0	158760000.0
0.9900990099009901	1010819614.6273233	6207902.718781013	846381053.4409087	476661515.2542331	2091019723.4705436	156569921.5080737
1.9801980198019802	1021850896.1190763	6881310.872751331	820185982.5763888	471748834.478679	2065889564.2006507	154416848.90417328
2.9702970297029703	1033097163.9585612	7627116.475835652	794971594.7982696	466862859.1180015	2041388935.2555962	152300462.1639542
3.9603960396039604	1044561806.6429102	8452892.420638539	770696711.9403883	462004436.57758254	2017497942.1073747	150220421.89525962
4.9504950495049505	1056248282.512806	9366948.910912719	747322070.6579951	457174362.36553836	1994197361.140521	148176371.1786109
5.9405940594059405	1068160120.5996757	10378391.892386988	724810227.7103542	452373382.1659467	1971468618.4706547	146167937.29539004
6.930693069306931	1080300921.4997268	11497182.844959473	703125469.9269389	447602193.8453912	1949293769.133282	144194733.35096583
7.920792079207921	1092674358.2745664	12734199.051836405	682233728.701584	442861449.39305663	1927655476.6785567	142256359.7965695
8.910891089108912	1105284177.3773277	14101293.170177277	662102498.7959088	438151756.7955405	1906536993.1993222	140352405.85523248
9.900990099009901	1118134199.60327	15611350.560864748	642700761.1637831	433473681.8488573	1885922139.8059728	138482450.8585765
10.89108910891089	1131228321.0651698	17278342.5165035	623998909.7326435	428827749.9071664	1865795287.5738158	136646065.496141
11.881188118811881	1144570514.1922743	19117372.95624672	605968681.8670475	424214447.57072175	1846141338.970795	134842812.98376185
12.871287128712872	1158164828.7525983	21144715.73745639	588583092.3643986	419634224.31415683	1826945709.7747376	133072250.1545858
13.861386138613861	1172015392.8980136	23377839.119487647	571816370.7961675	415087494.05674666	1808194311.4852061	131333928.4771721
14.85148514851485	1186126414.2318385	25835413.220846094	555643902.0455221	410574636.67589176	1789873534.2350414	129627395.00426485
15.841584158415841	1200502180.8984787	28537295.70989411	540042169.8725704	406095999.4655202	1771970230.200743	127952193.25623693
16.831683168316832	1215147062.694768	31504490.25392021	524988703.3541575	401651898.54097253	1754471697.5100558	126307864.04284719
17.821782178217823	1230065512.2026985	34759071.59180456	510462026.0554642	397242620.1918789	1737365664.643677	124693946.22670697
18.81188118811881	1245262065.9432602	38324070.513734914	496441607.79364824	392868422.1845996	1720640275.3260322	123109977.4317734
19.801980198019802	1260741345.551087	42223311.60088634	482907818.8613239	388529535.0157699	1704284073.8988516	121555494.7000056
