time	T1	alpha	alpha_T1	alpha_T1_alpha	T1_alpha	alpha_alpha_T1	T2	alpha_T2	alpha_T2_beta	beta	T2_beta	alpha_beta_T2	T3	beta_T3	beta_T3_Inh	Inh	T3_Inh	beta_Inh_T3	Inh_T1	empty
0.0	38.5	10.0	0.0	0.0	0.0	0.0	3.89	0.0	0.0	0.0	0.0	0.0	38.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	32.30328531312083	6.389538662872271	0.4162750009933769	0.5742852416412255	1.9897634667006319	3.2151229831140604	3.38800277903082	0.04287973122018779	0.05907641880571539	0.2259691289247156	0.08634392102409903	0.3136971499278637	38.448167003365405	0.0076568145203839665	0.010414965031616005	0.007413590338045983	0.0027690866034719287	0.030992130479162966	0.0012679946375284993	0.0
1.9801980198019802	27.404470008711183	12.035120072012214	0.6950024534612302	1.1188784977440074	3.1813664671312845	6.0661140537283815	2.8520637443974204	0.06864551598092664	0.11795117477120971	0.6820906902062891	0.2558423469715936	0.5954972178875354	38.13387694059682	0.024080121339352945	0.08221003479802111	0.08841410776190185	0.0662261473463621	0.19360675591952298	0.034168519431560525	0.0
2.9702970297029703	20.208027242029267	23.33129812957415	1.0549860157608255	2.004443680203127	4.688081486468975	10.37678438379202	2.094649000207021	0.10061723082983251	0.21532260319015356	1.4107636253762874	0.45502671490714225	1.0243844508745357	37.320637105840035	0.04928293102117404	0.24617518846203093	0.30924671163448353	0.3419341508611207	0.5419706238157126	0.16767719195342515	0.0
3.9603960396039604	12.119046717974415	43.52196902876852	1.3258745237690592	3.224972273767021	5.5699131793017775	15.811741879281376	1.221212491213895	0.1163262181577572	0.35729800277243823	2.5538297634103615	0.6186613952555142	1.576501892609082	35.661661741582755	0.08591024124364995	0.5458316540803	0.764339328131625	1.0481728305139961	1.1584235325794203	0.4484514261139832	0.0
4.9504950495049505	6.149930499583153	73.31191681032361	1.3611032857209926	4.3747114386037165	5.17896925027178	20.568300719217625	0.5504956049405123	0.09922629838503622	0.5051049028962424	4.062036964310698	0.6537892421637445	2.08138395162315	32.77991405640716	0.1267908371185239	1.0276065210075802	1.596270249847797	2.4580838274938532	2.107604757973015	0.8669848068103653	0.0
5.9405940594059405	3.3011293949552254	106.29446375981382	1.271715369484924	5.0464098486603985	4.298056883831949	23.189480633422125	0.24332463470732904	0.07456167607540289	0.6010871551043449	5.59873775947063	0.5825449584182548	2.3884815757033535	28.55320581019304	0.15366586757921138	1.6864939140290447	2.901911834856747	4.774336938584102	3.3322974696147334	1.3932078698530115	0.0
6.930693069306931	2.1579919588941903	134.6589603002757	1.186215730229971	5.325030049450165	3.6507887375384436	24.142859210760545	0.14200291173847132	0.06260431716788149	0.6458387351496142	6.899688786770246	0.5035999267194247	2.535954109233296	23.328796858302	0.1557750042837489	2.4438711738573615	4.64436730441347	7.915356997764538	4.656199965792473	2.0371143133343126	0.0
7.920792079207921	1.6447936456751797	155.65723095481937	1.1196006446582965	5.398826384295483	3.2399177822657212	24.27203559840271	0.10574635281601871	0.058009967846505174	0.6666554385957185	7.9717806449718225	0.45185504798046977	2.607733192769975	17.77258221702931	0.13773456492856034	3.207568897755223	6.704005264552113	11.46111163987354	5.921002680413506	2.824825944910244	0.0
8.910891089108912	1.3746546661172185	169.76178273378633	1.0639839513381646	5.357933525640101	2.9618577058290603	23.973076205734802	0.089586706569637	0.05589659474181335	0.6773992287440804	8.891010717139768	0.4217740027560109	2.645343467197145	12.583877400310813	0.10917194340930286	3.9178128775569756	8.944962841843893	14.838925778542814	7.050212000180241	3.7684939455482964	0.0
9.900990099009901	1.2160444769255632	178.21705887417002	1.014313303105695	5.242367548503919	2.7582710202652603	23.404656049580385	0.08160902437804508	0.054761754481693105	0.6830405873853244	9.699166506154494	0.4052964939633496	2.6652921398002745	8.279106646636857	0.07866926454670214	4.544632443592643	11.219898094772805	17.572742599538774	8.024849045685169	4.8643476018268155	0.0
