time	Z	A	Y	GP	EC
0.0	0.0	0.45	0.36	1.0	1000.0
1.0	0.4652797025113289	0.5830017925807168	1.2099364660338734	0.32535705929017583	1000.0
2.0	0.20942518619093373	0.7429191771476337	1.4691062419082679	0.13405447530311182	1000.0
3.0	0.15786671389592405	0.6175889507462963	1.2779153351617667	0.2661719883801417	1000.0
4.0	0.136620048744089	0.4483015468267968	0.9855484901859752	0.5167673696519591	1000.0
5.0	0.24551637018995132	0.27497277813534526	0.6115254379156276	0.836703761140915	1000.0
6.0	0.6330677654752969	0.23518281683545167	0.4714435450250826	0.9902802842624671	1000.0
7.0	0.4042201234150115	0.5500445753401908	1.3151231505125527	0.2552262973461529	1000.0
8.0	0.20529450979330216	0.7227622720160587	1.464228518602589	0.1461392553318922	1000.0
9.0	0.15629735763232436	0.6085399605399824	1.2656343403329395	0.27772873626961475	1000.0
10.0	0.13681276973577858	0.4395518594301896	0.9696046456125044	0.5311682126999018	1000.0
11.0	0.25791493674647026	0.26826287929734766	0.5944858184553825	0.8512706000162594	1000.0
12.0	0.6500628628586366	0.23915571608598987	0.4874637263021662	0.9912027715144599	1000.0
13.0	0.3836967851695852	0.5746372772189527	1.3447072123921573	0.231486877174204	1000.0
14.0	0.20174894650452732	0.7200287821591116	1.4584520886188368	0.14901072706863216	1000.0
15.0	0.15475464478542322	0.6011986072407813	1.25322344506627	0.28747793094965046	1000.0
16.0	0.13721015859757685	0.4309402256336469	0.9534634282178643	0.545515233037543	1000.0
17.0	0.27096583171168037	0.26190753696237057	0.5779963041310013	0.8653349752347209	1000.0
18.0	0.6648319689633337	0.2437643837606939	0.5072268779660519	0.9919117538203681	1000.0
19.0	0.36487524613399014	0.59765797475128	1.3706870506746052	0.21188060315723178	1000.0
20.0	0.1983985613647533	0.7168754867397404	1.4521549896741999	0.15224757567090347	1000.0
21.0	0.15325678837826434	0.5937572987743016	1.2406200995257999	0.29749999281445216	1000.0
22.0	0.1378913776798879	0.4223064214829216	0.9370833355905848	0.5600670249135646	1000.0
23.0	0.2847137346517058	0.2559312903977764	0.5620966925678965	0.8788853087749171	1000.0
24.0	0.6769741584975093	0.24906910637571703	0.5309555079483615	0.9924346936748203	1000.0
