time	Mb	Bc	Bcp	Bn	Cc	Mc	Ccp	Mp	Pc	Pcp	PCc	PCcp	PCn	Bnp	PCnp	In	Mr	Rc	Rn
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	1.072865731329676	0.10823706252549407	0.010521108825017302	0.02417199017553751	0.00016444877829831326	0.00035968136833387847	1.4771742910826706e-05	0.00040123427483093133	3.854883878080362e-05	1.5929112882863497e-05	3.2264089782375663e-10	3.869707047326217e-11	1.6115079426661244e-11	0.002032039174208805	1.8360420317188495e-12	1.7688544437345715e-14	0.00028860491642569263	2.3640218813138182e-05	2.0423237258095715e-06
2.0	1.827014875062464	0.2621634593254288	0.02539417231974408	0.09323100452961879	0.007119273494712028	0.0075480852247424126	0.0009083913632463646	0.00779679747864969	0.0010714089414170923	0.0005242883081712293	7.500921512956077e-07	1.4962738981693385e-07	7.545817459845871e-08	0.008285590056243923	1.44679609364751e-08	5.744259215489668e-10	0.006359169579148649	0.000619204516405977	9.072800480793185e-05
3.0	2.4877873401032757	0.4232854298903836	0.03896561932648883	0.1846529221793776	0.04539048782877039	0.03294991634726816	0.006510420536707042	0.033460252543071056	0.005190805935509142	0.0026859895592297304	3.1822254983930286e-05	7.830989298392052e-06	4.527506794085721e-06	0.016127349048040442	1.0849267473489754e-06	8.899739936816123e-08	0.02824980439114705	0.002917818750894778	0.0005292909248913685
4.0	3.0951282236214332	0.5912484198244069	0.0512503701011182	0.2916722696289229	0.14885732484629813	0.08506805157251299	0.022059129035332446	0.08791013953239127	0.014252109474920982	0.007647840658909216	0.0003409769387640227	9.30076714767543e-05	5.8385964688833425e-05	0.024534853919643742	1.5671953516913592e-05	2.084839272742149e-06	0.07288001249761455	0.0078110619651668	0.0015717570137922287
5.0	3.665184243148494	0.7673220081296052	0.062454333006853865	0.4143440152052352	0.3610161077768206	0.17167130356857313	0.052375713398618816	0.18530116862408882	0.030254597725218154	0.016889471143398702	0.0019450683932808908	0.000561337529273012	0.0003666962290860876	0.033231512766259234	0.00010488068605785106	2.0156655061011512e-05	0.14525093879775372	0.016145325630470452	0.0034481341149368463
6.0	4.206409960986735	0.9525373208258427	0.07272897068856347	0.5544223875462014	0.7476741603096531	0.29977318848273404	0.10068694609244169	0.3450222844382746	0.05529840481308127	0.03253070289974848	0.007877755938053576	0.0023571887202272746	0.0015547785779400024	0.04209702125082181	0.000462509189862152	0.00012027376045702095	0.24847103403574647	0.028856240463629064	0.006422054290438959
7.0	4.72388187850096	1.1476362829344349	0.0821822439008881	0.7135923120028652	1.401320353661781	0.4730555465910024	0.1659357671742521	0.5876112741599924	0.09027017772405517	0.05693264517024121	0.02547810921356904	0.007869010787712035	0.005128794689929508	0.05100794929315141	0.0015708806608491714	0.0005299697943514368	0.3822359341117843	0.0468846465024166	0.010796567569051898
8.0	5.220890818435499	1.352949014775412	0.09088938110300351	0.8920289116422249	2.4178580965271603	0.689300048920197	0.24126309239058652	0.9253752661075842	0.13284801645457167	0.09123241079558748	0.06854180080861243	0.022010165443250396	0.013908415232795495	0.05978235633132485	0.004380165747251465	0.0018591917723389934	0.5419590312590752	0.0710378535385845	0.016897681833915833
9.0	5.69962934137909	1.5679591326440354	0.098892196457249	1.0864119453185757	3.853251315925004	0.9400378104210064	0.3172467026524879	1.3549707853354465	0.17728152754663737	0.13358777512181622	0.15590515678273253	0.052778222939302566	0.031670172319649546	0.06815233831745375	0.010287404457807185	0.005353922494644475	0.7195374984399634	0.10187621688996604	0.0250591531508065
