time	IR_beta	IR_beta_pY1146	IR_beta_refractory	IRS	IRS_p	IRS_pS636	AMPK	AMPK_pT172	Akt	Akt_pT308	Akt_pS473	Akt_pT308_pS473	TSC1_TSC2	TSC1_TSC2_pT1462	TSC1_TSC2_pS1387	mTORC1	mTORC1_pS2448	mTORC2	mTORC2_pS2481	p70_S6K	p70_S6K_pT229	p70_S6K_pT389	p70_S6K_pT229_pT389	PRAS40	PRAS40_pT246	PRAS40_pS183	PRAS40_pT246_pS183	PI3K_variant	PI3K_variant_p	PI3K_PDK1	PI3K_p_PDK1	Insulin	Amino_Acids	IR_beta_pY1146_obs	IRS_pS636_obs	AMPK_pT172_obs	Akt_pT308_obs	Akt_pS473_obs	TSC1_TSC2_pS1387_obs	mTOR_pS2448_obs	mTOR_pS2481_obs	p70_S6K_pT229_obs	p70_S6K_pT389_obs	PRAS40_pT246_obs	PRAS40_pS183_obs
0.0	50.0	0.0	0.0	150.0	0.0	0.0	50.0	0.0	300.0	0.0	0.0	0.0	50.0	0.0	0.0	100.0	0.0	100.0	0.0	300.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	50.0	0.0	50.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	50.0	-4.3829514681797736e-27	-7.050892418696811e-30	145.154029445412	4.845657193103284	0.00031336148469302504	44.61677551167606	5.38322448832382	299.44542101942216	0.5211695075110149	0.03208134452155725	0.0013281285444054548	49.34760326905924	0.263396130111828	0.38900060082886384	98.74537655506685	1.254623444933178	98.58914659647226	1.4108534035277747	299.60108937292085	0.027872659759165495	0.3703778356249128	0.0006601316961320439	18.634380416277807	0.19563299876746226	1.159201838632943	0.010784746321823881	50.0	-1.326050833162538e-29	49.97877428472149	0.021225715278515772	0.0	1.0	-4.3829514681797736e-27	0.00031336148469302504	5.38322448832382	0.5224976360554203	0.03340947306596271	0.38900060082886384	1.254623444933178	1.4108534035277747	0.028532791455297538	0.3710379673210448	0.20641774508928615	1.1699865849547668
1.9801980198019802	50.0	1.5650674791206104e-26	2.25263204461568e-29	140.4711921851439	9.521073672909349	0.007734141946722079	44.07222648703734	5.927773512962502	297.757141257067	1.949906119366863	0.2851254937100261	0.007827129855191257	48.298412022813956	0.9727592124412691	0.7288287647447184	97.93531517007541	2.064684829924654	98.25407298417795	1.7459270158220106	298.82998550756093	0.20155231607820062	0.9547542806037168	0.01370789575814822	16.815635124767333	0.7261278131186476	2.365941601151666	0.09229546096241167	50.0	-3.3703602929964524e-29	49.92099191989596	0.07900808010403787	0.0	1.0	1.5650674791206104e-26	0.007734141946722079	5.927773512962502	1.9577332492220543	0.29295262356521734	0.7288287647447184	2.064684829924654	1.7459270158220106	0.21526021183634883	0.968462176361865	0.8184232740810593	2.458237062114078
2.9702970297029703	50.0	-3.2400218689118416e-25	-5.128024842517564e-28	136.0471193049331	13.909605319059247	0.043275376007640615	43.572908833281375	6.427091166718472	295.0231008277485	4.053913326742072	0.8977005968522308	0.0252852486563688	47.001595987511855	1.9771505642170215	1.021253448271057	97.39954440756426	2.6004555924358383	98.1744939682005	1.8255060317994645	297.865039761521	0.6136639921472689	1.4519788584728754	0.06931738785978166	15.350666011726185	1.427851796144074	2.9705786105014704	0.2509035816283283	50.0	-4.825537821241438e-28	49.83483343086804	0.16516656913196978	0.0	1.0	-3.2400218689118416e-25	0.043275376007640615	6.427091166718472	4.079198575398441	0.9229858455085996	1.021253448271057	2.6004555924358383	1.8255060317994645	0.6829813800070506	1.5212962463326571	1.6787553777724022	3.2214821921297987
3.9603960396039604	50.0	-1.329335382152031e-25	-8.172220052419662e-29	132.24418703568026	17.621551069624008	0.13426189469569486	43.15896246718291	6.841037532816953	291.4800588687652	6.580307996106782	1.8761087918090136	0.06352434331825722	45.6031033899124	3.1282895156561823	1.2686070944313472	97.0307200686117	2.969279931388411	98.15559418051245	1.8444058194875534	296.65901837126984	1.3144735829988692	1.8261760395583326	0.20033200617383864	14.174175009771014	2.1849870921533707	3.192820681168106	0.44801721690756857	50.0	-6.092781238063249e-27	49.729191301505914	0.2708086984941064	0.0	1.0	-1.329335382152031e-25	0.13426189469569486	6.841037532816953	6.64383233942504	1.9396331351272709	1.2686070944313472	2.969279931388411	1.8444058194875534	1.514805589172708	2.026508045732171	2.633004309060939	3.6408378980756746
4.9504950495049505	50.0	-3.9525207120767484e-25	-5.847317907516227e-28	129.74276429664778	19.956191705991746	0.30104399736048476	42.901960074034214	7.09803992596564	287.50618994184333	9.213526177181242	3.1497360997586705	0.13054778121605481	44.25631585094263	4.273295872303466	1.4703882767538075	96.76397238272178	3.2360276172783347	98.15110553466151	1.8488944653384407	295.1470706778042	2.3164680076449407	2.106004094117145	0.4304572204345083	13.225459408398724	2.898972369402715	3.2299567726100324	0.6456114495885882	50.0	-1.7690922610295776e-26	49.6161185807939	0.38388141920609486	0.0	1.0	-3.9525207120767484e-25	0.30104399736048476	7.09803992596564	9.344073958397297	3.2802838809747255	1.4703882767538075	3.2360276172783347	1.8488944653384407	2.7469252280794487	2.5364613145516532	3.5445838189913035	3.8755682221986207
5.9405940594059405	50.0	-1.357176713213961e-24	-1.8640951606161535e-27	129.27317088165478	20.183989849078262	0.5428392692670903	42.875815576257125	7.1241844237427445	283.6115968896015	11.570406476580452	4.59348136155421	0.22451527226298268	43.11781094265976	5.258670923958439	1.6235181333816742	96.56237878459217	3.4376212154079053	98.15003949403167	1.849960505968311	293.3196802436313	3.5865629624146953	2.3248169720238367	0.7689398219309078	12.497583637165857	3.4852882322717487	3.2017968618501196	0.8153312687123314	50.0	-3.8850783422677364e-26	49.511847994831435	0.48815200516854756	0.0	1.0	-1.357176713213961e-24	0.5428392692670903	7.1241844237427445	11.794921748843434	4.817996633817193	1.6235181333816742	3.4376212154079053	1.849960505968311	4.355502784345603	3.0937567939547446	4.30061950098408	4.017128130562451
6.930693069306931	50.0	1.1364141439714846e-25	4.16402686253527e-28	131.04825812448837	18.121020264893563	0.830721610618206	43.10036222003882	6.899637779961036	280.34963706327966	13.27741049856381	6.0441190592192555	0.32883337893664216	42.31814526862569	5.956791223458248	1.725063507915934	96.40694461291963	3.593055387080459	98.14978631241259	1.850213687587426	291.2452976075754	5.042082332079706	2.506020136315428	1.2065999240300715	11.999863739401569	3.884285075792869	3.1762878933507843	0.9395632914548384	50.0	-7.161311603797155e-26	49.433858224907524	0.5661417750924369	0.0	1.0	1.1364141439714846e-25	0.830721610618206	6.899637779961036	13.606243877500452	6.372952438155898	1.725063507915934	3.593055387080459	1.850213687587426	6.2486822561097775	3.7126200603454995	4.823848367247708	4.1158511848056225
7.920792079207921	50.0	2.4954827380139284e-25	3.884184998931814e-28	134.36094996281759	14.51706418522114	1.1219858519612977	43.499914002621786	6.500085997378079	278.1420220678271	14.110125120090451	7.330625539986037	0.4172272720957577	41.92047845742298	6.30293991318632	1.7765816293905834	96.2891980429104	3.710801957089714	98.14972618249779	1.8502738175022284	289.0580452926511	6.565381396286121	2.661980089905988	1.7145932211574317	11.728591507901283	4.073860984155237	3.1860851687228458	1.0114623392206916	50.0	-5.611475536267587e-26	49.39406829544023	0.6059317045597252	0.0	1.0	2.4954827380139284e-25	1.1219858519612977	6.500085997378079	14.52735239218621	7.747852812081795	1.7765816293905834	3.710801957089714	1.8502738175022284	8.279974617443553	4.376573311063419	5.0853233233759285	4.197547507943537
8.910891089108912	50.0	2.8552379439412e-24	4.036234604629555e-27	137.92301743669947	10.688928496704534	1.388054066596068	43.933336690720495	6.0666633092794084	277.1264314547728	14.089856873248308	8.315475699971	0.46823597200725986	41.89808507181297	6.314963974730931	1.7869509534559402	96.20536515961972	3.7946348403804007	98.149711901814	1.8502880981860548	286.915776799372	8.037441032007575	2.7968196008548842	2.249962567766156	11.654634534335997	4.073032170871429	3.238409522889954	1.0339237719026708	50.0	-1.997297862589871e-26	49.39310279788851	0.606897202111453	0.0	1.0	2.8552379439412e-24	1.388054066596068	6.0666633092794084	14.558092845255569	8.78371167197826	1.7869509534559402	3.7946348403804007	1.8502880981860548	10.28740359977373	5.04678216862104	5.1069559427741	4.272333294792625
