time	E	R	f	E_0
0.0	1000000.0	2.0	0.4142135623730951	10.0
0.9900990099009901	1049033.6097408233	2.281434057312521	0.39833628060982745	10.490336097408234
1.9801980198019802	1118153.4443514894	2.5752445580872156	0.3839129931640917	11.181534443514895
2.9702970297029703	1194720.3882795079	2.875791304710945	0.3709452224290044	11.947203882795078
3.9603960396039604	1265330.6399429499	3.180520310101123	0.359272659889804	12.653306399429498
4.9504950495049505	1315784.0842384032	3.4917999610165946	0.3485977483098162	13.157840842384033
5.9405940594059405	1331295.9285462983	3.818873046033	0.33850183808050394	13.312959285462982
6.930693069306931	1296744.349930353	4.180021246461814	0.3284600777978193	12.96744349930353
7.920792079207921	1197293.1671999544	4.605298199449648	0.3178643732693188	11.972931671999543
8.910891089108912	1021055.4253900285	5.14011802729742	0.3060740855818719	10.210554253900286
9.900990099009901	767658.2764759369	5.848732001038203	0.29253321970686985	7.6765827647593685
10.89108910891089	467069.43305337074	6.812559350805632	0.27700155810573357	4.670694330533707
11.881188118811881	197587.05376566685	8.112203141238266	0.25986222890044713	1.9758705376566685
12.871287128712872	46818.76480490026	9.792282746599014	0.24217400577599954	0.4681876480490026
13.861386138613861	7018.629891172941	11.858178134425188	0.2250442495951341	0.07018629891172941
14.85148514851485	2445.1995010471696	14.333648300703013	0.20894360126633094	0.024451995010471697
15.841584158415841	1400.4335881710433	17.284893171459604	0.1938919967306648	0.014004335881710434
16.831683168316832	839.7265577965613	20.801626518220548	0.17982765266732992	0.008397265577965614
17.821782178217823	513.2505586649413	24.99156728573338	0.1666900961417713	0.005132505586649413
18.81188118811881	317.50798174701214	29.983155184471723	0.15442375463988106	0.0031750798174701215
19.801980198019802	198.04190415176032	35.929452450432635	0.14297728146795927	0.0019804190415176033
20.792079207920793	124.26406294097755	43.01282457113116	0.13230284734539416	0.0012426406294097755
21.78217821782178	78.32218654708115	51.4505269935089	0.12235555581186355	0.0007832218654708114
22.77227722772277	49.53887533855442	61.501365222570186	0.11309299531401917	0.0004953887533855442
23.762376237623762	31.421549697154013	73.4736310526085	0.10447491016486064	0.00031421549697154016
24.752475247524753	19.976000231895515	87.73455764521427	0.0964629662796474	0.00019976000231895514
25.742574257425744	12.723965858405837	104.72158312626911	0.08902058874956299	0.00012723965858405837
26.73267326732673	8.117838300722926	124.95576800619962	0.08211285171552986	8.117838300722926e-05
27.722772277227723	5.186325069801113	149.05777786630907	0.07570640476643267	5.186325069801113e-05
28.712871287128714	3.3173972363056707	177.76692143242852	0.06976942356764233	3.3173972363056706e-05
29.7029702970297	2.124150342383028	211.96382817654825	0.06427157535607529	2.124150342383028e-05
30.693069306930692	1.3613380115692724	252.6974607418266	0.059183992527294366	1.3613380115692723e-05
31.683168316831683	0.8731552087404681	301.21729094224025	0.05447924938850595	8.731552087404681e-06
32.67326732673267	0.5604290425561308	359.0116262873698	0.05013133878114754	5.604290425561308e-06
33.663366336633665	0.35993019840452056	427.85326267098475	0.046115646463911024	3.5993019840452057e-06
34.65346534653465	0.23128846300335373	509.85386318844814	0.04240892206428525	2.3128846300335373e-06
35.64356435643565	0.14869667544593373	607.528732208636	0.03898924599483608	1.4869667544593373e-06
36.633663366336634	0.09563945655120627	723.8739700076873	0.035835992348786386	9.563945655120627e-07
37.62376237623762	0.06153770734541922	862.4583757847536	0.03292978795299724	6.153770734541922e-07
38.613861386138616	0.03960920834951582	1027.5329188031264	0.03025246804677624	3.960920834951582e-07
39.603960396039604	0.02550269194232023	1224.1611315960163	0.02778702922729566	2.550269194232023e-07
40.59405940594059	0.016424686627482952	1458.3744308639336	0.025517580172205637	1.6424686627482952e-07
41.584158415841586	0.010580766660390501	1737.3571266278068	0.02342929086830366	1.0580766660390501e-07
42.57425742574257	0.006817659244572024	2069.6667952893035	0.0215083409309447	6.817659244572024e-08
43.56435643564356	0.004393816295032836	2465.496776552316	0.01974186757694947	4.393816295032836e-08
44.554455445544555	0.0028322287845785055	2936.9888461122578	0.018117913759394304	2.8322287845785055e-08
45.54455445544554	0.0018259417339682857	3498.6056551407332	0.016625376907975796	1.8259417339682856e-08
46.53465346534654	0.0011773640450393635	4167.574356819064	0.015253958659728945	1.1773640450393634e-08
47.524752475247524	0.0007592654182340651	4964.415045347183	0.013994115856843944	7.592654182340651e-09
48.51485148514851	0.0004897000059152275	5913.570186943862	0.012837013132570074	4.897000059152275e-09
49.504950495049506	0.0003158749405218628	7044.15437623455	0.0117744772138965	3.158749405218628e-09
50.495049504950494	0.00020377157764679316	8390.847399086917	0.010798953121451935	2.0377157764679314e-09
51.48514851485149	0.0001314659595404021	9994.958014516007	0.009903462346981822	1.314659595404021e-09
52.475247524752476	8.482391714413514e-05	11905.691051208512	0.009081563095908093	8.482391714413514e-10
53.46534653465346	5.473405004684842e-05	14181.656765982947	0.008327312581830056	5.473405004684842e-10
54.45544554455446	3.5320458286739653e-05	16892.66863765972	0.007635231436298117	3.5320458286739653e-10
