time	V	Ca	nK	hNaP	hH	mLVA	hLVA	mBK	nHVK
0.0	-51.4085348748388	0.00039839179219	0.055706295559466	0.139259083672574	0.157733123889777	0.048620921041047	0.216830183163897	0.118223401083348	0.049382804823416
0.9900990099009901	-51.39531293086554	0.00040044738224477556	0.055787338872853955	0.139737039443644	0.1574113655104982	0.04875060019746978	0.2171785603145502	0.1176904280973341	0.049333957450373084
1.9801980198019802	-51.38192063837527	0.00040251090652408233	0.055867823492400506	0.14021290629090408	0.15709202529360644	0.04888024253009	0.21752517368986568	0.11715979269259406	0.04928515856204524
2.9702970297029703	-51.3683756302264	0.00040458253293859035	0.05594806232656861	0.14068667496283438	0.15677438061435534	0.04900995371282912	0.21787001936859932	0.11663148488861172	0.049236408117211486
3.9603960396039604	-51.35470033701156	0.00040666249950164167	0.056028284255777855	0.14115833811787343	0.15645786221847754	0.04913982302894797	0.21821309468799485	0.11610549456045453	0.04918770607057012
4.9504950495049505	-51.34091896299374	0.00040875107933885835	0.05610864760373431	0.14162789040459994	0.1561420432327501	0.04926992266660934	0.21855439826563675	0.11558181162059644	0.049139052376633845
5.9405940594059405	-51.32705538029728	0.0004108485547463593	0.05618925287808942	0.14209532850866158	0.15582662336777822	0.04940030824960562	0.2188939300316862	0.11506042601842632	0.04909044698971676
6.930693069306931	-51.31313170253926	0.0004129551986403984	0.056270154889621046	0.14256065105603896	0.15551141008027256	0.04953102024118295	0.21923169116783822	0.11454132774023007	0.049041889863939904
7.920792079207921	-51.29916730808691	0.00041507126090488736	0.05635137473270234	0.1430238584122562	0.15519629717858732	0.049662086000733414	0.21956768397860393	0.11402450680965019	0.0489933809532513
8.910891089108912	-51.28517845313741	0.0004171969616978722	0.05643290940176309	0.1434849524271041	0.1548812452218236	0.04979352202812126	0.21990191172686166	0.1135099532884561	0.04894492021145483
9.900990099009901	-51.27117819418781	0.0004193324886170681	0.056514739763342814	0.14394393616669596	0.15456626389187197	0.04992533618115092	0.22023437846072005	0.1129976572774079	0.04889650759224232
10.89108910891089	-51.257176482906516	0.00042147799608267155	0.05659683742327453	0.14440081364627852	0.15425139595880652	0.05005752981417638	0.22056508884059703	0.1124876089171324	0.04884814304922666
11.881188118811881	-51.24318041463767	0.00042363360676153975	0.056679170287367714	0.14485558957509634	0.15393670338468035	0.050190099752538284	0.22089404797390796	0.11197979838897644	0.04879982653597406
12.871287128712872	-51.22919474100674	0.0004257994166486204	0.05676170546819969	0.14530826913783706	0.15362225811555327	0.050323039856517385	0.22122126127302894	0.11147421591574787	0.048751558006033376
13.861386138613861	-51.21522223517511	0.00042797549856976477	0.0568444120840043	0.14575885781497058	0.15330813401774168	0.050456342332487525	0.22154673433850933	0.1109708517622802	0.04870333741296014
14.85148514851485	-51.201264061254484	0.0004301619060051909	0.056927263213682244	0.14620736123300304	0.15299440076976073	0.05058999879840492	0.22187047286160783	0.11046969623587556	0.04865516471033717
15.841584158415841	-51.187320219106915	0.00043235867807813296	0.05701023650905357	0.14665378504669943	0.1526811204470102	0.05072400105400851	0.22219248254751117	0.10997073968663189	0.0486070398517913
16.831683168316832	-51.173389898104894	0.0004345658436969861	0.057093314336816484	0.1470981348594157	0.15236834571938895	0.050858341580416945	0.2225127690632243	0.10947397250760013	0.04855896279100529
17.821782178217823	-51.159471752916616	0.0004367834248693245	0.05717648374024309	0.147540416167795	0.15205611889271134	0.05099301387309534	0.2228313380013586	0.10897938513483259	0.04851093348172636
18.81188118811881	-51.14556414818378	0.00043901143973610983	0.05725973598762485	0.1479806343283827	0.15174447204819877	0.051128012606937015	0.2231481948582404	0.10848696804734126	0.04846295187777154
19.801980198019802	-51.13166535143769	0.0004412499050705558	0.057343065950563876	0.14841879454174883	0.1514334278277889	0.051263333680754246	0.223463345023392	0.10799671176697681	0.048415017933030685
20.792079207920793	-51.11777366157685	0.00044349883804650786	0.05742647145659412	0.14885490185170341	0.1511230005930988	0.051398974165610234	0.22377679377887105	0.1075086068582373	0.04836713160146735
21.78217821782178	-51.10388750134088	0.00044575825756249936	0.057509952642603834	0.14928896115218426	0.15081319773409035	0.05153493220458917	0.2240885463036788	0.10702264392804285	0.048319292837118284
22.77227722772277	-51.090005475071365	0.00044802818514357625	0.05759351133001848	0.14972097720059788	0.15050402106600522	0.05167120687446343	0.2243986076823991	0.10653881362548023	0.048271501594092006
23.762376237623762	-51.07612639451819	0.000450308645441837	0.05767715048312331	0.15015095463476757	0.1501954681608576	0.05180779803167654	0.2247069829162062	0.10605710664152887	0.04822375782656672
