time	Susceptible	Exposed	Infected	Recovered	Deceased	Total_population
0.0	9979999.0	20000.0	1.0	0.0	0.0	10000000.0
0.9900990099009901	9977610.913351083	16516.93026865786	5495.801247946908	359.1174926673346	17.23763964803207	10000000.0
1.9801980198019802	9971220.940144936	17402.625246776224	9992.596138545568	1320.4565551012874	63.381914644861816	10000000.0
2.9702970297029703	9961117.932271818	21205.88776533286	14698.119645647335	2841.660608023084	136.39970918510798	10000000.0
3.9603960396039604	9946799.107625924	27549.901336233317	20410.694700488068	5000.282764656539	240.0135727035138	10000000.0
4.9504950495049505	9927175.770301064	36660.57651626911	27817.763667638	7963.635033431328	382.25448160470364	10000000.0
5.9405940594059405	9900600.63370904	49176.86566391709	37661.024247222704	11986.141583811554	575.3347960229546	10000000.0
6.930693069306931	9864792.977708647	66100.28169817106	50847.201949723014	17423.223896445175	836.3147470293685	10000000.0
7.920792079207921	9816695.129097335	88816.6034959126	68542.295270867	24757.606999900625	1188.3651359952307	10000000.0
8.910891089108912	9752276.09125827	119156.21170970112	92267.82174170656	34637.28558237502	1662.5897079540027	10000000.0
9.900990099009901	9666295.199042847	159471.15696860253	124007.21037669983	47925.9862708537	2300.44734100098	10000000.0
10.89108910891089	9552047.571028441	212705.36097230777	166322.74166758874	65767.48695770165	3156.8393739696817	10000000.0
11.881188118811881	9401135.235952368	282421.8123279062	222474.37388600345	89664.67350546717	4303.90432826243	10000000.0
12.871287128712872	9203346.477220217	372727.41579561617	296518.2672755876	121572.36613414726	5835.473574439073	10000000.0
13.861386138613861	8946783.21831104	488003.6281087099	393342.1922230087	163999.0089286701	7871.95242857617	10000000.0
14.85148514851485	8618446.151810862	632317.2136431021	518566.2631592566	220105.31620875685	10565.055178020328	10000000.0
15.841584158415841	8205543.442332429	808373.8462219983	678204.3491592727	293777.06325028493	14101.299036013677	10000000.0
16.831683168316832	7697768.595808324	1015935.9720766706	877958.3732596294	389634.5981444425	18702.460710933246	10000000.0
17.821782178217823	7090592.455640579	1249824.9608884107	1122035.813897774	512926.3068446929	24620.462728545255	10000000.0
18.81188118811881	6389129.555627707	1498013.9801355405	1411487.5748389189	669245.1234712155	32123.76592661834	10000000.0
19.801980198019802	5611398.986522405	1740809.5636498914	1742298.491748609	864019.9981670737	41472.95991201951	10000000.0
20.792079207920793	4789158.273659737	1952376.2456094841	2103796.697167143	1101783.190423317	52885.593140319186	10000000.0
21.78217821782178	3964648.5920427437	2105342.050266383	2478212.056756357	1385302.7680672852	66494.53286722966	10000000.0
22.77227722772277	3183111.038088504	2177687.0333467494	2842121.0358869475	1714771.844158204	82309.04851959375	10000000.0
23.762376237623762	2483338.96293959	2159288.679561305	3169878.4023247403	2087303.3923419497	100190.56283241353	10000000.0
24.752475247524753	1890094.7256969241	2054948.1455512452	3438171.510070736	2496932.842252951	119852.77642814167	10000000.0
25.742574257425744	1411399.7402075909	1882372.8991904552	3630163.2705890574	2935175.65840925	140888.43160364398	10000000.0
26.73267326732673	1040973.09052533	1666370.143210982	3737843.512082753	3391997.379943638	162815.87423729463	10000000.0
27.722772277227723	763626.2889069834	1432221.883225445	3762086.6719881142	3856932.400648336	185132.7552311201	10000000.0
28.712871287128714	560837.6157975842	1200826.3461417803	3710883.4739600085	4320088.324523497	207364.23957712777	10000000.0
29.7029702970297	414759.6634337418	986563.069421318	3596711.913476216	4772867.703882368	229097.64978635358	10000000.0
30.693069306930692	310283.91100798786	797408.875318595	3433946.813673948	5208359.160304835	250001.23969463198	10000000.0
31.683168316831683	235617.73841575236	636273.063831871	3236840.2210003054	5621439.863313044	269829.11343902594	10000000.0
32.67326732673267	182027.64297594732	502653.11927731254	3018229.9067487763	6008673.025761414	288416.3052365477	10000000.0
33.663366336633665	143257.68381305554	394092.37447465915	2788894.6165991146	6368087.142283562	305668.1828296107	10000000.0
34.65346534653465	114914.34006033141	307252.0165272421	2557379.643447491	6698906.488516161	321547.5114487754	10000000.0
35.64356435643565	93942.73960390897	238602.402177318	2330113.6840393026	7001279.746354457	336061.42782501347	10000000.0
36.633663366336634	78225.01477513992	184815.97001260336	2111675.8060361957	7276033.596542044	349249.6126340174	10000000.0
37.62376237623762	66289.78389695354	142955.54645734283	1905116.929389301	7524463.49261107	361174.2476453308	10000000.0
38.613861386138616	57108.98461794874	110535.90433702765	1712278.727119134	7748164.488478902	371911.8954469866	10000000.0
39.603960396039604	49958.441012310905	85514.23972237464	1534080.3888846938	7948899.7427296005	381547.18765102007	10000000.0
40.59405940594059	44323.04032194562	66245.71593105422	1370761.3102188678	8128501.844969592	390168.0885585397	10000000.0
41.584158415841586	39832.41644316201	51425.79578909333	1222077.996247188	8288801.32778679	397862.4637337652	10000000.0
42.57425742574257	36217.24671962844	40031.416840424165	1087458.7625131179	8431576.883517966	404715.6904088618	10000000.0
43.56435643564356	33279.41155265772	31267.02281340308	966122.0779429049	8558522.411918927	410809.0757721078	10000000.0
44.554455445544555	30871.478563561748	24517.909232372524	857164.9318807316	8671226.794201659	416218.88612167875	10000000.0
45.54455445544554	28882.48062369981	19311.379948483678	759627.2496377167	8771163.062776815	421015.82701328635	10000000.0
46.53465346534654	27227.966554231083	15285.22146342841	672537.6265111294	8859684.33728169	425264.8481895206	10000000.0
47.524752475247524	25842.973491049786	12162.576129681978	594944.7785500592	8938024.496020235	429025.1758089709	10000000.0
48.51485148514851	24677.013627341326	9732.179946130165	525938.2649939831	9007302.043351663	432350.49808087933	10000000.0
