time	R	L	E	V
0.0	100000000.0	1000000.0	0.0	7000000.0
0.9900990099009901	113025099.08109616	732678.969058287	15217.20685355465	1470474.9179006666
1.9801980198019802	140878068.17294845	534601.994320949	11239.627461398202	979661.6903638394
2.9702970297029703	177217165.20725447	390994.02767394285	8519.98356484515	736018.069792227
3.9603960396039604	221861941.97205845	286992.95106555446	6552.929708948312	563597.175956155
4.9504950495049505	275138271.50638664	211662.83141268548	5123.13864190923	438468.6901603573
5.9405940594059405	336948948.4492864	157084.16350851778	4083.3052487619416	347472.6313007941
6.930693069306931	406679022.5064377	117532.68641283485	3328.84061809019	281386.64930470235
7.920792079207921	483230377.47448236	88876.8237649745	2786.0562073442893	233695.70410434954
8.910891089108912	565113257.2634133	68141.40811822409	2404.1019881620405	199871.61552848364
9.900990099009901	650552620.9384422	53192.89490053248	2149.4777724212063	176881.30608282844
10.89108910891089	737572663.2994983	42513.77885524936	2002.6640706354215	162872.95662406096
11.881188118811881	824037518.4504666	35043.5751765858	1956.7035791807302	157020.57318505674
12.871287128712872	907645560.1045558	30071.08394519988	2017.823573380305	159528.6050640422
13.861386138613861	985898333.5321875	27168.415598738808	2208.417498183039	171817.64499802637
14.85148514851485	1056098895.5209812	26161.52976473871	2572.7095984153866	196919.2437912773
15.841584158415841	1115477583.1297147	27133.67677646759	3184.6864586595266	240068.57955877806
16.831683168316832	1161556816.3232644	30453.912062941377	4155.529198652961	309334.76610545674
17.821782178217823	1192754777.5554173	36808.34566822432	5633.455232395594	415821.59833651397
18.81188118811881	1208958132.0001712	47187.311361328015	7784.84708973128	572619.4584703593
19.801980198019802	1211629486.6616821	62762.22037504968	10747.694419956088	791693.8894485524
20.792079207920793	1203304306.6407518	84600.82330973753	14561.488850004065	1078706.0504026688
21.78217821782178	1186826108.1916187	113238.46749033454	19097.63357717318	1427261.4918360403
22.77227722772277	1164766891.8993454	148225.33696532212	24027.51349492753	1815357.7617364577
23.762376237623762	1139186322.8553448	187843.95615752216	28857.981417539966	2206693.2515043304
24.752475247524753	1111632825.6746607	229172.2473896984	33034.64504839598	2557578.6812588135
25.742574257425744	1083244821.8023238	268540.25027677225	36077.6388883998	2827355.8052631617
26.73267326732673	1054864825.2579386	302253.98926983355	37695.99421296686	2988270.899683797
27.722772277227723	1027133163.080702	327339.3866667534	37838.041112071376	3031010.470032085
28.712871287128714	1000556261.6208675	342061.58053545206	36668.01758164783	2964361.8908483633
29.7029702970297	975553992.5984033	346088.8585257415	34491.31771569156	2810165.045814594
30.693069306930692	952491598.7863052	340320.1630159644	31665.043714672687	2596293.1028353395
31.683168316831683	931700108.6836306	326501.4402908013	28524.483942114333	2350320.5300179156
32.67326732673267	913487415.2654828	306784.27079386066	25339.698589185606	2095381.1917756796
33.663366336633665	898141093.6089634	283345.2431438044	22301.157096319905	1848429.9771434437
34.65346534653465	885923616.0853071	258124.52520992988	19525.310568726727	1620312.8390519747
35.64356435643565	877060756.8856653	232689.5037757353	17069.859140259236	1416824.2115259652
36.633663366336634	871724518.7212429	208198.57841120908	14951.122091038735	1240078.5983335795
37.62376237623762	870012702.4274849	185430.28078798496	13159.350790597458	1089791.7246392046
38.613861386138616	871928035.2156683	164846.13407830027	11670.471194441154	964298.9253500316
39.603960396039604	877360265.269212	146664.2839758615	10454.259448813798	861283.5133580612
40.59405940594059	886074545.0661255	130929.88173026024	9479.592744307245	778255.9771123137
41.584158415841586	897708671.244886	117575.22859557171	8717.547621937927	712844.5611611017
42.57425742574257	911780493.6841406	106467.34518154114	8143.019944888878	662953.8407568509
43.56435643564356	927705413.3270243	97443.27827690437	7735.373879791397	626835.543749566
44.554455445544555	944822727.9163561	90334.68964001577	7478.46338039785	603102.5137096789
45.54455445544554	962428844.9634097	84983.6158663571	7360.233719856777	590705.1833360461
46.53465346534654	979814992.7449969	81251.1406736273	7372.008194404289	588881.0047618332
47.524752475247524	996306784.8684764	79020.35414747238	7507.497545457157	597081.1170259315
48.51485148514851	1011302623.6000618	78194.578095973	7761.540067334109	614875.3212990294
49.504950495049506	1024307480.699784	78691.55729673726	8128.593940381645	641836.5679336424
50.495049504950494	1034958383.9347166	80434.26071297991	8601.062048331527	677409.8978704171
51.48514851485149	1043038419.5215619	83339.16644504938	9167.624226011425	720777.6774029977
52.475247524752476	1048477508.666299	87303.39424771156	9811.854683713864	770741.2128451265
53.46534653465346	1051340422.8578373	92192.6555149695	10511.46735471545	825645.1070839002
54.45544554455446	1051804774.823351	97832.45151799626	11238.508989983578	883370.9948526596
55.445544554455445	1050133239.1385367	104004.96022472355	11960.67977341833	941418.6433226153
56.43564356435643	1046644543.143403	110453.39119586746	12643.719667362895	997075.0313063951
57.42574257425743	1041686921.2513115	116894.261892676	13254.522086179919	1047650.1964399737
58.415841584158414	1035616264.178071	123036.34376043626	13764.420460098156	1090739.5690193179
59.4059405940594	1028779712.7616421	128603.43633899148	14152.021010667762	1124463.3451588016
60.396039603960396	1021504340.011253	133357.16281911076	14405.057576070474	1147637.934235036
61.386138613861384	1014089957.6143743	137115.95447951494	14520.985510317149	1159851.1792703161
62.37623762376238	1006804902.4996812	139767.29263569572	14506.32621804459	1161435.955202412
63.366336633663366	999883755.7400582	141271.78870680588	14375.02712329449	1153358.3138167965
64.35643564356435	993526178.2838732	141659.33115981214	14146.24803823089	1137050.5342885314
65.34653465346534	987896316.1345837	141018.87041712928	13842.006371144327	1114223.7894485972
66.33663366336634	983122475.656571	139484.18155901617	13485.035555275612	1086690.8240216803
67.32673267326733	979296972.3435749	137218.09165966124	13097.080928134503	1056219.4979124411
68.31683168316832	976476205.3075361	134397.31135681988	12697.722178396154	1024427.1468587958
69.3069306930693	974681104.5871315	131199.38181262297	12303.703587261749	992716.3919004598
70.29702970297029	973898142.0784829	127792.55027543368	11928.68593049845	962246.7510144353
71.2871287128713	974081094.3909252	124328.77496856611	11583.305330311485	933933.3240551683
72.27722772277228	975153704.2147762	120939.613816655	11275.42464171103	908463.2834494719
73.26732673267327	977013315.0386406	117734.48830162453	11010.48024347795	886321.9757139572
74.25742574257426	979535463.4352562	114800.70899323502	10791.85136267133	867822.2698466585
75.24752475247524	982579315.7682593	112204.65991615223	10621.203576771544	853132.767638739
76.23762376237623	985993744.0704727	109993.62045563081	10498.779377807805	842302.2705711281
77.22772277227723	989623759.640558	108197.81914999297	10423.625424238948	835279.3354504468
78.21782178217822	993316971.1552708	106832.43761366556	10393.758466676178	831926.8313422193
79.20792079207921	996929713.0650488	105899.39930071478	10406.280587570873	832032.1791295594
80.1980198019802	1000332501.8634636	105388.87805290609	10457.459960518376	835314.4630500177
81.18811881188118	1003414524.1131256	105280.54251269632	10542.796388079334	841429.902338909
82.17821782178218	1006086934.4347929	105544.61169126752	10657.091412229001	849977.2661907028
83.16831683168317	1008284837.8780799	106142.83420355467	10794.540932798336	860504.7195513754
84.15841584158416	1009967936.7333387	107029.5177546414	10948.863960895367	872519.2943683869
85.14851485148515	1011119923.9993528	108152.72647799145	11113.474636931693	885499.7059776977
86.13861386138613	1011746791.6230599	109455.73324516094	11281.696631717547	898912.6214915017
87.12871287128712	1011874281.6682397	110878.76615686761	11447.010596585826	912231.8138219779
88.11881188118812	1011544738.0908259	112361.03000819408	11603.317825868176	924959.0070886273
89.10891089108911	1010813616.6066718	113842.92389264208	11745.198131582436	936644.7494516765
90.0990099009901	1009745885.7156671	115268.3254956236	11868.138154832812	946907.4307985338
91.08910891089108	1008412511.5495287	116586.78016259935	11968.708365325276	955448.643166694
92.07920792079207	1006887171.7255495	117755.4245101788	12044.672465450858	962063.4489255951
93.06930693069307	1005243296.5785083	118740.49161602448	12095.020761172509	966644.7049725343
94.05940594059406	1003551495.3826175	119518.28426148281	12119.927799414627	969181.2789095704
95.04950495049505	1001877393.4052454	120075.55692210104	12120.642652943952	969750.6609383345
96.03960396039604	1000279883.3570372	120409.30666452364	12099.326404921385	968507.0148994417
97.02970297029702	998809781.0508671	120526.02826870834	12058.854914032607	965666.0529380888
98.01980198019803	997508867.7880638	120440.53212184331	12002.605703873967	961488.237904033
99.00990099009901	996409298.8935279	120174.45020605555	11934.246194997	956261.7359397555
100.0	995533356.7773584	119754.56473166546	11857.537200335151	950286.3098538148
