time	S2_n	pS2_n	G_n	pG_n	S22_n	S24_n	S4_n	G2_n	G4_n	GG_n	S22_c	S24_c	S4_c	S2_c	pS2_c	G_c	pG_c	G2_c	G4_c	GG_c	R_act	R	R_inact	PPase	TGFb_c	SB
9.900990099009901	2.8511843882397572e-11	1.6065551804753052e-15	2.8511843882397572e-11	1.6065551804753052e-15	6.457822516529181e-19	1.150915460322244e-14	5.077778460082744e-11	6.457822516529181e-19	1.150915460322244e-14	6.457822516529181e-19	1.9791238214364233e-18	2.575059639324986e-14	1.1520176445118369e-10	1.374847964021997e-10	1.831217632246055e-14	1.374847964021997e-10	1.831217632246055e-14	1.9791238214364218e-18	2.575059639324986e-14	1.9791238214364233e-18	9.85895329596517e-14	2.171410467040348e-12	0.0	1e-12	1.4981996022511265e-13	0.0
10.89108910891089	2.8511370960618358e-11	1.861692839013673e-15	2.8511370960618358e-11	1.861692839013673e-15	7.495288912929784e-19	1.3351500223433128e-14	5.077728082590212e-11	7.495288912929784e-19	1.3351500223433128e-14	7.495288912929784e-19	2.297037159516582e-18	2.97666479117733e-14	1.1519058061961988e-10	1.374766234293936e-10	2.0833693728399484e-14	1.374766234293936e-10	2.0833693728399484e-14	2.2970371595165804e-18	2.97666479117733e-14	2.297037159516582e-18	1.0785956901987667e-13	2.1621404309801234e-12	0.0	1e-12	1.4981996022511265e-13	0.0
11.881188118811881	2.8510898038839143e-11	2.116830497552042e-15	2.8510898038839143e-11	2.116830497552042e-15	8.532755309330391e-19	1.5193845843643822e-14	5.0776777050976794e-11	8.532755309330391e-19	1.5193845843643822e-14	8.532755309330391e-19	2.614950497596742e-18	3.3782699430296735e-14	1.1517939678805605e-10	1.3746845045658748e-10	2.3355211134338416e-14	1.3746845045658748e-10	2.3355211134338416e-14	2.6149504975967405e-18	3.3782699430296735e-14	2.614950497596742e-18	1.171296050801017e-13	2.1528703949198983e-12	0.0	1e-12	1.4981996022511265e-13	0.0
12.871287128712872	2.8510425117059925e-11	2.371968156090411e-15	2.8510425117059925e-11	2.371968156090411e-15	9.570221705730998e-19	1.7036191463854517e-14	5.077627327605147e-11	9.570221705730998e-19	1.7036191463854517e-14	9.570221705730998e-19	2.932863835676902e-18	3.779875094882017e-14	1.1516821295649224e-10	1.3746027748378137e-10	2.5876728540277362e-14	1.3746027748378137e-10	2.5876728540277362e-14	2.9328638356769006e-18	3.779875094882017e-14	2.932863835676902e-18	1.2639964114032675e-13	2.143600358859673e-12	0.0	1e-12	1.4981996022511265e-13	0.0
13.861386138613861	2.850995219528071e-11	2.6271058146287804e-15	2.850995219528071e-11	2.6271058146287804e-15	1.0607688102131609e-18	1.887853708406521e-14	5.0775769501126144e-11	1.0607688102131609e-18	1.887853708406521e-14	1.0607688102131609e-18	3.2507771737570623e-18	4.181480246734362e-14	1.1515702912492843e-10	1.3745210451097526e-10	2.8398245946216294e-14	1.3745210451097526e-10	2.8398245946216294e-14	3.250777173757061e-18	4.181480246734362e-14	3.2507771737570623e-18	1.356696772005518e-13	2.134330322799448e-12	0.0	1e-12	1.4981996022511265e-13	0.0
14.85148514851485	2.8509479273501492e-11	2.882243473167148e-15	2.8509479273501492e-11	2.882243473167148e-15	1.1645154498532212e-18	2.07208827042759e-14	5.0775265726200825e-11	1.1645154498532212e-18	2.07208827042759e-14	1.1645154498532212e-18	3.568690511837221e-18	4.5830853985867036e-14	1.1514584529336462e-10	1.3744393153816918e-10	3.091976335215523e-14	1.3744393153816918e-10	3.091976335215523e-14	3.568690511837219e-18	4.5830853985867036e-14	3.568690511837221e-18	1.449397132607768e-13	2.1250602867392232e-12	0.0	1e-12	1.4981996022511265e-13	0.0
15.841584158415841	2.8509006351722278e-11	3.137381131705517e-15	2.8509006351722278e-11	3.137381131705517e-15	1.2682620894932819e-18	2.256322832448659e-14	5.07747619512755e-11	1.2682620894932819e-18	2.256322832448659e-14	1.2682620894932819e-18	3.886603849917381e-18	4.984690550439048e-14	1.1513466146180081e-10	1.3743575856536307e-10	3.344128075809417e-14	1.3743575856536307e-10	3.344128075809417e-14	3.8866038499173795e-18	4.984690550439048e-14	3.886603849917381e-18	1.5420974932100186e-13	2.115790250678998e-12	0.0	1e-12	1.4981996022511265e-13	0.0
16.831683168316832	2.8508533429943063e-11	3.392518790243887e-15	2.8508533429943063e-11	3.392518790243887e-15	1.3720087291333426e-18	2.440557394469729e-14	5.0774258176350175e-11	1.3720087291333426e-18	2.440557394469729e-14	1.3720087291333426e-18	4.20451718799754e-18	5.3862957022913924e-14	1.15123477630237e-10	1.3742758559255696e-10	3.596279816403311e-14	1.3742758559255696e-10	3.596279816403311e-14	4.204517187997539e-18	5.3862957022913924e-14	4.20451718799754e-18	1.634797853812269e-13	2.106520214618773e-12	0.0	1e-12	1.4981996022511265e-13	0.0
17.821782178217823	2.8508060508163845e-11	3.6476564487822556e-15	2.8508060508163845e-11	3.6476564487822556e-15	1.4757553687734037e-18	2.624791956490798e-14	5.0773754401424856e-11	1.4757553687734037e-18	2.624791956490798e-14	1.4757553687734037e-18	4.5224305260777005e-18	5.787900854143736e-14	1.1511229379867318e-10	1.3741941261975086e-10	3.8484315569972057e-14	1.3741941261975086e-10	3.8484315569972057e-14	4.522430526077699e-18	5.787900854143736e-14	4.5224305260777005e-18	1.7274982144145194e-13	2.097250178558548e-12	0.0	1e-12	1.4981996022511265e-13	0.0
18.81188118811881	2.850758758638463e-11	3.902794107320625e-15	2.850758758638463e-11	3.902794107320625e-15	1.5795020084134644e-18	2.809026518511867e-14	5.077325062649953e-11	1.5795020084134644e-18	2.809026518511867e-14	1.5795020084134644e-18	4.84034386415786e-18	6.18950600599608e-14	1.1510110996710936e-10	1.3741123964694475e-10	4.100583297591099e-14	1.3741123964694475e-10	4.100583297591099e-14	4.840343864157858e-18	6.18950600599608e-14	4.84034386415786e-18	1.8201985750167695e-13	2.087980142498323e-12	0.0	1e-12	1.4981996022511265e-13	0.0
19.801980198019802	2.8507114664605415e-11	4.157931765858993e-15	2.8507114664605415e-11	4.157931765858993e-15	1.6832486480535247e-18	2.9932610805329357e-14	5.0772746851574206e-11	1.6832486480535247e-18	2.9932610805329357e-14	1.6832486480535247e-18	5.1582572022380184e-18	6.591111157848424e-14	1.1508992613554555e-10	1.3740306667413866e-10	4.352735038184992e-14	1.3740306667413866e-10	4.352735038184992e-14	5.158257202238017e-18	6.591111157848424e-14	5.1582572022380184e-18	1.9128989356190199e-13	2.078710106438098e-12	0.0	1e-12	1.4981996022511265e-13	0.0
20.792079207920793	2.8506641742826197e-11	4.413069424397362e-15	2.8506641742826197e-11	4.413069424397362e-15	1.7869952876935858e-18	3.177495642554006e-14	5.077224307664888e-11	1.7869952876935858e-18	3.177495642554006e-14	1.7869952876935858e-18	5.4761705403181785e-18	6.992716309700767e-14	1.1507874230398174e-10	1.3739489370133256e-10	4.604886778778887e-14	1.3739489370133256e-10	4.604886778778887e-14	5.476170540318177e-18	6.992716309700767e-14	5.4761705403181785e-18	2.0055992962212702e-13	2.069440070377873e-12	0.0	1e-12	1.4981996022511265e-13	0.0
21.78217821782178	2.8506168821046983e-11	4.6682070829357316e-15	2.8506168821046983e-11	4.6682070829357316e-15	1.8907419273336465e-18	3.3617302045750745e-14	5.077173930172356e-11	1.8907419273336465e-18	3.3617302045750745e-14	1.8907419273336465e-18	5.794083878398339e-18	7.394321461553111e-14	1.1506755847241793e-10	1.3738672072852645e-10	4.85703851937278e-14	1.3738672072852645e-10	4.85703851937278e-14	5.794083878398337e-18	7.394321461553111e-14	5.794083878398339e-18	2.0982996568235206e-13	2.0601700343176477e-12	0.0	1e-12	1.4981996022511265e-13	0.0
22.77227722772277	2.850569589926776e-11	4.923344741474099e-15	2.850569589926776e-11	4.923344741474099e-15	1.9944885669737068e-18	3.545964766596143e-14	5.077123552679824e-11	1.9944885669737068e-18	3.545964766596143e-14	1.9944885669737068e-18	6.1119972164784965e-18	7.795926613405454e-14	1.1505637464085411e-10	1.3737854775572034e-10	5.109190259966673e-14	1.3737854775572034e-10	5.109190259966673e-14	6.111997216478496e-18	7.795926613405454e-14	6.1119972164784965e-18	2.1910000174257707e-13	2.050899998257423e-12	0.0	1e-12	1.4981996022511265e-13	0.0
23.762376237623762	2.850522297748855e-11	5.178482400012469e-15	2.850522297748855e-11	5.178482400012469e-15	2.0982352066137675e-18	3.730199328617212e-14	5.077073175187291e-11	2.0982352066137675e-18	3.730199328617212e-14	2.0982352066137675e-18	6.429910554558657e-18	8.197531765257798e-14	1.150451908092903e-10	1.3737037478291426e-10	5.361342000560567e-14	1.3737037478291426e-10	5.361342000560567e-14	6.429910554558656e-18	8.197531765257798e-14	6.429910554558657e-18	2.283700378028021e-13	2.041629962197198e-12	0.0	1e-12	1.4981996022511265e-13	0.0
24.752475247524753	2.8504750055709335e-11	5.433620058550838e-15	2.8504750055709335e-11	5.433620058550838e-15	2.2019818462538282e-18	3.9144338906382815e-14	5.0770227976947587e-11	2.2019818462538282e-18	3.9144338906382815e-14	2.2019818462538282e-18	6.747823892638817e-18	8.599136917110143e-14	1.1503400697772649e-10	1.3736220181010815e-10	5.613493741154461e-14	1.3736220181010815e-10	5.613493741154461e-14	6.747823892638816e-18	8.599136917110143e-14	6.747823892638817e-18	2.3764007386302715e-13	2.0323599261369727e-12	0.0	1e-12	1.4981996022511265e-13	0.0
25.742574257425744	2.8504277133930117e-11	5.688757717089207e-15	2.8504277133930117e-11	5.688757717089207e-15	2.3057284858938893e-18	4.098668452659351e-14	5.076972420202227e-11	2.3057284858938893e-18	4.098668452659351e-14	2.3057284858938893e-18	7.065737230718978e-18	9.000742068962486e-14	1.1502282314616267e-10	1.3735402883730204e-10	5.865645481748355e-14	1.3735402883730204e-10	5.865645481748355e-14	7.065737230718975e-18	9.000742068962486e-14	7.065737230718978e-18	2.469101099232522e-13	2.0230898900767475e-12	0.0	1e-12	1.4981996022511265e-13	0.0
26.73267326732673	2.8503804212150903e-11	5.943895375627576e-15	2.8503804212150903e-11	5.943895375627576e-15	2.4094751255339504e-18	4.28290301468042e-14	5.076922042709694e-11	2.4094751255339504e-18	4.28290301468042e-14	2.4094751255339504e-18	7.383650568799138e-18	9.40234722081483e-14	1.1501163931459886e-10	1.3734585586449593e-10	6.117797222342248e-14	1.3734585586449593e-10	6.117797222342248e-14	7.383650568799135e-18	9.40234722081483e-14	7.383650568799138e-18	2.561801459834772e-13	2.0138198540165228e-12	0.0	1e-12	1.4981996022511265e-13	0.0
27.722772277227723	2.8503331290371688e-11	6.199033034165944e-15	2.8503331290371688e-11	6.199033034165944e-15	2.5132217651740103e-18	4.46713757670149e-14	5.076871665217162e-11	2.5132217651740103e-18	4.46713757670149e-14	2.5132217651740103e-18	7.701563906879295e-18	9.803952372667173e-14	1.1500045548303505e-10	1.3733768289168982e-10	6.369948962936142e-14	1.3733768289168982e-10	6.369948962936142e-14	7.701563906879293e-18	9.803952372667173e-14	7.701563906879295e-18	2.6545018204370226e-13	2.0045498179562977e-12	0.0	1e-12	1.4981996022511265e-13	0.0
28.712871287128714	2.850285836859247e-11	6.454170692704313e-15	2.850285836859247e-11	6.454170692704313e-15	2.6169684048140714e-18	4.6513721387225585e-14	5.07682128772463e-11	2.6169684048140714e-18	4.6513721387225585e-14	2.6169684048140714e-18	8.019477244959455e-18	1.0205557524519518e-13	1.1498927165147122e-10	1.3732950991888374e-10	6.622100703530036e-14	1.3732950991888374e-10	6.622100703530036e-14	8.019477244959453e-18	1.0205557524519518e-13	8.019477244959455e-18	2.747202181039273e-13	1.9952797818960725e-12	0.0	1e-12	1.4981996022511265e-13	0.0
29.7029702970297	2.8502385446813255e-11	6.709308351242682e-15	2.8502385446813255e-11	6.709308351242682e-15	2.720715044454132e-18	4.8356067007436285e-14	5.076770910232097e-11	2.720715044454132e-18	4.8356067007436285e-14	2.720715044454132e-18	8.337390583039615e-18	1.060716267637186e-13	1.1497808781990742e-10	1.3732133694607763e-10	6.874252444123929e-14	1.3732133694607763e-10	6.874252444123929e-14	8.337390583039613e-18	1.060716267637186e-13	8.337390583039615e-18	2.8399025416415234e-13	1.9860097458358474e-12	0.0	1e-12	1.4981996022511265e-13	0.0
30.693069306930692	2.8501912525034037e-11	6.9644460097810506e-15	2.8501912525034037e-11	6.9644460097810506e-15	2.8244616840941924e-18	5.019841262764697e-14	5.076720532739565e-11	2.8244616840941924e-18	5.019841262764697e-14	2.8244616840941924e-18	8.655303921119774e-18	1.1008767828224203e-13	1.149669039883436e-10	1.3731316397327153e-10	7.126404184717823e-14	1.3731316397327153e-10	7.126404184717823e-14	8.655303921119772e-18	1.1008767828224203e-13	8.655303921119774e-18	2.9326029022437733e-13	1.9767397097756226e-12	0.0	1e-12	1.4981996022511265e-13	0.0
31.683168316831683	2.8501439603254822e-11	7.219583668319419e-15	2.8501439603254822e-11	7.219583668319419e-15	2.928208323734253e-18	5.204075824785766e-14	5.0766701552470323e-11	2.928208323734253e-18	5.204075824785766e-14	2.928208323734253e-18	8.973217259199935e-18	1.1410372980076548e-13	1.149557201567798e-10	1.3730499100046542e-10	7.378555925311717e-14	1.3730499100046542e-10	7.378555925311717e-14	8.973217259199932e-18	1.1410372980076548e-13	8.973217259199935e-18	3.025303262846023e-13	1.9674696737153975e-12	0.0	1e-12	1.4981996022511265e-13	0.0
32.67326732673267	2.8500966681475608e-11	7.474721326857788e-15	2.8500966681475608e-11	7.474721326857788e-15	3.031954963374314e-18	5.388310386806834e-14	5.0766197777545005e-11	3.031954963374314e-18	5.388310386806834e-14	3.031954963374314e-18	9.291130597280092e-18	1.181197813192889e-13	1.1494453632521598e-10	1.372968180276593e-10	7.63070766590561e-14	1.372968180276593e-10	7.63070766590561e-14	9.291130597280091e-18	1.181197813192889e-13	9.291130597280092e-18	3.1180036234482735e-13	1.9581996376551724e-12	0.0	1e-12	1.4981996022511265e-13	0.0
33.663366336633665	2.850049375969639e-11	7.729858985396155e-15	2.850049375969639e-11	7.729858985396155e-15	3.135701603014374e-18	5.572544948827903e-14	5.076569400261968e-11	3.135701603014374e-18	5.572544948827903e-14	3.135701603014374e-18	9.609043935360251e-18	1.2213583283781233e-13	1.1493335249365216e-10	1.3728864505485323e-10	7.882859406499502e-14	1.3728864505485323e-10	7.882859406499502e-14	9.60904393536025e-18	1.2213583283781233e-13	9.609043935360251e-18	3.210703984050524e-13	1.9489296015949476e-12	0.0	1e-12	1.4981996022511265e-13	0.0
34.65346534653465	2.8500020837917175e-11	7.984996643934525e-15	2.8500020837917175e-11	7.984996643934525e-15	3.2394482426544352e-18	5.756779510848973e-14	5.0765190227694354e-11	3.2394482426544352e-18	5.756779510848973e-14	3.2394482426544352e-18	9.926957273440413e-18	1.2615188435633578e-13	1.1492216866208835e-10	1.3728047208204712e-10	8.135011147093398e-14	1.3728047208204712e-10	8.135011147093398e-14	9.92695727344041e-18	1.2615188435633578e-13	9.926957273440413e-18	3.303404344652774e-13	1.9396595655347225e-12	0.0	1e-12	1.4981996022511265e-13	0.0
35.64356435643565	2.849954791613796e-11	8.240134302472894e-15	2.849954791613796e-11	8.240134302472894e-15	3.343194882294496e-18	5.941014072870043e-14	5.0764686452769036e-11	3.343194882294496e-18	5.941014072870043e-14	3.343194882294496e-18	1.024487061152057e-17	1.301679358748592e-13	1.1491098483052455e-10	1.37272299109241e-10	8.387162887687291e-14	1.37272299109241e-10	8.387162887687291e-14	1.024487061152057e-17	1.301679358748592e-13	1.024487061152057e-17	3.3961047052550246e-13	1.9303895294744974e-12	0.0	1e-12	1.4981996022511265e-13	0.0
36.633663366336634	2.8499074994358742e-11	8.495271961011264e-15	2.8499074994358742e-11	8.495271961011264e-15	3.446941521934557e-18	6.125248634891112e-14	5.076418267784371e-11	3.446941521934557e-18	6.125248634891112e-14	3.446941521934557e-18	1.0562783949600731e-17	1.3418398739338268e-13	1.1489980099896073e-10	1.372641261364349e-10	8.639314628281186e-14	1.372641261364349e-10	8.639314628281186e-14	1.056278394960073e-17	1.3418398739338268e-13	1.0562783949600731e-17	3.488805065857275e-13	1.9211194934142722e-12	0.0	1e-12	1.4981996022511265e-13	0.0
37.62376237623762	2.8498602072579524e-11	8.750409619549632e-15	2.8498602072579524e-11	8.750409619549632e-15	3.550688161574617e-18	6.30948319691218e-14	5.0763678902918386e-11	3.550688161574617e-18	6.30948319691218e-14	3.550688161574617e-18	1.088069728768089e-17	1.382000389119061e-13	1.1488861716739692e-10	1.3725595316362882e-10	8.891466368875079e-14	1.3725595316362882e-10	8.891466368875079e-14	1.088069728768089e-17	1.382000389119061e-13	1.088069728768089e-17	3.5815054264595254e-13	1.9118494573540475e-12	0.0	1e-12	1.4981996022511265e-13	0.0
38.613861386138616	2.8495206903620153e-11	1.1111160423484852e-14	2.8495206903620153e-11	1.1111160423484954e-14	5.0876980713644893e-17	7.961522209577904e-14	5.076135299291594e-11	5.0876980713644893e-17	7.961522209577986e-14	5.0876980713644893e-17	6.835615091036214e-17	1.4443604039435855e-13	1.1484627680375839e-10	1.3723075552386377e-10	9.125146059275312e-14	1.3723075552386377e-10	9.125146059275312e-14	6.835615091036214e-17	1.4443604039435896e-13	6.835615091036214e-17	3.621971926665663e-13	1.9078028073334335e-12	0.0	1e-12	1.4981996022511265e-13	0.0
39.603960396039604	2.849149384502295e-11	1.3700965294014042e-14	2.849149384502295e-11	1.3700965294014143e-14	1.0334026445510041e-16	9.773232802524058e-14	5.075882886632741e-11	1.0334026445509726e-16	9.773232802524139e-14	1.0334026445509726e-16	1.3204935021311587e-16	1.509135337994777e-13	1.1480054715164195e-10	1.3720370589661094e-10	9.356816312080432e-14	1.3720370589661094e-10	9.356816312080432e-14	1.3204935021311587e-16	1.5091353379947811e-13	1.3204935021311587e-16	3.6567562918776463e-13	1.904324370812235e-12	0.0	1e-12	1.4981996022511265e-13	0.0
40.59405940594059	2.8487780786425742e-11	1.6290770164543232e-14	2.8487780786425742e-11	1.6290770164543333e-14	1.5580354819655278e-16	1.158494339547021e-13	5.075630473973888e-11	1.5580354819654962e-16	1.1584943395470292e-13	1.5580354819654962e-16	1.9574254951586328e-16	1.573910272045969e-13	1.1475481749952549e-10	1.3717665626935813e-10	9.588486564885542e-14	1.3717665626935813e-10	9.588486564885542e-14	1.9574254951586643e-16	1.5739102720459727e-13	1.9574254951586643e-16	3.69154065708963e-13	1.900845934291037e-12	0.0	1e-12	1.4981996022511265e-13	0.0
41.584158415841586	2.8484067727828537e-11	1.8880575035072322e-14	2.8484067727828537e-11	1.8880575035072423e-14	2.0826683193800515e-16	1.3396653988416364e-13	5.075378061315034e-11	2.08266831938002e-16	1.3396653988416445e-13	2.08266831938002e-16	2.5943574881861385e-16	1.6386852060971562e-13	1.1470908784740905e-10	1.371496066421053e-10	9.820156817690653e-14	1.371496066421053e-10	9.820156817690653e-14	2.5943574881861385e-16	1.6386852060971602e-13	2.5943574881861385e-16	3.7263250223016115e-13	1.897367497769839e-12	0.0	1e-12	1.4981996022511265e-13	0.0
42.57425742574257	2.848035466923133e-11	2.1470379905601512e-14	2.848035466923133e-11	2.1470379905601613e-14	2.6073011567946067e-16	1.5208364581362598e-13	5.075125648656181e-11	2.6073011567945436e-16	1.5208364581362678e-13	2.6073011567945436e-16	3.2312894812136757e-16	1.7034601401483477e-13	1.1466335819529258e-10	1.3712255701485248e-10	1.0051827070495774e-13	1.3712255701485248e-10	1.0051827070495774e-13	3.2312894812136757e-16	1.7034601401483518e-13	3.2312894812136757e-16	3.7611093875135956e-13	1.8938890612486405e-12	0.0	1e-12	1.4981996022511265e-13	0.0
43.56435643564356	2.8476641610634126e-11	2.4060184776130702e-14	2.8476641610634126e-11	2.4060184776130803e-14	3.1319339942091303e-16	1.702007517430875e-13	5.074873235997327e-11	3.131933994209067e-16	1.702007517430883e-13	3.131933994209067e-16	3.8682214742411814e-16	1.7682350741995353e-13	1.1461762854317614e-10	1.3709550738759967e-10	1.0283497323300885e-13	1.3709550738759967e-10	1.0283497323300895e-13	3.8682214742411814e-16	1.768235074199539e-13	3.8682214742411814e-16	3.7958937527255787e-13	1.890410624727442e-12	0.0	1e-12	1.4981996022511265e-13	0.0
44.554455445544555	2.847292855203692e-11	2.6649989646659792e-14	2.847292855203692e-11	2.6649989646659896e-14	3.656566831623654e-16	1.8831785767254906e-13	5.0746208233384746e-11	3.6565668316235593e-16	1.8831785767254984e-13	3.6565668316235593e-16	4.505153467268656e-16	1.8330100082507268e-13	1.1457189889105968e-10	1.3706845776034683e-10	1.0515167576106005e-13	1.3706845776034683e-10	1.0515167576106005e-13	4.505153467268656e-16	1.833010008250731e-13	4.505153467268656e-16	3.8306781179375603e-13	1.8869321882062438e-12	0.0	1e-12	1.4981996022511265e-13	0.0
45.54455445544554	2.8469215493439714e-11	2.923979451718898e-14	2.8469215493439714e-11	2.923979451718908e-14	4.181199669038209e-16	2.0643496360201053e-13	5.0743684106796214e-11	4.1811996690381145e-16	2.0643496360201137e-13	4.1811996690381145e-16	5.142085460296193e-16	1.8977849423019144e-13	1.1452616923894323e-10	1.3704140813309402e-10	1.0746837828911127e-13	1.3704140813309402e-10	1.0746837828911127e-13	5.142085460296193e-16	1.8977849423019184e-13	5.142085460296193e-16	3.8654624831495454e-13	1.8834537516850454e-12	0.0	1e-12	1.4981996022511265e-13	0.0
46.53465346534654	2.846550243484251e-11	3.182959938771817e-14	2.846550243484251e-11	3.182959938771827e-14	4.705832506452733e-16	2.245520695314721e-13	5.0741159980207676e-11	4.705832506452638e-16	2.2455206953147292e-13	4.705832506452638e-16	5.779017453323698e-16	1.9625598763531057e-13	1.1448043958682676e-10	1.370143585058412e-10	1.0978508081716236e-13	1.370143585058412e-10	1.0978508081716236e-13	5.779017453323698e-16	1.96255987635311e-13	5.779017453323698e-16	3.900246848361528e-13	1.879975315163847e-12	0.0	1e-12	1.4981996022511265e-13	0.0
