time	R	X	S
38.613861386138616	1.0088612704307547	8.925382178052544	9.0
39.603960396039604	1.0032729329659669	8.972276500413981	9.0
40.59405940594059	1.0631585125803604	9.437618007241513	10.0
41.584158415841586	1.0225179795348138	9.791052646135613	10.0
42.57425742574257	1.0082429577135237	9.922367718990941	10.0
43.56435643564356	1.0030459206735767	9.97115650704396	10.0
44.554455445544555	1.0591979250784163	10.414898531434105	11.0
45.54455445544554	1.0211642997333281	10.782611452922147	11.0
46.53465346534654	1.0077549023597103	10.919231477304473	11.0
47.524752475247524	1.002866577906946	10.96999126979599	11.0
48.51485148514851	1.0560430997824881	11.391261219698256	12.0
49.504950495049506	1.0200803068260793	11.773829251642066	12.0
50.495049504950494	1.0073633545541971	11.915968538919817	12.0
51.48514851485149	1.0027226017830273	11.968778957807737	12.0
52.475247524752476	1.0534960130425717	12.36666899171903	13.0
53.46534653465346	1.019201469682017	12.764692254198957	13.0
54.45544554455446	1.0070454438795222	12.912573778049573	13.0
55.445544554455445	1.0026056404896113	12.96751766814402	13.0
56.43564356435643	1.0514197297219297	13.34108327272042	14.0
57.42574257425743	1.0184826914348726	13.755186136553604	14.0
58.415841584158414	1.0067851261546854	13.909041877212687	14.0
59.4059405940594	1.0025098269242392	13.96620542650983	14.0
60.396039603960396	1.0497165406687021	14.314463922056456	15.0
61.386138613861384	1.0178915210159443	14.745295988181134	15.0
62.37623762376238	1.0065708200744623	14.905367293684101	15.0
63.366336633663366	1.002430921499039	14.964840169910858	15.0
64.35643564356435	1.048314831740003	15.286769187018653	16.0
65.34653465346534	1.017404023341294	15.735006290247842	16.0
66.33663366336634	1.0063939608687016	15.901544261127727	16.0
67.32673267326733	1.0023657853965278	15.963419759673886	16.0
68.31683168316832	1.0471608023101646	16.25795562414729	17.0
69.3069306930693	1.0170021699755607	16.724300902863643	17.0
70.29702970297029	1.0062480830032259	16.89756677974443	17.0
71.2871287128713	1.002312047304881	16.961941968184586	17.0
72.27722772277228	1.0462128509246569	17.227978031062634	18.0
73.26732673267327	1.0166721355343447	17.713163031352614	18.0
74.25742574257426	1.0061282179853062	17.89342861539184	18.0
75.24752475247524	1.002267883983556	17.96040447602006	18.0
76.23762376237623	1.0454369445465272	18.19678938221406	19.0
77.22772277227723	1.0164031517366263	18.701575203779424	19.0
78.21782178217822	1.0060304898003374	18.88912327498415	19.0
79.20792079207921	1.0022318719951993	18.958804870497065	19.0
80.1980198019802	1.0448000652530338	19.164340589509337	20.0
81.18811881188118	1.0161867206082968	19.68951918966936	20.0
82.17821782178218	1.0059518347556522	19.884643986585825	20.0
83.16831683168317	1.0022028857236907	19.957140633246528	20.0
84.15841584158416	1.044251106801493	20.130581241700934	21.0
85.14851485148515	1.016016044011046	20.676976236067798	21.0
86.13861386138613	1.0058897988144466	20.879983779782517	21.0
87.12871287128712	1.0021800227245987	20.95540917913413	21.0
88.11881188118812	1.0436380862281316	21.095457898762206	22.0
89.10891089108911	1.015885651976244	21.663926513880956	22.0
90.0990099009901	1.0058424049043564	21.875135283397594	22.0
91.08910891089108	1.0021625557325098	21.953607771804105	22.0
92.07920792079207	1.0422733693743576	22.05891561647382	23.0
93.06930693069307	1.0157910831123416	22.65034960035501	23.0
94.05940594059406	1.0058080381054089	22.87009091447495	23.0
95.04950495049505	1.002149890844049	22.9517335873332	23.0
96.03960396039604	1.0363172050537584	23.020897073848502	24.0
97.02970297029702	1.0157286808142902	23.63622419113159	24.0
98.01980198019803	1.0057853734992142	23.864842761657126	24.0
99.00990099009901	1.002141540174534	23.949783689368523	24.0
100.0	1.0007945751123042	23.981342632338514	25.0
