time	R	X	S
0.0	1.0	0.0	0.0
0.9900990099009901	1.0	0.0	0.0
1.9801980198019802	1.0	0.0	0.0
2.9702970297029703	1.0	0.0	0.0
3.9603960396039604	1.0	0.0	0.0
4.9504950495049505	1.7696265722448978	0.6134503851242804	1.0
5.9405940594059405	1.3875679457594694	0.8563813934038514	1.0
6.930693069306931	1.1354882756871834	0.9466399566982093	1.0
7.920792079207921	1.0454987248146614	0.9801746145057116	1.0
8.910891089108912	1.3565792299461905	1.5904683794247432	2.0
9.900990099009901	1.1195241408516274	1.8478426613315557	2.0
10.89108910891089	1.0400419292839902	1.9434674765816433	2.0
11.881188118811881	1.0143093584541785	1.978995911214585	2.0
12.871287128712872	1.2095086395490937	2.573783490784797	3.0
13.861386138613861	1.0689374063573471	2.841643559412915	3.0
14.85148514851485	1.02425539532798	2.941164262859097	3.0
15.841584158415841	1.0088409243899075	2.9781401755151027	3.0
16.831683168316832	1.1479539348971088	3.556562243604048	4.0
17.821782178217823	1.0498430562702694	3.8352451784905894	4.0
18.81188118811881	1.0178553030545978	3.938787007535616	4.0
19.801980198019802	1.0065477349978278	3.9772569299804106	4.0
20.792079207920793	1.1158670244828324	4.538647903196556	5.0
21.78217821782178	1.0398084054839014	4.828589286400763	5.0
22.77227722772277	1.0143819439278778	4.936314079074997	5.0
23.762376237623762	1.005289508067286	4.976338138472517	5.0
24.752475247524753	1.0965861867628794	5.520009899379413	6.0
25.742574257425744	1.0336291104405888	5.82166452168536	6.0
26.73267326732673	1.0122090800197943	5.933741251425997	6.0
27.722772277227723	1.00449811709057	5.975382230140712	6.0
28.712871287128714	1.083843848728195	6.500618946364515	7.0
29.7029702970297	1.0294582382594422	6.814460011260793	7.0
30.693069306930692	1.0107288607252427	6.931064488929531	7.0
31.683168316831683	1.003957251888629	6.974387706104196	7.0
32.67326732673267	1.0748571464176766	7.480444623162209	8.0
33.663366336633665	1.026469621807359	7.80696444399755	8.0
34.65346534653465	1.0096617933476126	7.928279587322735	8.0
35.64356435643565	1.003566513703084	7.973353002492094	8.0
36.633663366336634	1.0682222666099443	8.459455285382006	9.0
37.62376237623762	1.024237026021119	8.799166068033042	9.0
