time	NFAT_Nuc	Act_C_Nuc	NFAT_Pi_Nuc	NFAT_Act_C_Nuc	NFAT_Pi_Act_C_Nuc	Inact_C_Nuc	NFAT_Cyt	Act_C_Cyt	NFAT_Pi_Cyt	NFAT_Act_C_Cyt	NFAT_Pi_Act_C_Cyt	Inact_C_Cyt	Ca_Nuc	Ca_Cyt
35.64356435643565	6.9651396059904885e-15	3.0230871905897355e-16	-7.761843093257596e-17	-1.0928928369586793e-15	3.8673098632456093e-17	1.0688755123699855e-14	9.253777757395517e-17	-4.436571058133221e-17	-3.714833491567624e-15	2.633835886631128e-16	2.8876030879614597e-16	-2.156230540411117e-15	1.13e-14	2.6900000000000004e-14
36.633663366336634	7.319473541451071e-15	3.0340190006100085e-16	-8.233686788968298e-17	-1.1385972807365526e-15	4.0259943265158714e-17	1.0967058399814219e-14	9.639738983400047e-17	-5.113656628942491e-17	-4.043019107641579e-15	2.7284300944145257e-16	2.981289791271795e-16	-2.403566840361623e-15	1.13e-14	2.6900000000000004e-14
37.62376237623762	7.673807476911652e-15	3.0449508106302815e-16	-8.705530484678994e-17	-1.1843017245144256e-15	4.1846787897861323e-17	1.1245361675928581e-14	1.0025700209404574e-16	-5.79074219975176e-17	-4.371204723715533e-15	2.8230243021979226e-16	3.07497649458213e-16	-2.650903140312129e-15	1.13e-14	2.6900000000000004e-14
38.613861386138616	8.028141412372233e-15	3.055882620650555e-16	-9.177374180389691e-17	-1.2300061682922985e-15	4.343363253056392e-17	1.1523664952042944e-14	1.0411661435409102e-16	-6.467827770561025e-17	-4.699390339789485e-15	2.9176185099813204e-16	3.1686631978924637e-16	-2.8982394402626327e-15	1.13e-14	2.6900000000000004e-14
39.603960396039604	8.382475347832815e-15	3.066814430670828e-16	-9.649217876100391e-17	-1.2757106120701718e-15	4.502047716326654e-17	1.1801968228157308e-14	1.0797622661413634e-16	-7.144913341370299e-17	-5.027575955863442e-15	3.0122127177647182e-16	3.2623499012027996e-16	-3.14557574021314e-15	1.13e-14	2.6900000000000004e-14
40.59405940594059	8.736809283293396e-15	3.077746240691101e-16	-1.0121061571811089e-16	-1.321415055848045e-15	4.660732179596915e-17	1.208027150427167e-14	1.1183583887418161e-16	-7.821998912179564e-17	-5.355761571937395e-15	3.106806925548115e-16	3.3560366045131344e-16	-3.3929120401636442e-15	1.13e-14	2.6900000000000004e-14
41.584158415841586	9.09114321875398e-15	3.0886780507113743e-16	-1.0592905267521789e-16	-1.3671194996259181e-15	4.8194166428671765e-17	1.2358574780386034e-14	1.1569545113422691e-16	-8.499084482988837e-17	-5.68394718801135e-15	3.2014011333315134e-16	3.449723307823469e-16	-3.6402483401141516e-15	1.13e-14	2.6900000000000004e-14
42.57425742574257	9.445477154214562e-15	3.0996098607316473e-16	-1.1064748963232489e-16	-1.4128239434037915e-15	4.9781011061374386e-17	1.2636878056500398e-14	1.1955506339427221e-16	-9.17617005379811e-17	-6.012132804085305e-15	3.295995341114912e-16	3.5434100111338046e-16	-3.887584640064657e-15	1.13e-14	2.6900000000000004e-14
43.56435643564356	9.799811089675143e-15	3.1105416707519203e-16	-1.1536592658943187e-16	-1.4585283871816646e-15	5.136785569407699e-17	1.291518133261476e-14	1.2341467565431749e-16	-9.853255624607377e-17	-6.340318420159259e-15	3.3905895488983086e-16	3.637096714444139e-16	-4.134920940015163e-15	1.13e-14	2.6900000000000004e-14
44.554455445544555	1.0154145025135724e-14	3.1214734807721937e-16	-1.2008436354653884e-16	-1.5042328309595375e-15	5.29547003267796e-17	1.3193484608729122e-14	1.2727428791436276e-16	-1.0530341195416644e-16	-6.668504036233212e-15	3.485183756681706e-16	3.7307834177544737e-16	-4.382257239965668e-15	1.13e-14	2.6900000000000004e-14
45.54455445544554	1.0508478960596306e-14	3.1324052907924667e-16	-1.2480280050364584e-16	-1.5499372747374109e-15	5.454154495948221e-17	1.3471787884843486e-14	1.3113390017440808e-16	-1.1207426766225916e-16	-6.996689652307169e-15	3.5797779644651033e-16	3.8244701210648086e-16	-4.629593539916174e-15	1.13e-14	2.6900000000000004e-14
46.53465346534654	1.0862812896056887e-14	3.14333710081274e-16	-1.2952123746075282e-16	-1.5956417185152838e-15	5.612838959218483e-17	1.3750091160957848e-14	1.3499351243445336e-16	-1.1884512337035185e-16	-7.324875268381122e-15	3.674372172248501e-16	3.9181568243751434e-16	-4.876929839866679e-15	1.13e-14	2.6900000000000004e-14
47.524752475247524	1.1217146831517471e-14	3.154268910833013e-16	-1.3423967441785982e-16	-1.6413461622931572e-15	5.771523422488744e-17	1.4028394437072212e-14	1.3885312469449863e-16	-1.2561597907844457e-16	-7.653060884455077e-15	3.768966380031899e-16	4.0118435276854787e-16	-5.1242661398171845e-15	1.13e-14	2.6900000000000004e-14
48.51485148514851	1.1571480766978052e-14	3.165200720853286e-16	-1.3895811137496682e-16	-1.6870506060710303e-15	5.930207885759004e-17	1.4306697713186576e-14	1.4271273695454393e-16	-1.3238683478653727e-16	-7.981246500529031e-15	3.863560587815296e-16	4.1055302309958136e-16	-5.371602439767691e-15	1.13e-14	2.6900000000000004e-14
49.504950495049506	1.1925814702438633e-14	3.1761325308735596e-16	-1.4367654833207377e-16	-1.7327550498489032e-15	6.088892349029265e-17	1.458500098930094e-14	1.4657234921458923e-16	-1.3915769049462994e-16	-8.309432116602985e-15	3.9581547955986937e-16	4.199216934306148e-16	-5.618938739718196e-15	1.13e-14	2.6900000000000004e-14
50.495049504950494	1.2280148637899217e-14	3.1870643408938325e-16	-1.483949852891808e-16	-1.7784594936267764e-15	6.247576812299527e-17	1.4863304265415304e-14	1.504319614746345e-16	-1.4592854620272263e-16	-8.637617732676942e-15	4.0527490033820916e-16	4.292903637616483e-16	-5.866275039668703e-15	1.13e-14	2.6900000000000004e-14
51.48514851485149	1.2634482573359798e-14	3.1979961509141055e-16	-1.5311342224628775e-16	-1.8241639374046493e-15	6.406261275569787e-17	1.5141607541529664e-14	1.5429157373467978e-16	-1.5269940191081533e-16	-8.965803348750894e-15	4.147343211165489e-16	4.3865903409268176e-16	-6.1136113396192075e-15	1.13e-14	2.6900000000000004e-14
52.475247524752476	1.2988816508820382e-14	3.208927960934379e-16	-1.5783185920339478e-16	-1.869868381182523e-15	6.56494573884005e-17	1.5419910817644028e-14	1.581511859947251e-16	-1.5947025761890805e-16	-9.29398896482485e-15	4.241937418948887e-16	4.480277044237153e-16	-6.360947639569715e-15	1.13e-14	2.6900000000000004e-14
53.46534653465346	1.3343150444280963e-14	3.219859770954652e-16	-1.6255029616050175e-16	-1.915572824960396e-15	6.723630202110311e-17	1.5698214093758392e-14	1.6201079825477038e-16	-1.6624111332700074e-16	-9.622174580898804e-15	4.336531626732284e-16	4.573963747547488e-16	-6.6082839395202206e-15	1.13e-14	2.6900000000000004e-14
54.45544554455446	1.3697484379741543e-14	3.230791580974925e-16	-1.672687331176087e-16	-1.961277268738269e-15	6.882314665380572e-17	1.5976517369872753e-14	1.6587041051481565e-16	-1.7301196903509343e-16	-9.950360196972757e-15	4.4311258345156815e-16	4.667650450857822e-16	-6.855620239470725e-15	1.13e-14	2.6900000000000004e-14
55.445544554455445	1.4051818315202126e-14	3.2417233909951984e-16	-1.7198717007471573e-16	-2.0069817125161423e-15	7.040999128650833e-17	1.6254820645987117e-14	1.6973002277486098e-16	-1.7978282474318615e-16	-1.0278545813046713e-14	4.52572004229908e-16	4.761337154168158e-16	-7.102956539421231e-15	1.13e-14	2.6900000000000004e-14
56.43564356435643	1.4406152250662708e-14	3.2526552010154713e-16	-1.767056070318227e-16	-2.0526861562940152e-15	7.199683591921094e-17	1.653312392210148e-14	1.7358963503490625e-16	-1.8655368045127882e-16	-1.0606731429120665e-14	4.620314250082477e-16	4.855023857478493e-16	-7.350292839371736e-15	1.13e-14	2.6900000000000004e-14
57.42574257425743	1.4760486186123286e-14	3.2635870110357443e-16	-1.8142404398892966e-16	-2.0983906000718886e-15	7.358368055191355e-17	1.681142719821584e-14	1.7744924729495152e-16	-1.933245361593715e-16	-1.093491704519462e-14	4.714908457865874e-16	4.948710560788827e-16	-7.59762913932224e-15	1.13e-14	2.6900000000000004e-14
58.415841584158414	1.511482012158387e-14	3.2745188210560177e-16	-1.8614248094603668e-16	-2.144095043849762e-15	7.517052518461617e-17	1.7089730474330208e-14	1.8130885955499685e-16	-2.0009539186746424e-16	-1.1263102661268576e-14	4.809502665649273e-16	5.042397264099162e-16	-7.84496543927275e-15	1.13e-14	2.6900000000000004e-14
59.4059405940594	1.5469154057044454e-14	3.2854506310762907e-16	-1.9086091790314366e-16	-2.189799487627635e-15	7.675736981731878e-17	1.736803375044457e-14	1.8516847181504212e-16	-2.0686624757555693e-16	-1.1591288277342529e-14	4.90409687343267e-16	5.136083967409497e-16	-8.092301739223253e-15	1.13e-14	2.6900000000000004e-14
60.396039603960396	1.5823487992505032e-14	3.2963824410965637e-16	-1.9557935486025064e-16	-2.2355039314055078e-15	7.834421445002137e-17	1.7646337026558933e-14	1.890280840750874e-16	-2.136371032836496e-16	-1.1919473893416482e-14	4.998691081216068e-16	5.229770670719831e-16	-8.339638039173758e-15	1.13e-14	2.6900000000000004e-14
61.386138613861384	1.6177821927965616e-14	3.307314251116837e-16	-2.0029779181735764e-16	-2.281208375183381e-15	7.9931059082724e-17	1.7924640302673297e-14	1.928876963351327e-16	-2.2040795899174232e-16	-1.2247659509490438e-14	5.093285288999465e-16	5.323457374030167e-16	-8.586974339124265e-15	1.13e-14	2.6900000000000004e-14
62.37623762376238	1.6532155863426196e-14	3.31824606113711e-16	-2.0501622877446461e-16	-2.326912818961254e-15	8.15179037154266e-17	1.8202943578787657e-14	1.9674730859517797e-16	-2.27178814699835e-16	-1.257584512556439e-14	5.187879496782862e-16	5.417144077340502e-16	-8.834310639074769e-15	1.13e-14	2.6900000000000004e-14
63.366336633663366	1.688648979888678e-14	3.3291778711573836e-16	-2.0973466573157161e-16	-2.3726172627391274e-15	8.310474834812923e-17	1.848124685490202e-14	2.006069208552233e-16	-2.339496704079277e-16	-1.290403074163835e-14	5.282473704566261e-16	5.510830780650837e-16	-9.081646939025276e-15	1.13e-14	2.6900000000000004e-14
64.35643564356435	1.724082373434736e-14	3.3401096811776565e-16	-2.144531026886786e-16	-2.4183217065170007e-15	8.469159298083183e-17	1.8759550131016385e-14	2.0446653311526854e-16	-2.407205261160204e-16	-1.3232216357712301e-14	5.377067912349658e-16	5.604517483961171e-16	-9.328983238975782e-15	1.13e-14	2.6900000000000004e-14
65.34653465346534	1.7595157669807942e-14	3.3510414911979295e-16	-2.1917153964578557e-16	-2.4640261502948737e-15	8.627843761353444e-17	1.903785340713075e-14	2.0832614537531387e-16	-2.474913818241131e-16	-1.3560401973786254e-14	5.471662120133055e-16	5.698204187271506e-16	-9.576319538926286e-15	1.13e-14	2.6900000000000004e-14
66.33663366336634	1.7949491605268523e-14	3.3619733012182025e-16	-2.2388997660289257e-16	-2.5097305940727466e-15	8.786528224623705e-17	1.931615668324511e-14	2.1218575763535914e-16	-2.5426223753220574e-16	-1.3888587589860209e-14	5.566256327916452e-16	5.79189089058184e-16	-9.823655838876792e-15	1.13e-14	2.6900000000000004e-14
67.32673267326733	1.830382554072911e-14	3.372905111238476e-16	-2.2860841355999957e-16	-2.5554350378506203e-15	8.945212687893967e-17	1.9594459959359477e-14	2.1604536989540446e-16	-2.6103309324029854e-16	-1.4216773205934167e-14	5.660850535699851e-16	5.885577593892176e-16	-1.0070992138827301e-14	1.13e-14	2.6900000000000004e-14
68.31683168316832	1.865815947618969e-14	3.383836921258749e-16	-2.3332685051710657e-16	-2.6011394816284933e-15	9.103897151164228e-17	1.9872763235473837e-14	2.1990498215544974e-16	-2.6780394894839123e-16	-1.454495882200812e-14	5.755444743483248e-16	5.979264297202511e-16	-1.0318328438777805e-14	1.13e-14	2.6900000000000004e-14
69.3069306930693	1.9012493411650272e-14	3.3947687312790224e-16	-2.380452874742135e-16	-2.6468439254063662e-15	9.262581614434489e-17	2.01510665115882e-14	2.23764594415495e-16	-2.745748046564839e-16	-1.4873144438082073e-14	5.850038951266646e-16	6.072951000512846e-16	-1.056566473872831e-14	1.13e-14	2.6900000000000004e-14
70.29702970297029	1.9366827347110853e-14	3.4057005412992953e-16	-2.427637244313205e-16	-2.692548369184239e-15	9.42126607770475e-17	2.0429369787702562e-14	2.276242066755403e-16	-2.8134566036457657e-16	-1.5201330054156028e-14	5.944633159050043e-16	6.16663770382318e-16	-1.0813001038678817e-14	1.13e-14	2.6900000000000004e-14
71.2871287128713	1.9721161282571433e-14	3.4166323513195683e-16	-2.4748216138842747e-16	-2.738252812962112e-15	9.579950540975011e-17	2.0707673063816926e-14	2.3148381893558556e-16	-2.8811651607266927e-16	-1.552951567022998e-14	6.039227366833441e-16	6.260324407133515e-16	-1.1060337338629321e-14	1.13e-14	2.6900000000000004e-14
72.27722772277228	2.0075495218032017e-14	3.427564161339842e-16	-2.522005983455345e-16	-2.783957256739986e-15	9.738635004245274e-17	2.0985976339931293e-14	2.353434311956309e-16	-2.9488737178076206e-16	-1.5857701286303938e-14	6.133821574616839e-16	6.354011110443851e-16	-1.1307673638579828e-14	1.13e-14	2.6900000000000004e-14
73.26732673267327	2.0429829153492598e-14	3.4384959713601147e-16	-2.569190353026415e-16	-2.829661700517859e-15	9.897319467515535e-17	2.1264279616045653e-14	2.3920304345567616e-16	-3.016582274888547e-16	-1.6185886902377892e-14	6.228415782400236e-16	6.447697813754186e-16	-1.1555009938530334e-14	1.13e-14	2.6900000000000004e-14
74.25742574257426	2.0663544521573477e-14	3.4527800267216596e-16	-2.650920422762733e-16	-2.05343978922784e-15	1.0048156850293421e-16	2.133223907815687e-14	2.550182153524286e-16	-3.065419340987399e-16	-1.7229568455709567e-14	6.390746385587341e-16	6.531299510925759e-16	-1.2421839521865305e-14	1.13e-14	2.6900000000000004e-14
75.24752475247524	2.0864976519918974e-14	3.4679613052731894e-16	-2.741896594781881e-16	-1.0572305825129203e-15	1.0196893974326872e-16	2.134390034947935e-14	2.7403327397084776e-16	-3.109205482223969e-16	-1.8464751370634458e-14	6.571206528403897e-16	6.612201972075619e-16	-1.3454475507568673e-14	1.13e-14	2.6900000000000004e-14
76.23762376237623	2.1066408518264495e-14	3.4831425838247183e-16	-2.8328727668010295e-16	-6.102137579810172e-17	1.0345631098360323e-16	2.1355561620801827e-14	2.930483325892669e-16	-3.1529916234605297e-16	-1.9699934285559248e-14	6.751666671220438e-16	6.693104433225461e-16	-1.448711149327194e-14	1.13e-14	2.6900000000000004e-14
77.22772277227723	2.1267840516610017e-14	3.498323862376249e-16	-2.923848938820178e-16	9.351878309169188e-16	1.0494368222393794e-16	2.1367222892124306e-14	3.120633912076892e-16	-3.196777764697103e-16	-2.093511720048424e-14	6.932126814036995e-16	6.774006894375321e-16	-1.551974747897531e-14	1.13e-14	2.6900000000000004e-14
78.21782178217822	2.1469272514955538e-14	3.513505140927778e-16	-3.014825110839326e-16	1.9313970376318383e-15	1.0643105346427245e-16	2.1378884163446784e-14	3.310784498261068e-16	-3.240563905933664e-16	-2.217030011540903e-14	7.112586956853536e-16	6.854909355525165e-16	-1.6552383464678576e-14	1.13e-14	2.6900000000000004e-14
79.20792079207921	2.1670704513301034e-14	3.528686419479307e-16	-3.1058012828584665e-16	2.927606244346657e-15	1.0791842470460697e-16	2.1390545434769266e-14	3.5009350844452593e-16	-3.2843500471702295e-16	-2.340548303033382e-14	7.293047099670061e-16	6.935811816675016e-16	-1.758501945038184e-14	1.13e-14	2.6900000000000004e-14
