time	NFAT_Nuc	Act_C_Nuc	NFAT_Pi_Nuc	NFAT_Act_C_Nuc	NFAT_Pi_Act_C_Nuc	Inact_C_Nuc	NFAT_Cyt	Act_C_Cyt	NFAT_Pi_Cyt	NFAT_Act_C_Cyt	NFAT_Pi_Act_C_Cyt	Inact_C_Cyt	Ca_Nuc	Ca_Cyt
0.0	5.897469999999999e-17	5.7065e-18	2.56736e-17	1.070901e-16	2.8250000000000004e-19	5.5593739999999995e-15	2.9616900000000005e-17	2.4479e-18	2.5392793000000002e-15	1.6409e-18	5.918000000000001e-19	2.6122052000000004e-15	1.13e-13	2.69e-13
0.9900990099009901	5.876946238511736e-17	1.4043502943362834e-15	2.5050207159752484e-17	1.2185474112819582e-16	7.108875225463834e-19	4.15981091392301e-15	2.9150638745249355e-17	6.327171230826988e-16	2.4949095290919543e-15	1.1368354212993911e-17	2.1335979815563206e-17	1.937142033359281e-15	1.13e-13	2.69e-13
1.9801980198019802	6.046348245794763e-17	1.8252240707736786e-15	2.4873534988549474e-17	1.4183958355942467e-16	6.8965937381959125e-19	3.740430973753362e-15	2.8634789759351876e-17	8.019409622461268e-16	2.4442551834439226e-15	2.3911782623358016e-17	3.848178394471717e-17	1.716700350563337e-15	1.13e-13	2.69e-13
2.9702970297029703	6.215750253077789e-17	2.246097847211074e-15	2.4696862817346466e-17	1.618244259906535e-16	6.68431225092799e-19	3.3210510335837146e-15	2.811894077345439e-17	9.71164801409555e-16	2.3936008377958914e-15	3.6455211033722127e-17	5.562758807387113e-17	1.496258667767393e-15	1.13e-13	2.69e-13
3.9603960396039604	4.950407247262946e-17	2.5674232201654695e-15	2.4800512279252477e-17	1.679344519351846e-16	5.916178456244149e-19	2.9882262233125184e-15	2.7456343265237198e-17	1.1162901063468366e-15	2.381610598314984e-15	4.434274764773693e-17	6.690945656467108e-17	1.3373502285932276e-15	1.13e-13	2.69e-13
4.9504950495049505	-1.2715864177892052e-17	2.5448361520620316e-15	2.5872596128358976e-17	1.2611079094736184e-16	3.227727336293645e-19	2.954425656202969e-15	2.628676984613842e-17	1.1781615825771119e-15	2.5031942451850115e-15	3.6145454601404e-17	5.793303512783055e-17	1.3910222756926162e-15	1.13e-13	2.69e-13
5.9405940594059405	-7.493580082841317e-17	2.5222490839585944e-15	2.6944679977465475e-17	8.428712995953928e-17	5.392762163431412e-20	2.92062508909342e-15	2.5117196427039657e-17	1.2400330588073863e-15	2.6247778920550375e-15	2.7948161555071126e-17	4.895661369099008e-17	1.4446943227920044e-15	1.13e-13	2.69e-13
6.930693069306931	-1.3715573747893467e-16	2.499662015855157e-15	2.801676382657197e-17	4.2463468971716724e-17	-2.1491749036073626e-19	2.886824521983871e-15	2.3947623007940883e-17	1.301904535037661e-15	2.746361538925064e-15	1.975086850873825e-17	3.99801922541496e-17	1.4983663698913928e-15	1.13e-13	2.69e-13
7.920792079207921	-1.9937567412945618e-16	2.4770749477517193e-15	2.9088847675678466e-17	6.398079838939665e-19	-4.837626023557866e-19	2.853023954874322e-15	2.277804958884211e-17	1.363776011267936e-15	2.8679451857950902e-15	1.1553575462405322e-17	3.1003770817309076e-17	1.5520384169907814e-15	1.13e-13	2.69e-13
8.910891089108912	-2.615956107799773e-16	2.4544878796482818e-15	3.0160931524784965e-17	-4.1183853003928593e-17	-7.52607714350837e-19	2.8192233877647727e-15	2.160847616974334e-17	1.425647487498211e-15	2.989528832665117e-15	3.356282416072396e-18	2.2027349380468603e-17	1.6057104640901698e-15	1.13e-13	2.69e-13
9.900990099009901	-3.238155474304988e-16	2.4319008115448442e-15	3.1233015373891464e-17	-8.300751399175135e-17	-1.0214528263458874e-18	2.7854228206552236e-15	2.0438902750644562e-17	1.4875189637284855e-15	3.1111124795351437e-15	-4.841010630260481e-18	1.3050927943628076e-17	1.6593825111895582e-15	1.13e-13	2.69e-13
10.89108910891089	-2.928039993863681e-16	1.4856199439854039e-15	2.8760868561928166e-17	-1.076979011625801e-16	7.605211641228438e-19	3.758896951017752e-15	1.973405481140697e-17	8.78157696336912e-16	3.060906199443433e-15	8.81725252250348e-18	4.467280985772728e-17	2.219167806223277e-15	1.13e-14	2.6900000000000004e-14
11.881188118811881	-2.319388037267644e-16	1.2647160281061468e-15	2.6166172277999264e-17	-1.245366965444892e-16	2.0248998561314076e-18	4.0321164831608966e-15	1.9250220987136572e-17	7.332618350240792e-16	2.9947403522758146e-15	2.1592181070384432e-17	5.585149341622118e-17	2.3033689858387378e-15	1.13e-14	2.6900000000000004e-14
12.871287128712872	-1.710736080671607e-16	1.04381211222689e-15	2.357147599407036e-17	-1.413754919263983e-16	3.2892785481399706e-18	4.30533601530404e-15	1.8766387162866177e-17	5.883659737112465e-16	2.928574505108196e-15	3.436710961826539e-17	6.70301769747151e-17	2.3875701654541987e-15	1.13e-14	2.6900000000000004e-14
13.861386138613861	-1.1020841240755697e-16	8.229081963476329e-16	2.097677971014146e-17	-1.582142873083074e-16	4.553657240148534e-18	4.578555547447184e-15	1.828255333859578e-17	4.434701123984137e-16	2.8624086579405774e-15	4.714203816614635e-17	7.820886053320902e-17	2.4717713450696597e-15	1.13e-14	2.6900000000000004e-14
14.85148514851485	-4.934321674795349e-17	6.020042804683766e-16	1.8382083426212565e-17	-1.7505308269021644e-16	5.8180359321570935e-18	4.851775079590327e-15	1.7798719514325378e-17	2.9857425108558143e-16	2.7962428107729588e-15	5.991696671402726e-17	8.938754409170289e-17	2.5559725246851206e-15	1.13e-14	2.6900000000000004e-14
15.841584158415841	1.152197891165021e-17	3.811003645891197e-16	1.5787387142283663e-17	-1.9189187807212554e-16	7.082414624165657e-18	5.12499461173347e-15	1.7314885690054986e-17	1.5367838977274873e-16	2.7300769636053406e-15	7.269189526190821e-17	1.0056622765019678e-16	2.6401737043005815e-15	1.13e-14	2.6900000000000004e-14
16.831683168316832	2.327948322394336e-16	2.8153828002045457e-16	1.2031871252456788e-17	-2.2450840517908963e-16	8.523050611106477e-18	5.400992877526955e-15	1.9205144633094686e-17	8.428054787242903e-17	2.52069321383751e-15	8.365459387465743e-17	1.1075557250650974e-16	2.5431591586484906e-15	1.13e-14	2.6900000000000004e-14
17.821782178217823	5.871287677000145e-16	2.826314610224819e-16	7.313434295349787e-18	-2.7021284895696297e-16	1.0109895243809086e-17	5.6792961536413185e-15	2.3064756893139985e-17	7.750969216433635e-17	2.192507597763555e-15	9.311401465299716e-17	1.2012424283754322e-16	2.295822858697985e-15	1.13e-14	2.6900000000000004e-14
18.81188118811881	9.414627031605985e-16	2.837246420245092e-16	2.5949973382427858e-18	-3.159172927348363e-16	1.1696739876511707e-17	5.9575994297556824e-15	2.6924369153185284e-17	7.07388364562436e-17	1.8643219816895972e-15	1.02573435431337e-16	1.294929131685768e-16	2.0484865587474775e-15	1.13e-14	2.6900000000000004e-14
19.801980198019802	1.2957966386211793e-15	2.848178230265365e-16	-2.123439618864215e-18	-3.6162173651270925e-16	1.3283584509214316e-17	6.235902705870046e-15	3.078398141323056e-17	6.396798074815095e-17	1.5361363656156456e-15	1.1203285620967673e-16	1.3886158349961026e-16	1.8011502587969734e-15	1.13e-14	2.6900000000000004e-14
20.792079207920793	1.6501305740817601e-15	2.859110040285638e-16	-6.841876575971167e-18	-4.073261802905822e-16	1.4870429141916925e-17	6.514205981984407e-15	3.464359367327584e-17	5.719712504005826e-17	1.2079507495416908e-15	1.2149227698801647e-16	1.4823025383064367e-16	1.5538139588464676e-15	1.13e-14	2.6900000000000004e-14
21.78217821782178	2.004464509542344e-15	2.8700418503059115e-16	-1.1560313533078168e-17	-4.530306240684555e-16	1.6457273774619533e-17	6.792509258098771e-15	3.850320593332113e-17	5.042626933196557e-17	8.797651334677361e-16	1.309516977663562e-16	1.5759892416167723e-16	1.3064776588959619e-15	1.13e-14	2.6900000000000004e-14
22.77227722772277	2.358798445002925e-15	2.8809736603261845e-16	-1.627875049018517e-17	-4.987350678463285e-16	1.8044118407322142e-17	7.070812534213134e-15	4.2362818193366406e-17	4.3655413623872867e-17	5.515795173937814e-16	1.4041111854469594e-16	1.6696759449271064e-16	1.059141358945456e-15	1.13e-14	2.6900000000000004e-14
23.762376237623762	2.713132380463506e-15	2.891905470346458e-16	-2.099718744729217e-17	-5.444395116242018e-16	1.9630963040024763e-17	7.349115810327499e-15	4.6222430453411705e-17	3.688455791578012e-17	2.2339390131982657e-16	1.4987053932303577e-16	1.763362648237442e-16	8.118050589949504e-16	1.13e-14	2.6900000000000004e-14
24.752475247524753	3.06746631592409e-15	2.902837280366731e-16	-2.571562440439917e-17	-5.901439554020751e-16	2.1217807672727384e-17	7.627419086441862e-15	5.008204271345703e-17	3.011370220768743e-17	-1.0479171475412819e-16	1.593299601013755e-16	1.8570493515477768e-16	5.64468759044443e-16	1.13e-14	2.6900000000000004e-14
25.742574257425744	3.4218002513846706e-15	2.913769090387004e-16	-3.043406136150612e-17	-6.358483991799481e-16	2.280465230542998e-17	7.905722362556225e-15	5.39416549735023e-17	2.334284649959473e-17	-4.3297733082808295e-16	1.6878938087971526e-16	1.950736054858112e-16	3.1713245909393886e-16	1.13e-14	2.6900000000000004e-14
26.73267326732673	3.7761341868452515e-15	2.9247009004072774e-16	-3.5152498318613074e-17	-6.81552842957821e-16	2.439149693813259e-17	8.184025638670587e-15	5.780126723354758e-17	1.6571990791502088e-17	-7.611629469020345e-16	1.7824880165805497e-16	2.0444227581684462e-16	6.979615914343311e-17	1.13e-14	2.6900000000000004e-14
27.722772277227723	4.130468122305832e-15	2.9356327104275503e-16	-3.9870935275720074e-17	-7.27257286735694e-16	2.5978341570835198e-17	8.462328914784949e-15	6.166087949359285e-17	9.801135083409394e-18	-1.0893485629759893e-15	1.877082224363947e-16	2.138109461478781e-16	-1.7754014080707107e-16	1.13e-14	2.6900000000000004e-14
28.712871287128714	4.484802057766416e-15	2.9465645204478233e-16	-4.4589372232827075e-17	-7.729617305135673e-16	2.756518620353782e-17	8.740632190899313e-15	6.552049175363815e-17	3.030279375316699e-18	-1.417534179049944e-15	1.9716764321473447e-16	2.231796164789116e-16	-4.248764407575784e-16	1.13e-14	2.6900000000000004e-14
29.7029702970297	4.839135993226997e-15	2.957496330468097e-16	-4.9307809189934076e-17	-8.186661742914406e-16	2.915203083624043e-17	9.018935467013677e-15	6.938010401368345e-17	-3.740576332776045e-18	-1.7457197951238988e-15	2.0662706399307428e-16	2.325482868099451e-16	-6.722127407080841e-16	1.13e-14	2.6900000000000004e-14
30.693069306930692	5.193469928687581e-15	2.9684281404883697e-16	-5.402624614704108e-17	-8.64370618069314e-16	3.073887546894305e-17	9.297238743128042e-15	7.323971627372875e-17	-1.051143204086874e-17	-2.073905411197855e-15	2.1608648477141406e-16	2.4191695714097865e-16	-9.195490406585915e-16	1.13e-14	2.6900000000000004e-14
31.683168316831683	5.547803864148162e-15	2.9793599505086427e-16	-5.874468310414805e-17	-9.10075061847187e-16	3.232572010164566e-17	9.575542019242403e-15	7.709932853377402e-17	-1.7282287748961434e-17	-2.4020910272718083e-15	2.255459055497538e-16	2.512856274720121e-16	-1.1668853406090956e-15	1.13e-14	2.6900000000000004e-14
32.67326732673267	5.902137799608743e-15	2.990291760528916e-16	-6.346312006125503e-17	-9.557795056250599e-16	3.391256473434827e-17	9.853845295356765e-15	8.095894079381932e-17	-2.405314345705413e-17	-2.7302766433457615e-15	2.3500532632809353e-16	2.6065429780304557e-16	-1.4142216405596014e-15	1.13e-14	2.6900000000000004e-14
33.663366336633665	6.256471735069324e-15	3.001223570549189e-16	-6.8181557018362e-17	-1.0014839494029328e-15	3.5499409367050876e-17	1.0132148571471128e-14	8.48185530538646e-17	-3.0823999165146774e-17	-3.0584622594197143e-15	2.4446474710643327e-16	2.70022968134079e-16	-1.6615579405101056e-15	1.13e-14	2.6900000000000004e-14
34.65346534653465	6.610805670529908e-15	3.012155380569462e-16	-7.289999397546901e-17	-1.0471883931808061e-15	3.7086253999753485e-17	1.0410451847585493e-14	8.86781653139099e-17	-3.759485487323952e-17	-3.386647875493671e-15	2.5392416788477305e-16	2.7939163846511254e-16	-1.9088942404606113e-15	1.13e-14	2.6900000000000004e-14
