time	S_b	I_b	S_h	I_a
0.0	244956.0	36485.0	171977.0	0.0
0.9900990099009901	244488.1353357114	36451.88664009688	171981.31467404118	6.44317424003903e-06
1.9801980198019802	244021.28186245437	36418.55506190641	171985.62917895956	1.2881754888433692e-05
2.9702970297029703	243555.4379887893	36385.00654422399	171989.94351475942	1.9315710909324827e-05
3.9603960396039604	243090.60205633278	36351.242408125174	171994.25768144752	2.57450104932108e-05
4.9504950495049505	242626.7724272508	36317.26395436541	171998.57167903052	3.2169622455074256e-05
5.9405940594059405	242163.9474609088	36283.072482200696	172002.88550751508	3.858951577321587e-05
6.930693069306931	241702.12551404006	36248.66929045937	172007.19916690787	4.500465952170883e-05
7.920792079207921	241241.3049404685	36214.05567708312	172011.51265721556	5.1415022902427745e-05
8.910891089108912	240781.48409282079	36179.23293963727	172015.8259784448	5.7820575171323735e-05
9.900990099009901	240322.66131571485	36144.20237295784	172020.13913060224	6.422128595075753e-05
10.89108910891089	239864.83495820768	36108.965273326095	172024.45211369454	7.061712466257312e-05
11.881188118811881	239408.00335861076	36073.52293312684	172028.76492772836	7.700806122959712e-05
12.871287128712872	238952.16485832326	36037.87664567847	172033.07757271038	8.339406543791605e-05
13.861386138613861	238497.31778948457	36002.027700549006	172037.3900486472	8.977510752055229e-05
14.85148514851485	238043.46049136017	35965.97739026057	172041.7023555455	9.615115736394485e-05
15.841584158415841	237590.59129332617	35929.72700276712	172046.01449341202	0.00010252218535343996
16.831683168316832	237138.70852199692	35893.27782472003	172050.32646225326	0.00010888816201474487
17.821782178217823	236687.81050860658	35856.6311449753	172054.63826207598	0.00011524905763779519
18.81188118811881	236237.8955738947	35819.788246694494	172058.94989288683	0.00012160484307438909
19.801980198019802	235788.96203883883	35782.7504133591	172063.26135469243	0.00012795548915627914
20.792079207920793	235341.008223503	35745.518928095866	172067.57264749944	0.0001343009667587263
21.78217821782178	234894.03244310696	35708.09507000468	172071.88377131455	0.000140641247070145
22.77227722772277	234448.0330113408	35670.48011838868	172076.19472614437	0.0001469763013211075
23.762376237623762	234003.00823921702	35632.67535070668	172080.50551199555	0.0001533061009006446
24.752475247524753	233558.95643719818	35594.68204216853	172084.81612887478	0.00015963061730279153
25.742574257425744	233115.87591139236	35556.50146704299	172089.1265767887	0.0001659498221996127
26.73267326732673	232673.76496651318	35518.13489775328	172093.43685574396	0.00017226368738007303
27.722772277227723	232232.62190671347	35479.58360474052	172097.74696574718	0.00017857218472844592
28.712871287128714	231792.4450321335	35440.84885725044	172102.05690680505	0.0001848752863055268
29.7029702970297	231353.2326417797	35401.93192251718	172106.3666789242	0.0001911729642872273
30.693069306930692	230914.9830333021	35362.834065675175	172110.6762821113	0.00019746519097530422
31.683168316831683	230477.69450139924	35323.55655072424	172114.985716373	0.0002037519388111053
32.67326732673267	230041.36533951116	35284.10063929494	172119.2949817159	0.00021003318036937014
33.663366336633665	229605.99383934063	35244.46759101621	172123.60407814672	0.0002163088883592443
34.65346534653465	229171.57829021258	35204.65866421727	172127.91300567208	0.00022257903561726325
35.64356435643565	228738.11698034653	35164.675114594436	172132.22176429862	0.00022884359511912312
36.633663366336634	228305.60819600162	35124.51819608221	172136.53035403296	0.00023510253997264773
37.62376237623762	227874.05022135557	35084.18916097423	172140.8387748818	0.0002413558434168774
38.613861386138616	227443.44134053777	35043.689258312304	172145.14702685174	0.0002476034788213275
39.603960396039604	227013.77983479435	35003.01973602249	172149.4551099495	0.0002538454196912256
40.59405940594059	226585.06398364628	34962.18184005675	172153.76302418162	0.0002600816396648355
41.584158415841586	226157.29206495368	34921.17681434508	172158.07076955485	0.0002663121125133084
42.57425742574257	225730.46235474802	34880.00590091999	172162.37834607577	0.000272536812141071
43.56435643564356	225304.57313124754	34838.670337104806	172166.68575375102	0.0002787557125709175
44.554455445544555	224879.6226687243	34797.17135981171	172170.9929925873	0.0002849687879666581
45.54455445544554	224455.60923830015	34755.51020498538	172175.3000625912	0.0002911760126301247
46.53465346534654	224032.53111062612	34713.68810572743	172179.60696376942	0.0002973773609912079
47.524752475247524	223610.38655470838	34671.70629312018	172183.91369612853	0.0003035728076121537
48.51485148514851	223189.17384017486	34629.56599461607	172188.22025967523	0.0003097623271805902
49.504950495049506	222768.8912363742	34587.268434679536	172192.52665441614	0.0003159458945122485
50.495049504950494	222349.53700876064	34544.81483735936	172196.83288035792	0.000322123484561991
51.48514851485149	221931.10942308969	34502.20642330585	172201.13893750717	0.00032829507241093325
52.475247524752476	221513.60674385136	34459.44441088712	172205.44482587057	0.00033446063327203254
53.46534653465346	221097.027234914	34416.530015731456	172209.75054545476	0.0003406201424869171
54.45544554455446	220681.36915943553	34373.46445079189	172214.05609626637	0.000346773575526454
55.445544554455445	220266.6307797341	34330.24892644047	172218.36147831206	0.00035292090799141524
56.43564356435643	219852.8103551516	34286.88465202402	172222.66669159842	0.0003590621156187142
57.42574257425743	219439.90614652715	34243.37283261553	172226.97173613214	0.00036519717426797965
58.415841584158414	219027.9164130928	34199.71467127228	172231.27661191983	0.00037132605993083563
59.4059405940594	218616.83941315886	34155.91136854814	172235.58131896818	0.0003774487487286334
60.396039603960396	218206.67340389398	34111.96412267358	172239.88585728375	0.0003835652169126619
61.386138613861384	217797.41664207773	34067.874128958414	172244.19022687324	0.0003896754408631196
62.37623762376238	217389.06738353867	34023.64258024529	172248.49442774325	0.0003957793970897597
63.366336633663366	216981.62388375137	33979.27066648954	172252.79845990043	0.0004018770622299963
64.35643564356435	216575.0843976525	33934.7595748852	172257.1023233514	0.0004079684130495764
65.34653465346534	216169.44717907626	33890.11049024813	172261.40601810283	0.00041405342644468827
66.33663366336634	215764.71048147112	33845.324594533755	172265.70954416133	0.00042013207943923685
67.32673267326733	215360.87255818758	33800.40306664679	172270.01290153357	0.00042620434918390343
68.31683168316832	214957.9316618438	33755.34708286826	172274.31609022617	0.00043227021295827315
69.3069306930693	214555.88604460083	33710.15781667272	172278.61911024572	0.00043832964816986457
70.29702970297029	214154.73395831173	33664.83643863141	172282.9219615989	0.00044438263235357586
71.2871287128713	213754.4736542331	33619.38411664305	172287.22464429235	0.00045042914317235
72.27722772277228	213355.1033835993	33573.80201547944	172291.5271583327	0.000456469158415748
73.26732673267327	212956.62139728203	33528.09129706699	172295.82950372653	0.00046250265600066714
74.25742574257426	212559.02594580897	33482.25312047568	172300.13168048052	0.00046852961397120377
75.24752475247524	212162.31527920283	33436.2886420502	172304.43368860133	0.00047455001049892634
76.23762376237623	211766.48764766194	33390.199014889215	172308.73552809554	0.00048056382388127596
77.22772277227723	211371.54130106716	33343.98538923349	172313.0371989698	0.0004865710325425786
78.21782178217822	210977.47448909044	33297.648912398625	172317.33870123074	0.0004925716150335531
79.20792079207921	210584.28546126393	33251.19072872142	172321.640034885	0.0004985655500311743
80.1980198019802	210191.97246707903	33204.61197947823	172325.9411999392	0.000504552816338552
81.18811881188118	209800.53375592988	33157.91380295	172330.24219639998	0.0005105333928847311
82.17821782178218	209409.96757727244	33111.097334327744	172334.54302427397	0.0005165072587239579
83.16831683168317	209020.2721804953	33064.163705778694	172338.84368356777	0.0005224743930364305
84.15841584158416	208631.44581501733	33017.114046394825	172343.14417428806	0.000528434775127755
85.14851485148515	208243.48673034098	32969.949482166325	172347.4444964414	0.0005343883844286298
86.13861386138613	207856.39317613532	32922.67113596627	172351.74465003447	0.0005403352004940465
87.12871287128712	207470.1634021175	32875.28012754397	172356.04463507392	0.0005462752030047726
88.11881188118812	207084.79565819653	32827.77757349967	172360.3444515663	0.0005522083717659532
89.10891089108911	206700.28819447604	32780.16458726932	172364.6440995183	0.0005581346867072598
90.0990099009901	206316.6392612855	32732.44227910728	172368.94357893657	0.0005640541278827268
91.08910891089108	205933.84710920978	32684.611756071958	172373.24288982764	0.0005699666754705744
92.07920792079207	205551.90998841787	32636.674123019457	172377.54203219822	0.0005758723097685402
93.06930693069307	205170.82615038703	32588.630480149608	172381.8410060549	0.0005817710112045728
