time	I	E	A
0.0	10.0	2.1	1.11
0.9900990099009901	14.735629486193487	2.040847315606846	1.1169845185075435
1.9801980198019802	17.70198259899784	2.011133813081379	1.1304847025109073
2.9702970297029703	19.59473635914203	2.001954169655897	1.1458748414193758
3.9603960396039604	20.784677017407944	2.006297367926311	1.1620673993038177
4.9504950495049505	21.492539053289033	2.020073654171639	1.1786546691558017
5.9405940594059405	21.860847826630977	2.04062040039961	1.1954397267382502
6.930693069306931	21.98731702570762	2.066085540472524	1.2123108354094387
7.920792079207921	21.941811548015295	2.095119094848233	1.2291970199674196
8.910891089108912	21.775637399737516	2.1267051483548687	1.246049372468358
9.900990099009901	21.526997185410305	2.1600646709677607	1.2628321886025806
10.89108910891089	21.224426774910903	2.194595775177658	1.2795183722669534
11.881188118811881	20.889120227178047	2.229834241617677	1.2960868658305649
12.871287128712872	20.536611208779387	2.265425255192281	1.3125211021997294
13.861386138613861	20.178056046874985	2.3011016048264854	1.3288079947349658
14.85148514851485	19.821247351367997	2.3366659479482315	1.3449372214292488
15.841584158415841	19.4714272958656	2.3719759896416894	1.3609006789670046
16.831683168316832	19.131940087065566	2.406932045586273	1.3766920439961692
17.821782178217823	18.804749680877784	2.441466720585691	1.3923064108666374
18.81188118811881	18.490843256945563	2.475536512023808	1.4077399908181072
19.801980198019802	18.19053875762892	2.509115144580394	1.4229898644957957
20.792079207920793	17.903713561956707	2.54218841794763	1.4380537820101276
21.78217821782178	17.629970025299745	2.5747503320281515	1.4529300050889031
22.77227722772277	17.36875190004644	2.6068002537543142	1.4676171855861257
23.762376237623762	17.11942367487873	2.6383409037248673	1.4821142743865745
24.752475247524753	16.881322688286083	2.6693769685290762	1.4964204549040303
25.742574257425744	16.653791845485713	2.6999141755743112	1.510535095806885
26.73267326732673	16.436198921581834	2.729958699764473	1.5244577182932528
27.722772277227723	16.22794687566952	2.7595168013602094	1.538187974032058
28.712871287128714	16.028478363009032	2.7885946196760205	1.55172563066013
29.7029702970297	15.837276638268452	2.8171980689988065	1.5650705624832217
30.693069306930692	15.653864360159455	2.8453327982706105	1.5782227446125863
31.683168316831683	15.477801273614418	2.8730041889205666	1.5911822492620644
32.67326732673267	15.308681381596672	2.900217373882759	1.6039492433462008
33.663366336633665	15.146129979816706	2.9269772670381133	1.6165239867837995
34.65346534653465	14.989800764285382	2.9532885965458933	1.6289068311488075
35.64356435643565	14.839373134991536	2.9791559377888874	1.6410982183824376
36.633663366336634	14.694549728637856	3.0045837443641337	1.6530986794665667
37.62376237623762	14.555054198978654	3.029576375906748	1.6649088329725052
38.613861386138616	14.420629237003105	3.054138122425641	1.6765293834410457
39.603960396039604	14.291034809733308	3.0782732252504625	1.6879611195929605
40.59405940594059	14.166046597708403	3.1019858947788825	1.6992049123684407
41.584158415841586	14.045454607508528	3.1252803253446895	1.7102617128086957
42.57425742574257	13.929061938045347	3.148160707540284	1.7211325497955838
43.56435643564356	13.816683681374005	3.1706312383070774	1.7318185276655593
44.554455445544555	13.708145940765277	3.1926961290895353	1.7423208237152894
45.54455445544554	13.603284951232764	3.2143596123131113	1.7526406856151753
46.53465346534654	13.501946289549556	3.2356259464155963	1.7627794287461307
47.524752475247524	13.403984162974838	3.256499419626536	1.772738433473651
48.51485148514851	13.309260766855184	3.2769843526718114	1.782519142372569
49.504950495049506	13.2176457031482	3.297085100548278	1.7921230574143518
50.495049504950494	13.129015452781811	3.316806053497747	1.8015517371280785
51.48514851485149	13.043252895773087	3.3361516372915436	1.810806793745283
52.475247524752476	12.960246873838006	3.3551263129225006	1.8198898903380343
53.46534653465346	12.87989179091216	3.37373457578882	1.8288027379588798
54.45544554455446	12.80208724759421	3.3919809544437	1.837547092790598
55.445544554455445	12.726737705971708	3.409870008976193	1.8461247533130294
56.43564356435643	12.653752181845794	3.427406329079436	1.8545375574937522
57.42574257425743	12.583043961562083	3.444594531857957	1.8627873800087205
58.415841584158414	12.514530341286635	3.4614392594133343	1.8708761294993446
59.4059405940594	12.448132386154665	3.477945176265374	1.8788057458702545
60.396039603960396	12.383774706483926	3.494116966644813	1.8865781976263554
61.386138613861384	12.321385253481713	3.50995933161257	1.8941954792672333
62.37623762376238	12.260895128731082	3.5254769861400383	1.9016596087362565
63.366336633663366	12.20223840605325	3.5406746561596574	1.908972624923025
64.35643564356435	12.14535196640318	3.5555570755519397	1.9161365852216883
65.34653465346534	12.090175345770792	3.5701289830974794	1.9231535631573946
66.33663366336634	12.03665059254432	3.584395119449988	1.9300256460765948
67.32673267326733	11.98472213445198	3.598360224132544	1.936754932904855
68.31683168316832	11.934336654166303	3.6120290325535964	1.9433435319691612
69.3069306930693	11.885442973786173	3.625406273065194	1.9497935588949098
70.29702970297029	11.83799194631928	3.6384966640775214	1.956107134571824
71.2871287128713	11.791936354195805	3.6513049112373	1.962286383193195
72.27722772277228	11.747230813892775	3.6638357046706966	1.9683334303636715
73.26732673267327	11.703831686906813	3.6760937163067116	1.9742504012844895
74.25742574257426	11.661696995907885	3.6880835972820383	1.980039419009371
75.24752475247524	11.620786346039628	3.6998099754350826	1.9857026027746516
76.23762376237623	11.581060850686159	3.7112774528865815	1.9912420663984307
77.22772277227723	11.542483061889689	3.722490603720259	1.996659916756307
78.21782178217822	11.505016904636292	3.733453971758358	2.001958252326489
79.20792079207921	11.468627614955198	3.744172068438012	2.00713916180679
80.1980198019802	11.433281681359613	3.7546493707836603	2.0122047227984323
81.18811881188118	11.398946789753689	3.764890319486576	2.017157000562757
82.17821782178218	11.365591771262574	3.7748993170835865	2.0219980468437266
83.16831683168317	11.33318655292883	3.784680726238696	2.026729898757703
84.15841584158416	11.301702110952252	3.794238868122132	2.0313545777458786
85.14851485148515	11.27111042655017	3.80357802089529	2.0358740885939857
86.13861386138613	11.241384444055653	3.812702418292604	2.040290418512604
87.12871287128712	11.21249803119913	3.821616248302268	2.0446055362786715
88.11881188118812	11.18442594135414	3.8303236519402253	2.0488213914342
89.10891089108911	11.157143777789809	3.8388287221235946	2.0529399135454147
90.0990099009901	11.130627959658323	3.847135502634493	2.0569630115163315
91.08910891089108	11.10485568966618	3.855247987174667	2.060892572956621
92.07920792079207	11.079804923358473	3.863170118510786	2.0647304636034933
93.06930693069307	11.05545433980396	3.8709057877027986	2.068478526793301
94.05940594059406	11.031783313456849	3.87845883340558	2.072138582974843
95.04950495049505	11.008771888134328	3.885833041284423	2.0757124292746263
96.03960396039604	10.986400751040991	3.893032143406982	2.0792018391001608
97.02970297029702	10.964651209161604	3.900059817861052	2.082608561822275
98.01980198019803	10.94350516630752	3.906919688477675	2.0859343224738613
99.00990099009901	10.922945101017094	3.9136153242095513	2.089180821453519
100.0	10.90295404461716	3.920150239295627	2.0923497343445128
