time	SPB_B	SPB_T	Bfa1	Bfa1P4	Bfa1P5	Tem1GTP	Tem1GDP	B_Bfa1	B_Bfa1P4	B_Bfa1P5	T_Tem1GTP	T_Tem1GDP	B_Bfa1_Tem1GTP	B_Bfa1P4_Tem1GTP	B_Bfa1P5_Tem1GTP	B_Bfa1_Tem1GDP	B_Bfa1P4_Tem1GDP	B_Bfa1P5_Tem1GDP	Bfa1_Tem1GTP	Bfa1P4_Tem1GTP	Bfa1P5_Tem1GTP	Bfa1_Tem1GDP	Bfa1P4_Tem1GDP	Bfa1P5_Tem1GDP	Active_Bfa1_at_the_SPB	Active_Bfa1_at_the_Cytosol	Active_Tem1_at_the_SPB	Active_Tem1_in_the_Cytosol	Inactive_Bfa1_at_the_SPB	Inactive_Bfa1_in_the_cytosol	Inactive_Tem1_at_the_SPB	Inactive_Tem1_in_the_cytosol	Total_Bfa1_at_the_SPB	Total_Bfa1_in_the_Cytosol	Total_Tem1_at_the_SPB	Total_Tem1_in_the_Cytosol
0.0	2.499e-22	4.979999999999999e-22	2.0300000000000002e-21	0.0	0.0	4.910000000000001e-21	7.990000000000001e-22	2.499e-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.51479948255e-16	1.2224947245000003e-10	0.0	2.9568714765000005e-10	0.0	0.0	0.0	4.811691058500001e-11	4.51479948255e-16	1.2224947245000003e-10	0.0	3.4380405823500004e-10
0.9900990099009901	2.5034561235600604e-22	4.985506711059508e-22	-9.806261463040289e-22	5.876395382832827e-23	-4.0110107322905403e-26	1.6325599400068592e-21	7.491170053554385e-22	-4.091600773700983e-23	-7.97110890285577e-23	-3.14315270467044e-23	-8.098006035166473e-24	7.510998381542803e-24	3.564321786237236e-23	4.1247711036545844e-23	2.7743150908499623e-23	5.886859877755023e-24	2.5925436990748707e-22	4.014147419344531e-24	6.886022183119356e-22	-4.0301159079822904e-23	3.611917190118229e-26	2.1807641380014356e-21	1.2941984958093189e-22	4.550702994858519e-27	3.9999978350700824e-16	1.226483101096202e-10	1.7440616883328094e-16	1.3735885194012532e-10	5.885522254979653e-19	3.370999532533018e-17	4.99837218621545e-16	1.8423570875539328e-10	4.0058833573250623e-16	1.2264834381961552e-10	6.742433874548259e-16	3.215945606955186e-10
1.9801980198019802	2.4954592109315514e-22	5.207834709770147e-22	-4.2415116136840755e-21	1.0167561916046621e-22	-9.55539429405638e-26	-2.0678321975151958e-21	8.558558115325967e-22	-3.017657859812388e-23	-4.959963062901517e-22	-6.266336889982915e-23	-3.875747896438914e-23	1.5882861169871624e-23	2.626235992773964e-23	8.610208006568589e-23	5.539902530561247e-23	4.343378517059164e-24	5.900184374982574e-22	7.69258375444935e-24	1.088492191008066e-21	-1.1990744337507302e-22	8.615998477576634e-26	4.9207861254197455e-21	2.957765418225613e-22	1.0646283962988693e-26	3.2619538475683895e-16	1.2317154784923862e-10	2.330676912162965e-16	-6.619304819084826e-11	7.736768522711308e-19	7.541683160808041e-17	1.116391687050276e-15	3.6569027439825696e-10	3.269690616091101e-16	1.2317162326607023e-10	1.3494593782665726e-15	2.994972262074087e-10
2.9702970297029703	2.4874622983030425e-22	5.430162708480786e-22	-7.502397081064124e-21	1.4458728449260417e-22	-1.5099777855822221e-25	-5.7682243350372516e-21	9.625946177097549e-22	-1.9437149459237915e-23	-9.122815235517457e-22	-9.389521075295392e-23	-6.941695189361182e-23	2.4254723958200446e-23	1.688150199310691e-23	1.3095644909482596e-22	8.305489970272532e-23	2.799897156363305e-24	9.207825050890278e-22	1.1371020089554168e-23	1.4883821637041967e-21	-1.9951372767032313e-22	1.362007976503504e-25	7.660808112838055e-21	4.621332340641907e-22	1.674186493111887e-26	2.5239098600666975e-16	1.2369478558885704e-10	2.9172921359931214e-16	-2.697449483218219e-10	9.58801479044294e-19	1.1712366789083076e-16	1.7329461554790068e-15	5.471448400411207e-10	2.5334978748571403e-16	1.2369490271252491e-10	2.024675369078319e-15	2.773998917192988e-10
3.9603960396039604	-6.656942828137396e-22	9.79352799601253e-22	-2.2885437190712765e-20	-1.7278883896956692e-22	-6.585876917454878e-25	-3.051124701676711e-20	1.0138685010401335e-20	-9.931473994093821e-24	-3.0439075463120954e-21	-2.3796696033503865e-22	-9.202227582705392e-22	4.333012327093329e-22	7.580925997943442e-24	1.311417332936753e-22	2.5747983552588056e-22	2.427953454028741e-24	1.6601340953968985e-21	-2.1865284002236645e-23	2.7303332024405686e-21	-7.4962107088919875e-22	8.730048077061046e-25	2.1844630054703026e-20	7.658561872632748e-22	-2.9537643055949154e-25	-2.2629177912853882e-15	9.231776370163072e-11	-9.467172526144456e-16	-1.7180966079097329e-09	-4.249961618419738e-18	-4.875484482574395e-15	3.7469728236033215e-15	1.9721836449082956e-09	-2.267167752903808e-15	9.231288821714813e-11	2.800255570988876e-15	2.540870369985627e-10
4.9504950495049505	-4.736513342351815e-21	2.846304177695736e-21	-8.014719808381593e-20	-1.7348604933725312e-21	-2.728218338998803e-24	-1.27950789015078e-19	5.064689860949485e-20	-4.688079216083879e-24	-1.1101565760698187e-20	-7.7186965404105515e-22	-4.60440928891795e-21	2.2265687911388977e-21	-1.4422979070839668e-24	-2.2992423767310048e-23	9.389516392118434e-22	6.103351163322372e-24	3.8110435551125534e-21	-1.8263189543238843e-22	6.881374358238716e-21	-2.925180576405753e-21	3.982387375604689e-24	7.55636433166708e-20	1.5441419106521773e-21	-1.7068364251873477e-24	-1.3212954814331349e-14	-4.926590916950762e-11	-6.6663161940671764e-15	-7.466890152295435e-09	-2.809312797229743e-17	-2.7260270664730474e-14	1.0588882799668771e-14	7.693465045426101e-09	-1.3241047942303645e-14	-4.9293169440172355e-11	3.922566605601595e-15	2.2657489313066763e-10
5.9405940594059405	-8.807332401889842e-21	4.7132555557902066e-21	-1.3740895897691832e-19	-3.2969321477754835e-21	-4.797848986252095e-24	-2.253903310133881e-19	9.115511220858796e-20	5.553155619260169e-25	-1.9159223975084182e-20	-1.3057723477470684e-21	-8.28859581956536e-21	4.0198363495684626e-21	-1.0465521812111282e-23	-1.771265808282939e-22	1.6204234428977974e-21	9.778748872615956e-24	5.961953014828196e-21	-3.4339850686253946e-22	1.1032415514036863e-20	-5.100740081922283e-21	7.091769943503262e-24	1.2928265657863857e-19	2.3224276340410734e-21	-3.1182964198151985e-24	-2.416299183737716e-14	-1.9084958204059634e-10	-1.2385915135519922e-14	-1.3215683696681087e-08	-5.1936294326184216e-17	-4.9645056846885476e-14	1.74307927757342e-14	1.3414746445943881e-08	-2.4214928131703343e-14	-1.9089922709744323e-10	5.044877640214277e-15	1.990627492627944e-10
6.930693069306931	-1.2878151461427895e-20	6.580206933884678e-21	-1.9467071987002146e-19	-4.859003802178436e-21	-6.867479633505398e-24	-3.228298730116982e-19	1.3166332580768128e-19	5.798710339935936e-24	-2.7216882189470225e-20	-1.839675041453085e-21	-1.1972782350212745e-20	5.8131039079980274e-21	-1.9488745717138644e-23	-3.3126073788927774e-22	2.301895246583757e-21	1.3454146581909563e-23	8.112862474543839e-21	-5.041651182926905e-22	1.5183456669834986e-20	-7.276299587438813e-21	1.0201152511401835e-23	1.8300166984060634e-19	3.100713357429973e-21	-4.5297564144430484e-24	-3.5113028860423046e-14	-3.324332549117326e-10	-1.8105514076972612e-14	-1.896447724106674e-08	-7.577946068006575e-17	-7.202984302904125e-14	2.427270275179962e-14	1.9136027846461675e-08	-3.518880832110312e-14	-3.325052847547617e-10	6.167188674827012e-15	1.715506053949328e-10
7.920792079207921	-1.6948970520965945e-20	8.44715831197916e-21	-2.5193248076312426e-19	-6.421075456581395e-21	-8.937110280758702e-24	-4.202694150100087e-19	1.721715394067744e-19	1.1042105117945879e-23	-3.5274540403856316e-20	-2.3735777351591012e-21	-1.5656968880860157e-20	7.606371466427598e-21	-2.8511969622166006e-23	-4.853948949502623e-22	2.9833670502697134e-21	1.712954429120317e-23	1.0263771934259482e-20	-6.649317297228415e-22	1.9334497825633134e-20	-9.451859092955355e-21	1.331053507930042e-23	2.367206831025741e-19	3.878999080818875e-21	-5.941216409070899e-24	-4.6063065883469036e-14	-4.740169277828458e-10	-2.3825113018425355e-14	-2.471327078545242e-08	-9.96226270339536e-17	-9.441462921119627e-14	3.111461272786507e-14	2.4857309246979456e-08	-4.616268851050299e-14	-4.74111342412057e-10	7.289499709439716e-15	1.4403846152703628e-10
8.910891089108912	-2.1019789580503996e-20	1.031410969007363e-20	-3.0919424165622704e-19	-7.983147110984352e-21	-1.1006740928012006e-23	-5.177089570083192e-19	2.1267975300586771e-19	1.6285499895955798e-23	-4.333219861824236e-20	-2.9074804288651177e-21	-1.934115541150758e-20	9.399639024857169e-21	-3.753519352719337e-23	-6.395290520112469e-22	3.6648388539556736e-21	2.0804942000496778e-23	1.2414681393975124e-20	-8.256983411529934e-22	2.348553898143128e-20	-1.1627418598471898e-20	1.6419917647198992e-23	2.9043969636454207e-19	4.657284804207774e-21	-7.352676403698755e-24	-5.701310290651495e-14	-6.1560060065395e-10	-2.954471195987811e-14	-3.0462064329838096e-08	-1.2346579338783603e-16	-1.167994153933523e-13	3.7956522703930504e-14	3.057859064749726e-08	-5.713656869990279e-14	-6.157174000693433e-10	8.411810744052397e-15	1.1652631765916012e-10
