time	C2	CP	M	pM	Y	YP	EmptySet	YT	CT
14.0	0.0008267964769024794	0.82663025717604	0.1663707940505334	0.0061721495260210636	9.083106968348091e-05	0.1375567962058352	0.0	0.31019057085207313	0.999999997229497
15.0	0.000922344728084807	0.9222762885226256	0.06849293573150182	0.008308428247204513	8.134626106583794e-05	0.15516381246614694	0.0	0.23204652270591913	0.9999999972294167
16.0	0.0009525508050439938	0.9525227982667022	0.028019757937819034	0.01850489021979072	7.87439607760282e-05	0.11772558850918795	0.0	0.16432898062757373	0.999999997229356
17.0	0.0009560463797611251	0.9560349087245538	0.011467497747225329	0.03154154437898823	7.844752688266375e-05	0.07792742564201943	0.0	0.12101491529511565	0.9999999972305285
18.0	0.0009487164516021361	0.9487115398388786	0.00490167197559383	0.04543806896557683	7.905016782626274e-05	0.048294449300229074	0.0	0.098713240409226	0.9999999972316513
19.0	0.0009372078800777558	0.9372053883841953	0.002479184977534206	0.059378215990167675	8.001945503542063e-05	0.029034299932904947	0.0	0.09097172035564224	0.999999997231975
20.0	0.0009242334547141226	0.9242317332909643	0.0017081453930923053	0.07313588509347978	8.114217530728997e-05	0.01741965140546784	0.0	0.09234482406734722	0.9999999972322505
21.0	0.0009108578881394712	0.9108563008372994	0.0015738907098568876	0.08665894779811316	8.233344757019797e-05	0.010766139819503109	0.0	0.09908131177504335	0.9999999972334089
22.0	0.0008974885572520245	0.8974868623576158	0.0016815907092487489	0.09993405560977617	8.355978288121648e-05	0.0071279212326328	0.0	0.10882712733453893	0.9999999972338928
23.0	0.0008842802762533612	0.8842783815076439	0.0018816419466973092	0.11295569350311516	8.480781428041122e-05	0.005255733408882788	0.0	0.12017787667297566	0.9999999972337097
24.0	0.0008712927796924585	0.8712906486789933	0.0021181460005743617	0.12571990976232725	8.607190342130333e-05	0.004395747431898809	0.0	0.1323198750982217	0.9999999972215874
25.0	0.0008585504771501281	0.8585480940189308	0.0023705158741283146	0.13822283684523687	8.734930898349785e-05	0.004108896315329143	0.0	0.14478959834367783	0.9999999972154461
26.0	0.0008460649349335614	0.846062291085421	0.002631493549020521	0.15046014764346546	8.863830624064604e-05	0.004145040761132641	0.0	0.15732532025985926	0.9999999972128405
27.0	0.0008338434102343458	0.8338404992443328	0.00289890257765803	0.16242675197948198	8.993744184227748e-05	0.004363836846885594	0.0	0.16977942884586789	0.9999999972117071
28.0	0.0008218921376641131	0.8218889532794552	0.003172570631209402	0.17411658116298367	9.124522466842408e-05	0.004687564837933986	0.0	0.1820679618567955	0.9999999972113124
29.0	0.0008102176625917544	0.8102141978769474	0.0034531811279299536	0.18552240054286218	9.255998245398914e-05	0.0050738405603568525	0.0	0.19414198221360296	0.9999999972103312
30.0	0.0007988274520965968	0.7988236989955866	0.0037418557259151857	0.1966356150353324	9.3879778566406e-05	0.005500094410404362	0.0	0.20597144495021835	0.9999999972089308
31.0	0.0007877302515746116	0.7877262006025917	0.004040024618620876	0.20744604173575648	9.520234835943485e-05	0.0059549310314420114	0.0	0.21753619973417881	0.9999999972085436
32.0	0.0007769363808705208	0.7769320208189376	0.0043494132719263685	0.2179416267366951	9.652503650311721e-05	0.00643328775327533	0.0	0.22882085279839992	0.9999999972084297
33.0	0.0007664580503681162	0.7664533679598494	0.004672092321709326	0.2281080788764361	9.784472037548113e-05	0.006933828108690623	0.0	0.23981184402721153	0.999999997208363
34.0	0.0007563097474430243	0.7563047268950034	0.00501057023028153	0.23792839033162166	9.91577223473679e-05	0.0074575354746889465	0.0	0.2504956537589395	0.9999999972043496
35.0	0.0007465087416563249	0.7465033640974023	0.005367938148193957	0.24738218621149138	0.00010045973710888445	0.008007069641979477	0.0	0.2608576537387737	0.9999999971987439
36.0	0.0007370757656524065	0.7370700083329086	0.005748078495585514	0.2564448345988211	0.00010174557050869455	0.008586535703116413	0.0	0.2708811943680317	0.9999999971929676
37.0	0.0007280359501657826	0.7280297853555248	0.006155976755778201	0.26508619911931985	0.00010300921708621156	0.009201531112279797	0.0	0.2805467162044641	0.9999999971807886
38.0	0.0007194201488941055	0.7194135422993128	0.0065982030880666785	0.2732688316267372	0.00010424305079121733	0.009859496699012366	0.0	0.2898307744646075	0.9999999971630108
39.0	0.0007112668726190443	0.711259781042858	0.007083669490682303	0.28094527972459704	0.0001054385932184416	0.01057036615947651	0.0	0.2987047539679743	0.9999999971307564
40.0	0.0007036252018255331	0.7036175695668663	0.007624892657814652	0.28805390965312905	0.00010658410562390584	0.011347680200378449	0.0	0.30713306661694606	0.9999999970796355
41.0	0.000696559387126878	0.6965511401826385	0.008240193025983132	0.29451210443447995	0.00010766620384674308	0.012210503398960829	0.0	0.31507046706327063	0.9999999970302285
42.0	0.0006901564620190741	0.6901474982239569	0.008957760705094098	0.3002045815904113	0.00010866514542451088	0.013186810598923666	0.0	0.32245781803985357	0.9999999969814815
43.0	0.0006845396383711015	0.6845298094314779	0.009823770316374499	0.3049618775520327	0.00010955808002193828	0.014319858667059693	0.0	0.32921506461548883	0.9999999969382563
44.0	0.0006798940602013301	0.6798831357143675	0.010920413390827142	0.3085165537694747	0.00011030820057388384	0.015681333542455635	0.0	0.33522860890333134	0.9999999969348707
45.0	0.0006765217576332033	0.6765093440948383	0.012410954128207648	0.3104031769330598	0.0001108600536342958	0.01740149629283253	0.0	0.3403264874077343	0.999999996913739
46.0	0.0006749771001288	0.6749624244088074	0.014675398701557901	0.3096871966936632	0.00011111687982627676	0.01974968454865669	0.0	0.34422339682370406	0.9999999969041572
47.0	0.0006764865081787561	0.6764676633756505	0.018848653356869395	0.3040071936485423	0.00011087464926331399	0.02340660236669845	0.0	0.34637332402137344	0.9999999968892408
48.0	0.0006848711526892357	0.6848408209762902	0.030347064086197598	0.2841272406537732	0.0001095322218965783	0.030846862810119814	0.0	0.3454306997719872	0.9999999968689501
49.0	0.0007292529861958962	0.7291213965225085	0.13170654960865322	0.1384427977248867	0.00010297467343426601	0.06491878222304118	0.0	0.3351711042300154	0.9999999968422444
50.0	0.0008765486714177012	0.8764311675824363	0.11760622426748162	0.005086056311148442	8.563186248407898e-05	0.1557780061897625	0.0	0.27855591863087664	0.9999999968324841
51.0	0.0009391261699376751	0.9390781195441965	0.048083398164635374	0.011899352954068272	7.988063708042046e-05	0.14139072236684275	0.0	0.2014533541226268	0.9999999968328378
52.0	0.0009558755053935364	0.9558558416703024	0.01966836897902246	0.02351991067720156	7.846577243607013e-05	0.10046756947723255	0.0	0.14373431490589264	0.99999999683192
53.0	0.0009538842168733223	0.9538760964812126	0.008113506070426832	0.0370565100624121	7.86236299011015e-05	0.06450469850409311	0.0	0.10975333826683314	0.9999999968309249
54.0	0.0009444024112884788	0.9443987627783788	0.003637156969778745	0.051019674671308364	7.941055594106765e-05	0.039382869554196225	0.0	0.0941191117512244	0.9999999968307544
55.0	0.0009321159219819388	0.932113853588143	0.0020554624680975257	0.06489856485274857	8.045629120675338e-05	0.023587981205891333	0.0	0.09062246481794418	0.9999999968309711
56.0	0.0009189071094994173	0.9189054857194	0.0016104048249567988	0.07856519917728927	8.161237809875566e-05	0.014265829819223013	0.0	0.09452304619956783	0.9999999968311455
57.0	0.000905505847593243	0.9055042340465046	0.0016001616077672	0.09199009532962335	8.282002105383574e-05	0.009020358658712476	0.0	0.10269343561715687	0.9999999968314883
58.0	0.0008921900785284591	0.8921883102820637	0.0017550160851103095	0.1051644803856582	8.405598593061286e-05	0.006211814424063182	0.0	0.11321536688076231	0.9999999968313606
59.0	0.0008790657254542333	0.8790637390141329	0.0019734280379012908	0.11808376405360684	8.531086315241965e-05	0.00481679194893375	0.0	0.1249592949035943	0.9999999968310953
60.0	0.0008661742952233355	0.8661720648149123	0.0022176403591413728	0.13074411736170932	8.658050975509928e-05	0.00422742681513894	0.0	0.13727576504574474	0.9999999968309863
61.0	0.0008535335151820263	0.8535310287675455	0.002473902443367998	0.14314153210485023	8.786272284762165e-05	0.0040930717702202775	0.0	0.14979636904128613	0.9999999968309458
62.0	0.0008411526413004796	0.8411498915035476	0.0027375482940114704	0.15527140439203857	8.915593948300503e-05	0.004215243337692768	0.0	0.16231335196322583	0.9999999968308981
63.0	0.0008290382917982512	0.8290352724088285	0.0030074103921238406	0.16712827573801808	9.045871430654762e-05	0.004483128956226827	0.0	0.1747092738006753	0.9999999968307687
64.0	0.0008171967248882631	0.8171934294482398	0.003283737057063538	0.1787056336005331	9.176949603485144e-05	0.004835708689336593	0.0	0.18691684884296808	0.9999999968307247
65.0	0.0008056348025705819	0.8056312237372887	0.0035674137332495034	0.18999572455764122	9.30865156239983e-05	0.0052399694427352666	0.0	0.19889619424924998	0.99999999683075
66.0	0.0007943604661072885	0.7943565952879181	0.0038596918091113306	0.2009893492675861	9.440771308929426e-05	0.005678620617778297	0.0	0.21062206940756503	0.9999999968307227
67.0	0.0007833830550118834	0.7833788820702059	0.004162116249980476	0.2116756154554631	9.573066260242207e-05	0.006143238981547037	0.0	0.22207670134959304	0.9999999968306614
68.0	0.0007727136029368227	0.7727091158841334	0.004476541382799465	0.22204162596075233	9.705257261479022e-05	0.006630473242580255	0.0	0.23324569315874685	0.9999999968306221
69.0	0.0007623651770436526	0.7623603616612552	0.004805199430600459	0.232072070561703	9.837006732148139e-05	0.007140044355338187	0.0	0.24411568441496315	0.9999999968306023
70.0	0.0007523533071293105	0.7523481464804006	0.005150811216551728	0.24174868582649245	9.967911027460828e-05	0.007673666492227818	0.0	0.2546728426455466	0.9999999968305741
71.0	0.0007426965530285996	0.742691026802772	0.005516753718627583	0.25104951975610085	0.0001009758191329853	0.008234586026795327	0.0	0.26490183532065675	0.9999999968305291
72.0	0.0007334172714239899	0.7334113550369947	0.005907305059227595	0.2599479194628553	0.00010225318617599172	0.008827477575038819	0.0	0.27478495528329766	0.9999999968305016
73.0	0.0007245426922599708	0.7245363555841897	0.006328014129933822	0.2684110844240173	0.0001035050479828473	0.009458620561425832	0.0	0.2843012241633598	0.9999999968304008
74.0	0.0007161064502151384	0.7160996557380702	0.006786273221462146	0.276397961420627	0.0001047256661149	0.010136350448405301	0.0	0.2934253107566093	0.9999999968303745
75.0	0.0007081508495554126	0.7081435496128089	0.007292244231612445	0.2838560521364915	0.0001059025801608488	0.010871873217347556	0.0	0.3021260721656124	0.9999999968304683
76.0	0.00070073035137722	0.7007224838249997	0.007860421466219417	0.2907163611880961	0.00010702461671479708	0.011680645661076128	0.0	0.3103644529321064	0.9999999968306924
77.0	0.0006939171726698101	0.6939086537694892	0.008512420910218142	0.29688500499169906	0.00010807611436297832	0.012584770838828323	0.0	0.3180902728551085	0.999999996844076
78.0	0.0006878107013723038	0.6878014133761858	0.009282285849288906	0.30222848693861093	0.00010903651566152261	0.01361730223387259	0.0	0.32523711153743395	0.9999999968654579
79.0	0.0006825547594409679	0.6825445271849117	0.010227490091782226	0.30654542489320563	0.00010987731202362964	0.01483068617955408	0.0	0.33171347847656557	0.9999999969293405
80.0	0.0006783717807688209	0.6783603227322864	0.011454496540483004	0.30950680589254254	0.00011055644599508504	0.016314711349758062	0.0	0.3373865702287787	0.9999999969460808
81.0	0.0006756402582122909	0.6756270694688573	0.013186934546674444	0.31051035272893357	0.00011100576700631153	0.01824032932567906	0.0	0.34204862236829336	0.9999999970026776
82.0	0.0006751003876704068	0.6750843973370031	0.015991327256404918	0.30824917207882974	0.00011109839535527989	0.02098607636958075	0.0	0.3453376741001707	0.9999999970599082
83.0	0.0006785775818255263	0.6785557611879716	0.02182746624373757	0.29893819212145195	0.0001105369742643077	0.02562597399747502	0.0	0.34650216933692884	0.9999999971349867
84.0	0.0006933098569313199	0.6932660721911696	0.043813571895831294	0.26222704333139785	0.00010821558111472507	0.037195809136634006	0.0	0.3433446399449779	0.99999999727533
85.0	0.0007935869522209982	0.7933978697795807	0.1892564208134027	0.016552119727618077	9.466174106856813e-05	0.11405587874879151	0.0	0.31995908103088083	0.9999999972728224
86.0	0.0009099757071490061	0.9098935167825694	0.0822574770627545	0.006939027721227842	8.24609155739094e-05	0.1574549280701793	0.0	0.24673389376973553	0.9999999972737008
87.0	0.0009492621483837565	0.9492285030560187	0.03366394151261934	0.016158290556858298	7.901966437577554e-05	0.12552820963226416	0.0	0.17542946136611756	0.99999999727388
88.0	0.0009564837993020198	0.9564700328736115	0.013765182675169208	0.02880829793034109	7.841282847732986e-05	0.08489473022823135	0.0	0.12754662366221897	0.9999999972784239
89.0	0.0009506419607790088	0.9506361622434802	0.00578933006682223	0.042623863010203565	7.889053258967501e-05	0.05318789020980854	0.0	0.10167997381942401	0.9999999972812851
90.0	0.0009396886616567875	0.939685857905126	0.002791554756888111	0.0565828959568295	7.980840102620331e-05	0.03211728401351814	0.0	0.09157154312826196	0.9999999972805005
91.0	0.0009268959089360039	0.9268941004571193	0.0017952880279022941	0.07038371288575901	8.09091836976077e-05	0.01924034782121857	0.0	0.09150025791857748	0.9999999972797167
92.0	0.0009135575076363109	0.9135559192069429	0.0015750189762352876	0.083955501588579	8.209018661320646e-05	0.011790271096778068	0.0	0.09740288184820557	0.9999999972793935
93.0	0.0009001703750081521	0.900168711603711	0.0016500692281365477	0.09728104607240355	8.331086018098342e-05	0.007675414146386468	0.0	0.10668984030710756	0.9999999972792593
94.0	0.0008869233371821445	0.8869214864892729	0.0018375450197279182	0.11035404245019699	8.455509785372829e-05	0.005526588387222106	0.0	0.11780273095500074	0.9999999972963799
95.0	0.0008738888698866158	0.8738867880399598	0.0020689300083322954	0.12317039038753522	8.581621690506519e-05	0.004508851058290071	0.0	0.12983398767106263	0.9999999973057139
96.0	0.000861096072800531	0.8610937412313671	0.002318902267361105	0.13572625773760139	8.709109237113651e-05	0.00413287245025445	0.0	0.14226512354758808	0.99999999730913
97.0	0.0008485581896537696	0.8485555988419975	0.0025784041381433083	0.14801743614063237	8.837787286602589e-05	0.004118746729290813	0.0	0.1548029648809325	0.9999999973104269
98.0	0.0008362829979767482	0.8362801412688043	0.002844566213908648	0.160039006831751	8.967508202319935e-05	0.004308972192832305	0.0	0.16728222032051515	0.9999999973124407
99.0	0.0008242768018706263	0.8242736730664865	0.003116934528678611	0.17178511292000315	9.098125032178088e-05	0.004616067979797311	0.0	0.17960909667880084	0.9999999973170388
100.0	0.0008125460235093341	0.8125426158522905	0.0033960662991838184	0.183248769143334	9.229474952818387e-05	0.004992162062295013	0.0	0.19172929225434102	0.9999999973183176
