time	APC	Va	Va_APC	Va3	Va3_APC	Va5	Va5_APC	Va53	Va53_APC	Va56	Va56_APC	Va36	Va36_APC	Va536	Va536_APC	HC	LC	HC5	HC3	HC56	HC36	HC536	LC_APC	HC53	VaA3	VaA53	VaA36	VaA536	VaLCA1	VaLCA1_APC
0.0	1e-08	2e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	3.743427811819966e-10	1.8843094212434354e-07	4.9052175164741834e-09	8.679933075088745e-11	1.818968376765707e-10	1.786427621139232e-09	4.306392711800237e-09	6.15842674223016e-11	2.2864216420680708e-10	2.75650862690539e-13	1.0465223021575883e-12	1.1501555238005394e-14	3.7396616432076164e-14	1.4406012108736023e-14	7.382769996638957e-14	3.238061683582499e-12	3.1912428896845324e-12	1.0961562246978519e-14	5.707996265189901e-16	1.2583838476756603e-18	5.728900546274114e-20	5.3339828242639216e-20	5.863663192781067e-14	2.863588661753982e-16	4.495959538572121e-12	2.9772620820763647e-12	5.630556482972565e-16	6.714100516763395e-16	2.576158661003885e-12	4.898297425344574e-12
1.9801980198019802	3.7308069503655173e-10	1.8483438339656975e-07	3.961169832932446e-09	1.979565514486612e-10	1.620221864335408e-10	4.9882125990168765e-09	5.06182803051353e-09	2.955713130077957e-10	4.575508242238617e-10	1.4217705672777e-12	2.269247108334797e-12	4.164122325026597e-14	4.9465150090119475e-14	1.3105654803876451e-13	2.854950326079094e-13	6.416890762078805e-12	6.330948498011327e-12	6.810604113980659e-14	3.029653420420794e-15	1.4560515928265356e-17	4.996305707686031e-19	1.0997409353770264e-18	1.600373674896239e-13	3.120177829390166e-15	1.3334781354763025e-11	1.73817409204153e-11	2.5601257300458605e-15	7.189401920482927e-15	1.721262520531492e-11	1.3513646597513932e-11
2.9702970297029703	3.5654075618463063e-10	1.8097527867912565e-07	3.771164846605092e-09	2.883662689357245e-10	1.4931248473894772e-10	8.29249025038744e-09	5.229947076634475e-09	6.280853726581492e-10	5.79668011477244e-10	3.18110272513443e-12	3.0037050088143937e-12	7.162808047438927e-14	4.812442569793639e-14	3.8791477135824894e-13	4.953316852913771e-13	9.531850450524376e-12	9.419452512769789e-12	1.810729472259805e-13	7.17679472553316e-15	5.3501909148707905e-17	1.462595960318576e-18	5.470092022371072e-18	3.1086075748015235e-13	1.0941691574153228e-14	2.441229851167408e-11	4.4555474885459827e-11	5.493205216951398e-15	2.5109719288080472e-14	4.7698481804570816e-11	2.1299894517068116e-11
3.9603960396039604	3.4533288924231857e-10	1.7716441888730914e-07	3.6594485099921968e-09	3.7082609946431473e-10	1.4370027524609809e-10	1.164011863855903e-08	5.232093813350849e-09	1.0084449879179847e-09	6.360758543875902e-10	5.300270090579091e-12	3.3730566862584135e-12	9.916999760584416e-14	4.602525884950903e-14	7.593611015274164e-13	6.50199423993852e-13	1.2581316212100558e-11	1.2600822966617721e-11	3.508803041944058e-13	1.2784364476661056e-14	1.2607705672385736e-16	2.9145069693111135e-18	1.534900202461193e-17	3.6911800098748397e-13	2.492558670055966e-14	3.761816397109796e-11	8.406303263144917e-11	9.161802087461191e-15	5.698307870036385e-14	9.445000345433146e-11	2.7297338029003476e-11
4.9504950495049505	3.5051250943743506e-10	1.7352859105321552e-07	3.515872825618544e-09	4.445377352169487e-10	1.4054679322476596e-10	1.4857527143563847e-08	5.229685545868235e-09	1.3957109960505243e-09	6.697250697637508e-10	7.547614007835056e-12	3.598553182746403e-12	1.2395608923949923e-13	4.506915431550469e-14	1.1978632909910748e-12	7.625267008670109e-13	1.5567938345895215e-11	1.5709820774995293e-11	5.760998006821316e-13	1.9697591762016352e-14	2.359612428207692e-16	4.804934627159548e-18	3.2252725735376835e-17	5.005758248427932e-13	4.542811292212204e-14	5.282867331248454e-11	1.3539800180215033e-10	1.3507609867349745e-14	1.0384212657753362e-13	1.5585073405732585e-10	3.249329079375389e-11
5.9405940594059405	3.517531124040209e-10	1.7001394408483063e-07	3.3869599610751738e-09	5.103231816427206e-10	1.3817794142629392e-10	1.7925809773337944e-08	5.247848346070944e-09	1.7778789380913993e-09	6.95123070775893e-10	9.847769966935045e-12	3.766212789559156e-12	1.4636173763332278e-13	4.488222968945209e-14	1.678837152554055e-12	8.447768625409721e-13	1.8493890809986916e-11	1.8756020712168488e-11	8.54393262015093e-13	2.7778971793968434e-14	3.8452009796464944e-16	7.091768638287677e-18	5.70353007738968e-17	6.946807137760742e-13	7.243638672934135e-14	6.98612009219676e-11	1.9816646255093593e-10	1.8484756479314662e-14	1.6615235602986908e-13	2.308657650610436e-10	3.734653552436913e-11
6.930693069306931	3.523587551002042e-10	1.6652946657998555e-07	3.30394887510285e-09	5.709387574541808e-10	1.3637084746467248e-10	2.0900499806059835e-08	5.2853082160489935e-09	2.1502920275487158e-09	7.205440264829909e-10	1.2160130275253689e-11	3.933950462532466e-12	1.6737511255645187e-13	4.474583769664652e-14	2.1743294315122845e-12	9.191430118310532e-13	2.136086885104201e-11	2.1812572833537678e-11	1.182712420684708e-12	3.685772447947648e-14	5.72631195630898e-16	9.726516220787365e-18	9.040125476482788e-17	8.761427442230332e-13	1.0574480342342152e-13	8.847402691327154e-11	2.718615015603724e-10	2.4027473354045994e-14	2.4434689551937107e-13	3.1820620750073267e-10	4.239769534178472e-11
7.920792079207921	3.5262495280894897e-10	1.631070006784906e-07	3.2506239830554208e-09	6.255786944388916e-10	1.3529143266811417e-10	2.3768172762844506e-08	5.341165863269845e-09	2.515320848167681e-09	7.42789961556307e-10	1.4502545193415727e-11	4.080094628035801e-12	1.866923509423199e-13	4.49136135735733e-14	2.694039173444585e-12	9.784062284715346e-13	2.4168394199298967e-11	2.4856228524820814e-11	1.561837620560123e-12	4.6976850927835993e-14	8.000317076967497e-16	1.2721702977657449e-17	1.3213989885345367e-16	1.0687472103542604e-12	1.4539028920817539e-13	1.0872713000753984e-10	3.5661838640674595e-10	3.0151892791406487e-14	3.3830817492578483e-13	4.182688204997916e-10	4.744515598221139e-11
8.910891089108912	3.5487455552010786e-10	1.5972306160857625e-07	3.2037550622881487e-09	6.759661913636957e-10	1.34760774463751e-10	2.6568762594966886e-08	5.416597291055344e-09	2.8728950028965983e-09	7.667379992959108e-10	1.6866209506078606e-11	4.236741168172727e-12	2.048582161087531e-13	4.520543464387329e-14	3.2246252390144617e-12	1.0331105388261674e-12	2.691852120479949e-11	2.7912251723249764e-11	1.988257128018138e-12	5.793014653138659e-14	1.0678036779627062e-15	1.601964597819873e-17	1.8299003935173924e-16	1.2450768999636465e-12	1.9108822193356875e-13	1.3032827734333456e-10	4.518925017636394e-10	3.67787252988923e-14	4.485533455499895e-13	5.300879735101518e-10	5.2618137667670986e-11
9.900990099009901	3.5818583755215043e-10	1.5638451731438983e-07	3.169827443396941e-09	7.217104715001091e-10	1.3475241145553832e-10	2.9292816521433413e-08	5.509241958271487e-09	3.2231449896313953e-09	7.909736054977667e-10	1.9253557418350675e-11	4.395147813545933e-12	2.2174517217554538e-13	4.565444967774008e-14	3.76901596894347e-12	1.0816085976916025e-12	2.961077387815033e-11	3.09716123430265e-11	2.4628290891248083e-12	6.9766233483557e-14	1.3756974450076446e-15	1.9634116800960584e-17	2.427456271790201e-16	1.4148272252102212e-12	2.428977260716083e-13	1.5334401910778203e-10	5.57818164848007e-10	4.392597367808553e-14	5.749820125958057e-13	6.537925929647558e-10	5.7988498977307196e-11
10.89108910891089	3.6205542928496595e-10	1.530804550141594e-07	3.136034642361999e-09	7.64351054662184e-10	1.3466882826837416e-10	3.197342126109911e-08	5.606480244933771e-09	3.5667556779288076e-09	8.178397281091429e-10	2.1659578030164487e-11	4.574432769403728e-12	2.3781381505645116e-13	4.604947476672825e-14	4.314658447723846e-12	1.1381763947262551e-12	3.224692154645959e-11	3.403533073214823e-11	2.9828194136595393e-12	8.23130326450055e-14	1.7246517595041144e-15	2.3518089728472945e-17	3.118153149783911e-16	1.5762098026345718e-12	3.005291291240698e-13	1.7751509597942467e-10	6.739794047917495e-10	5.152294370839203e-14	7.181664197383962e-13	7.879320389973755e-10	6.433215113724548e-11
11.881188118811881	3.6657893030140247e-10	1.49814190238224e-07	3.106441734540529e-09	8.034322805615769e-10	1.3470276124291283e-10	3.46005481238305e-08	5.7119343947702266e-09	3.903736767879031e-09	8.464288541812846e-10	2.408701970641744e-11	4.767525335468385e-12	2.52923362534866e-13	4.646048820054325e-14	4.865915498954637e-12	1.1982460986514244e-12	3.482653953969421e-11	3.7101430152844984e-11	3.5489262766725416e-12	9.56131563520665e-14	2.1144703408810083e-15	2.7683244511485992e-17	3.900848534886681e-16	1.7313618354129303e-12	3.640525493304494e-13	2.029040339593016e-10	8.004835282797619e-10	5.958659621392805e-14	8.779977870777142e-13	9.32911695689527e-10	7.141345093282818e-11
12.871287128712872	3.7118899789805313e-10	1.4658119430729746e-07	3.0768232495669895e-09	8.396685420097332e-10	1.3467626166924076e-10	3.718807616372769e-08	5.819042885300228e-09	4.235733996901964e-09	8.764899299844984e-10	2.6541467491555504e-11	4.97446825388344e-12	2.672596826116461e-13	4.683621350650826e-14	5.421010014881936e-12	1.266301091474055e-12	3.7351067875137256e-11	4.015991377956537e-11	4.15918669484544e-12	1.0953474481172334e-13	2.5460987502585854e-15	3.209376330469426e-17	4.777857721963657e-16	1.88950578626194e-12	4.332359275873655e-13	2.293016976807374e-10	9.370386639024172e-10	6.805935062230926e-14	1.0551204605639914e-12	1.0879085562607454e-09	7.955498513359562e-11
