time	R	JAK	RJ	IFNRJ	IFNRJ2	IFNRJ2_star	STAT1c	IFNRJ2_star_STAT1c	STAT1c_star	IFNRJ2_star_STAT1c_star	STAT1c_star_STAT1c_star	SHP2	IFNRJ2_star_SHP2	PPX	STAT1c_star_PPX	STAT1c_STAT1c_star	STAT1n_star_STAT1n_star	STAT1n_star	PPN	STAT1n_star_PPN	STAT1n	STAT1n_STAT1n_star	mRNAn	mRNAc	SOCS1	IFNRJ2_star_SOCS1	IFNRJ2_star_SHP2_SOCS1_STAT1c	STAT1c_star_STAT1c_star_PPX	STAT1n_star_STAT1n_star_PPN	IFNRJ2_star_SOCS1_STAT1c	IFNRJ2_star_SHP2_STAT1c	IFNRJ2_star_SHP2_SOCS1	IFNR	IFN
0.0	10.0	10.0	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	0.0	0.0	100.0	0.0	50.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
0.9900990099009901	4.213802234268778	5.125761677710457	4.006767934799704	0.8531633264575108	0.007146419338720824	3.2032270440716894e-06	999.9999959173329	3.7968640996865764e-06	2.283667153099948e-07	2.8801115274948255e-16	7.199742473679112e-17	99.99999988890013	5.511937853369898e-08	49.999999998556085	1.4439528762005501e-09	5.77773812820655e-12	2.3062327969732516e-20	2.774774428425539e-22	60.0	9.31958157770942e-25	4.938241910853956e-28	2.3126050650489628e-26	0.0	0.0	0.0	0.0	0.0	2.3002225191986307e-19	8.25645395656474e-23	0.0	5.598044152915677e-08	0.0	0.911959443441666	10.0
1.9801980198019802	2.4457731068732347	3.5991676777380417	4.342394324847012	1.8963523652440943	0.08085932119524418	5.5172273936598265e-05	999.9998570275235	0.00012230569969340338	1.649183831605997e-05	7.740489175209313e-13	8.269448638808918e-13	99.99999398307068	2.067667678864041e-06	49.99999977611895	2.2388109802839331e-07	8.961589628526267e-10	5.774652813417514e-16	1.5122185487662922e-17	60.0	1.0873141093248901e-19	1.2326179237345807e-22	2.6751111013873943e-21	0.0	0.0	0.0	0.0	0.0	5.74163308014992e-15	4.4570743956931835e-18	0.0	3.949261618609031e-06	0.0	1.153394570864796	10.0
2.9702970297029703	1.6415565607462954	2.895794492286077	3.990044297025515	2.6012417135022594	0.2554812285925967	0.00023015345953817824	999.9991075345487	0.0006987063135792427	0.00015441265967342858	4.748018235129523e-11	1.1681143159167235e-10	99.9999503398065	1.3634976730805053e-05	49.999996705408385	3.2945903664755173e-06	1.319293674114352e-08	1.3034686228704987e-13	5.458317846409419e-15	60.0	6.176370217251178e-17	1.1032395424773946e-19	1.5054362668416749e-18	0.0	0.0	0.0	0.0	0.0	1.2914527182583252e-12	1.5920480760091084e-15	0.0	3.602521666987888e-05	0.0	1.2542379315397683	10.0
3.9603960396039604	1.2008310988960522	2.5062793633772973	3.492954027742443	3.003194596577923	0.49596437366169027	0.0005620032473535357	999.997110915556	0.002064881211247141	0.0006559802091888748	6.758927837078855e-10	2.9801673085813983e-09	99.99980525263139	4.5987653323370886e-05	49.99998069803453	1.9301919442524504e-05	7.732490003558184e-08	4.667751315063547e-12	2.749623858626047e-13	59.999999999999936	4.307507924420915e-15	1.0676720292767462e-17	1.0394549508090481e-16	0.0	0.0	0.0	0.0	0.0	4.6067328552968835e-11	7.930142859729046e-14	0.0	0.00014875971518099222	0.0	1.3054482644812342	10.0
4.9504950495049505	0.9297623670010973	2.262033822513063	3.0006589698848996	3.215621978399264	0.754925482905668	0.00104527264750947	999.9933211932889	0.004356358961696394	0.001846115946871169	4.49361165549219e-09	3.0978971742351967e-08	99.9994845043935	0.00010936478690183764	49.99993042391016	6.957546771126495e-05	2.788419759727396e-07	6.331116966145241e-11	4.883691686743966e-12	59.999999999998515	9.860184226813344e-14	3.1598951693552863e-16	2.35426092531716e-15	0.0	0.0	0.0	0.0	0.0	6.221894910642687e-10	1.391727853254578e-12	0.0	0.0004061308195197102	0.0	1.3322714555119544	10.0
5.9405940594059405	0.7488899395209049	2.0937243772230705	2.558398783485827	3.3244888356133098	1.0014226716837311	0.0016571175361659999	999.9873522495922	0.007539322700566322	0.004055842585431809	1.8890755924154038e-08	1.8687032598735139e-07	99.99892512895872	0.00021070330725419379	49.99981347660285	0.00018651874957924984	7.478438853662819e-07	4.750854999062797e-10	4.581060834354174e-11	59.99999999998598	1.13799846741071e-12	4.505154590176281e-15	2.68701163302566e-14	0.0	0.0	0.0	0.0	0.0	4.647642784266046e-09	1.2891300956990159e-11	0.0	0.0008641677339435279	0.0	1.3448344377021528	10.0
6.930693069306931	0.6206173322536572	1.9691936601497277	2.1770253262048365	3.3797936889152194	1.221212734119826	0.002371205814488523	999.9789534129987	0.01149512067798423	0.007574712716738351	5.8762477932904575e-08	7.864833267000516e-07	99.99808545699607	0.0003533983211370344	49.99958934574123	0.0004106308530592039	1.6471379834970196e-06	2.404194875902382e-09	2.8041773333093196e-10	59.99999999991384	8.294169225825966e-12	3.928053990793176e-14	1.9357730025772023e-13	0.0	0.0	0.0	0.0	0.0	2.340579962218136e-08	7.787952040971811e-11	0.0	0.0015611446827154525	0.0	1.3485763278960579	10.0
7.920792079207921	0.5253387046253379	1.8722177367048296	1.8549396673137255	3.4077905885846747	1.4102261757590189	0.0031635654417615858	999.9679694624737	0.016081854379683198	0.012633881394314928	1.4814595770899928e-07	2.57092245637592e-06	99.99694574001443	0.0005379498012097869	49.999213222098575	0.0007866886854786772	3.1570140498379155e-06	9.211059486355854e-09	1.2679119438241372e-09	59.999999999609074	4.356979275011407e-11	2.4100114264198383e-13	1.0047098758072019e-12	0.0	0.0	0.0	0.0	0.0	8.9216022995417e-08	3.4736770177132746e-10	0.0	0.002516310184274723	0.0	1.3468790320794786	10.0
8.910891089108912	0.452055978755773	1.7939996197766026	1.586131809613492	3.4217246351062496	1.569396197559414	0.0040143371544685506	999.9543088227132	0.021165416792315695	0.0194067216023533	3.2043031185717927e-07	6.981785114575448e-06	99.99550430417109	0.000762801821692623	49.9986394038622	0.0013603192708166053	5.461579359651743e-06	2.8738244071452226e-08	4.579903080465792e-09	59.999999998583355	1.7938355823008644e-10	1.1375121176987498e-12	4.085577023502645e-12	0.0	0.0	0.0	0.0	0.0	2.768670770267632e-07	1.2372680866492998e-09	0.0	0.0037328940071453087	0.0	1.3419436410208168	10.0
9.900990099009901	0.3942173490652455	1.7294260981859444	1.3634025650187298	3.4282145386648	1.701711332292609	0.004907826833426556	999.9379217976225	0.026631161748540595	0.028016578183881296	6.174096651608233e-07	1.647066088007055e-05	99.99377253920538	0.0010250955383253615	49.997823848252494	0.0021754173513377855	8.738507768085484e-06	7.665354741134546e-08	1.3927647237764966e-08	59.9999999956788	6.12333604579135e-10	4.385563993235619e-12	1.3770052441983407e-11	0.0	0.0	0.0	0.0	0.0	7.34396251878151e-07	3.7088775398879695e-09	0.0	0.005202365256216822	0.0	1.3352087491206857	10.0
