time	Cancer_Stem_Cells_S	Cancer_Cells_C	Resistant_Stem_Cells_S_R	Resistant_Cancer_Cells_C_R	M1_Tumor_Associated_Macrophages	M2_Tumor_Associated_Macrophages	Type_I_T_helper_Cell_T_H1	Type_II_T_helper_cells_T_H2	Cytotoxic_T_Cells_T_C	Regulatory_T_Cells_T_reg	Interferon_gamma	Cytokine_IL10	Cytokine_IL2	_100000_SR
0.0	1.0	0.0	0.0	0.0	85000.0	15000.0	71000.0	12000.0	56000.0	8000.0	0.12	0.0085	0.0094	0.0
0.9900990099009901	1.1091762037791564	2.0115645778283504	5.6007597665080154e-08	0.008693640714666731	30986.26340863548	14279.956725132077	21034.075589454238	2179.098715319624	431.00450652820206	2973.611279967183	0.0007240022254213446	1.3669587140269043e-07	3.080745383493412e-05	0.005600759766508015
1.9801980198019802	1.2306876146329602	2.8472963883243882	1.2428689673474272e-07	0.2585599550588539	11287.057671907782	13590.242450642241	4109.435865862732	395.23783300895246	2.533605497000284	1105.2724596361218	9.418178402915014e-05	2.7816246867047202e-08	5.94271105055107e-06	0.01242868967347427
2.9702970297029703	1.3655161053804477	3.2097928112955896	2.068550040224097e-07	4.747292939948713	4111.376758780439	12933.840580031218	651.2517856100388	70.90581386967409	0.013663771278113412	410.8145751402458	1.5405239808597072e-05	6.126475544514253e-09	9.633379957902087e-07	0.020685500402240972
3.9603960396039604	1.5151167333986095	3.370155904615426	3.0602313912427555e-07	61.371000428041505	1497.5904977323428	12309.145024172318	94.61643957479788	12.565425754205684	7.254045017679022e-05	152.69122682205747	2.2740205044262973e-06	1.5125883827364116e-09	1.412262276562149e-07	0.030602313912427556
4.9504950495049505	1.6811071907053674	3.4436456043718104	4.244374862381477e-07	584.6157828292712	545.5058277027073	11714.646419216971	13.307133673206048	2.2001981937113753	3.84986884521013e-07	56.751123841039814	3.217646169823704e-07	4.2543645235503194e-10	1.992916423885598e-08	0.04244374862381477
5.9405940594059405	1.8652829615298057	3.4799547740384567	5.651248398802419e-07	4256.742475636622	198.7058526519159	11149.04051305564	1.8494770719913618	0.38085877948866337	2.076111449516331e-09	21.092466482453823	4.481974559175677e-08	1.3419655012622603e-10	2.7732321227561677e-09	0.05651248398802419
6.930693069306931	2.069636340204598	3.5006306569800913	7.315442134469599e-07	24462.651439933397	72.38551029115241	10611.769531718397	0.2559385489990556	0.06521155045286556	1.234499089519046e-11	7.8392254695868315	6.207394774795253e-09	4.5960306900494875e-11	3.8394343883232304e-10	0.07315442134469599
7.920792079207921	2.296377906329079	3.5150647912651984	9.276452034904194e-07	114130.55033137604	26.37759673177014	10105.080858450503	0.035362143178574015	0.011050773094509341	1.173406046029494e-13	2.913481100128234	8.579086214960244e-10	1.6660565003218353e-11	5.305678287155753e-11	0.09276452034904194
8.910891089108912	2.5479604249516714	3.5273895647896967	1.1579339628478742e-06	443163.56297565624	9.624564263093456	9640.22845941823	0.004883064010607618	0.0018546815389871164	7.0899799997776194e-15	1.082791823731743	1.1847911184515705e-10	6.3650441584739695e-12	7.326904531152391e-12	0.11579339628478742
9.900990099009901	2.8271053772386954	3.539463602536055	1.427547743200824e-06	1463844.4594298557	3.5268720144162438	9252.766719877523	0.000674148518188769	0.00030863212024907874	1.9634167417270605e-13	0.4024131581679474	1.6357692462487855e-11	2.6317622857182677e-12	1.0115633465374198e-12	0.1427547743200824
