time	AA	AAp	W	WAA	WAAp	WWAA	WWAAp	TT	TTW	TTWW	TTWAA	TTWAAp	TTAA	TTAAp	TTWWAA	TTWWAAp	Y	Yp	Z	B	Bp	SetYp
0.0	3.525e-06	0.0	7.05e-06	0.0	0.0	0.0	0.0	3.525e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41e-05	0.0	2.82e-05	2.8199999999999997e-06	0.0	2.2983e-06
0.9900990099009901	9.058796968388529e-07	7.375748367848142e-11	2.9109026781587464e-07	8.910324946921527e-07	7.244426518171648e-11	5.981567433245064e-07	4.866022400870526e-11	6.320672054027994e-07	1.0924012923224753e-06	6.707997212574009e-07	1.0778540518773586e-09	8.779558434525422e-14	1.0589191566894005e-08	8.643948124774975e-13	1.0596085667226901e-06	5.870950355972134e-08	1.2618864681933265e-05	1.481135318066738e-06	2.82e-05	2.5081958545121724e-06	3.1180414548782843e-07	2.2983e-06
1.9801980198019802	6.890063324267008e-07	5.868824799097535e-11	6.539583209177426e-08	9.442965968851584e-07	8.035372015516608e-11	4.742604247912257e-07	4.040284785743167e-11	3.911220041455456e-07	1.1656554860491055e-06	5.509699557679213e-07	8.123065844403768e-10	6.918543376835682e-14	4.9223440461726426e-09	4.198579527033809e-13	1.3342495466451124e-06	7.75184414753895e-08	1.2125553380657785e-05	1.9744466193422232e-06	2.82e-05	2.0358831826851193e-06	7.841168173148814e-07	2.2983e-06
2.9702970297029703	6.077995349715082e-07	5.268899150870191e-11	3.948722804338855e-08	1.011447652525224e-06	8.763091811131177e-11	3.923283582942984e-07	3.401886449126984e-11	3.0355814574216714e-07	1.2213838276200224e-06	4.868125584410573e-07	7.268702036282806e-10	6.300873787868447e-14	3.35129715766149e-09	2.908070808506821e-13	1.4251081944403548e-06	8.430932916476376e-08	1.1966147693366142e-05	2.1338523066338644e-06	2.82e-05	1.7254879627490958e-06	1.094512037250905e-06	2.2983e-06
3.9603960396039604	5.675904516463561e-07	4.965746559673387e-11	3.4213520758389676e-08	1.053770961011281e-06	9.216365467918869e-11	3.423144930437907e-07	2.9956386211633074e-11	2.64035736903924e-07	1.2387660371758094e-06	4.6105055621157895e-07	6.796848683575524e-10	5.947104153549335e-14	2.7153803741979925e-09	2.3753538877565506e-13	1.470198645668681e-06	8.780422341254165e-08	1.1887466247891729e-05	2.2125337521082746e-06	2.82e-05	1.5464418073175085e-06	1.2735581926824923e-06	2.2983e-06
4.9504950495049505	5.454890398218493e-07	4.796731694901266e-11	3.181075730172053e-08	1.0813813988293134e-06	9.508324416507884e-11	3.099567335580841e-07	2.7261806520997276e-11	2.4413745063851993e-07	1.2396785701756195e-06	4.5318611071001274e-07	6.511788050705649e-10	5.72616207766089e-14	2.416513974974971e-09	2.1286700758136436e-13	1.4953914931614143e-06	8.97889593624627e-08	1.1843524425571835e-05	2.2564755744281722e-06	2.82e-05	1.4469739319492915e-06	1.373026068050709e-06	2.2983e-06
5.9405940594059405	5.329930365583127e-07	4.701068337539767e-11	3.085751908607393e-08	1.1001877991073104e-06	9.702522079687758e-11	2.879305176217826e-07	2.540093508025721e-11	2.337605109998018e-07	1.2345859458329544e-06	4.52938980213953e-07	6.340279823640668e-10	5.597205190748847e-14	2.247830454617161e-09	1.9893059706222639e-13	1.5101294307667975e-06	9.095356469608593e-08	1.181785293032994e-05	2.2821470696700646e-06	2.82e-05	1.392382130261592e-06	1.427617869738409e-06	2.2983e-06
6.930693069306931	5.253341578430896e-07	4.641821588807293e-11	3.0006974797307366e-08	1.1140473924843267e-06	9.842119485843772e-11	2.722940732301157e-07	2.4058467725338636e-11	2.2770813571305584e-07	1.2286150032176712e-06	4.5552602943857587e-07	6.22933243452507e-10	5.5104532852228383e-14	2.1586694293081016e-09	1.8992709866533173e-13	1.5189729932446019e-06	9.164653671853952e-08	1.180277357984728e-05	2.2972264201527276e-06	2.82e-05	1.362425028666931e-06	1.4575749713330696e-06	2.2983e-06
7.920792079207921	5.208930841177936e-07	4.6078162931712205e-11	2.968275360370865e-08	1.123927833743948e-06	9.941306261650641e-11	2.612248213123294e-07	2.3109639854201356e-11	2.2434255917259927e-07	1.2228542628787114e-06	4.5902216491210965e-07	6.154651181462818e-10	5.4299766625872496e-14	2.1167603064792132e-09	1.855009258967572e-13	1.5242739481026374e-06	9.202514560772688e-08	1.179381893024401e-05	2.3061810697559992e-06	2.82e-05	1.3458225665402785e-06	1.4741774334597229e-06	2.2983e-06
8.910891089108912	5.177452386821915e-07	4.5838570720781826e-11	2.9306451106135825e-08	1.1315324815937492e-06	1.0015852556667148e-10	2.528690112227718e-07	2.2402704525212306e-11	2.2204436776903287e-07	1.2180701574402455e-06	4.6220525302014434e-07	6.111013435538266e-10	5.377346031644994e-14	2.06721696841833e-09	1.8347482044092295e-13	1.5279688639213328e-06	9.228334825369465e-08	1.1787543033799972e-05	2.31245696620004e-06	2.82e-05	1.3367593223287656e-06	1.4832406776712354e-06	2.2983e-06
9.900990099009901	5.157442866349717e-07	4.5639660587777077e-11	2.9081020567789872e-08	1.137083881419042e-06	1.006886042946222e-10	2.468305747325718e-07	2.1853469395465897e-11	2.2062259310827035e-07	1.214180251276457e-06	4.6502872706538895e-07	6.072817706750333e-10	5.376868272291733e-14	2.0601154694892114e-09	1.8647283199720938e-13	1.5302177875816734e-06	9.25335495093852e-08	1.178369723276403e-05	2.3163027672359806e-06	2.82e-05	1.3316972960995484e-06	1.488302703900453e-06	2.2983e-06
10.89108910891089	5.1443369202982e-07	4.553763872337462e-11	2.8973372020052456e-08	1.1412295376230174e-06	1.01045930005639e-10	2.4231041240133603e-07	2.1442288215310588e-11	2.196764646631218e-07	1.2111155973366116e-06	4.673542528361424e-07	6.051909095304176e-10	5.40047279683389e-14	2.0382289705079465e-09	1.8267178883671154e-13	1.5317610912615692e-06	9.269948324439868e-08	1.1780900885779933e-05	2.31909911422008e-06	2.82e-05	1.3283376019223403e-06	1.4916623980776607e-06	2.2983e-06
11.881188118811881	5.133952273457049e-07	4.549080162355335e-11	2.8829884500297145e-08	1.1444158704061571e-06	1.013843540596545e-10	2.3889876401036177e-07	2.117347708389245e-11	2.1897471882737686e-07	1.2087569856609408e-06	4.6915085283211586e-07	6.033633965776646e-10	5.323114625850559e-14	2.029873518514015e-09	1.7858257777048438e-13	1.5330436375389725e-06	9.269088232761603e-08	1.1779140673866262e-05	2.320859326133748e-06	2.82e-05	1.326317921436524e-06	1.4936820785634772e-06	2.2983e-06
12.871287128712872	5.126635356493784e-07	4.5459881217623464e-11	2.8739710965298197e-08	1.1468057552390763e-06	1.016098557047367e-10	2.36335903284501e-07	2.0958358304401234e-11	2.184806239802861e-07	1.2069384215164207e-06	4.7055882369687345e-07	6.021055955745244e-10	5.295438731986537e-14	2.0207767000921975e-09	1.739141729295096e-13	1.5339262111878757e-06	9.272335636690492e-08	1.1777950018058449e-05	2.3220499819415613e-06	2.82e-05	1.325102736869761e-06	1.4948972631302402e-06	2.2983e-06
13.861386138613861	5.121410771162053e-07	4.5423611388625634e-11	2.867600997424612e-08	1.148600195433272e-06	1.0169143978965283e-10	2.344190343462802e-07	2.0776590018850355e-11	2.1812654828154076e-07	1.205554627396087e-06	4.716516697836352e-07	6.011261192236731e-10	5.362147410225601e-14	2.0156006384763986e-09	1.718261438401079e-13	1.534468968148175e-06	9.283178009105422e-08	1.177712406745956e-05	2.32287593254045e-06	2.82e-05	1.3240396180972814e-06	1.4959603819027196e-06	2.2983e-06
14.85148514851485	5.117616713157243e-07	4.534557587439026e-11	2.863223579211448e-08	1.1499396680767675e-06	1.0189997094008213e-10	2.3297976267230426e-07	2.0645780754518642e-11	2.1786873588370936e-07	1.2044948966460479e-06	4.724900077882947e-07	6.004429902931279e-10	5.310956171718163e-14	2.0121647789147225e-09	1.7829248184360928e-13	1.5349285619161888e-06	9.285550451638952e-08	1.1776196212187215e-05	2.323803787812796e-06	2.82e-05	1.3242215471591046e-06	1.4957784528408965e-06	2.2983e-06
15.841584158415841	5.114739088410199e-07	4.5321689692860037e-11	2.8596501409559906e-08	1.1509598816183382e-06	1.0198648795572937e-10	2.3189143013564623e-07	2.0548166603091527e-11	2.1767536658642365e-07	1.2036956733461496e-06	4.731266839324585e-07	5.999247561826875e-10	5.3163105416839214e-14	2.009257719715746e-09	1.7807644799285561e-13	1.535252758797417e-06	9.28906495394607e-08	1.1775611674412401e-05	2.324388325587609e-06	2.82e-05	1.3236949880517132e-06	1.496305011948288e-06	2.2983e-06
16.831683168316832	5.11258542848907e-07	4.530451931591459e-11	2.8569984853019166e-08	1.1517297083291796e-06	1.0205862956926321e-10	2.310701876211902e-07	2.0476208529074263e-11	2.1753114595414732e-07	1.2030896613261804e-06	4.7361011780216187e-07	5.995314868159988e-10	5.312670047335012e-14	2.0070579152920595e-09	1.7785145441087372e-13	1.5355040337760982e-06	9.290876667829938e-08	1.1775249914740208e-05	2.3247500852598018e-06	2.82e-05	1.323332827597787e-06	1.4966671724022142e-06	2.2983e-06
17.821782178217823	5.110973261407139e-07	4.529136771197448e-11	2.8550075634307847e-08	1.1523105480683857e-06	1.0211288528977145e-10	2.3045078518532776e-07	2.0421773560947177e-11	2.174233354351934e-07	1.2026309200399722e-06	4.739768768717092e-07	5.99236123126273e-10	5.3102059203063536e-14	2.0054224232588467e-09	1.7771701460368316e-13	1.5356918757625787e-06	9.292264844560079e-08	1.1774972056232781e-05	2.325027943767228e-06	2.82e-05	1.3231263325553714e-06	1.4968736674446297e-06	2.2983e-06
18.81188118811881	5.109755794383499e-07	4.5281719999633994e-11	2.853499153633073e-08	1.1527502544343515e-06	1.0215431441792455e-10	2.2998278689217313e-07	2.0380783444257008e-11	2.1734216215022695e-07	1.2022845395367735e-06	4.74254382821558e-07	5.990134582562933e-10	5.3083432731040714e-14	2.004189979392076e-09	1.7760446501805037e-13	1.535832664437426e-06	9.29333628464894e-08	1.1774724073869184e-05	2.3252759261308244e-06	2.82e-05	1.3229214694681095e-06	1.4970785305318917e-06	2.2983e-06
19.801980198019802	5.108829916590158e-07	4.527440119123692e-11	2.8523491885860277e-08	1.153083573493005e-06	1.0218586336280526e-10	2.296282855553185e-07	2.0349738129366007e-11	2.1728057037425963e-07	1.2020225427541095e-06	4.7446419450703985e-07	5.988445820372276e-10	5.3069489310170375e-14	2.0032577688182817e-09	1.775236941918797e-13	1.53593928195755e-06	9.294162336389473e-08	1.1774538683640171e-05	2.325461316359842e-06	2.82e-05	1.322678761311551e-06	1.4973212386884502e-06	2.2983e-06
20.792079207920793	5.10812804938189e-07	4.52687996616683e-11	2.8514808875547702e-08	1.1533359988313916e-06	1.0220975389403343e-10	2.2935966460893268e-07	2.0326183153878244e-11	2.1723387517205518e-07	1.2018239705473825e-06	4.746230743204773e-07	5.987165365900852e-10	5.30589018610999e-14	2.0025417680299054e-09	1.7746581881509315e-13	1.5360202514457637e-06	9.294788555785542e-08	1.1774407529087702e-05	2.3255924709123094e-06	2.82e-05	1.3224692334159767e-06	1.4975307665840244e-06	2.2983e-06
