time	T	I	V
0.0	3.3246	417520.0	4450000.0
0.9900990099009901	45712.40029645249	372774.3237506977	4272422.31973601
1.9801980198019802	86218.36984463636	334180.4486541411	3829181.765722574
2.9702970297029703	122475.79256970857	300668.00738535944	3444450.195748757
3.9603960396039604	155224.535908963	271396.7770143134	3108523.7016834565
4.9504950495049505	185046.42626167252	245697.55279817802	2813679.8778044707
5.9405940594059405	212404.77795336	223030.67589947235	2553695.7761266455
6.930693069306931	237672.71967364463	202956.14092556958	2323500.8600016297
7.920792079207921	261153.8371999273	185111.66393555605	2118922.64612821
8.910891089108912	283097.4444893231	169196.33168581195	1936497.2558280798
9.900990099009901	303710.03514984384	154958.23417080933	1773326.242434124
10.89108910891089	323163.97610515065	142184.98632726882	1626966.9512328624
11.881188118811881	341604.1824635942	130696.37641683315	1495347.540535367
12.871287128712872	359153.29594839975	120338.6010935627	1376700.387178727
13.861386138613861	375915.7413405528	110979.69900492276	1269509.3687471605
14.85148514851485	391980.93255183334	102505.900357702	1172467.743599789
15.841584158415841	407425.82817011536	94818.6835900125	1084444.207025487
16.831683168316832	422316.98452205834	87832.38357448232	1004455.3208737589
17.821782178217823	436712.2173737415	81472.23382154177	931642.9557402014
18.81188118811881	450661.95634393184	75672.75310195348	865255.7090557844
19.801980198019802	464210.35618219024	70376.40757661297	804633.5020681545
20.792079207920793	477396.21428587905	65532.4949244385	749194.7371763954
21.78217821782178	490253.73273600097	61096.20858900162	698425.5317571699
22.77227722772277	502813.15475096484	57027.849107502814	651870.6469678435
23.762376237623762	515101.2990776212	53292.15626619985	609125.8084495625
24.752475247524753	527142.0109349821	49857.74108155233	569831.1766135223
25.742574257425744	538956.5443483371	46696.60068859369	533665.771375236
26.73267326732673	550563.8877628029	43783.70243504544	500342.69336165866
27.722772277227723	561981.0425260676	41096.62601141651	469605.01285275334
28.712871287128714	573223.2620128217	38615.254469037034	441222.2210543828
29.7029702970297	584304.2577287355	36321.50658973402	414987.15689715644
30.693069306930692	595236.3775851079	34199.10437291991	390713.33757445205
31.683168316831683	606030.760620854	32233.370454468542	368232.63312401134
32.67326732673267	616697.4717197098	30411.05111505241	347393.235080132
33.663366336633665	627245.6192298215	28720.161290672135	328057.8779185366
34.65346534653465	637683.4579835513	27149.848474334787	310102.27751139563
35.64356435643565	648018.4797483804	25690.272961570336	293413.7572950976
36.633663366336634	658257.4928487664	24332.50224058529	277890.0368649262
37.62376237623762	668406.6924218173	23068.417665390025	263438.16159590584
38.613861386138616	678471.7225491082	21890.631820627666	249973.55500011903
39.603960396039604	688457.7313214279	20792.415216549904	237419.178175395
40.59405940594059	698369.4197385364	19767.6311455489	225704.7829186172
41.584158415841586	708211.0852177696	18810.67769277294	214766.2469307848
42.57425742574257	717986.6603765362	17916.43603106692	204544.98112429198
43.56435643564356	727699.7476617084	17080.22424778305	194987.4003915253
44.554455445544555	737353.6503211007	16297.756050789068	186044.45034083564
45.54455445544554	746951.400147419	15565.103784536916	177671.18346603075
46.53465346534654	756495.7823677053	14878.665261472337	169826.3790706222
47.524752475247524	765989.3580034641	14235.133976410367	162472.20198433744
48.51485148514851	775434.4839861571	13631.472324484575	155573.89571805496
49.504950495049506	784833.3312766469	13064.887490771769	149099.50624879648
50.495049504950494	794187.9012067365	12532.8097198452	143019.6330875064
51.48514851485149	803500.0402348903	12032.872708006544	137307.20467846736
52.475247524752476	812771.4532851253	11562.895891633381	131937.27553149613
53.46534653465346	822003.7158181828	11120.868431543999	126886.84279192032
54.45544554455446	831198.2847668229	10704.934716334672	122134.68021778636
55.445544554455445	840356.5084521631	10313.381227604952	117661.18776310197
56.43564356435643	849479.6355846139	9944.624627905761	113448.25517126925
57.42574257425743	858568.823441348	9597.200947829187	109479.13816185038
58.415841584158414	867625.1453024	9269.755761893695	105738.34594559674
59.4059405940594	876649.5972182893	8961.03525525307	102211.53894463804
60.396039603960396	885643.1041742493	8669.878093778421	98885.43571541307
61.386138613861384	894606.5257093547	8395.208019215195	95747.72817690398
62.37623762376238	903540.6610425723	8136.027099560598	92787.0043435707
63.366336633663366	912446.2537522548	7891.4095722334705	89992.67784754462
64.35643564356435	921323.9960506969	7660.496224207699	87354.92361029197
65.34653465346534	930174.5326940187	7442.489255191432	84864.61904603714
66.33663366336634	938998.4645540444	7236.6475880124	82513.29038611379
67.32673267326733	947796.3518912013	7042.282574118692	80293.0635274291
68.31683168316832	956568.717350278	6858.754064879887	78196.6190694648
69.3069306930693	965316.0487051631	6685.466813829554	76217.15114011933
70.29702970297029	974038.80137517	6521.867179642876	74348.32966457974
71.2871287128713	982737.4007321545	6367.440104219999	72584.26578355567
72.27722772277228	991412.2442175581	6221.706340370876	70919.48012877774
73.26732673267327	1000063.7032848257	6084.219908513958	69348.87371995662
74.25742574257426	1008692.1251827837	5954.565761630483	67867.7012453786
75.24752475247524	1017297.834592898	5832.357641293028	66471.54652948528
76.23762376237623	1025881.1351328975	5717.236108162077	65156.29999717144
77.22772277227723	1034442.3107376901	5608.866732432877	63918.13796856169
78.21782178217822	1042981.6269274908	5506.938431047407	62753.50363328287
79.20792079207921	1051499.3319724808	5411.161939309438	61659.089562671536
80.1980198019802	1059995.6579619013	5321.2684063957995	60631.8216395974
81.18811881188118	1068470.8217854672	5237.008104321054	59668.84428633018
82.17821782178218	1076925.0260334543	5158.149241890083	58767.50689351146
83.16831683168317	1085358.4598220792	5084.476874888433	57925.351350044046
84.15841584158416	1093771.2995493424	5015.791905610633	57140.10059488881
85.14851485148515	1102163.709586799	4951.910164488142	56409.648107893096
86.13861386138613	1110535.8429115706	4892.6615680646255	55732.048273780034
87.12871287128712	1118887.8416829824	4837.889347486945	55105.50755252635
88.11881188118812	1127219.8377675242	4787.449342573299	54528.376399576424
89.10891089108911	1135531.9532155667	4741.209356869933	53999.141883345896
90.0990099009901	1143824.3006930077	4699.048569442048	53516.42095129638
91.08910891089108	1152096.983870526	4660.856999789447	53078.95430323844
92.07920792079207	1160350.097773122	4626.535022278759	52685.60083054015
93.06930693069307	1168583.72909202	4595.992927243955	52335.332588607125
94.05940594059406	1176797.956461169	4569.150525744943	52027.23026815254
95.04950495049505	1184992.8506999188	4545.936795738097	51760.47913950996
96.03960396039604	1193168.475023686	4526.289567203394	51534.36544185172
97.02970297029702	1201324.8852238306	4510.155244439117	51348.273196809336
98.01980198019803	1209462.1298180989	4497.488563624571	51201.681424670016
99.00990099009901	1217580.2501726006	4488.2523841903485	51094.16174644784
100.0	1225679.2805962486	4482.4175126168775	51025.37635594361
