time	s21	s22	s25	s26	s27	s28	s29	s30	s31	s33	s34	s23	s24	s3	s123	s124	s125	s126	s127	s129	s142	s144	s147
0.0	5.0	0.0	5.0	0.0	5.0	0.0	5.0	0.0	5.0	5.0	1.0	5.0	0.0	5.0	5.0	5.0	0.5	0.0	2.0	0.0	0.5	0.0	5.0
0.9900990099009901	4.307125530767462	0.6928744692325298	4.953252520921721	0.046747479078273854	4.991023804850778	0.03691593463037495	4.069979507256964	0.9300204927430387	5.0	5.0	0.9720602605188593	4.951889588621342	0.04811041137865871	5.0	1.4918578604920771	5.0	0.29933800494005347	0.20066199505994692	2.0	1.4260293547598668	0.5	0.3280417149935958	4.671958285006398
1.9801980198019802	3.194125531542843	1.8058744684571475	4.849678398670599	0.15032160132940192	4.938663937621587	0.06319746544822397	3.51121159399025	1.4887884060097556	5.0	5.0	0.9981385969302019	4.928210503467267	0.07178949653273665	5.0	1.3613314900210995	5.0	0.25041250525495845	0.249587494745042	2.0	1.1856754337763662	0.5	0.6336588212125848	4.3663411787874065
2.9702970297029703	2.649778205975878	2.350221794024113	4.718585061137758	0.28141493886224384	4.821412030349602	0.09803334510586115	3.163261260242337	1.8367387397576687	5.0	5.0	1.0805546245445443	4.910922614213145	0.08907738578686061	5.0	1.2341190781662965	5.0	0.2500001931458278	0.2499998068541727	2.0	0.9727386617437186	0.5	0.9102017991726349	4.089798200827356
3.9603960396039604	2.5192581891388692	2.480741810861122	4.568667107350873	0.431332892649132	4.627114452196238	0.14109517526330945	2.9421679371723273	2.057832062827678	5.0	5.0	1.2317903725404615	4.894480530727559	0.10551946927244267	5.0	1.111713156001385	5.0	0.25000000000685657	0.24999999999314373	2.0	0.7877375916859954	0.5	1.156405830312814	3.8435941696871776
4.9504950495049505	2.501567829545476	2.498432170454515	4.403871344438114	0.5961286555618895	4.346830719710179	0.19144158687764504	2.7999712456977663	2.2000287543022385	5.0	5.0	1.4617276934121857	4.877726646902457	0.12227335309754354	5.0	0.9956571354368593	5.0	0.25000000000000033	0.24999999999999997	2.0	0.6303737794065439	0.5	1.371797652874529	3.6282023471254625
5.9405940594059405	2.5000858731940387	2.4999141268059524	4.227556238978968	0.772443761021037	3.97369838776945	0.2483175947048367	2.707828280771073	2.2921717192289317	5.0	5.0	1.7779840175257229	4.860605660868853	0.1393943391311482	5.0	0.8873879034496368	5.0	0.2500000000000001	0.2500000000000001	2.0	0.4994194189336278	0.5	1.5568866293410566	3.443113370658935
6.930693069306931	2.500003356320949	2.499996643679042	4.043227292959623	0.9567727070403809	3.5029921422374635	0.31087299591155065	2.6478356046444986	2.3521643953555063	5.0	5.0	2.186134861850995	4.8432429287399446	0.15675707126005792	5.0	0.7880599877329089	5.0	0.25000000000000017	0.2500000000000001	2.0	0.39274879681039354	0.5	1.7132212093226546	3.2867787906773374
7.920792079207921	2.5000000988988003	2.499999901101191	3.854432768226898	1.145567231773105	2.932419225932665	0.3780388415203823	2.6086561960381465	2.3913438039618584	5.0	5.0	2.689541932546962	4.825746551613003	0.1742534483869999	5.0	0.6984007823494711	5.0	0.2500000000000001	0.25000000000000017	2.0	0.30753289259835986	0.5	1.8432667162264071	3.1567332837735838
8.910891089108912	2.5000000023078894	2.4999999976921017	3.6645670517161277	1.335432948283875	2.2626804336206328	0.44835861941652894	2.583018816598779	2.416981183401226	5.0	5.0	3.2889609469628476	4.808191774730627	0.19180822526937638	5.0	0.6186428236602953	5.0	0.2500000000000001	0.25000000000000017	2.0	0.24055297762599487	0.5	1.95012561054336	3.049874389456631
