time	s47	s48	s49	s50	s56	s60	s63	s64	s67	s71	s72	s75	s80	s81	s83	s84	s90	s91	s130	s137	s149	s153	s161	s166	s4	s9	s46	s51	s52	s55	s57	s61	s65	s66	s70	s73	s74	s76	s77	s78	s79	s82	s85	s88	s89	s92	s93	s94	s157
0.0	0.00239076	6.33821e-05	0.0	0.00127807	0.0439902	0.1147007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0432273	0.0	0.0	0.0165018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	0.0027911319567384897	6.002426296484888e-05	0.0	0.0012127888763152803	0.04600963723252154	0.08128978496254505	0.0006208619830799193	0.0	0.0032150903708446895	0.11095548635469042	0.1719749870926873	0.0014133969291004807	0.19767953249493334	0.001414864285478072	0.006503930933182921	0.009070027842522652	0.0010559728366569528	0.0006439038710294707	0.0	0.07413388513773145	0.0002853993161871267	6.814532952831007e-05	0.041820979598607554	0.18831932037650076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.9801980198019802	0.0026763371314018794	7.990425930122502e-05	0.0	0.001629230003616411	0.06242656834639716	0.09670467268973751	0.00401295575971259	0.0	0.007509942334938481	0.20912494176604882	0.24695118525449172	0.0026924090000627616	0.37630390602147806	0.00269645231268713	0.009203001219651426	0.025464186163583136	0.005349333199353025	0.006022939210946498	0.0	0.06598442097904161	0.0005304413712602897	0.00033909958796465124	0.04247883050027344	0.14195690857654333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.9702970297029703	0.002559923784853223	0.00010564782139724944	0.0	0.0021330528409399044	0.075041106505311	0.12037532172754417	0.010463561131231322	0.0	0.012439900436403821	0.2933324189794724	0.2734297279276594	0.003849515600137801	0.5359408199007832	0.0038575848608196337	0.012038639978686393	0.04763139634511742	0.014317130432988238	0.024387385409287126	0.0	0.05921651749955674	0.0005655442354372205	0.0005450238205997441	0.03682125246075882	0.10329171535047335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.9603960396039604	0.002455381865627398	0.00011924719425189853	0.0	0.002387105873711569	0.07855803161875599	0.14442262886799187	0.019552588836063953	0.0	0.017455803865018663	0.3624973306850057	0.2894455367069974	0.004896198530164822	0.6821198552030467	0.004909547274813645	0.012966461484021639	0.07396563241673056	0.025982834169678264	0.06343001120212663	0.0	0.05955488346203997	0.0006239525404874046	0.0007806063657016544	0.032311927892140595	0.08702763562702209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.9504950495049505	0.0023734962827424906	0.00012017282010523866	0.0	0.0023947745372517497	0.07619390122934935	0.1696079718955153	0.031385577433988635	0.0	0.021780636958412782	0.41754342107577525	0.3070166110925454	0.005843137700340725	0.8168769562220376	0.005862441550107462	0.012204518956098023	0.10308048562628294	0.03695492633885656	0.1248479259083617	0.0	0.0635243840188979	0.000690714323076979	0.0010983879161616398	0.028460438977796466	0.07921493413397863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.9405940594059405	0.0023162440255768725	0.00011348768105539328	0.0	0.0022579526521657877	0.07109356175104588	0.1954024014156033	0.04583853669743352	0.0	0.025024730261797183	0.46122037428651796	0.32685528046953094	0.006700076345361053	0.9283205020130594	0.00672546182930455	0.010698717552204896	0.13395434940392187	0.04478208484779466	0.20413168280918342	0.0	0.06881913991559774	0.0007414496820745167	0.0014912518861478962	0.024965088497275828	0.07454618327907721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6.930693069306931	0.002276868013591581	0.00010485546584678114	0.0	0.0020881665504004707	0.0661699499761108	0.22078867066186758	0.06240515255932728	0.0	0.027350446802905277	0.496581036240991	0.34678602875126613	0.007475760707898986	0.980037150202804	0.00750701324590213	0.009291656566869966	0.16589362183994552	0.048984531175792254	0.2936718227026381	0.0	0.07343693158036214	0.0007612062930219546	0.001902909649625658	0.021938545506865748	0.07045115289695746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7.920792079207921	0.002245856654087568	9.899867409476117e-05	0.0	0.0019762505167214674	0.06342719139988538	0.24530875326795967	0.08044426042231453	0.0	0.0292057034776395	0.5257072675096147	0.36300082585538995	0.008177952028828888	0.9864030745862185	0.008214784906477155	0.008414839720653173	0.19831039560825522	0.05063039422702314	0.38697178802203425	0.0	0.0757094598628478	0.0007411806839452935	0.0022315036097834582	0.019509109647525173	0.0654809688139848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8.910891089108912	0.002216140689029356	9.684752903668468e-05	0.0	0.0019368413221708277	0.06259476815601886	0.2691599583381122	0.09932814920044138	0.0	0.031006052509783447	0.5493600980688305	0.37334392067405825	0.008813549361030442	0.9870216429197135	0.008855782431691661	0.007988023487464812	0.2305928901745209	0.05047580605739702	0.48018470782727213	0.0	0.07582270186437143	0.0006968533184763221	0.0024307235257018996	0.017571331438346653	0.05992760551312657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
