time	Cytosolic_Rapamycin	mTOR	Raptor	Rictor	mTORC1	mTORC2	mTOR_Rapamycin	mTORC1_Rapamycin
0.0	0.0	3.756228e-07	3.201594e-07	8.834274e-08	0.0	0.0	0.0	0.0
0.9900990099009901	0.0	4.755326707750581e-08	6.304004438524185e-08	1.7394628641226465e-08	2.5711935449801445e-07	7.094811105062703e-08	0.0	0.0
1.9801980198019802	0.0	3.195672278830288e-08	5.081621120904194e-08	1.4021791249137176e-08	2.693431871297069e-07	7.432094829241795e-08	0.0	0.0
2.9702970297029703	0.0	2.9106919816895533e-08	4.858265189837084e-08	1.3405525735369236e-08	2.71576745951683e-07	7.493721367125023e-08	0.0	0.0
3.9603960396039604	0.0	2.82634928941977e-08	4.792158710461429e-08	1.3223143565034639e-08	2.722378102671098e-07	7.511959570950072e-08	0.0	0.0
4.9504950495049505	0.0	2.833464143720509e-08	4.797733037312147e-08	1.323854131996538e-08	2.721820665228074e-07	7.51041978234563e-08	0.0	0.0
5.9405940594059405	0.0	2.84223073297641e-08	4.804603139089724e-08	1.325750627971607e-08	2.7211336502889647e-07	7.50852327325288e-08	0.0	0.0
6.930693069306931	0.0	2.8382736430576896e-08	4.8015016400714355e-08	1.3248951635094934e-08	2.7214437954322987e-07	7.509378724591047e-08	0.0	0.0
7.920792079207921	0.0	2.8345145587262157e-08	4.798555392564058e-08	1.3240823767262762e-08	2.7217384154298496e-07	7.510191498257642e-08	0.0	0.0
8.910891089108912	0.0	2.8335650901493017e-08	4.7978111583831687e-08	1.3238771344779595e-08	2.7218128340972894e-07	7.51039672739492e-08	0.0	0.0
9.900990099009901	0.0	2.83281605097991e-08	4.797224053085088e-08	1.3237151817190769e-08	2.721871539877495e-07	7.510558667044303e-08	0.0	0.0
10.89108910891089	0.0	2.83429146794573e-08	4.798380321539675e-08	1.3240343002111263e-08	2.7217559082814505e-07	7.510239535443164e-08	0.0	0.0
11.881188118811881	0.0	2.835892891313837e-08	4.7996353425318985e-08	1.3243806687757157e-08	2.721630401429758e-07	7.509893153767169e-08	0.0	0.0
12.871287128712872	0.0	2.8385840832401038e-08	4.801744420741426e-08	1.3249627479056045e-08	2.7214194888534464e-07	7.50931106152296e-08	0.0	0.0
13.861386138613861	0.0	2.8396469751349828e-08	4.802577362824828e-08	1.3251926616922489e-08	2.721336189889382e-07	7.509081134620337e-08	0.0	0.0
14.85148514851485	0.0	2.8393190044210857e-08	4.802320246354691e-08	1.3251217730745639e-08	2.721361896779978e-07	7.509152010120125e-08	0.0	0.0
15.841584158415841	0.0	2.8380496962123605e-08	4.801325409700552e-08	1.3248472669383727e-08	2.7214613756907795e-07	7.509426503140066e-08	0.0	0.0
16.831683168316832	0.0	2.8358107162560786e-08	4.7995706423488635e-08	1.3243630208245985e-08	2.721636847673024e-07	7.509910736139052e-08	0.0	0.0
17.821782178217823	0.0	2.834684130096412e-08	4.7986876887918915e-08	1.3241193541706026e-08	2.7217251382753276e-07	7.51015438967847e-08	0.0	0.0
18.81188118811881	0.0	2.8341648276666825e-08	4.798280697072097e-08	1.324007009893026e-08	2.721765832694912e-07	7.510266720843197e-08	0.0	0.0
19.801980198019802	0.0	2.8346257631343088e-08	4.798641953608006e-08	1.324106655229838e-08	2.7217297022891437e-07	7.510167062394531e-08	0.0	0.0
20.792079207920793	0.0	2.836846195051997e-08	4.8003821208638426e-08	1.3245868821131926e-08	2.72155568080511e-07	7.509686822392539e-08	0.0	0.0
21.78217821782178	0.0	2.8402005563831753e-08	4.8030109535218274e-08	1.3253123706346597e-08	2.721292792777278e-07	7.508961320748651e-08	0.0	0.0
22.77227722772277	0.0	2.8442072161859242e-08	4.8061509899460676e-08	1.3261789517958826e-08	2.7209787843695676e-07	7.508094726461299e-08	0.0	0.0
23.762376237623762	0.0	2.8481247128885292e-08	4.809221138225082e-08	1.3270262566212496e-08	2.720671764774e-07	7.507247408506674e-08	0.0	0.0
24.752475247524753	0.0	2.850951754289483e-08	4.8114366761718e-08	1.327637716157894e-08	2.720450206210697e-07	7.506635935838731e-08	0.0	0.0
25.742574257425744	0.0	2.851427217557484e-08	4.811809251323565e-08	1.3277405614756936e-08	2.72041294392788e-07	7.50653307738919e-08	0.0	0.0
26.73267326732673	0.0	2.8480301492314376e-08	4.80914688094213e-08	1.3270058236672711e-08	2.720679176201873e-07	7.50726780206753e-08	0.0	0.0
27.722772277227723	0.0	2.8404075182387973e-08	4.8031728969071676e-08	1.3253571406259778e-08	2.7212765698461737e-07	7.50891647198203e-08	0.0	0.0
28.712871287128714	0.0	2.837303067135893e-08	4.8007398689178195e-08	1.3246856776051103e-08	2.7215198678825597e-07	7.509587921875126e-08	0.0	0.0
29.7029702970297	0.0	2.833992210412471e-08	4.7981450995473224e-08	1.3239695517542747e-08	2.721779340060505e-07	7.510304034602496e-08	0.0	0.0
30.693069306930692	0.0	2.831038130311924e-08	4.795829971658559e-08	1.3233305628307867e-08	2.7220108480949417e-07	7.510943010408817e-08	0.0	0.0
31.683168316831683	0.0	2.8291390471261415e-08	4.794341700529848e-08	1.3229197162294752e-08	2.722159670459367e-07	7.51135384390149e-08	0.0	0.0
32.67326732673267	0.0	2.8278253655471157e-08	4.793312216926295e-08	1.32263548462792e-08	2.7222626140717963e-07	7.511638062395503e-08	0.0	0.0
33.663366336633665	0.0	2.8272770842255388e-08	4.79288256934855e-08	1.3225168175770537e-08	2.722305574079525e-07	7.511756716336637e-08	0.0	0.0
34.65346534653465	0.0	2.828542097904892e-08	4.793874019232155e-08	1.322790348709872e-08	2.722206424340354e-07	7.511483172094417e-08	0.0	0.0
35.64356435643565	0.0	2.8322447766210106e-08	4.796775884560696e-08	1.323591129707165e-08	2.7219162330544216e-07	7.510682377986565e-08	0.0	0.0
36.633663366336634	0.0	2.8384460800216926e-08	4.8016359310053284e-08	1.3249323542533224e-08	2.7214302236536825e-07	7.509341140327528e-08	0.0	0.0
37.62376237623762	0.0	2.8417502934555598e-08	4.804225467150419e-08	1.3256470001610462e-08	2.7211712652858295e-07	7.508626481308594e-08	0.0	0.0
38.613861386138616	0.0	2.8442561647558906e-08	4.8061892929099107e-08	1.3261890143999981e-08	2.720974877955484e-07	7.508084453956478e-08	0.0	0.0
39.603960396039604	0.0	2.8451405348981155e-08	4.806882276248201e-08	1.3263803697187707e-08	2.7209055748659195e-07	7.507893085521614e-08	0.0	0.0
