time	Cytosolic_Rapamycin	mTOR	Raptor	Rictor	mTORC1	mTORC2	mTOR_Rapamycin	mTORC1_Rapamycin
40.59405940594059	0.0	2.8434421641056826e-08	4.805551068333509e-08	1.3260131748797075e-08	2.721038690900036e-07	7.508260267240595e-08	0.0	0.0
41.584158415841586	0.0	2.8408659896691726e-08	4.803531909336691e-08	1.3254561274966669e-08	2.7212406020443414e-07	7.508817301505532e-08	0.0	0.0
42.57425742574257	0.0	2.8381771206760917e-08	4.801424462006958e-08	1.3248746741379194e-08	2.721451342026411e-07	7.509398741751995e-08	0.0	0.0
43.56435643564356	0.0	2.834051235108027e-08	4.798190823214623e-08	1.3239823955454463e-08	2.7217747011590256e-07	7.510291007236795e-08	0.0	0.0
44.554455445544555	0.0	2.828367529744054e-08	4.793736336722147e-08	1.322753144727207e-08	2.7222201450676095e-07	7.51152024495408e-08	0.0	0.0
45.54455445544554	0.0	2.8213088307613098e-08	4.788204303620127e-08	1.3212264467745441e-08	2.722773343644144e-07	7.513046929814007e-08	0.0	0.0
46.53465346534654	0.0	2.816509772155296e-08	4.784443207430941e-08	1.3201884521589445e-08	2.723149448527386e-07	7.514084911335846e-08	0.0	0.0
47.524752475247524	0.0	2.8131182995496006e-08	4.781785320505527e-08	1.3194548341951433e-08	2.7234152324869357e-07	7.514818516210425e-08	0.0	0.0
48.51485148514851	0.0	2.812092308110882e-08	4.7809813745084623e-08	1.319232756431242e-08	2.723495622355896e-07	7.515040580889748e-08	0.0	0.0
49.504950495049506	0.0	2.814528313680929e-08	4.782890741218125e-08	1.319759362991169e-08	2.7233046809558524e-07	7.514513961249911e-08	0.0	0.0
50.495049504950494	0.0	2.8185996815544918e-08	4.7860817691848893e-08	1.3206396704688789e-08	2.722985573427565e-07	7.51363364069025e-08	0.0	0.0
51.48514851485149	0.0	2.82313632200075e-08	4.789637370267274e-08	1.321620677177242e-08	2.7226300085814354e-07	7.512652620892234e-08	0.0	0.0
52.475247524752476	0.0	2.8296791810163815e-08	4.794765226857919e-08	1.3230356468264077e-08	2.722117218177249e-07	7.511237638145565e-08	0.0	0.0
53.46534653465346	0.0	2.8382731196558995e-08	4.8015004608575264e-08	1.3248943185704304e-08	2.721443690021987e-07	7.509378953292405e-08	0.0	0.0
54.45544554455446	0.0	2.848671748623761e-08	4.809649939259301e-08	1.3271434361269445e-08	2.7206287374140424e-07	7.507129822611982e-08	0.0	0.0
55.445544554455445	0.0	2.856129888054511e-08	4.8154948922206036e-08	1.3287565895701718e-08	2.720044237353076e-07	7.505516656046481e-08	0.0	0.0
56.43564356435643	0.0	2.8615773213930966e-08	4.819763921147353e-08	1.3299349609224647e-08	2.719617329690422e-07	7.504338271563797e-08	0.0	0.0
57.42574257425743	0.0	2.863651768347592e-08	4.821389367109869e-08	1.3303839288512289e-08	2.719454780319731e-07	7.503889290496404e-08	0.0	0.0
58.415841584158414	0.0	2.8608000270933114e-08	4.81915394235932e-08	1.3297675793143854e-08	2.719678318016826e-07	7.50450562688645e-08	0.0	0.0
59.4059405940594	0.0	2.855361606496103e-08	4.814891281614834e-08	1.3285917865182356e-08	2.720104579315445e-07	7.505681406536769e-08	0.0	0.0
60.396039603960396	0.0	2.8493191205115153e-08	4.81015530895754e-08	1.3272852404000216e-08	2.7205781718132073e-07	7.506987939519083e-08	0.0	0.0
61.386138613861384	0.0	2.8403851186720502e-08	4.803153286882018e-08	1.3253532280429404e-08	2.721278369262188e-07	7.50891993875049e-08	0.0	0.0
62.37623762376238	0.0	2.8285107319490537e-08	4.793846974714012e-08	1.322785121154897e-08	2.722208995734256e-07	7.511488032528857e-08	0.0	0.0
63.366336633663366	0.0	2.813919333410247e-08	4.7824114937216196e-08	1.3196291715888354e-08	2.7233525391067043e-07	7.514643969006755e-08	0.0	0.0
64.35643564356435	0.0	2.8034330314692087e-08	4.7741932862154705e-08	1.3173610450484242e-08	2.724174355125279e-07	7.516912082455099e-08	0.0	0.0
65.34653465346534	0.0	2.7957275428434054e-08	4.768154624391455e-08	1.3156941862373127e-08	2.724778216582724e-07	7.518578928185405e-08	0.0	0.0
66.33663366336634	0.0	2.7927433971793712e-08	4.765816366385975e-08	1.315048266628882e-08	2.725012037664642e-07	7.519224834724692e-08	0.0	0.0
67.32673267326733	0.0	2.796694654820308e-08	4.768913742130691e-08	1.3159021165888556e-08	2.7247022953767633e-07	7.518370971707382e-08	0.0	0.0
68.31683168316832	0.0	2.8035971200937657e-08	4.774324042795024e-08	1.3173942492476487e-08	2.7241612605978134e-07	7.516878825994449e-08	0.0	0.0
69.3069306930693	0.0	2.8090830076436275e-08	4.778623908400086e-08	1.3185802391940114e-08	2.723731269320709e-07	7.515692822987415e-08	0.0	0.0
70.29702970297029	0.0	2.816658246221448e-08	4.784561050552917e-08	1.3202183034974586e-08	2.7231375503828123e-07	7.514054745616759e-08	0.0	0.0
71.2871287128713	0.0	2.8258154439964226e-08	4.7917377013554515e-08	1.3221988181591776e-08	2.722419880569741e-07	7.512074217875405e-08	0.0	0.0
72.27722772277228	0.0	2.8358718163935874e-08	4.799618624963453e-08	1.3243742343794556e-08	2.721631783461441e-07	7.509898788556671e-08	0.0	0.0
73.26732673267327	0.0	2.8444408018157876e-08	4.806333965239158e-08	1.326227847059108e-08	2.720960244691954e-07	7.508045162784827e-08	0.0	0.0
74.25742574257426	0.0	2.850880310217429e-08	4.8113801887887334e-08	1.327621099360869e-08	2.7204556175891965e-07	7.506651897381541e-08	0.0	0.0
75.24752475247524	0.0	2.8536532162006128e-08	4.8135526128407544e-08	1.3282215486733029e-08	2.72023837043034e-07	7.506051434957207e-08	0.0	0.0
76.23762376237623	0.0	2.8510153151201612e-08	4.811484267283615e-08	1.3276519604839186e-08	2.720445200226806e-07	7.506621010023432e-08	0.0	0.0
77.22772277227723	0.0	2.8460890534211316e-08	4.8076224982416247e-08	1.3265874351322346e-08	2.7208313723689403e-07	7.507685522246554e-08	0.0	0.0
78.21782178217822	0.0	2.843107479452316e-08	4.8052851146114966e-08	1.3259432120929772e-08	2.7210651059706724e-07	7.50832973215957e-08	0.0	0.0
79.20792079207921	0.0	2.8391486780088054e-08	4.802182141295163e-08	1.3250873512994225e-08	2.721375398542509e-07	7.509185579828076e-08	0.0	0.0
80.1980198019802	0.0	2.834824836373597e-08	4.798793516755351e-08	1.3241521016118418e-08	2.7217142562407933e-07	7.510120816395678e-08	0.0	0.0
81.18811881188118	0.0	2.830904150242811e-08	4.795721466893468e-08	1.3233034328703966e-08	2.722021456478394e-07	7.510969472026727e-08	0.0	0.0
82.17821782178218	0.0	2.8272300545666403e-08	4.792842511383024e-08	1.3225082601187065e-08	2.7223093472743374e-07	7.511764631659668e-08	0.0	0.0
83.16831683168317	0.0	2.8251002429559405e-08	4.791174091128929e-08	1.322046836176191e-08	2.722476184545355e-07	7.512226042485492e-08	0.0	0.0
84.15841584158416	0.0	2.825490145003012e-08	4.791480672107626e-08	1.3221301246519646e-08	2.7224455216938854e-07	7.512142740895916e-08	0.0	0.0
85.14851485148515	0.0	2.829487558194871e-08	4.79461476648771e-08	1.3229934108516874e-08	2.7221321075028577e-07	7.511279441585806e-08	0.0	0.0
86.13861386138613	0.0	2.8353098385896283e-08	4.799179050171843e-08	1.3242513749077273e-08	2.7216756743798416e-07	7.510021464418798e-08	0.0	0.0
87.12871287128712	0.0	2.839990014587063e-08	4.802847919244644e-08	1.32526264910586e-08	2.721308782713289e-07	7.509010177103099e-08	0.0	0.0
88.11881188118812	0.0	2.8454365568233252e-08	4.8071170674429605e-08	1.3264400103241073e-08	2.720881863129206e-07	7.507832802761665e-08	0.0	0.0
89.10891089108911	0.0	2.8512227130883925e-08	4.8116518503649316e-08	1.3276913507239833e-08	2.720428380065844e-07	7.506581449230237e-08	0.0	0.0
90.0990099009901	0.0	2.8568152882648198e-08	4.816034177376321e-08	1.3289015657882133e-08	2.7199901425844275e-07	7.505371221022924e-08	0.0	0.0
91.08910891089108	0.0	2.860631952163924e-08	4.819024771462194e-08	1.3297276026205745e-08	2.719691078401512e-07	7.504545171053592e-08	0.0	0.0
92.07920792079207	0.0	2.8620737502720044e-08	4.8201537889826936e-08	1.3300403502564549e-08	2.719578171875619e-07	7.50423241027955e-08	0.0	0.0
93.06930693069307	0.0	2.8600714681381044e-08	4.818583221002619e-08	1.3296086032072892e-08	2.719735223901306e-07	7.504664144189832e-08	0.0	0.0
94.05940594059406	0.0	2.8533908335596353e-08	4.813345741045048e-08	1.3281654157904626e-08	2.7202589671281245e-07	7.506107318468432e-08	0.0	0.0
95.04950495049505	0.0	2.844628312812477e-08	4.8064765906367395e-08	1.3262720127258856e-08	2.720945877403038e-07	7.508000708397001e-08	0.0	0.0
96.03960396039604	0.0	2.838768317858366e-08	4.801882712742585e-08	1.3250058629374767e-08	2.7214052604278904e-07	7.509266845053395e-08	0.0	0.0
97.02970297029702	0.0	2.833386744419786e-08	4.79766424705692e-08	1.3238427225306006e-08	2.7218271022364733e-07	7.510429972334408e-08	0.0	0.0
98.01980198019803	0.0	2.829555551198348e-08	4.794661581328247e-08	1.3230141624699392e-08	2.7221273640551517e-07	7.511258519277718e-08	0.0	0.0
99.00990099009901	0.0	2.8285376194442556e-08	4.793864769519308e-08	1.3227930100542886e-08	2.722207040488951e-07	7.511479658587128e-08	0.0	0.0
100.0	0.0	2.8273198453024605e-08	4.7929111524558026e-08	1.3225288204302822e-08	2.7223023974436796e-07	7.511743835098916e-08	0.0	0.0
