time	M	Tc	N	Tr
0.0	4.0	464.0	227.0	42.0
0.9900990099009901	4.007809570308134	469.6716181893523	228.31974568988267	42.35505229749889
1.9801980198019802	4.015525041592252	475.15926837578195	229.61895357402534	42.68255973717994
2.9702970297029703	4.023146367350182	480.463329185193	230.89710037366856	42.98431506278529
3.9603960396039604	4.030673738002685	485.58472675385934	232.15371684441212	43.26206487836838
4.9504950495049505	4.038107560013008	490.5248935552891	233.3883868990228	43.517496917367616
5.9405940594059405	4.045448435456649	495.2857266816232	234.60074654766345	43.752230473327046
6.930693069306931	4.052697142005377	499.8695456273688	235.79048265269768	43.96780948822185
7.920792079207921	4.0598546139800495	504.2790510005359	236.95733154589098	44.165698082646934
8.910891089108912	4.066921923940401	508.51728321636574	238.10107748764574	44.347277933405564
9.900990099009901	4.073900265455767	512.5875826539707	239.2215510174052	44.513847382908715
10.89108910891089	4.080790936871426	516.4935511140366	240.31862720735228	44.66662181450771
11.881188118811881	4.087595326091536	520.23901475304	241.3922238281896	44.80673509492976
12.871287128712872	4.094314896477327	523.8279888911818	242.4422994525523	44.935241841857334
13.861386138613861	4.100951173797764	527.2646447253092	243.46885150796473	45.053120301103924
14.85148514851485	4.107505734235852	530.5532780963497	244.47191429477417	45.161275673567715
15.841584158415841	4.113980193416529	533.6982803767055	245.45155698311825	45.260543742544826
16.831683168316832	4.1203761964154	536.7041115050866	246.407881601029	45.351694685401554
17.821782178217823	4.126695408707518	539.5752751832971	247.34102102557216	45.43543697377519
18.81188118811881	4.132939508005893	542.3162962070098	248.25113698732972	45.51242128495221
19.801980198019802	4.139110176939773	544.9316998904562	249.13841809769758	45.58324436488634
20.792079207920793	4.145209096520047	547.4259935248647	250.0030779074787	45.64845279646311
21.78217821782178	4.1512379403392625	549.803649792299	250.84535300413833	45.70854663854163
22.77227722772277	4.157198369453976	552.0690920484932	251.66550115425375	45.76398291110288
23.762376237623762	4.163092027898249	554.2266813776438	252.46379949674034	45.81517890967999
24.752475247524753	4.168920538778644	556.2807053165764	253.24054279160092	45.86251533876112
25.742574257425744	4.174685500902965	558.2353681417849	253.99604172814773	45.90633925898162
26.73267326732673	4.18038848589717	560.0947826107991	254.73062129589908	45.94696684699077
27.722772277227723	4.186031035767223	561.8629630492221	255.4446192206636	45.984685970027485
28.712871287128714	4.191614660865073	563.5438196758976	256.13838446769	46.019758579622106
29.7029702970297	4.197140838220497	565.1411540610383	256.81227581317626	46.05242293060436
30.693069306930692	4.20261101020299	566.6586556154219	257.46666048490533	46.082895632846515
31.683168316831683	4.208026583480415	568.099899012776	258.1019128722946	46.11137354400926
32.67326732673267	4.213388928243493	569.4683424520472	258.71841330571823	46.13803551206613
33.663366336633665	4.218699377667588	570.7673266712146	259.3165469045825	46.16304397663098
34.65346534653465	4.223959227585481	572.0000746295372	259.896702493295	46.18654643815886
35.64356435643565	4.229169736346937	573.1696917804936	260.4592715839773	46.20867680398163
36.633663366336634	4.2343321248431645	574.279166863791	261.00464742462617	46.22955661974268
37.62376237623762	4.239447576678133	575.331373156943	261.5332241123291	46.24929619280914
38.613861386138616	4.24451723845563	576.3290700846164	262.0453957633608	46.267995625705545
39.603960396039604	4.249542220184861	577.2749051879395	262.54155574712416	46.285745752632764
40.59405940594059	4.2545235957865435	578.1714163956467	263.02209598146896	46.30262898760939
41.584158415841586	4.259462403667559	579.0210344985757	263.4874062785434	46.31872010491394
42.57425742574257	4.264359647363828	579.8260858152687	263.93787374439864	46.334086949221636
43.56435643564356	4.2692162962446085	580.5887950234966	264.3738822314407	46.34879107859757
44.554455445544555	4.274033286262551	581.3112881111832	264.7958118386669	46.36288835018676
45.54455445544554	4.278811520741737	581.9955954179089	265.20403845998584	46.376429450985555
