time	Ctelo	Utelo	Cdc13	Rad17Utelo	Rad17	Rad24	RPA	Mec1	ssDNA	RPAssDNA	RPAssDNA1	RPAssDNA2	Mec1RPAssDNA	ExoXI	ExoXA	Exo1I	Exo1A	Rad9I	Rad9A	Rad53I	Rad53A	Chk1I	Chk1A	Dun1I	Dun1A	ATP	ADP	Rad9Kin	recovery	G1	S	G2	M	G1cyclin	Scyclin	G2cyclin	Mcyclin	G1CdkI	G1CdkA	SCdkI	SCdkA	G2CdkI	G2CdkA	MCdkI	MCdkA	G1Soff	G1Son	SG2off	SG2on	G2Moff	G2Mon	MG1off	MG1on	budscar	sink
41.0	63.83661079919739	0.16336258879005977	300.1633892008029	2.6612121104060677e-05	69.99997338787897	70.0	3999.9599651140625	3999.995866993809	0.00033002685606776965	2.1767558143216514e-05	0.02529763010984977	0.010582482079463999	0.004133006189718843	69.99998138534167	1.861465833522672e-05	159.21057890292082	510.7894210970791	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999724287292	1000.0002757127091	0.0	1.0	1.0	0.0	0.0	0.0	6.401238331344331	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
42.0	63.83656310864443	0.16341026376409976	300.16343689135584	2.6627700022116778e-05	69.99997337230006	70.0	3999.95864606674	3999.9955109860925	0.000329494889164187	2.2732063945222085e-05	0.025774545343401255	0.011067641945964624	0.004489013906172091	69.99998137250853	1.862749148431447e-05	153.72691085262318	516.2730891473767	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999716281329	1000.0002837186707	0.0	1.0	1.0	0.0	0.0	0.0	6.553465490783795	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
43.0	63.83652208530529	0.16345127369852938	300.163477914695	2.6641104723177346e-05	69.99997335889536	70.0	3999.9573292378436	3999.9951396176293	0.00032891917627826623	2.3687498709408214e-05	0.026235225003918273	0.011551467284214238	0.004860382369534687	69.99998136146573	1.863853428415299e-05	148.43211602541925	521.5678839745806	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999708273199	1000.0002917268008	0.0	1.0	1.0	0.0	0.0	0.0	6.705510087191659	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
44.0	63.83648679712578	0.16348655034456006	300.1635132028745	2.665263820965682e-05	69.99997334736187	70.0	3999.956014790084	3999.9947530408253	0.00032830621108871606	2.4632926510198428e-05	0.026680190207808558	0.012033427608123088	0.005246959173485436	69.99998135196394	1.864803606977679e-05	143.31968908719935	526.6803109128006	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999700263203	1000.0002997367964	0.0	1.0	1.0	0.0	0.0	0.0	6.857372339512166	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
45.0	63.83645644234801	0.16351689519917098	300.1635435576523	2.666256136089185e-05	69.99997333743873	70.0	3999.954702858118	3999.99435142451	0.0003276626785779061	2.5567271117685554e-05	0.02710996023976554	0.012513038882870317	0.005648575488177444	69.99998134378846	1.865621155848084e-05	138.3833487661767	531.6166512338232	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999692251602	1000.0003077483965	0.0	1.0	1.0	0.0	0.0	0.0	7.009052466426987	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
46.0	63.83643033127004	0.1635429977397432	300.16356966873025	2.6671098760272142e-05	69.99997332890132	70.0	3999.9533935556624	3999.993934949085	0.0003269922870254333	2.6490202906315677e-05	0.027525043185691166	0.012989860035449621	0.006065050913474708	69.99998133675439	1.866324562570015e-05	133.61703013536962	536.3829698646302	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.99968423862	1000.0003157613771	0.0	1.0	1.0	0.0	0.0	0.0	7.160550686355531	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
47.0	63.83640787059448	0.16356545107032675	300.16359212940586	2.6678443734936705e-05	69.99997332155637	70.0	3999.9520869768876	3999.9935038069875	0.00032630131362391165	2.7400582958401738e-05	0.027925938794345146	0.013463490723865741	0.0064961930111681245	69.99998133070258	1.8669297440455946e-05	129.0148771611011	540.9851228388987	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999676224452	1000.000323775545	0.0	1.0	1.0	0.0	0.0	0.0	7.311867217455261	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
48.0	63.836388549975325	0.1635847653705195	300.163611450025	2.668476269617481e-05	69.99997331523741	70.0	3999.9507832024115	3999.9930581967196	0.00032559101214057107	2.8298631860440806e-05	0.02831312900327601	0.01393356667442908	0.006941803278925773	69.999981325496	1.8674504030120105e-05	124.57123550824083	545.428764491759	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999668209262	1000.0003317907342	0.0	1.0	1.0	0.0	0.0	0.0	7.463002277622007	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
49.0	63.836371930443086	0.16360137946658496	300.1636280695572	2.6690198866287994e-05	69.99997330980123	70.0	3999.9494822929278	3999.992598329976	0.0003248694611279485	2.9182644055405256e-05	0.02868709393148205	0.01439976047388135	0.007401670022708681	69.99998132101668	1.867898334222793e-05	120.28064559535298	549.7193544046469	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999660193196	1000.000339806802	0.0	1.0	1.0	0.0	0.0	0.0	7.613956084490283	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
50.0	63.836357634383326	0.16361567084970882	300.16364236561697	2.6694875504509146e-05	69.9999733051246	70.0	3999.9481843018375	3999.992124418394	0.0003241336096669763	3.0053905801448383e-05	0.02904828851674493	0.014861774134795067	0.007875581604846015	69.99998131716313	1.868283689473747e-05	116.13783588240976	553.8621641175902	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999652176373	1000.0003478236256	0.0	1.0	1.0	0.0	0.0	0.0	7.764728855433597	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
51.0	63.83634533669533	0.16362796451444223	300.1636546633049	2.6698898759833942e-05	69.99997330110135	70.0	3999.9468892723316	3999.9916366805746	0.00032339106810234854	3.091025576026447e-05	0.029397158275679337	0.01531933971318703	0.008363319424188631	69.99998131384791	1.8686152120075814e-05	112.13771634835828	557.8622836516415	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.9996441589	1000.000355841099	0.0	1.0	1.0	0.0	0.0	0.0	7.915320807564766	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
52.0	63.8363347582236	0.1636385395251255	300.16366524177664	2.6702359815745327e-05	69.9999732976403	70.0	3999.9455972152	3999.9911353567263	0.0003226436492654936	3.175327597790614e-05	0.02973416115692148	0.015772227094596247	0.008864643272615953	69.9999813109959	1.868900412914195e-05	108.2753723680871	561.7246276319128	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999636140865	1000.0003638591318	0.0	1.0	1.0	0.0	0.0	0.0	8.065732157736225	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
53.0	63.83632565871137	0.1636476360600039	300.163674341289	2.6705337174462615e-05	69.99997329466292	70.0	3999.9443081638633	3999.9906206631895	0.00032188861613521017	3.258174767212195e-05	0.030059699082643148	0.01622021849686086	0.009379336809596182	69.99998130854244	1.8691457591261775e-05	104.54605857543478	565.4539414245652	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999628122352	1000.0003718776454	0.0	1.0	1.0	0.0	0.0	0.0	8.215963122540344	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
54.0	63.83631783135106	0.16365546085905935	300.16368216864925	2.670789842335866e-05	69.99997329210169	70.0	3999.943022127075	3999.9900928394295	0.0003211397683511899	3.339400251630501e-05	0.030374190256877584	0.016663128096236386	0.009907160569609804	69.99998130643185	1.8693568187045884e-05	100.94519302277511	569.054806977225	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999620103425	1000.000379896573	0.0	1.0	1.0	0.0	0.0	0.0	8.366013918309738	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
55.0	63.83631109830977	0.1636621916970738	300.1636889016906	2.6710101694233726e-05	69.99997328989839	70.0	3999.9417390990116	3999.9895521229514	0.0003203824702777565	3.419318592596136e-05	0.030678035524496126	0.01710079523124469	0.010447877047250639	69.99998130461624	1.869538380958331e-05	97.46835158905697	572.5316484109431	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999612084139	1000.0003879158564	0.0	1.0	1.0	0.0	0.0	0.0	8.515884761117581	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
56.0	63.83630530658871	0.16366798152280432	300.1636946934116	2.6711997009774153e-05	69.99997328800309	70.0	3999.9404590960676	3999.9889987410247	0.00031962939364034437	3.497725292315454e-05	0.03097159991657501	0.017533067789683044	0.011001258973917767	69.99998130305438	1.8696945672743982e-05	94.11126252744695	575.8887374725532	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999604064551	1000.000395935446	0.0	1.0	1.0	0.0	0.0	0.0	8.66557586677791	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
57.0	63.836300324587825	0.1636729618932993	300.1636996754125	2.6713627403517482e-05	69.9999732863727	70.0	3999.9391820958535	3999.9884329408646	0.00031887758987524556	3.574661387488011e-05	0.031255270224454325	0.017959828175757992	0.011567059133156983	69.99998130171082	1.869828923324925e-05	90.86980122383181	579.1301987761682	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999596044698	1000.0004039552991	0.0	1.0	1.0	0.0	0.0	0.0	8.815087450845947	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
58.0	63.83629603910241	0.16367724597622152	300.1637039608978	2.6715029898734263e-05	69.99997328497021	70.0	3999.9379081057236	3999.987854946482	0.00031813075018605425	3.650026624617557e-05	0.03152938047120754	0.018380960024274997	0.01214505351606079	69.99998130055505	1.8699444996671312e-05	87.73998512710462	582.2600148728953	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999588024617	1000.0004119753787	0.0	1.0	1.0	0.0	0.0	0.0	8.964419728618395	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
59.0	63.836292352755315	0.16368093111687015	300.16370764724496	2.6716236346170865e-05	69.99997328376375	70.0	3999.9366370984	3999.9872650027214	0.00031738416293085255	3.723985515950028e-05	0.031794286550200695	0.01879637791886872	0.012734997276958237	69.99998129956083	1.870043920732039e-05	84.71796885677469	585.2820311432253	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999580004342	1000.0004199956531	0.0	1.0	1.0	0.0	0.0	0.0	9.113572915133764	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
60.0	63.83628918178326	0.16368410105114306	300.16371081821706	2.671727414648689e-05	69.99997328272595	70.0	3999.9353690548073	3999.9866633495067	0.00031664573021155214	3.796463290387084e-05	0.032050323165636184	0.019206006904074518	0.013336650491338142	69.9999812987056	1.8701294443231796e-05	81.80003947822478	588.1999605217751	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.9995719839	1000.000428016095	0.0	1.0	1.0	0.0	0.0	0.0	9.262547225172666	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
61.0	63.83628645413349	0.16368682780818108	300.1637135458669	2.6718166871661445e-05	69.9999732818332	70.0	3999.934103959614	3999.9860502153088	0.0003159101859794473	3.867579681159855e-05	0.03229779864843485	0.019609781252809162	0.013949784689110525	69.99998129796992	1.8702030127992323e-05	78.98261194093783	591.0173880590621	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999563963314	1000.0004360366811	0.0	1.0	1.0	0.0	0.0	0.0	9.411342873258134	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
62.0	63.83628410782671	0.16368917334701844	300.1637158921737	2.671893479971698e-05	69.99997328106528	70.0	3999.932841786971	3999.9854258359924	0.0003151849630937656	3.937046271150832e-05	0.03253702524675387	0.020007653314824177	0.014574164005345516	69.99998129733707	1.8702662971203186e-05	76.26222467377768	593.7377753262223	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999555942606	1000.0004440573915	0.0	1.0	1.0	0.0	0.0	0.0	9.559960073655924	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
63.0	63.83628208954874	0.16369119096440285	300.16371791045157	2.671959537481906e-05	69.99997328040469	70.0	3999.9315825093863	3999.9847904442345	0.0003144651138489031	4.005153245867626e-05	0.03276829747957588	0.02039958583846821	0.015209555762940759	69.9999812967927	1.870320734749854e-05	73.63553533204049	596.3644646679594	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.99954792179	1000.0004520782086	0.0	1.0	1.0	0.0	0.0	0.0	9.708399040374834	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
64.0	63.83628035343904	0.16369292650586492	300.1637196465612	2.6720163603178986e-05	69.99997327983644	70.0	3999.930326099304	3999.984144269137	0.00031375274322642646	4.07179753137362e-05	0.032991899776104255	0.020785552084088443	0.015855730860151955	69.9999812963244	1.870367562269844e-05	71.09931669093531	598.9006833090646	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999539900882	1000.0004600991172	0.0	1.0	1.0	0.0	0.0	0.0	9.856659987166998	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
65.0	63.836278860048665	0.16369441940743548	300.1637211399515	2.6720652393671822e-05	69.99997327934763	70.0	3999.9290725264727	3999.9834875386578	0.00031304637528760886	4.137109806606077e-05	0.03320810559523564	0.021165535493958165	0.016512461338985457	69.99998129592159	1.8704078434430743e-05	68.6504526805323	601.3495473194678	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999531879896	1000.0004681201049	0.0	1.0	1.0	0.0	0.0	0.0	10.004743127528204	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
66.0	63.836277575443816	0.16369570359183494	300.1637224245564	2.672107285092718e-05	69.99997327892719	70.0	3999.9278217608958	3999.98282047677	0.0003123486400841884	4.200979109723758e-05	0.03341717793685592	0.021539528148559285	0.01717952322676364	69.9999812955751	1.870442493360738e-05	66.2859345567135	603.7140654432865	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999523858842	1000.0004761411604	0.0	1.0	1.0	0.0	0.0	0.0	10.152648674698208	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
67.0	63.836276470433056	0.16369680824091565	300.16372352956716	2.6721434527992168e-05	69.99997327856553	70.0	3999.926573769709	3999.982143306433	0.0003116597874888765	4.26346682161949e-05	0.03361937085495921	0.021907531202839885	0.017856693563897342	69.99998129527702	1.8704722992599673e-05	64.00285719434298	605.9971428056568	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999515837728	1000.0004841622745	0.0	1.0	1.0	0.0	0.0	0.0	10.300376841661011	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
68.0	63.836275519900745	0.16369775846210763	300.16372448009946	2.672174564435499e-05	69.9999732782544	70.0	3999.9253285189707	3999.9814562467814	0.00031097897819481747	4.324594217156698e-05	0.03381492843554962	0.022269553434731353	0.018543753215723494	69.99998129502062	1.8704979384879168e-05	61.79841549244761	608.2015845075523	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999507816565	1000.0004921834387	0.0	1.0	1.0	0.0	0.0	0.0	10.447927841145212	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
69.0	63.836274702487906	0.16369857560740717	300.16372529751226	2.6722013190274457e-05	69.99997327798685	70.0	3999.924085974052	3999.980759514279	0.00031030688750664786	4.384376708959367e-05	0.03400408519417839	0.022625611267625273	0.019240485718301104	69.99998129480014	1.8705199870975495e-05	59.669908957793865	610.330091042206	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999499795358	1000.0005002046463	0.0	1.0	1.0	0.0	0.0	0.0	10.595301885602069	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
70.0	63.836273999677175	0.16369927818810304	300.163726000323	2.6722243226143635e-05	69.99997327775682	70.0	3999.9228460998056	3999.9800533220705	0.0003096436760186235	4.4428400331069444e-05	0.034187066842343586	0.022975727023885395	0.019946677927069677	69.99998129461055	1.8705389445157995e-05	57.61472581867579	612.3852741813241	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999491774113	1000.0005082258913	0.0	1.0	1.0	0.0	0.0	0.0	10.742499187239511	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
71.0	63.83627339583993	0.1636998818277097	300.1637266041602	2.672244086703612e-05	69.99997327755919	70.0	3999.921608860417	3999.9793378794484	0.0003089894990320257	4.500000071254782e-05	0.03436408930031506	0.0233199297317159	0.020662120549054763	69.99998129444768	1.8705552322692666e-05	55.63035815137018	614.3696418486298	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999483752836	1000.0005162471683	0.0	1.0	1.0	0.0	0.0	0.0	10.889519957968398	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
72.0	63.83627287654152	0.1637004009561457	300.1637271234586	2.672261083728997e-05	69.99997327738922	70.0	3999.9203742198197	3999.978613393936	0.000308344423934185	4.5558779769362856e-05	0.034535364082513176	0.02365825125540601	0.021386606061538443	69.9999812943076	1.870569239685293e-05	53.71434451845941	616.2856554815406	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.99947573153	1000.0005242684729	0.0	1.0	1.0	0.0	0.0	0.0	11.0363644095634	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
73.0	63.83627243087712	0.16370084647467215	300.16372756912307	2.672275670607456e-05	69.99997327724334	70.0	3999.919142141292	3999.9778800670188	0.0003077085267490931	4.610496695396171e-05	0.0347010885660198	0.023990732195371924	0.022119932978897878	69.99998129418738	1.8705812608970193e-05	51.86437409401152	618.1356259059885	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999467710204	1000.0005322898013	0.0	1.0	1.0	0.0	0.0	0.0	11.18303275334512	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
74.0	63.83627204671449	0.16370123051156893	300.1637279532857	2.6722882444230097e-05	69.9999732771176	70.0	3999.9179125883275	3999.9771381018118	0.0003070818814972729	4.6638765621007574e-05	0.03486146434015496	0.024317410380042172	0.02286189818630991	69.99998129408377	1.870591623137874e-05	50.07809209678153	619.9219079032184	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999459688855	1000.0005403111497	0.0	1.0	1.0	0.0	0.0	0.0	11.329525200758694	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
75.0	63.83627171638098	0.16370156073696213	300.1637282836192	2.6722990563117543e-05	69.99997327700947	70.0	3999.916685523722	3999.976387692871	0.0003064645138204027	4.7160401938569365e-05	0.03501667372500402	0.024638335023591258	0.023612307126847518	69.99998129399467	1.8706005333692808e-05	48.353348498904374	621.6466515010956	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.99945166749	1000.0005483325158	0.0	1.0	1.0	0.0	0.0	0.0	11.475841962617261	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
76.0	63.83627143195704	0.16370184506780866	300.16372856804315	2.672308365486683e-05	69.99997327691639	70.0	3999.9154609104094	3999.9756290336654	0.00030585644758662767	4.76700940884246e-05	0.035166897832312194	0.024953555331197485	0.02437096633232684	69.99998129391793	1.8706082052079852e-05	46.68800781208726	623.3119921879127	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.99944364611	1000.0005563538966	0.0	1.0	1.0	0.0	0.0	0.0	11.621983249662449	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
77.0	63.836271186844144	0.16370209010047893	300.163728813156	2.6723163879269684e-05	69.99997327683617	70.0	3999.914238711169	3999.974862314427	0.00030525768944692725	4.816806390673785e-05	0.03531231106323342	0.02526312413247817	0.02513768557080357	69.9999812938518	1.8706148166425865e-05	45.080006553697224	624.9199934463028	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999435624715	1000.0005643752903	0.0	1.0	1.0	0.0	0.0	0.0	11.767949272400754	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
78.0	63.836270976747244	0.16370230012861492	300.1637290232529	2.672323264218177e-05	69.9999732767674	70.0	3999.913018888845	3999.974087716081	0.000304668203977774	4.8654535252708094e-05	0.03545307095452039	0.025567101748427894	0.025912283916558546	69.99998129379514	1.8706204835302176e-05	43.52746487176325	626.4725351282367	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.99942760331	1000.0005723966954	0.0	1.0	1.0	0.0	0.0	0.0	11.913740240678706	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
79.0	63.83627079563923	0.16370248117735656	300.16372920436095	2.6723291916361358e-05	69.99997327670813	70.0	3999.9118014062783	3999.9733054260805	0.00030408798581669545	4.912973034567567e-05	0.035589347066058666	0.025865543007715704	0.026694573917026107	69.99998129374629	1.87062536844603e-05	42.02837221132584	627.9716277886741	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999419581896	1000.00058041811	0.0	1.0	1.0	0.0	0.0	0.0	12.059356364806952	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
80.0	63.83627063953355	0.16370263723194242	300.1637293604667	2.672334300667866e-05	69.99997327665703	70.0	3999.9105862265374	3999.9725156221834	0.00030351699848587106	4.959387194190499e-05	0.03572129224944109	0.02615850952650057	0.02748437781427929	69.99998129370418	1.8706295789248038e-05	40.58090127220312	629.4190987277968	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999411560473	1000.0005884395325	0.0	1.0	1.0	0.0	0.0	0.0	12.204797854410245	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
81.0	63.83627050533801	0.1637027713835707	300.1637294946622	2.6723386925282187e-05	69.99997327661312	70.0	3999.9093733128193	3999.971718477611	0.00030295519220317334	5.004718285604121e-05	0.035849051662459844	0.02644606594838312	0.028281522386531272	69.99998129366799	1.8706331983782096e-05	39.18330931795279	630.8166906820471	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999403539043	1000.0005964609624	0.0	1.0	1.0	0.0	0.0	0.0	12.350064918792855	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
82.0	63.836270389225355	0.16370288745822315	300.1637296107749	2.672342492490051e-05	69.9999732765751	70.0	3999.90816262821	3999.9709141693697	0.0003024025277080859	5.048988570136179e-05	0.03597277687303057	0.02672827440288115	0.029085830627854806	69.99998129363667	1.8706363300440743e-05	37.83378315851806	632.166216841482	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999395517607	1000.000604482398	0.0	1.0	1.0	0.0	0.0	0.0	12.495157767525786	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
