time	sucr	EtrioseP	Ephe	N	starch	Enitrate	trioseP	Estarch	Next	ECO2
0.0	0.748	2.825	9.751e-07	4.998	6.041	18.742	0.0	5.95	20.0	1.0
0.9900990099009901	1.4088428884581352	2.368571008678396	4.811709613399651	4.997918414146256	7.699089614887806	18.742207956640108	0.46029319546768954	1.1881051429815406	20.0	1.0
1.9801980198019802	1.0638849140073183	2.2001435460817613	6.636442137641828	4.997972756725269	12.223260877850482	18.742411378568264	0.4805755962424399	0.001167394388364202	20.0	1.0
2.9702970297029703	1.0457059733187812	2.1477791509225694	7.30631182525565	4.998025680847886	17.01160251919763	18.742609490571112	0.48674608089366234	0.0014908566620118362	20.0	1.0
3.9603960396039604	1.035636176013796	2.1077253698688323	7.853687401234823	4.998077223491338	21.852405838943728	18.742802431253367	0.49154635424770887	0.0017604962645293453	20.0	1.0
4.9504950495049505	1.0277739951001303	2.0765001841525472	8.313215889917958	4.998127420716383	26.734202336027852	18.742990335602073	0.49535559241178706	0.0020499766726128155	20.0	1.0
5.9405940594059405	1.0216692108727032	2.0521577839548586	8.704258582495548	4.998176307642507	31.647837072750985	18.743173335080723	0.4983667639125058	0.002350065992710863	20.0	1.0
6.930693069306931	1.016966708449116	2.0331385143262635	9.04233443253518	4.99822391847246	36.585939464333336	18.743351557721223	0.5007449697430288	0.00264882537447333	20.0	1.0
7.920792079207921	1.0133658962733563	2.01820723169701	9.339733425846687	4.998270286516199	41.542674802748664	18.743525128213445	0.5026276008635236	0.0029345970818140076	20.0	1.0
8.910891089108912	1.0106187191928468	2.0064001408843124	9.606045565706745	4.99831544421419	46.51349387728491	18.743694167992476	0.5041258543956646	0.0031979388523874466	20.0	1.0
9.900990099009901	1.0085254663012022	1.9969746910614934	9.848659420264244	4.998359423160111	51.494895068037515	18.74385879532361	0.5053277542360943	0.0034327814228942237	20.0	1.0
10.89108910891089	1.006928980023305	1.98936447478076	10.073210888243315	4.998402254122943	56.48420961234929	18.744019125385034	0.5063018145056905	0.0036365650430441126	20.0	1.0
11.881188118811881	1.005707996365055	1.9831403515864872	10.283970028461322	4.998443967068502	61.47941663524112	18.744175270348443	0.5071007391599643	0.0038096118267797047	20.0	1.0
12.871287128712872	0.9940548181016314	2.07368150720782	9.53188246158947	4.998484591180415	58.6808755218986	18.74432733945751	1.0603960097738388e-08	0.7526214903971538	20.0	1.0
13.861386138613861	0.9694243864731082	2.1078278886394983	9.340939226112175	4.998524154880521	53.90604582949014	18.74447543910433	1.673526535188681e-17	0.8971381985438175	20.0	1.0
14.85148514851485	0.9701139058976617	2.1369790744555472	9.199698770738644	4.998562685848767	49.081332834076655	18.744619672903834	2.2980438199017093e-26	0.991600334437668	20.0	1.0
15.841584158415841	0.9683259545778342	2.167273352311953	9.047083237716972	4.998600211042564	44.265377031497096	18.744760141766285	2.810376353072777e-35	1.0973995772980856	20.0	1.0
16.831683168316832	0.9654985712363124	2.1999529781379947	8.870731787212517	4.998636756715661	39.463053162812706	18.7448969439679	3.0734362325320126e-41	1.22695845197667	20.0	1.0
17.821782178217823	0.9615205324603199	2.235971853986898	8.661152782137197	4.998672348436503	34.67936447501709	18.74503017521958	-1.3389256421735354e-44	1.3898163366796927	20.0	1.0
18.81188118811881	0.9557697464981596	2.2767382806210166	8.404333167639095	4.998707011106117	29.922144249805083	18.74515992873389	1.728864888618527e-46	1.6000568190917175	20.0	1.0
19.801980198019802	0.9471021109626395	2.3245172968086343	8.077735068053268	4.998740768975544	25.204106024611843	18.745286295290256	7.07698424860793e-49	1.8803311487376515	20.0	1.0
20.792079207920793	0.9333797586191263	2.383141770442189	7.643220209003897	4.998773645662797	20.54691585979383	18.7454093632985	-3.6247009940479853e-50	2.268969327918548	20.0	1.0
21.78217821782178	0.9104123961513237	2.459452824345354	7.032717241126921	4.998805664169386	15.989529492442456	18.74552921886066	3.809180690042061e-52	2.8343847075839803	20.0	1.0
22.77227722772277	0.8696933181386146	2.5663170887215667	6.1181991817609145	4.998836846896414	11.605664273272847	18.745645945831278	2.5973393769585808e-54	3.705247149528181	20.0	1.0
23.762376237623762	0.7941754542068964	2.7288252142191576	4.650006453156912	4.998867215660248	7.539154685005778	18.745759625876016	-8.420399239254353e-56	5.132469339411831	20.0	1.0
