time	bi	ci	ni	bl	bb	cb	nb	cl
0.0	15.0	60.0	14.0	3.2	22.0	130.0	140.0	12.8
0.9900990099009901	14.997343244927668	59.99443856113651	13.51110182536519	3.197862464816879	22.0	130.0	140.0	12.802137535183121
1.9801980198019802	14.996875622473652	59.98960941793615	13.283565680862251	3.19656303501628	22.0	130.0	140.0	12.803436964983721
2.9702970297029703	14.996590312052437	59.985274551190635	13.174746909412068	3.195809316601113	22.0	130.0	140.0	12.804190683398886
3.9603960396039604	14.996412596383799	59.98125567466044	13.122013892300513	3.1953963304664192	22.0	130.0	140.0	12.80460366953358
4.9504950495049505	14.996301911646249	59.977437708313225	13.096279858608355	3.195195435430563	22.0	130.0	140.0	12.804804564569437
5.9405940594059405	14.996232911283071	59.973747296354915	13.083667643062574	3.19512627828697	22.0	130.0	140.0	12.804873721713031
6.930693069306931	14.996189788846873	59.97013804705106	13.077466675464947	3.195138807766145	22.0	130.0	140.0	12.804861192233856
7.920792079207921	14.996162711034193	59.96658078701935	13.074408873154908	3.1952019116327084	22.0	130.0	140.0	12.804798088367292
8.910891089108912	14.9961455715154	59.96305724729066	13.072896162785542	3.1952962804364757	22.0	130.0	140.0	12.804703719563527
9.900990099009901	14.996134583496588	59.95955602331098	13.072144924060401	3.1954099442312662	22.0	130.0	140.0	12.804590055768735
10.89108910891089	14.99612740104034	59.956070012464366	13.07177001276685	3.195535489604748	22.0	130.0	140.0	12.804464510395253
11.881188118811881	14.996122571966529	59.95259479907764	13.071581692560954	3.1956683284002705	22.0	130.0	140.0	12.80433167159973
12.871287128712872	14.99611919790008	59.94912764142718	13.071486252267336	3.1958056226002207	22.0	130.0	140.0	12.80419437739978
13.861386138613861	14.996116723330783	59.94566683855736	13.071437264552669	3.1959456174996625	22.0	130.0	140.0	12.804054382500338
14.85148514851485	14.996114804861628	59.942211335544755	13.071411638234874	3.1960872284958604	22.0	130.0	140.0	12.80391277150414
15.841584158415841	14.996113230290433	59.93876047810386	13.07139784087497	3.1962297854173034	22.0	130.0	140.0	12.803770214582697
16.831683168316832	14.996111868512223	59.9353138601225	13.071390080829245	3.19637287425702	22.0	130.0	140.0	12.803627125742981
17.821782178217823	14.9961106385468	59.93187122913669	13.071385431399655	3.196516239334557	22.0	130.0	140.0	12.803483760665443
18.81188118811881	14.996109490362509	59.928432427677	13.071382400678115	3.1966597227242812	22.0	130.0	140.0	12.803340277275721
19.801980198019802	14.996108393049056	59.92499735702879	13.071380221467678	3.1968032268980964	22.0	130.0	140.0	12.803196773101906
20.792079207920793	14.996107327538219	59.92156595489651	13.071378497420593	3.196946691733513	22.0	130.0	140.0	12.803053308266488
21.78217821782178	14.996106282047965	59.91813818140989	13.071377019639499	3.197090080123582	22.0	130.0	140.0	12.80290991987642
22.77227722772277	14.996105249314681	59.91471401061363	13.071375677796247	3.1972333692344006	22.0	130.0	140.0	12.802766630765602
23.762376237623762	14.996104224825823	59.91129342503058	13.071374411432886	3.1973765449230624	22.0	130.0	140.0	12.802623455076938
24.752475247524753	14.99610320578355	59.90787641246993	13.07137318726637	3.1975195984629776	22.0	130.0	140.0	12.802480401537023
25.742574257425744	14.996102190504033	59.90446296417843	13.071371988348117	3.1976625246478543	22.0	130.0	140.0	12.802337475352147
26.73267326732673	14.996101177950733	59.90105307340101	13.071370805041582	3.197805320315471	22.0	130.0	140.0	12.802194679684531
27.722772277227723	14.996100167514431	59.897646734704594	13.071369632384986	3.19794798365468	22.0	130.0	140.0	12.802052016345321
28.712871287128714	14.996099158691601	59.89424394298575	13.07136846465631	3.1980905131879647	22.0	130.0	140.0	12.801909486812036
29.7029702970297	14.99609815119432	59.89084469380793	13.071367299355131	3.1982329081179985	22.0	130.0	140.0	12.801767091882002
