time	normalized_normal_cell_n	normalized_pre_cancer_cell_g	normalized_cancer_cell_a
0.0	0.99999999	1e-08	0.0
0.9900990099009901	0.9999999900978194	9.950795483788623e-09	9.760115841968716e-17
1.9801980198019802	0.9999999901946642	9.901837754769616e-09	1.9412968149245519e-16
2.9702970297029703	0.9999999902908722	9.853041305268866e-09	2.899572196787143e-16
3.9603960396039604	0.9999999903862385	9.804463922412897e-09	3.8486026417232996e-16
4.9504950495049505	0.9999999904801563	9.756277097830142e-09	4.781755203705221e-16
5.9405940594059405	0.9999999905732657	9.708299965249477e-09	5.706025420798329e-16
6.930693069306931	0.9999999906655668	9.660532524670903e-09	6.621413293002629e-16
7.920792079207921	0.9999999907570596	9.61297477609442e-09	7.527918820318121e-16
8.910891089108912	0.999999990847744	9.565626719520028e-09	8.425542002744803e-16
9.900990099009901	0.9999999909376202	9.518488354947727e-09	9.314282840282677e-16
10.89108910891089	0.999999991026688	9.471559682377518e-09	1.0194141332931738e-15
11.881188118811881	0.9999999911149475	9.424840701809399e-09	1.1065117480691992e-15
12.871287128712872	0.9999999912023988	9.378331413243371e-09	1.1927211283563438e-15
13.861386138613861	0.9999999912890417	9.332031816679434e-09	1.2780422741546073e-15
14.85148514851485	0.9999999913751587	9.285982526436117e-09	1.3628290794966676e-15
15.841584158415841	0.9999999914605577	9.240155928664485e-09	1.4468409303155825e-15
16.831683168316832	0.999999991545177	9.194543142299188e-09	1.5300004411929663e-15
17.821782178217823	0.9999999916290166	9.149144167340224e-09	1.6123076121288187e-15
18.81188118811881	0.9999999917120767	9.103959003787592e-09	1.69376244312314e-15
19.801980198019802	0.999999991794357	9.058987651641294e-09	1.7743649341759297e-15
20.792079207920793	0.9999999918758575	9.01423011090133e-09	1.8541150852871887e-15
21.78217821782178	0.9999999919565784	8.969686381567697e-09	1.933012896456916e-15
22.77227722772277	0.9999999920365197	8.9253564636404e-09	2.0110583676851124e-15
23.762376237623762	0.9999999921156814	8.881240357119434e-09	2.088251498971778e-15
24.752475247524753	0.9999999921940632	8.837338062004804e-09	2.1645922903169118e-15
25.742574257425744	0.9999999922716655	8.793649578296505e-09	2.240080741720515e-15
26.73267326732673	0.999999992348488	8.75017490599454e-09	2.3147168531825864e-15
27.722772277227723	0.9999999924245309	8.706914045098908e-09	2.3885006247031267e-15
28.712871287128714	0.9999999924997941	8.66386699560961e-09	2.4614320562821363e-15
29.7029702970297	0.9999999925742776	8.621033757526644e-09	2.5335111479196143e-15
30.693069306930692	0.9999999926479816	8.578414330850012e-09	2.604737899615561e-15
31.683168316831683	0.9999999927209057	8.536008715579713e-09	2.6751123113699766e-15
32.67326732673267	0.9999999927930502	8.493816911715749e-09	2.744634383182861e-15
33.663366336633665	0.9999999928644151	8.451838919258116e-09	2.8133041150542143e-15
34.65346534653465	0.9999999929350002	8.410074738206817e-09	2.8811215069840367e-15
35.64356435643565	0.9999999930048057	8.368524368561852e-09	2.9480865589723272e-15
36.633663366336634	0.9999999930738315	8.327187810323218e-09	3.0141992710190873e-15
37.62376237623762	0.9999999931439761	8.285790075489002e-09	3.081709359019991e-15
38.613861386138616	0.9999999932161573	8.244198265539209e-09	3.151704084640437e-15
39.603960396039604	0.9999999932877169	8.202797360364249e-09	3.2210338727247014e-15
40.59405940594059	0.9999999933586551	8.161587359964122e-09	3.2896987232727843e-15
41.584158415841586	0.9999999934289717	8.12056826433883e-09	3.357698636284686e-15
42.57425742574257	0.9999999934986668	8.07974007348837e-09	3.4250336117604063e-15
43.56435643564356	0.9999999935677403	8.039102787412743e-09	3.491703649699945e-15
44.554455445544555	0.9999999936361923	7.998656406111949e-09	3.557708750103302e-15
45.54455445544554	0.9999999937040228	7.958400929585989e-09	3.623048912970479e-15
46.53465346534654	0.9999999937712317	7.918336357834862e-09	3.687724138301473e-15
47.524752475247524	0.9999999938378192	7.878462690858569e-09	3.751734426096287e-15
48.51485148514851	0.9999999939037851	7.838779928657107e-09	3.815079776354919e-15
49.504950495049506	0.9999999939691295	7.799288071230481e-09	3.87776018907737e-15
50.495049504950494	0.9999999940338524	7.759987118578687e-09	3.93977566426364e-15
51.48514851485149	0.9999999940979537	7.720877070701727e-09	4.001126201913727e-15
52.475247524752476	0.9999999941614336	7.6819579275996e-09	4.061811802027634e-15
53.46534653465346	0.9999999942242919	7.643229689272304e-09	4.121832464605359e-15
54.45544554455446	0.9999999942865286	7.604692355719844e-09	4.181188189646903e-15
55.445544554455445	0.9999999943481439	7.566345926942216e-09	4.239878977152265e-15
56.43564356435643	0.9999999944091377	7.528190402939422e-09	4.297904827121446e-15
57.42574257425743	0.9999999944695098	7.490225783711461e-09	4.355265739554445e-15
58.415841584158414	0.9999999945292606	7.452452069258333e-09	4.411961714451264e-15
59.4059405940594	0.9999999945883897	7.414869259580038e-09	4.4679927518119004e-15
60.396039603960396	0.9999999946468974	7.377477354676577e-09	4.523358851636357e-15
61.386138613861384	0.9999999947047835	7.340276354547949e-09	4.5780600139246304e-15
