time	c1	h1	c2	h2
0.0	0.3	0.8	0.1	0.1
1.0	1.6005747423649608	0.5059598883334024	0.08938390955315562	0.6018602540460641
2.0	1.1707941696160362	0.40422898571268645	0.11474477819223779	0.7541720404837664
3.0	0.6110422034797184	0.4741605956055955	0.19205234354151635	0.7724821943374701
4.0	0.2625242961782549	0.5982228021873643	0.9737896226219507	0.641764349761439
5.0	0.149079318988701	0.7106243868589018	1.2057848696941427	0.4590223982096884
6.0	0.17365641359368986	0.7558914725672838	0.7549986807367408	0.46523799088578355
7.0	0.5360325697283179	0.7031514742071454	0.3857190039987997	0.557366873404972
8.0	1.2081068384671774	0.5070462057211392	0.19833964655009848	0.6635871075682419
9.0	0.8816739677910762	0.45923411956647053	0.16546342709860237	0.7343211699964209
10.0	0.489067259524128	0.5273943536090492	0.2720880696781895	0.7370498396801889
11.0	0.2523267995731049	0.6281568495730487	1.0440760864445586	0.5913981417661562
12.0	0.17267929710113222	0.7118168614090981	1.044364578363413	0.4658130768139576
13.0	0.21323088479745475	0.7405285686315417	0.6439348659342623	0.49302340062724886
14.0	0.744945856026227	0.6574184892950966	0.3439003778627412	0.5829156304686886
15.0	1.1236636530343533	0.4896319582574971	0.20028057120761075	0.6758714946502373
16.0	0.7692373832147748	0.4755862438399212	0.18480079672450042	0.7313904951056908
17.0	0.42661822105423014	0.551514235940026	0.36985412412915575	0.7153138761449872
18.0	0.2343310522163237	0.6467627961160536	1.1001164881743617	0.5522297225331803
19.0	0.1808531993790988	0.7176472362728051	0.9425841672841437	0.4675964920509653
20.0	0.25895114316336953	0.730671640150999	0.5639716508941123	0.5128777451472178
21.0	0.9302686975712229	0.6120048036434925	0.3070264551723119	0.6038227244784083
22.0	1.0478770941206117	0.4770185697529571	0.19574502014499476	0.6885746041812972
23.0	0.6757899903221991	0.49084658230329803	0.20302203076002218	0.7310424998849846
24.0	0.37242023980998695	0.5737946829193193	0.526170995725861	0.6880695748154664
25.0	0.21664555058378546	0.6647153510784037	1.1123395685158823	0.5195884520676386
26.0	0.1886392717842935	0.7238035873328945	0.8468214561793669	0.4725322477132271
27.0	0.33626069679992415	0.717201366068157	0.4924052638751633	0.533063238257352
28.0	1.0531969812434654	0.5676215176211162	0.273768750186144	0.6244188598885991
29.0	0.9625176880626954	0.4711726208237433	0.19214986266267167	0.7008355663026109
30.0	0.5902440427396987	0.5082293704043128	0.22938339691251586	0.7291488510395548
31.0	0.3246244045003838	0.5961565068842369	0.7332403581922332	0.6506057118113036
32.0	0.2027091575455271	0.6817271880126012	1.0816808290796367	0.4952093213625477
