time	IFNb_mRNA	IFNb_env	STATP2n	SOCS1m	IRF7m	IRF7Pn	IFNa_mRNA	IFNa_env	TNFam	TNFenv	STATm	STAT	w
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
0.9900990099009901	0.0008656918739610236	1.040715264995862e-05	2.610166499876801e-10	5.142469929322534e-08	2.283587263291909e-14	1.815489286079504e-12	1.1087431017910854e-13	5.012125590750287e-16	8.452081541183352e-05	1.3948036015376163e-06	7.162539969341669e-06	0.09692681248631704	0.0
1.9801980198019802	0.0015156217250867582	3.255768074363294e-05	1.269493655693445e-09	6.239792574006115e-08	2.0856604574280952e-13	3.5653556959470443e-11	4.40340723363708e-12	4.204922268919271e-14	0.00014736817984219123	5.021507129048411e-06	1.069707003298513e-05	0.0957847918835039	0.0
2.9702970297029703	0.001945815776548386	6.01508576102313e-05	2.8689668156443744e-09	6.053755409230088e-08	6.518666219200186e-13	1.6770945901628162e-10	3.1792721094760856e-11	4.84590804877775e-13	0.0001919395022995217	1.0245615818037437e-05	1.1923400598484695e-05	0.09550527781529057	0.0
3.9603960396039604	0.0021123388546026925	9.010595277753072e-05	4.873488352393599e-09	5.019281551762294e-08	1.3488042713944578e-12	4.2076162541344814e-10	1.1082392549147873e-10	2.4381932620056663e-12	0.00021582160370245545	1.6463057969107868e-05	1.1194143294121782e-05	0.09530723860457015	0.0
4.9504950495049505	0.0020789721954654872	0.00012046486608222585	7.138771972941603e-09	3.873358392364667e-08	2.2576041744801004e-12	7.676126841179829e-10	2.587173467584709e-10	7.72575142891138e-12	0.0002259050180779767	2.3138452989240798e-05	9.521848148257665e-06	0.09465947362265087	0.0
5.9405940594059405	0.0019663348352269767	0.0001502398612075713	9.486389884522877e-09	3.136418747311328e-08	3.3150919704731e-12	1.2088190053135066e-09	4.829077232795488e-10	1.8500041748393338e-11	0.00023345191758806228	3.0044279381405528e-05	7.977438188781275e-06	0.09346060739271918	0.0
6.930693069306931	0.0018425859242479274	0.0001790988427709894	1.1772002531631301e-08	2.7628321879190038e-08	4.446275997409534e-12	1.7647118939320119e-09	7.928960019022819e-10	3.7149011382755346e-11	0.00024403160054926515	3.720072550959496e-05	6.89390179447251e-06	0.09185662574682357	0.0
7.920792079207921	0.0017319262132713003	0.00020701173928052983	1.3934913459356716e-08	2.5880380141602584e-08	5.58826400385096e-12	2.449994676126298e-09	1.2009587258154292e-09	6.639050445912498e-11	0.000259015512190436	4.4717445539508694e-05	6.215195980736606e-06	0.09002155222419206	0.0
8.910891089108912	0.0016401133405376542	0.0002340652625455438	1.596985322628611e-08	2.5064485218368913e-08	6.702586778557604e-12	3.270095907714844e-09	1.7187114807604095e-09	1.0930348318891437e-10	0.0002782834941244064	5.271537716283784e-05	5.8117570357927035e-06	0.08808399184158218	0.0
9.900990099009901	0.0015664851386334117	0.0002603830892078127	1.7891981176251145e-08	2.46699662316606e-08	7.772002502876345e-12	4.224400634474113e-09	2.3549788214708973e-09	1.69272229992769e-10	0.00030137043041547016	6.130303040096993e-05	5.577963475547114e-06	0.08612481814032082	0.0
10.89108910891089	0.0015084736018975903	0.0002860919190059897	1.9719644307180412e-08	2.446938712331232e-08	8.792400922522038e-12	5.309352577721338e-09	3.115305427629753e-09	2.4989338705719734e-10	0.00032782164566478813	7.057271302883913e-05	5.444055987860705e-06	0.08419091007976261	0.0
11.881188118811881	0.0014632249095547821	0.000311307376905904	2.1468904771821538e-08	2.4362067066184165e-08	9.766162483707951e-12	6.520339919438818e-09	4.0023506494376695e-09	3.54883434813799e-10	0.0003572723696053517	8.060236394561892e-05	5.367653106526502e-06	0.08230785746511059	0.0
12.871287128712872	0.0014281484476133712	0.0003361290236356248	2.3152658308885036e-08	2.4302065889757847e-08	1.0698170334474792e-11	7.852649252245743e-09	5.016578177057283e-09	4.880032759005887e-10	0.0003894431370601872	9.145824626167177e-05	5.3240173154349756e-06	0.08048868435600949	0.0
13.861386138613861	0.0014010657647601033	0.0003606396627710898	2.4781022347586907e-08	2.4267404525392082e-08	1.15937962643349e-11	9.301879296221522e-09	6.156938723207616e-09	6.530035777595145e-10	0.000424115212787946	0.00010319715663671055	5.299000678160242e-06	0.07873923614456704	0.0
14.85148514851485	0.0013802112498222387	0.00038490660913493706	2.6361908271501937e-08	2.424700479376249e-08	1.2458024653303675e-11	1.0864078632147527e-08	7.4214302380537606e-09	8.535886511450248e-10	0.00046110602221356706	0.00011586792880333406	5.284591066550285e-06	0.07706134326504945	0.0
15.841584158415841	0.0013641825512633358	0.00040898372523851044	2.7901516121844884e-08	2.4234987089829268e-08	1.3295149296939986e-11	1.2535755541471225e-08	8.807513931860558e-09	1.093394758197635e-09	0.0005002498406368474	0.00012951234226141325	5.2762652378831544e-06	0.07545463255582859	0.0
16.831683168316832	0.0013518792307540917	0.0004329136207754831	2.9404723319969616e-08	2.4228081700811625e-08	1.4108732943011675e-11	1.4313835115476998e-08	1.031240279503531e-08	1.3759787781868596e-09	0.000541384256991357	0.00014416561422713123	5.2714652179336046e-06	0.07391754930767368	0.0
17.821782178217823	0.001342444384201878	0.0004567297218328276	3.087538546863115e-08	2.4224394051311786e-08	1.4901674116502875e-11	1.619559980646159e-08	1.1933250067867442e-08	1.7048138653296856e-09	0.000584341595828033	0.00015985663724580465	5.268736596969024e-06	0.07244792906893908	0.0
18.81188118811881	0.001335214136706325	0.0004804580874613958	3.2316569892160695e-08	2.4222785484113484e-08	1.567630824834081e-11	1.817862971857685e-08	1.3667264926155166e-08	2.0832895321876077e-09	0.0006289442366503026	0.00017660808999822494	5.267244530651945e-06	0.07104331681747135	0.0
19.801980198019802	0.001329675975217741	0.0005041189383340862	3.373073684291617e-08	2.4222550518932733e-08	1.643451111486582e-11	2.0260749255428967e-08	1.5511777290388493e-08	2.514714369462817e-09	0.0006750029083103386	0.00019443651153538185	5.2665042455352015e-06	0.0697011437032612	0.0
20.792079207920793	0.001325435269478348	0.0005277279080090898	3.511988020016558e-08	2.4223239886106837e-08	1.7177791472378634e-11	2.243998218283585e-08	1.7464268923669126e-08	3.0023201517315435e-09	0.0007223171682999325	0.00021335240131174622	5.266230412293006e-06	0.06841882476684481	0.0
21.78217821782178	0.0013221886984720957	0.0005512970516265576	3.6485636213241725e-08	2.422456023587616e-08	1.7907369297076685e-11	2.4714514913320754e-08	1.9522383581962782e-08	3.5492665106018765e-09	0.0007706773989046505	0.00023336038048668345	5.266251765760494e-06	0.06719381319512494	0.0
22.77227722772277	0.0013197034801612129	0.0005748356446530963	3.782936709805649e-08	2.4226316037225205e-08	1.862423937316527e-11	2.7082667230210338e-08	2.1683924096466958e-08	4.158645709445093e-09	0.0008198678331944771	0.00025445943248239425	5.266463729706587e-06	0.0660236289946764	0.0
