time	T	E	I	S
0.0	1.0	1.0	10.0	0.0
0.9900990099009901	1.1950737345492117	1.008125599834926	0.0010916463989138483	3.915016434552058e-13
1.9801980198019802	1.428201067551185	1.0233075438441834	0.0007155723745524574	5.591626407744445e-13
2.9702970297029703	1.7068050636058878	1.0467622090912292	0.0008737950526541253	7.985963212515419e-13
3.9603960396039604	2.0397567116835944	1.0799479329386474	0.001076058498332271	1.1405549960180306e-12
4.9504950495049505	2.4376573143083	1.1246120718626214	0.0013373613452448963	1.6289390330403106e-12
5.9405940594059405	2.9131759353280744	1.1828472409644804	0.0016785321406849823	2.3264461273729027e-12
6.930693069306931	3.48145263547714	1.2571585250425825	0.0021285772283730097	3.3226195466681613e-12
7.920792079207921	4.160580306103221	1.3505437989795708	0.0027280435378667957	4.745342111884027e-12
8.910891089108912	4.97218041057157	1.4665897128767384	0.003533784611790642	6.777250862414496e-12
9.900990099009901	5.9420909133849795	1.6095863941001118	0.004625714735661087	9.679178675807105e-12
10.89108910891089	7.1011882276253235	1.7846645125117746	0.006116376799192365	1.3823630454823753e-11
11.881188118811881	8.48636924652408	1.9979590643775094	0.00816448701508606	1.9742588359840345e-11
12.871287128712872	10.14172457607522	2.256805077074618	0.010994090878663427	2.819577777151383e-11
13.861386138613861	12.11994010771275	2.569971447232936	0.01492161987020867	4.026814840722695e-11
14.85148514851485	14.4839712465274	2.9479403307566505	0.020394044032987876	5.7509068353053774e-11
15.841584158415841	17.309042657357363	3.4032409415497322	0.02804255970342375	8.213107273929724e-11
16.831683168316832	20.685036563382468	3.9508483309820894	0.03875794592544271	1.1729363231111604e-10
17.821782178217823	24.71934472868118	4.608659764567238	0.05379600928076065	1.6750828775201535e-10
18.81188118811881	29.540273627499612	5.398063747901949	0.07492458291667334	2.392170159383966e-10
19.801980198019802	35.30110935606634	6.344619653670196	0.10462754281510424	3.41617828046616e-10
20.792079207920793	42.18496903707778	7.478869349301603	0.1463864523942263	4.878431620885799e-10
21.78217821782178	50.41058942529357	8.837306335045595	0.20506691648541114	6.966416265102059e-10
22.77227722772277	60.23923153030532	10.463532753422705	0.28744459731934435	9.947777303711956e-10
23.762376237623762	71.98291335675404	12.409640416042068	0.4029150350518439	1.4204555533162751e-09
24.752475247524753	86.01422186139285	14.73785883184854	0.5644414913567682	2.0282022190376296e-09
25.742574257425744	102.77800073748638	17.522521287144034	0.7898051051201056	2.8958318732903754e-09
26.73267326732673	122.80526369232119	20.852409554480104	1.1032301192696232	4.1343735454701885e-09
27.722772277227723	146.72974420341717	24.833548999356207	1.5374614184539797	5.9022192657610705e-09
28.712871287128714	175.3075631389248	29.592538966108386	2.136368948966399	8.425277808443896e-09
29.7029702970297	209.44057567803904	35.28051862068961	2.958140267178899	1.202566867947127e-08
30.693069306930692	250.20404887028985	42.07788617780878	4.079095565043487	1.7162550339530125e-08
31.683168316831683	298.8794205147392	50.199909903951834	5.5981183998803745	2.449017165909687e-08
32.67326732673267	356.99299737111073	59.90339268294211	7.6416437154189785	3.494034017748646e-08
33.663366336633665	426.36156309261435	71.49457840128309	10.369092631621147	4.9839454883244214e-08
34.65346534653465	509.1459784212576	85.3385179497057	13.97860788940785	7.107438359670813e-08
35.64356435643565	607.9139595578605	101.87014500831489	18.712946109022397	1.0132722081723696e-07
36.633663366336634	725.7133019618423	121.60734638039204	24.865442642153358	1.4440693784308266e-07
37.62376237623762	866.1568564803723	145.16634732157138	32.7860899019727	2.0571692066831417e-07
38.613861386138616	1033.5205341850888	173.2797671256533	42.8879487120427	2.9291240009197387e-07
39.603960396039604	1232.8554758470589	206.81773113221732	55.65430973104072	4.168220960675414e-07
40.59405940594059	1470.11521726144	246.8124477123188	71.6471878866099	5.927355777973414e-07
41.584158415841586	1752.2981408403189	294.4866660255726	91.51781771360857	8.421936690162231e-07
42.57425742574257	2087.6046352355047	351.2864131121643	116.0197911927807	1.1954655692059855e-06
43.56435643564356	2485.607075992323	418.9183545753972	146.02534242822952	1.6949548505766253e-06
44.554455445544555	2957.428861687125	499.3920151372567	182.54506252098867	2.399847908794421e-06
45.54455445544554	3515.926154637394	595.0669128391042	226.75106242661795	3.3924017071172385e-06
46.53465346534654	4175.862558481527	708.7043784246999	280.00332314562627	4.786358159405557e-06
47.524752475247524	4954.062639474528	843.5234210476411	343.8786924190211	6.7380597764121905e-06
48.51485148514851	5869.524987217619	1003.2594336016932	420.20169319342995	9.460905760308938e-06
49.504950495049506	6943.469608221028	1192.2237801068554	511.07597450917075	1.3243797378190855e-05
50.495049504950494	8199.288303465935	1415.3613590674843	618.9148303612704	1.8474127768013627e-05
51.48514851485149	9662.361085398416	1678.3020971363417	746.4687180801454	2.5665608059950812e-05
52.475247524752476	11359.697805917389	1987.4010371937704	896.8471282899826	3.5490707225737324e-05
