time	cLc	cLm	cLn	cP7c	cP7m	cP7n	cP9c	cP9m	cP9n	cPn	cTc	cTm	cTn	cXc	cXm	cXn	cYc	cYm	cYn
0.0	0.0731	0.1114	0.2366	0.0266	0.0204	1.5103	0.734	0.002	1.1162	0.0	5.2235	3.6732	4.5333	2.4188	0.652	14.7289	49.2611	0.2992	17.4355
1.0	0.07730137162344038	0.13442312580374502	0.25270576866443534	0.02366230142190969	0.017218502170800707	1.354826484008909	0.6840142387664886	0.0014819052797726575	1.040308089184641	0.0	5.206053791309	3.6200018628143398	4.51875163409552	2.4482602911385287	0.6564074168457381	14.914253867740204	48.91868507563591	0.29685586095281713	17.314416177592292
2.0	0.08738659754120222	0.16649265329030902	0.2841906748369537	0.020961331598688925	0.014659121797295175	1.2089256762017833	0.6360402658122859	0.0011246015453907606	0.9674252548615909	0.0	5.1655506159067075	3.5584741751937625	4.484128612222954	2.4762656006870465	0.6591215488652342	15.093258690990401	48.57436962135221	0.29639204544618847	17.19231900580379
3.0	0.10321834846469949	0.20962422070955897	0.33435386083770147	0.01856227605477027	0.012703165786378277	1.074753637778805	0.590527687160281	0.0009037725541585854	0.8982478696145997	0.0	5.105423473492504	3.4926328228087895	4.432360841747724	2.5012219988606765	0.6600277986179645	15.255378563106667	48.24815308209122	0.29777236916867444	17.076370176146217
4.0	0.12581350977636452	0.2659421351983135	0.40648363203437776	0.016503020504752476	0.011403168276077676	0.9541587356010088	0.5478543858028885	0.0008255765147758816	0.8333495035781031	0.0	5.030103089996328	3.4263182314893506	4.3672765452675755	2.5217161006494266	0.6591229584171381	15.391349592555839	47.95844410016765	0.30087105802270786	16.973119903482356
5.0	0.1563113182681376	0.3370025830539856	0.5043478392658557	0.01485112197781837	0.010932916405685717	0.8492679854721678	0.5084929590953408	0.000949074473291495	0.7734334014114271	0.0	4.944574478319055	3.362868190455001	4.293197394735695	2.536626667225665	0.6565085732747814	15.49364333621512	47.721103887109855	0.3054724315506082	16.88822780442262
6.0	0.19562655890478495	0.4223633472011578	0.631143868780056	0.013733805251384157	0.011666875314777609	0.7633818732400165	0.4733074882371583	0.0014360925262873862	0.7197703879443729	0.0	4.853892838566248	3.3048449869679417	4.214518250166627	2.54517779077074	0.6523770250799954	15.556839377381523	47.54857279290784	0.31126980769538154	16.82615315869947
7.0	0.24372257196849711	0.5170202060653454	0.7872535682079292	0.013378078877831491	0.014278606605139892	0.7022651864893884	0.44410874001374073	0.0026401434020256994	0.6750192130618042	0.0	4.762719401922495	3.2538946993814597	4.135302348567974	2.5469675835738093	0.6469906051636374	15.577849380180535	47.4490550025067	0.3178724573170167	16.78986465241777
8.0	0.2983736206443883	0.6080634245946209	0.9663189246587799	0.014142500674490481	0.019778439763698134	0.6756932687479728	0.4245660966319117	0.005204895571807707	0.6445866540769498	0.0	4.67498610547208	3.2109018665188542	4.0589850647753485	2.541968661945067	0.6406557030983575	15.555964745869742	47.42592851355244	0.3248360114126186	16.780626658120937
9.0	0.3537177867139052	0.6734200883565419	1.1503880900641588	0.01648129464950493	0.029274898209735344	0.6982956816599456	0.4211950070558306	0.010003180062455284	0.6381451906430122	0.0	4.593855430211579	3.176644456747702	3.9883291848615268	2.5305018263497434	0.6336971914453563	15.49272847986413	47.47772379195988	0.3317353173587992	16.797981067572312
10.0	0.40000497429713233	0.6889862731139382	1.3083301301903896	0.020746600128902424	0.04318715960784424	0.7873195855642185	0.44307871713018937	0.017574359668894476	0.6693615420091307	0.0	4.522147058642203	3.1529199800004837	3.9257826561742184	2.51319226346585	0.6264419680319104	15.391677127965032	47.599122905825034	0.33827672418344623	16.84008524414371
11.0	0.42666801039749863	0.6459054084354475	1.4046526319087582	0.026833190228053236	0.06013114531627458	0.9547699709662476	0.49814732626316127	0.027062835893774013	0.750526970680256	0.0	4.463150260793256	3.143330889666437	3.87417937176903	2.490927156335055	0.6192213168378472	15.258059799305313	47.78301330831105	0.3443715408472654	16.90442943295104
12.0	0.4279828413540878	0.5604374387567724	1.417966824400389	0.033957418129926045	0.07671266776534888	1.1961469586801274	0.586436354320747	0.03585689257179751	0.8824070828467314	0.0	4.421186312620152	3.1523731352906648	3.8372451716646485	2.4648345765692334	0.6123912781018123	15.098665169418297	48.02239173000556	0.35003602469525535	16.9885262486597
13.0	0.4059087785551142	0.46011370008018004	1.35218171772171	0.04090967891130306	0.089114556949579	1.485184651751155	0.694975566321894	0.04049229032382195	1.0462239271349343	0.3401868722645922	3.5759509882292964	3.174263285527439	3.1171289563102698	2.4292818083434287	0.5944947707825284	14.89524446612102	48.055614134337866	0.31791306579174866	17.005024634537584
14.0	0.3675266156676662	0.36519356233632405	1.2296078295045898	0.04660283253011626	0.09512277100125507	1.781298814999877	0.8044656686171975	0.04065581382716132	1.2127180106197275	0.5200902461005109	3.111534025210946	3.1901930691338913	2.706937835256642	2.3692018415893537	0.5632862575714892	14.554543272454113	48.00482693837353	0.32876814333255	16.98552274110284
15.0	0.3208724568547243	0.2846669654218487	1.0770247070146912	0.05043174033179491	0.09474754789786753	2.044164265625265	0.898159314595869	0.037092917620467666	1.3562121126856155	0.6297512179790458	2.8618886897367064	3.215364306843766	2.4861127160411125	2.2831328745502897	0.529213790893318	14.048620249592704	48.194167423401545	0.35889900790126406	17.048282762176093
16.0	0.2724798456219541	0.22033558800891193	0.9167790836458943	0.052286999065422855	0.08947938834659165	2.2450787681031654	0.9658341219667756	0.03146466158851307	1.4607024675644125	0.7008296704844478	2.742749148185907	3.2728746379604314	2.380047389081316	2.1772912103246354	0.4977544115729104	13.408585583921989	48.72637348826501	0.3924420239458194	17.232143419442075
17.0	0.22670087103049555	0.1707427659708261	0.764031251972396	0.05238434331765727	0.08124309544439813	2.3706713694682544	1.0045983737236726	0.025314024805798762	1.521365443104878	0.7484595085776913	2.712512464473271	3.375610905882822	2.3518503097498447	2.060654453844596	0.47153973232550117	12.688706446234002	49.569178907023385	0.4200496663021182	17.527065712871956
18.0	0.18594310326870717	0.13340447981839626	0.6273398411413569	0.05108264990471724	0.07171316725065	2.4207306062171474	1.0167530634133282	0.019623614201072406	1.5414287451687292	0.7810210653519318	2.7499853062793163	3.5234964424405044	2.3828077204625924	1.9424608388287876	0.4517209154414178	11.94758534233527	50.61915705102141	0.4369885185021507	17.89706956671922
19.0	0.15119470225061815	0.10582498929218792	0.5103684569653585	0.04876162728227514	0.062065036957316126	2.4036915448917107	1.0071385495407708	0.014833305290861323	1.5281318609710723	0.8035671322235312	2.8411683641000076	3.7066048780264023	2.4606893145131	1.8309405471798201	0.4386358984307391	11.2386403755952	51.745622921368	0.4418295674013902	18.296008238561082
20.0	0.12254184032060325	0.08588246173085237	0.41363129227897455	0.04576041447127918	0.05299519379270255	2.3322536444486848	0.9811792129601983	0.011026733496732062	1.489701120906445	0.8193104832463091	2.973235453711933	3.909527767345609	2.574376068935169	1.7326396195078162	0.4320887944675598	10.605161177888474	52.82146524626443	0.43555713451054695	18.67864116011122
21.0	0.09957533991592321	0.07193137596168167	0.33588552789640624	0.04235621337123911	0.04484314933160336	2.22017164711484	0.943821471904132	0.008109158581425947	1.4336855304306935	0.8303666455198084	3.1327002648343822	4.115199766693653	2.712192011464811	1.6520809243792163	0.43147880939327987	10.077851255912563	53.74361307132865	0.4206870717242506	19.008026569535744
22.0	0.08167464474716592	0.06279388016851571	0.27511173343962414	0.03876349504888766	0.037719918569731004	2.0803206556397265	0.8991242756136818	0.005923181721666312	1.3663019502088352	0.838161682167995	3.305555080927406	4.3076580255513495	2.8619915327491925	1.5916903352587901	0.43589694524944894	9.674177236281631	54.443234852280696	0.400356654114117	19.259275874698503
23.0	0.0681909761180331	0.0577198845734539	0.2291495717607121	0.03514160194478648	0.03160725429978121	1.923750492895899	0.8502129218944202	0.00430855582872843	1.2923482423148969	0.8436725023644496	3.4781030017301795	4.473699451929147	3.011872527133128	1.551952691472241	0.44422737310326277	9.399224002883923	54.88681062363418	0.377582443891278	19.42004551790992
24.0	0.05855904572155202	0.056351499721328586	0.19608658376044272	0.03160458605678781	0.026423271080368634	1.759383675114	0.7993923313613263	0.0031266182544229027	1.2153687084232183	0.8475758903883235	3.637858218476164	4.603635899622726	3.1509597647774434	1.5317374647393673	0.4552518321756103	9.247659009559914	55.07103613656456	0.35482571175012434	19.488794818420832
25.0	0.5548352271114088	2.7215227856060538	1.6330690277925073	0.03021738591597667	0.03177722763137689	1.6044104845907476	0.7564246255608105	0.011936955294174626	1.147769419221556	0.1462983763036462	4.584246929513746	4.835353224922809	3.9559009641201315	1.5351890292055483	0.4788818469274341	9.230605897071426	61.368426079701734	1.1421880951761771	21.606632570629493
26.0	0.9960130308250651	2.4143904330389985	3.185407414184872	0.056205395897075294	0.1471874095018661	1.76448202216758	0.9678137549340939	0.14785776317669874	1.4327150859165163	0.020825532249823232	5.4146467060453265	5.2159207357321264	4.678561322250309	1.5754405421380322	0.5186010073722046	9.426750934423712	68.65271310584968	0.9221583411648558	24.222856920114605
