time	alpha
0.0	0.0
0.9900990099009901	5.057514407269537e-10
1.9801980198019802	2.6101560912650257e-09
2.9702970297029703	1.1366471430740432e-08
3.9603960396039604	4.780102902390837e-08
4.9504950495049505	1.99403245915164e-07
5.9405940594059405	8.302114673508498e-07
6.930693069306931	3.4549621884538695e-06
7.920792079207921	1.4376261591508843e-05
8.910891089108912	5.9816642952403853e-05
9.900990099009901	0.000248847305830302
10.89108910891089	0.001034627002841071
11.881188118811881	0.004290994845032259
12.871287128712872	0.017615668536432594
13.861386138613861	0.06943174367649996
14.85148514851485	0.2369076444406616
15.841584158415841	0.5636610847322012
16.831683168316832	0.8431396206496391
17.821782178217823	0.9572018346184605
18.81188118811881	0.98936866873441
19.801980198019802	0.9974241696683291
20.792079207920793	0.9993797371474271
21.78217821782178	0.9998508619964114
22.77227722772277	0.9999641536121837
23.762376237623762	0.999991384805374
24.752475247524753	0.9999979294972924
25.742574257425744	0.999999502395438
26.73267326732673	0.9999998804106832
27.722772277227723	0.9999999712591048
28.712871287128714	0.9999999930927024
29.7029702970297	0.9999999983399697
30.693069306930692	0.999999999601045
31.683168316831683	0.9999999999041191
32.67326732673267	0.999999999976957
33.663366336633665	0.9999999999944621
34.65346534653465	0.9999999999986691
35.64356435643565	0.9999999999996801
36.633663366336634	0.9999999999999232
37.62376237623762	0.9999999999999816
38.613861386138616	0.9999999999999956
39.603960396039604	0.9999999999999989
40.59405940594059	0.9999999999999998
41.584158415841586	0.9999999999999999
42.57425742574257	1.0
43.56435643564356	1.0
44.554455445544555	1.0
45.54455445544554	1.0
46.53465346534654	1.0
47.524752475247524	1.0
48.51485148514851	1.0
49.504950495049506	1.0
50.495049504950494	1.0
51.48514851485149	1.0
52.475247524752476	1.0
53.46534653465346	1.0
54.45544554455446	1.0
55.445544554455445	1.0
56.43564356435643	1.0
57.42574257425743	1.0
58.415841584158414	1.0
59.4059405940594	1.0
60.396039603960396	1.0
61.386138613861384	1.0
62.37623762376238	1.0
63.366336633663366	1.0
64.35643564356435	1.0
65.34653465346534	1.0
66.33663366336634	1.0
67.32673267326733	1.0
68.31683168316832	1.0
69.3069306930693	1.0
70.29702970297029	1.0
71.2871287128713	1.0
72.27722772277228	1.0
73.26732673267327	1.0
74.25742574257426	1.0
75.24752475247524	1.0
76.23762376237623	1.0
77.22772277227723	1.0
78.21782178217822	1.0
79.20792079207921	1.0
80.1980198019802	1.0
81.18811881188118	1.0
82.17821782178218	1.0
83.16831683168317	1.0
84.15841584158416	1.0
85.14851485148515	1.0
86.13861386138613	1.0
87.12871287128712	1.0
88.11881188118812	1.0
89.10891089108911	1.0
90.0990099009901	1.0
91.08910891089108	1.0
92.07920792079207	1.0
93.06930693069307	1.0
94.05940594059406	1.0
95.04950495049505	1.0
96.03960396039604	1.0
97.02970297029702	1.0
98.01980198019803	1.0
99.00990099009901	1.0
100.0	1.0
