time	UnInfected_Tumour_Cells_Xu	Infected_Tumour_Cells_Xi	Virus_Xv	Effector_Cytotoxic_CD8_TCells__Xe	M1_Macrophage_Xm1	M2_Macrophage_Xm2
35.64356435643565	34395885.10316058	9.093318630569435e-28	-4.523557556419957e-27	5752.625282157419	5577.878750142162	4385.1113937082355
36.633663366336634	37833081.328611076	7.085454610008547e-28	9.070181924180594e-26	5575.537917458921	5635.804143178909	4635.78327774965
37.62376237623762	42146987.71381955	5.9095197848899485e-28	1.5986992020137135e-26	5392.977705627007	5687.871562416958	4910.197279120564
38.613861386138616	47568627.24502181	1.8168103202441035e-27	1.5961147811917368e-25	5203.050845319579	5732.451194008034	5213.337153389544
39.603960396039604	54409915.84862235	7.389668751718382e-28	5.708401246381918e-26	5003.879676916022	5767.54453426858	5551.440642394949
40.59405940594059	63093340.04839803	1.964310222453281e-27	1.6644408406957298e-25	4793.611262073275	5790.717892948481	5932.3720173215015
41.584158415841586	74192716.98331259	6.82794392246729e-27	4.818671756013027e-25	4570.458583544507	5799.048500637708	6366.094375883174
42.57425742574257	88487863.72049159	-4.380699948647849e-28	-1.5511375798635153e-25	4332.788881277523	5789.113096748527	6865.252100515334
43.56435643564356	107034819.2679737	2.8785352961372906e-27	3.3627255786517806e-25	4079.278012387873	5757.075887571573	7445.854971592339
44.554455445544555	131248934.24529351	8.78315537400298e-27	1.0612855006733999e-24	3809.1518190331485	5698.974198241981	8128.014536922466
45.54455445544554	162987236.77940974	3.19810256198465e-27	1.0048999644322334e-24	3522.5302030048265	5611.351124717332	8936.610884479476
46.53465346534654	204593961.7968069	1.0218959414174681e-26	1.7113103859981656e-24	3220.867987529925	5492.414704359282	9901.666471948498
47.524752475247524	258835089.59538147	-1.7077555915127597e-29	-1.9656424945341795e-25	2907.4370359413615	5343.827169674833	11058.115225499703
48.51485148514851	328601513.178921	3.222758681234391e-26	5.4830762316209186e-24	2587.7102208966026	5172.890342127867	12444.692145897641
49.504950495049506	416245547.4127225	1.6866366092170626e-26	2.376584113342644e-24	2269.409259859603	4994.1710560647525	14101.975268761818
50.495049504950494	522519397.7933903	2.8668000004386304e-27	4.489058792906185e-25	1961.9378595837395	4828.778694572274	16070.12750761312
51.48514851485149	645390446.3130591	-2.7241733418802477e-27	-3.6168830211729744e-25	1675.060169086653	4699.661755483485	18387.02246648129
52.475247524752476	779411870.5792034	5.2029704806231514e-27	-7.217609720508674e-25	1417.0662898855655	4623.690365558656	21086.483401194364
53.46534653465346	916388199.6452546	7.249226433965542e-27	1.1524079759801869e-24	1193.1113290326784	4604.875944458246	24195.104020038016
54.45544554455446	1047388615.530849	-6.556421740823356e-27	-1.651126670153563e-25	1004.4980331580144	4633.645010024513	27727.00695958718
55.445544554455445	1165134567.619538	-2.8698320678518528e-27	-2.988131874368607e-25	849.1699079019994	4692.573166167373	31679.051369057055
56.43564356435643	1265489773.2454927	8.113630019761694e-28	7.1578870642608e-26	722.9821346679552	4764.038995565621	36030.30161659475
57.42574257425743	1347538425.8004751	-8.857988847983873e-28	9.208742467467616e-27	621.0382490637256	4835.168595705489	40746.73177995776
58.415841584158414	1412681582.693749	7.644319376566027e-27	1.0793767584904908e-24	538.6267644964544	4898.919801529021	45788.54951312998
59.4059405940594	1463494455.5892997	4.334092763414607e-27	8.392352108361682e-25	471.67924461436405	4952.796672569625	51116.776911348235
60.396039603960396	1502832816.258349	3.0525243751990844e-27	6.607918100508256e-25	416.88804394311575	4996.986235208702	56697.34419203555
61.386138613861384	1533317900.22691	4.777927306257958e-28	1.1901065981282528e-25	371.6496628026071	5032.875771719728	62502.705636179206
62.37623762376238	1557125591.6240964	4.8785173584308905e-28	9.658351682388411e-26	333.9464893249698	5062.159564734426	68511.7936315047
63.366336633663366	1575957544.5262074	-1.1300063978563287e-27	-1.8586034829460226e-25	302.2236935425181	5086.408104986905	74709.15535582547
64.35643564356435	1591096963.9660418	-7.639343447897906e-28	-1.8154291102731965e-25	275.2829030592326	5106.914689914201	81083.84601816788
65.34653465346534	1603490745.980814	-9.813582825396816e-28	-1.9271343155006988e-25	252.19732238300935	5124.679701636629	87628.3790079858
66.33663366336634	1613829509.9098928	-2.6691529841017713e-28	-6.793513677724423e-26	232.24639469780453	5140.450147489674	94337.85039712423
67.32673267326733	1622614705.3590996	3.8207136682704535e-28	7.888992697688728e-26	214.86632923745728	5154.7731701198245	101209.25775532883
68.31683168316832	1630210757.9468594	2.616021564418735e-28	4.0297130545658465e-26	199.6128830857581	5168.04595565761	108240.99122788478
69.3069306930693	1636883859.631674	4.2683084541517475e-30	1.3846326638246084e-26	186.13339815765116	5180.556359900461	115432.46237726387
70.29702970297029	1642830078.2181642	6.3793064895571e-29	1.7310309501998536e-26	174.1457614506078	5192.513800788316	122783.83717976231
71.2871287128713	1648195411.0576591	6.546069710325395e-29	1.3903402561885766e-26	163.42252715769698	5204.071865501849	130295.84520646448
72.27722772277228	1653089968.3017097	-2.281259005632687e-28	-1.5979372198801627e-26	153.77888694932886	5215.344487729952	137969.6434384619
73.26732673267327	1657597967.3587415	-1.074203371306775e-28	-8.468008798285595e-27	145.06351338709314	5226.417377611686	145806.71881724507
74.25742574257426	1661784775.5025516	-1.3594887662964277e-28	-2.6309200468257185e-26	137.1515545538745	5237.356046186256	153808.81811092276
75.24752475247524	1665701887.7463768	-2.1051997615164686e-28	-4.318611026355084e-26	129.93924413043206	5248.211429709364	161977.8970107435
76.23762376237623	1669390464.5879898	-7.646018613777156e-29	-1.5341846247952637e-26	123.33972962861091	5259.023838816251	170316.08279371963
77.22772277227723	1672883865.2454855	-2.4110360227002785e-29	-4.4876028751546155e-27	117.2798232380807	5269.8257442255535	178825.64659871114
78.21782178217822	1676209478.5401149	-3.046980559368544e-29	-4.3024122648294085e-27	111.69745478730435	5280.643755519193	187508.98255879356
79.20792079207921	1679390060.4055405	-2.271424010911346e-29	-4.360154655334943e-27	106.53966184523534	5291.500039325511	196368.59186414603
80.1980198019802	1682444722.5458753	-8.238981119265843e-30	-2.5384515763284993e-27	101.76099307829061	5302.413346470079	205407.07040477692
81.18811881188118	1685389672.4375565	1.945277852872751e-30	-3.5424226378126473e-28	97.32223141839462	5313.399764718188	214627.09903973292
82.17821782178218	1688238774.4139717	-6.313788818959857e-30	-5.4611022945858265e-28	93.18936623147641	5324.473277445967	224031.4358145988
83.16831683168317	1691003980.6404266	-6.918634485441228e-30	-1.430434520162318e-27	89.33276056882211	5335.646183767237	233622.90964038885
84.15841584158416	1693695666.3832197	-5.018522874759432e-30	-8.654622796751374e-28	85.72647222679899	5346.929418700836	243404.41508052242
85.14851485148515	1696322894.0673263	-5.21630509184346e-30	-2.0977089168886082e-27	82.34769677030253	5358.332800411855	253378.90798606872
86.13861386138613	1698893623.6153538	-1.272151116284395e-30	9.599000598164323e-29	79.17630800447554	5369.865223525924	263549.4017869417
87.12871287128712	1701414881.8449655	-2.064089160767829e-31	-1.2216684503844517e-27	76.19447667213099	5381.534812100003	273918.96429379354
88.11881188118812	1703892900.2556925	-7.753065702488731e-30	-1.7244511439996506e-27	73.3863522998139	5393.349042056603	284490.7148992148
89.10891089108911	1706333228.1115272	-4.0899661293810444e-30	-1.2879219022429408e-27	70.73779642873421	5405.3148401365	295267.8220932795
90.0990099009901	1708740826.0194483	-1.7285945653519723e-30	-3.989338354131819e-28	68.2361578075996	5417.438664623279	306253.50122618955
91.08910891089108	1711120143.9569826	-1.0626410836426107e-30	-7.020526438394177e-29	65.87008206216659	5429.7265717399705	317451.0124649492
92.07920792079207	1713475186.7505972	-3.924247674097682e-31	-1.047234288318039e-28	63.62934984001413	5442.184270659173	328863.65890149557
93.06930693069307	1715809569.3857222	-7.012476967171079e-31	-4.304834623680996e-29	61.5047385809888	5454.81716937107	340494.784777701
94.05940594059406	1718126563.9709117	-8.110721031535917e-31	-1.0646268438661688e-28	59.487903998474245	5467.630413143757	352347.77379899396
95.04950495049505	1720429139.8239768	-7.831390851326535e-32	-3.530270012866781e-29	57.57127806125255	5480.628916931042	364426.04751308565
96.03960396039604	1722719997.84186	3.4182814553788375e-32	6.589215388941764e-30	55.7479808667155	5493.817392790466	376733.06373422843
97.02970297029702	1725001600.0971973	1.3618600109378743e-31	1.7904164053546312e-29	54.01174424197835	5507.200373163449	389272.31499641296
98.01980198019803	1727276195.422007	1.0221870863140123e-31	1.2556385075698045e-29	52.35684529746271	5520.782230696814	402047.3270214225
99.00990099009901	1729545841.604045	3.8896855475524176e-32	5.8762232491474235e-30	50.77804844965678	5534.567195158589	415061.65718962107
100.0	1731812424.7081354	1.9794695962400583e-31	6.175528535272995e-29	49.270554682565056	5548.5593678966425	428318.89300299465
