time	UnInfected_Tumour_Cells_Xu	Infected_Tumour_Cells_Xi	Virus_Xv	Effector_Cytotoxic_CD8_TCells__Xe	M1_Macrophage_Xm1	M2_Macrophage_Xm2
0.0	500000.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	1095361.4536353606	0.0	0.0	1.8479478091642123	2.3340873987061492	0.0328643915587916
1.9801980198019802	1924621.2715200852	0.0	0.0	8.880382325762513	6.818441189923124	0.10252814651162168
2.9702970297029703	3194480.0519250887	0.0	0.0	23.846198287116803	14.451520068895537	0.23639968391812394
3.9603960396039604	5215801.338707701	0.0	0.0	50.94746215759582	27.020475813362815	0.49414814933194484
4.9504950495049505	8458192.270236379	0.0	0.0	96.95909145496721	47.437915011098696	1.0070842013958112
5.9405940594059405	13662707.944622854	-2.708710746536209e-27	-4.5391172298162516e-26	172.70792082275955	80.31468384060588	2.0749321947422708
6.930693069306931	22002350.217069887	-1.332505263454303e-24	-2.0164247272078538e-22	295.14267970111206	132.8119602501169	4.402945249689732
7.920792079207921	35327073.88876692	-2.1006004592416662e-24	-3.96997507764157e-22	489.94751925423327	215.77986651246647	9.679597110041277
8.910891089108912	56553937.50455931	-1.0774871438298797e-24	-1.7766299512497294e-22	793.7565858064895	345.0634348556468	21.96375204459214
9.900990099009901	90360536.3898472	1.870823391821824e-24	1.4094833724051141e-22	1252.2565136824942	542.5731135065441	50.941658623340885
10.89108910891089	144003099.5162334	6313.796595721761	3591615.303793605	1940.816736951241	868.2494713300952	89.44262460076284
11.881188118811881	180987897.52872404	459.36463033313345	122579.48821120262	2909.186129532184	1304.6093098243364	173.49359703992627
12.871287128712872	208338393.12143004	10.459700957124078	2787.829635758066	4034.418268765113	1798.5833682159384	302.29336088495495
13.861386138613861	230368991.08150572	4249.355064706803	2844088.388444273	5162.245728490279	2338.033019994505	474.6349128443861
14.85148514851485	249717601.02958268	154.31571895941258	41200.127507788115	6178.81539721657	2911.6367545718513	688.054434852243
15.841584158415841	191208126.59569958	1.5828432722559391	421.8782782654658	7071.607502171131	3488.4080398096758	867.8593957058376
16.831683168316832	134563950.52785173	0.012261519113682734	3.2683507571332697	8018.319918524267	4019.158150656584	916.4393856688724
17.821782178217823	90999440.25968471	7.034640643761666e-05	0.01875358175364021	9010.459078111284	4361.485747395656	1011.6485152163835
18.81188118811881	65809414.70901048	4.901101333814434e-07	0.00013067963129256922	9457.005549558704	4426.822618526821	1288.162020403001
19.801980198019802	51645143.973667614	4.573406488150098e-09	1.2196239113191923e-06	9441.510762658667	4482.125095427674	1523.8413725835846
20.792079207920793	42808358.66103264	5.189552230964768e-11	1.384156492347875e-08	9219.428172525893	4541.846951404034	1726.7971964010671
21.78217821782178	36921220.482194446	6.782721554782835e-13	1.8093560590414143e-10	8916.238731353043	4604.902223629369	1909.6670365221605
22.77227722772277	32842302.154895194	9.888005010300504e-15	2.6380767202406666e-12	8592.431642215764	4670.514441488723	2079.938096066869
23.762376237623762	29960256.58417993	1.5795629710186824e-16	4.214698902735141e-14	8276.33718612961	4738.147964152246	2242.4265163406417
24.752475247524753	27922222.635101605	2.7221653241649738e-18	7.264186477104675e-16	7979.907428990562	4807.397441578456	2400.479904266773
25.742574257425744	26514142.90774557	5.0106390952759843e-20	1.337208530078529e-17	7706.7523832606685	4877.927210278071	2556.592791977976
26.73267326732673	25602570.835629903	9.782267579605681e-22	2.61077686685635e-19	7456.354692210651	4949.434933716	2712.75119744737
27.722772277227723	25104291.536369722	2.073906758777944e-23	5.534790264315021e-21	7226.29840682229	5021.627222239918	2870.641786530769
28.712871287128714	24969696.635648694	4.629042168715592e-25	1.2351914678004601e-22	7013.43498841174	5094.201155033043	3031.7896006800856
29.7029702970297	25173517.881837785	1.1070148176935522e-26	2.9351323954747245e-24	6814.472629518828	5166.828369576764	3197.657291935584
30.693069306930692	25709826.70341399	1.5130871156713061e-28	5.561210464450063e-26	6626.252283565834	5239.139652403887	3369.724352238667
31.683168316831683	26589757.124568105	-1.085296819788167e-28	-3.6761386055693664e-26	6445.855402320109	5310.708547878566	3549.5577916852553
32.67326732673267	27841202.737135354	-4.0386095980715505e-28	-3.7298897458152425e-26	6270.623737993013	5381.032737438775	3738.882320449664
33.663366336633665	29510191.596889533	-3.2635652960558442e-28	-5.997383842431101e-27	6098.135677019339	5449.51198895526	3939.65664221665
34.65346534653465	31663946.084055316	-2.0613252606922056e-28	2.1190825554013118e-26	5926.163548320909	5515.421421944691	4154.162210881728
