time	G	M	C_T	T_beta	I_gamma
0.0	100000.0	100000.0	1.0	5000.0	9000.0
0.9900990099009901	100881.29022203381	3.5556907962621893	0.9553599690590955	9130.672976605181	8135.477938723252
1.9801980198019802	101769.33949052908	2.053202355180764	0.9124737031853495	9135.00043102826	7354.00014830919
2.9702970297029703	102664.17962691821	1.5682249870148361	0.8712836166890889	9135.005704787536	6647.58956092143
3.9603960396039604	103565.8444267477	1.3370678979800423	0.8317335308054894	9135.00645684315	6009.03537003788
4.9504950495049505	104474.36755104411	1.2068519116591632	0.7937686577544381	9135.007209842437	5431.819424908394
5.9405940594059405	105389.78250304372	1.1265315353644665	0.7573355843595476	9135.007968551035	4910.049695414615
6.930693069306931	106312.1226175956	1.074183671367961	0.7223822552199717	9135.00873300159	4438.400128164654
7.920792079207921	107241.42105279207	1.0388288589304395	0.6888579554563962	9135.009503221641	4012.056279889121
8.910891089108912	108177.71078216788	1.0143694146495867	0.6567132930541639	9135.010279238571	3626.6661731877703
9.900990099009901	109121.02458704825	0.9971617304032342	0.6259001808268823	9135.011061079602	3278.2958729844777
10.89108910891089	110071.39504891026	0.9849097048105754	0.5963718180240128	9135.011848771792	2963.3893301884304
11.881188118811881	111028.85454170525	0.9761086732949918	0.5680826716060001	9135.01264234203	2678.7320827318767
12.871287128712872	111993.43522411937	0.9697436699793799	0.5409884572105016	9135.013441817018	2421.4184433989144
13.861386138613861	112965.16903176227	0.9651152344973016	0.5150461198332315	9135.014247223295	2188.821839561433
14.85148514851485	113944.08766927924	0.9617336379135807	0.4902138142468744	9135.015058587182	1978.5680018781284
15.841584158415841	114930.22260238326	0.9592519599374596	0.46645088518135336	9135.015875934821	1788.510728621509
16.831683168316832	115923.60504980727	0.9574223137090541	0.4437178472886377	9135.016699292146	1616.7099779587563
17.821782178217823	116924.2659751753	0.9560664446620741	0.4219763649150544	9135.01752868488	1461.4120646240956
18.81188118811881	117932.23607879331	0.9550555687212161	0.40118923170384224	9135.018364138525	1321.0317588797006
19.801980198019802	118947.5457893599	0.9542963215294654	0.3813203500504353	9135.019205678365	1194.136105010166
20.792079207920793	119970.22525559741	0.9537208451238991	0.36233471043265675	9135.020053329448	1079.429794359683
21.78217821782178	121000.30433780492	0.9532797267418671	0.3441983706377552	9135.020907116585	975.7419427193591
22.77227722772277	122037.81259933294	0.952936935971695	0.3268784349076886	9135.02176706434	882.014138787323
23.762376237623762	123082.77929798218	0.9526661734692112	0.31034303302390215	9135.022633197032	797.2896402106243
24.752475247524753	124135.23337732625	0.9524482281607577	0.2945612993523038	9135.02350553871	720.7036074081242
25.742574257425744	125195.20345796061	0.9522690588022189	0.27950335186873515	9135.024384113161	651.4742755687723
26.73267326732673	126262.71782867817	0.9521183983157722	0.26514027118479283	9135.025268943895	588.8949746596012
27.722772277227723	127337.80443757336	0.9519887368198618	0.2514440795933711	9135.026160054149	532.3269159525557
28.712871287128714	128420.49088307608	0.9518745797447193	0.23838772015280085	9135.027057466863	481.19267150606396
29.7029702970297	129510.80440491688	0.9517719061275829	0.2259450358279363	9135.027961204676	434.9702799588133
30.693069306930692	130608.77187502467	0.9516777728326232	0.2140907487060056	9135.028871289936	393.1879185197047
31.683168316831683	131714.41978835932	0.9515900252438382	0.20280043930448838	9135.029787744672	355.41908675921155
32.67326732673267	132827.77425368025	0.9515070857093301	0.1920505259877084	9135.030710590594	321.27825302398503
33.663366336633665	133948.8609842525	0.9514277988028732	0.18181824450825956	9135.031639849081	290.41691906862104
34.65346534653465	135077.70528849305	0.9513513181161325	0.17208162768877228	9135.032575541187	262.52006269691464
35.64356435643565	136214.3320605582	0.951277023423762	0.16281948525892911	9135.03351768761	237.30292211766027
36.633663366336634	137358.76577087477	0.9512044600649016	0.15401138386202637	9135.034466308714	214.50808919165314
37.62376237623762	138511.03045661672	0.9511332945777927	0.14563762724474688	9135.035421424494	193.9028818901707
38.613861386138616	139671.14971212918	0.9510632822276701	0.1376792366431923	9135.03638305458	175.2769691576989
39.603960396039604	140839.14667930265	0.9509942432375045	0.13011793137757977	9135.037351218223	158.44022392238998
