time	G	M	C_T	T_beta	I_gamma
40.59405940594059	142015.04403789877	0.9509260453882669	0.12293610966737045	9135.038325934307	143.22078233990953
41.584158415841586	143198.8639958302	0.9508585912812849	0.11611682967796669	9135.039307221308	129.46328946470268
42.57425742574257	144390.6282793976	0.9507918090129875	0.10964379080946675	9135.040295097318	117.02731343670597
43.56435643564356	145590.35812348538	0.9507256453476087	0.10350131523733494	9135.041289580011	105.78591199962969
44.554455445544555	146798.07426171855	0.9506600607184784	0.09767432971420886	9135.042290686652	95.62433671846456
45.54455445544554	148013.79691658443	0.9505950255679293	0.0921483476414173	9135.043298434084	86.43886166373254
46.53465346534654	149237.54578952026	0.9505305176672741	0.08690945141817578	9135.044312838718	78.13572461171954
47.524752475247524	150469.34005097058	0.9504665201543032	0.08194427507579133	9135.045333916521	70.63016995077103
48.51485148514851	151709.19833041678	0.9504030200961219	0.07723998720358938	9135.046361683022	63.845583522721114
49.504950495049506	152957.13870638143	0.9503400074366614	0.07278427417269617	9135.047396153283	57.71271057347949
50.495049504950494	154213.17869641058	0.9502774742258289	0.06856532366316122	9135.048437341908	52.1689488220335
51.48514851485149	155477.33524703703	0.9502154140549148	0.06457180849936374	9135.049485263029	47.15770943716409
52.475247524752476	156749.6247237273	0.9501538216430381	0.060792870798048355	9135.050539930295	42.62783939783291
53.46534653465346	158030.06290081565	0.9500926925342006	0.05721810643276051	9135.051601356869	38.53309933867987
54.45544554455446	159318.66495142874	0.9500320228753615	0.05383754981794048	9135.052669555409	34.8316915559049
55.445544554455445	160615.44543740278	0.949971809253845	0.050641659015332734	9135.05374453807	31.485833349282697
56.43564356435643	161920.41829919838	0.9499120485782183	0.04762130116489518	9135.054826316502	28.461371348907
57.42574257425743	163233.59684581522	0.9498527379910144	0.044767738241860845	9135.055914901819	25.72743288916976
58.415841584158414	164554.99374471017	0.9497938748047875	0.042072613141099606	9135.057010304612	23.25611087015458
59.4059405940594	165884.62101172263	0.9497354564552691	0.03952793608948625	9135.058112534927	21.02217889215515
60.396039603960396	167222.4900010107	0.9496774804670566	0.037126071386464336	9135.05922160227	19.00283375270603
61.386138613861384	168568.6113950018	0.9496199444284882	0.034859724472588685	9135.060337515582	17.1774626790059
62.37623762376238	169922.9951943608	0.949562845973257	0.03272192932538954	9135.061460283247	15.527432919726397
63.366336633663366	171285.65070798073	0.9495061827669679	0.03070603618147763	9135.06258991307	14.03590154779966
64.35643564356435	172656.5865429989	0.9494499524973193	0.028805699583442333	9135.06372641228	12.68764353378246
65.34653465346534	174035.8105948426	0.9493941528669496	0.027014866749687953	9135.064869787513	11.468896333863674
66.33663366336634	175423.33003730827	0.9493387815882368	0.025327766265007556	9135.066020044807	10.36721940631306
67.32673267326733	176819.15131267882	0.9492838363795372	0.02373889708935974	9135.067177189603	9.371367222656701
68.31683168316832	178223.28012188183	0.9492293149624804	0.022243017881977863	9135.068341226715	8.471174476995355
69.3069306930693	179635.72141469433	0.9491752150600417	0.020835136637650256	9135.069512160344	7.657452322026741
70.29702970297029	181056.47937999733	0.9491215343951893	0.01951050063171577	9135.070689994054	6.921894572523387
71.2871287128713	182485.55743608484	0.9490682706899517	0.01826458667004065	9135.07187473078	6.2569929184821085
72.27722772277228	183922.95822103103	0.9490154216648	0.0170930916400116	9135.073066372806	5.655960282849991
73.26732673267327	185368.68358312125	0.9489629850382588	0.015991923358331824	9135.07426492176	5.112661541334329
74.25742574257426	186822.73457134943	0.9489109585266893	0.014957191711190714	9135.075470378606	4.621550897051148
75.24752475247524	188285.11142598835	0.948859339844197	0.0139852000821994	9135.076682743642	4.177615271085255
76.23762376237623	189755.8135692355	0.9488081267026361	0.013072437063259676	9135.077902016494	3.7763231305872362
77.22772277227723	191234.83959594046	0.948757316811681	0.012215568443409116	9135.079128196092	3.413578232433605
78.21782178217822	192722.18726441762	0.9487069078789505	0.011411429470516378	9135.080361280676	3.0856778102051816
79.20792079207921	194217.8534873489	0.9486568976101714	0.010657017380556282	9135.081601267793	2.7892747775076963
80.1980198019802	195721.83432278177	0.9486072837093688	0.0099494841891152	9135.08284815427	2.5213435622075067
81.18811881188118	197234.12496522654	0.9485580638790791	0.009286129739612068	9135.084101936225	2.2791492223608047
82.17821782178218	198754.7197368584	0.9485092358205774	0.008664395002682396	9135.085362609057	2.060219528867853
83.16831683168317	200283.6120788279	0.9484607972341159	0.008081855621074767	9135.086630167427	1.8623197298271894
84.15841584158416	201820.79454268658	0.9484127458191712	0.007536215694341398	9135.087904605269	1.6834297389077184
85.14851485148515	203366.25878193014	0.9483650792746965	0.007025301797581612	9135.089185915756	1.5217235150754864
86.13861386138613	204919.99554366656	0.9483177952993765	0.006547057228421083	9135.090474091332	1.37555042297772
87.12871287128712	206481.99466041173	0.9482708915918865	0.006099536476415469	9135.091769123663	1.2434183838262338
88.11881188118812	208052.24504201938	0.9482243658511498	0.005680899909043527	9135.093071003663	1.123978644786618
89.10891089108911	209630.7346677496	0.9481782157765969	0.005289408668444987	9135.09437972147	1.0160120113579088
90.0990099009901	211217.45057848	0.9481324390684235	0.004923419773085655	9135.095695266444	0.9184164022894328
91.08910891089108	212812.3788690662	0.9480870334278464	0.004581381418526299	9135.097017627168	0.8301955999226922
92.07920792079207	214415.50468085517	0.9480419965573584	0.004261828471512075	9135.098346791421	0.7504490811458109
93.06930693069307	216026.81219435734	0.9479973261609812	0.003963378151636283	9135.0996827462	0.67836282517686
94.05940594059406	217646.28462208176	0.9479530199445136	0.0036847258948684222	9135.10102547769	0.6132010043209848
95.04950495049505	219273.90420153984	0.9479090756157802	0.0034246413932982403	9135.102374971273	0.5542984729089137
96.03960396039604	220909.65218842265	0.9478654908848737	0.003181964805500274	9135.103731211513	0.5010539777369745
97.02970297029702	222553.50884995598	0.9478222634643962	0.002955603131985099	9135.105094182158	0.45292402068295806
98.01980198019803	224205.45345843976	0.9477793910696963	0.002744526750287045	9135.106463866132	0.409417310875069
99.00990099009901	225865.46428497467	0.9477368714191018	0.0025477661043072316	9135.107840245528	0.3700897497720525
100.0	227533.51859338285	0.9476947022341503	0.0023644085426169693	9135.109223301597	0.3345398979622049
