time	P	D	I	S
0.0	0.01	0.0	0.0	0.01
0.9900990099009901	0.30134188694213626	0.044498914631444654	0.0	0.30134188694213626
1.9801980198019802	2.3285083308633707	0.6589727945715907	0.0	2.3285083308633707
2.9702970297029703	2.6832220556915636	1.993718485422961	3.6290539168789083e-16	2.683222055691564
3.9603960396039604	2.1862625807150855	3.208521308472002	5.8789170556652833e-08	2.186262639504256
4.9504950495049505	1.3551921366041177	4.088453241548452	0.06453687518471667	1.4197290117888344
5.9405940594059405	1.0375061602062508e-14	4.3118939686879445	3.7674644379929116	3.767464437992922
6.930693069306931	1.3500001108859516e-23	4.269412600036603	4.091525139585552	4.091525139585552
7.920792079207921	-5.0027130351897376e-29	4.227349763634801	3.1490149289105966	3.1490149289105966
8.910891089108912	-2.4952373315327205e-33	4.18570133604562	2.1257361029827124	2.1257361029827124
9.900990099009901	5.812119779902299e-37	4.1444632344568015	1.3199179230951832	1.3199179230951832
10.89108910891089	1.0562866689494497e-39	4.103631416280516	0.7750083548848793	0.7750083548848793
11.881188118811881	-9.80559791110008e-41	4.063201878757063	0.4395473004409515	0.4395473004409515
12.871287128712872	1.6250416773956807e-43	4.02317065856247	0.24453611060597322	0.24453611060597322
13.861386138613861	2.8598911506486444e-45	3.9835338314199755	0.134827161965706	0.134827161965706
14.85148514851485	4.78781633828513e-46	3.944287511715335	0.0741439230367744	0.0741439230367744
15.841584158415841	1.044148337695915e-45	3.9054278521159036	0.040819409006475016	0.040819409006475016
16.831683168316832	9.875206004720563e-48	3.866951043193482	0.022546166275292323	0.022546166275292323
17.821782178217823	7.197074795530925e-50	3.8288533130508804	0.012508294248671512	0.012508294248671512
18.81188118811881	4.859220703601208e-50	3.7911309269521536	0.00697444681937705	0.00697444681937705
19.801980198019802	2.148299560079118e-50	3.753780186956487	0.003909690767935812	0.003909690767935812
20.792079207920793	-3.473123556640142e-50	3.7167974315556815	0.002203728898016011	0.002203728898016011
21.78217821782178	9.777212937623263e-53	3.68017903531522	0.0012490500034927545	0.0012490500034927545
22.77227722772277	-6.0105377892897385e-52	3.6439214085188607	0.0007118831370227915	0.0007118831370227915
23.762376237623762	1.5581358180185592e-52	3.6080209968167365	0.00040797613122333986	0.00040797613122333986
24.752475247524753	-3.3709293362856694e-53	3.5724742808769223	0.00023509412332178929	0.00023509412332178929
25.742574257425744	1.0816682284769467e-52	3.5372777760404315	0.0001362105188301256	0.0001362105188301256
26.73267326732673	-1.3316260191506522e-52	3.5024280319796115	7.93450205750256e-05	7.93450205750256e-05
27.722772277227723	2.5093724339852378e-55	3.4679216323599134	4.6467247757173814e-05	4.6467247757173814e-05
28.712871287128714	7.127688347774596e-52	3.433755194504979	2.7357112460820142e-05	2.7357112460820142e-05
29.7029702970297	-1.3031525821653845e-51	3.399925369065044	1.619076487709255e-05	1.619076487709255e-05
30.693069306930692	6.316971305204954e-52	3.3664288396885946	9.632068120006648e-06	9.632068120006648e-06
31.683168316831683	-2.2113555389330504e-53	3.333262322697263	5.759654090539932e-06	5.759654090539932e-06
32.67326732673267	-1.5939867044454792e-52	3.30042256676393	3.4616269288344993e-06	3.4616269288344993e-06
33.663366336633665	-2.4558153118346166e-52	3.2679063525939975	2.0909777706025123e-06	2.0909777706025123e-06
34.65346534653465	-2.561764575603632e-53	3.2357104926098015	1.269400143631014e-06	1.269400143631014e-06
35.64356435643565	6.0029357186527864e-52	3.2038318306381233	7.744427680744389e-07	7.744427680744389e-07
36.633663366336634	3.771426164480134e-52	3.1722672416007875	4.7476060377880673e-07	4.7476060377880673e-07
37.62376237623762	-1.9101683391979032e-51	3.141013631208327	2.9246538765733777e-07	2.9246538765733777e-07
38.613861386138616	4.313425668402808e-51	3.11006793565664	1.810361439960772e-07	1.810361439960772e-07
39.603960396039604	-9.057387540257858e-52	3.079427121326673	1.1263605503665967e-07	1.1263605503665967e-07
40.59405940594059	3.9686251132986394e-51	3.0490881844869584	7.040469298488094e-08	7.040469298488094e-08
41.584158415841586	-1.0758608608775066e-50	3.0190481509991254	4.417590395941871e-08	4.417590395941871e-08
42.57425742574257	2.6569769055667006e-50	2.989304076026546	2.7864723125876967e-08	2.7864723125876967e-08
43.56435643564356	-3.9248948781474303e-50	2.959853043745478	1.76542078899546e-08	1.76542078899546e-08
44.554455445544555	6.537707017497729e-50	2.930692167059287	1.1229051654750533e-08	1.1229051654750533e-08
45.54455445544554	1.2907663451799867e-49	2.9018185873156574	7.198224396962784e-09	7.198224396962784e-09
46.53465346534654	-5.5119998620880474e-49	2.8732294740262887	4.668050971284809e-09	4.668050971284809e-09
47.524752475247524	-3.618034292037046e-49	2.844922024589015	3.0586636352162594e-09	3.0586636352162594e-09
48.51485148514851	1.6527783800439891e-49	2.8168934640136345	2.0431079364482104e-09	2.0431079364482104e-09
49.504950495049506	-8.477263381053555e-49	2.7891410446468505	1.3191797379470224e-09	1.3191797379470224e-09
50.495049504950494	-3.391676372611221e-48	2.761662045907617	8.357932174807004e-10	8.357932174807004e-10
51.48514851485149	-2.4138245962175375e-48	2.734453774018786	5.345233147022665e-10	5.345233147022665e-10
52.475247524752476	2.716160485531578e-48	2.7075135617430064	3.579818860048037e-10	3.579818860048037e-10
53.46534653465346	7.539580264149636e-48	2.680838768120255	2.4914259127278905e-10	2.4914259127278905e-10
54.45544554455446	-6.155026480795707e-49	2.6544267782097175	1.6521298801482386e-10	1.6521298801482386e-10
55.445544554455445	-1.5922364054939964e-47	2.6282750028333393	1.0423907528163906e-10	1.0423907528163906e-10
56.43564356435643	-1.3075458086098369e-47	2.6023808783222098	6.259633661083452e-11	6.259633661083452e-11
