time	N	Na	Nan	MF	F	Bp	BN	A	K	B	MAx	Rasa	ERKa	Xa	MDusp	Dusp	Rast	ERKt	Xt	D	Kt	Fgf	Rasi	ERKi	Xi	AK
0.0	0.5	0.2	0.0	0.1	0.001	0.1	0.001	0.1	3.0	0.1	0.1	0.5	0.2	0.1	0.1	0.1	2.0	2.0	2.0	2.0	3.0	1.0	1.5	1.8	1.9	0.0
0.9900990099009901	0.14359682852568945	0.4735582602395929	0.0008405868470744761	0.05078588263598233	0.006222818286560731	0.00032104426104495446	0.07910351621128858	0.002527528351098675	2.911743613906945	0.21313661526026756	0.36223775982825707	1.4543992054921642	0.6452814921041145	0.09412699518101854	0.0849510775078731	0.043388011703295024	2.0	2.0	2.0	2.0	3.0	1.0	0.5456007945078358	1.3547185078958854	1.9058730048189814	0.0882563860930552
1.9801980198019802	0.06360288606615427	0.551169322386274	0.0011829298301671673	0.025126460249036635	0.00732806514619245	0.00042212213183209654	0.12059396083888753	0.003327490028922295	2.9028593799222095	0.2968690888182551	0.5715909524599414	1.9838882838290484	1.4676003732094407	0.22507923939268532	0.08572360710657168	0.02150098224092025	2.0	2.0	2.0	2.0	3.0	1.0	0.01611171617095164	0.5323996267905593	1.7749207606073147	0.09714062007779045
2.9702970297029703	0.04687687346673461	0.5857430158401289	0.001374875347385016	0.012359599889130567	0.006745270908897253	0.0005426978689988136	0.1602414325491646	0.0042613332222637855	2.888918215543386	0.38126999393427286	0.7864202098496116	1.9887808146309522	1.9995621827375019	0.516290450787275	0.1494084465683246	0.017139068990003895	2.0	2.0	2.0	2.0	3.0	1.0	0.011219185369047757	0.00043781726249814135	1.483709549212725	0.11108178445661387
3.9603960396039604	0.04344136726649223	0.6108623045070254	0.0015273434625319895	0.006182507361750768	0.005627730744240022	0.0006893969800478974	0.1994047143585505	0.005262120765757242	2.8701559248128157	0.46473161877715174	0.9940482534364226	1.9887812708132022	1.999503309753481	0.8359325359117838	0.27693076146876067	0.02514814393195267	2.0	2.0	2.0	2.0	3.0	1.0	0.011218729186797782	0.0004966902465191048	1.164067464088216	0.12984407518718433
4.9504950495049505	0.0427376207652651	0.6335201643209327	0.0016783212005173293	0.0032603446193456577	0.004474427693564249	0.0008669495081239328	0.23804684034374082	0.006393004552942732	2.846696625095977	0.546987496611621	1.2137807849236752	1.9887812708553774	1.9991827551635009	1.1470685734228794	0.4282543663240599	0.041037972702051645	2.0	2.0	2.0	2.0	3.0	1.0	0.01121872914462263	0.0008172448364991425	0.8529314265771206	0.15330337490402313
5.9405940594059405	0.042592999060383545	0.6551657512979772	0.0018386658773353974	0.0019239500364730121	0.003471665745661756	0.001081013577041084	0.2760616172351376	0.007719258052442035	2.81822701689256	0.6277861352711536	1.4607883501252232	1.9887812708553807	1.9987604575048536	1.447066662175768	0.5860957357078176	0.06145021652576989	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.0012395424951463507	0.552933337824232	0.18177298310743994
6.930693069306931	0.04256292919101241	0.6761104293840159	0.00201214587279148	0.0013612200024177847	0.0026663032732137963	0.0013387436614639252	0.3133204746935089	0.009299169900255724	2.7841372333100476	0.706829828197593	1.745270594092411	1.9887812708553807	1.9982680878771684	1.7248675929003947	0.7444862829024983	0.08474927596395013	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.0017319121228316359	0.2751324070996053	0.2158627666899524
7.920792079207921	0.042556472053338366	0.6964325827702029	0.0022009647152203314	0.0011838456747156987	0.0020487979993258887	0.0016487799405417252	0.3496694390823259	0.01118926272056794	2.7436382492393703	0.7837618781507834	2.074148892710047	1.9887812708553807	1.9977175150370177	1.9322168225330487	0.9010407693104027	0.110251943656635	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.002282484962982334	0.06778317746695128	0.2563617507606297
8.910891089108912	0.04255497123963429	0.7161626370252054	0.002407137227211297	0.001209576020186341	0.0015910592952210689	0.0020211243319932207	0.3849243729935863	0.013447628556292284	2.6958465135079677	0.8581564992285565	2.45187303536115	1.9887812708553807	1.9971124043881388	1.977161950381637	1.0538878576557207	0.13765259935837804	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.002887595611861249	0.02283804961836311	0.30415348649203233
9.900990099009901	0.04255456175184698	0.7353208588375524	0.002632844739688713	0.001356091013713842	0.0012626215406332758	0.00246697872875196	0.418866590912169	0.01613656136532761	2.6398539237631886	0.9295099105938222	2.8808497695507786	1.9887812708553807	1.9964536285285106	1.9780159509993036	1.2022738924057599	0.1667735934036343	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.0035463714714893957	0.021984049000696393	0.3601460762368114
10.89108910891089	0.04255442070601468	0.7539250865822679	0.0028805488702545617	0.001590175922769123	0.0010368138291436957	0.0029985657142418093	0.45123902579176584	0.01932522494977376	2.574790355310606	0.9972326842866124	3.361684671164275	1.9887812708553807	1.9957378051325532	1.9780137656098031	1.3468917908782465	0.1976211700499615	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.0042621948674468335	0.021986234390196868	0.42520964468939404
11.881188118811881	0.04255436060676089	0.7719923246160479	0.0031530496545275053	0.0019038034443762165	0.0008925377631472978	0.0036289077456943103	0.481743030011273	0.023092536389288824	2.499883642980305	1.0606435658059723	3.893324787747111	1.9887812708553807	1.9949579452414221	1.97800171979658	1.4883842168435875	0.23032763574776746	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.005042054758577885	0.021998280203419984	0.5001163570196949
12.871287128712872	0.042554332402215816	0.789539086715502	0.0034535312315014926	0.0023032705231124076	0.0008142778269601788	0.004371528725223751	0.510035985067044	0.02753088630776349	2.414518132388603	1.1189652520007816	4.473238418799935	1.9887812708553807	1.9941047829401106	1.977988439217	1.6272360941497543	0.26507907573174955	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.005895217059889379	0.02201156078300004	0.5854818676113971
13.861386138613861	0.0425543204931082	0.8065814850597511	0.0037856038601916217	0.0028047542452209456	0.0007915344920578494	0.005240021060519968	0.5357300298121009	0.03275075279730514	2.3182917599677166	1.1713229541194552	5.097592350394368	1.9887812708553807	1.9931671051031734	1.9779738386944432	1.7638222855670014	0.3020887180784801	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.006832894896826591	0.02202616130555679	0.6817082400322834
14.85148514851485	0.04255431926005165	0.8231352676623271	0.004153342158649261	0.0034331628407043347	0.000818197690961187	0.0062473849779784195	0.5583924440363697	0.03888631901535693	2.2110723392252076	1.2167471714172338	5.761408707893579	1.9887812708553807	1.9921316011527777	1.9779577094846594	1.898439364209924	0.3415885234616986	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.007868398847222347	0.022042290515340568	0.7889276607747924
15.841584158415841	0.042554327231380945	0.839215845342261	0.004561316585108607	0.004222853157907424	0.0008920725188351112	0.007405011659890237	0.5775485694553473	0.046102208322259176	2.0930538866910005	1.2541829540945677	6.458688584958135	1.9887812708553807	1.9909824671943768	1.9779398023387729	2.0313265352160244	0.3838270856203925	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.00901753280562323	0.022060197661227132	0.9069461133089995
16.831683168316832	0.042554345537012976	0.8548383162467011	0.005014613785265837	0.005219602874987563	0.001014636692152582	0.008721150227430748	0.5926886100468767	0.05460136232091818	1.9648135810651741	1.2825090241519927	7.182494125740977	1.9887812708553807	1.9897008224082664	1.9779198186294895	2.162679901926362	0.42906965729405777	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.0102991775917336	0.022080181370510488	1.0351864189348259
17.821782178217823	0.04255437777079829	0.8700174890410958	0.00551884060251548	0.006483609018651001	0.00119105718686483	0.010198692445120656	0.6032801973417018	0.06463382953781246	1.8273690378563228	1.3005713310603557	7.924986682908777	1.9887812708553807	1.988263923631355	1.977897397788382	2.2926624890678076	0.47759877503270454	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.011736076368644932	0.022102602211617972	1.1726309621436772
18.81188118811881	0.042554430681877156	0.8847679042433279	0.006080106243835572	0.008093436697931703	0.0014304757884254038	0.01183214305258659	0.6087891379123936	0.07650564085043206	1.6822335827371935	1.307236675265293	8.677425209896784	1.9887812708553807	1.9866441227020588	1.9778721003407753	2.4214114672043823	0.5297148990735218	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.013355877297941188	0.02212789965922468	1.3177664172628065
19.801980198019802	0.042554515739264866	0.8991038525420006	0.006704977567252201	0.010150839984272507	0.0017465668382307823	0.013603800561781511	0.6087110558297205	0.0905857522575319	1.5314635264869514	1.3014722634973692	9.430136858410348	1.9887812708553807	1.9848074732631604	1.9778433851082233	2.5490434757345444	0.5857368300539706	2.0	2.0	2.0	2.0	3.0	1.0	0.0112187291446193	0.015192526736839573	0.02215661489177667	1.4685364735130486
