time	p100	p52	NIK	IkBd	p100t
0.0	0.0	0.0	10.0	0.0	2.5
0.9900990099009901	0.48327460418016077	0.011679288783999379	10.0	1.232373436920025e-06	2.5
1.9801980198019802	0.9450394951896037	0.044667807811013364	10.0	9.406703004348876e-06	2.5
2.9702970297029703	1.387891519215077	0.09635615646932172	10.0	3.034302396398113e-05	2.5
3.9603960396039604	1.8139393406448057	0.16462462030937325	10.0	6.884723819597625e-05	2.5
4.9504950495049505	2.22492298868727	0.2477233538120831	10.0	0.00012889212958499047	2.5
5.9405940594059405	2.622298209835455	0.34418782098559436	10.0	0.0002137584282442334	2.5
6.930693069306931	3.007297520720205	0.4527775816492321	10.0	0.0003261467596031462	2.5
7.920792079207921	3.3809753724558016	0.5724309995858402	10.0	0.0004682678614116845	2.5
8.910891089108912	3.744242206000923	0.7022310847802787	10.0	0.0006419162475657989	2.5
9.900990099009901	4.097890566009921	0.8413792961493585	10.0	0.0008485310373997578	2.5
10.89108910891089	4.442615425683416	0.9891751479745091	10.0	0.0010892466773436708	2.5
11.881188118811881	4.779030217728069	1.1450001217563575	10.0	0.0013649355923332216	2.5
12.871287128712872	5.107679630504871	1.3083048220285458	10.0	0.0016762443147617823	2.5
13.861386138613861	5.429049933318725	1.478598610373315	10.0	0.0020236242855814846	2.5
14.85148514851485	5.743577390699281	1.6554411564001643	10.0	0.0024073582619991546	2.5
15.841584158415841	6.05165517826181	1.8384354920290495	10.0	0.0028275830630428963	2.5
16.831683168316832	6.353639117317042	2.02722225104687	10.0	0.0032843092532351195	2.5
17.821782178217823	6.649852463885203	2.221474857614753	10.0	0.003777438235639535	2.5
18.81188118811881	6.94058993619152	2.4208954791062847	10.0	0.004306777144091637	2.5
19.801980198019802	7.226121123942362	2.6252115995374914	10.0	0.004872051855855621	2.5
20.792079207920793	7.506693391239709	2.834173101375112	10.0	0.005472918388641078	2.5
21.78217821782178	7.78253436229048	3.0475497662717936	10.0	0.006108972904048629	2.5
22.77227722772277	8.053854060336683	3.265129124062088	10.0	0.006779760501094759	2.5
23.762376237623762	8.320846759787358	3.4867145898231677	10.0	0.007484782967374137	2.5
