time	Ligand_EGF	Surface_Receptor_External	Receptor_Ligand_Complex	Internalised_receptors	Receptor_Ligand_Pit_Protein_complex	Free_pit_proteins	Internalised_Ligand
0.0	198730648281000.0	73000.0000000001	0.0	25029.0	0.0	0.0	0.0
0.9900990099009901	198730648165177.1	2.6341972089337895e-18	71302.22236571457	26726.77763428583	0.0	0.0	2917.0525374958725
1.9801980198019802	198730648123902.4	2.5054629949849973e-18	67375.57479241335	30653.425207587054	0.0	0.0	8122.923782380594
2.9702970297029703	198730648084979.03	2.346556160596167e-18	62528.60275873936	35500.39724126103	0.0	0.0	14351.22312115744
3.9603960396039604	198730648048664.0	2.183280881835797e-18	57548.384554309116	40480.61544569128	0.0	0.0	20826.744064054794
4.9504950495049505	198730648014904.94	2.0293169030865144e-18	52852.17937665839	45176.820623342006	0.0	0.0	27127.13695512332
5.9405940594059405	198730647983495.56	1.89082986756352e-18	48628.05150999398	49400.94849000641	0.0	0.0	33051.0386939984
6.930693069306931	198730647954168.25	1.7697208012008967e-18	44933.98599610327	53095.01400389712	0.0	0.0	38524.120593723695
7.920792079207921	198730647926645.1	1.665654608711845e-18	41759.76176708387	56269.23823291652	0.0	0.0	43540.01577196591
8.910891089108912	198730647900663.0	1.5772401878788207e-18	39062.94745992068	58966.052540079705	0.0	0.0	48125.70548965286
9.900990099009901	198730647875985.2	1.5026822981469982e-18	36788.784694907634	61240.21530509275	0.0	0.0	52322.216753339315
10.89108910891089	198730647852404.34	1.4401235953887244e-18	34880.620810884146	63148.37918911624	0.0	0.0	56174.34095454681
11.881188118811881	198730647829742.28	1.3878118507376615e-18	33285.0093696336	64743.99063036679	0.0	0.0	59725.46861445515
12.871287128712872	198730647807847.56	1.3441715929792267e-18	31953.895390150537	66075.10460984985	0.0	0.0	63015.241495147005
13.861386138613861	198730647786592.5	1.3078252482352607e-18	30845.26015072793	67183.73984927245	0.0	0.0	66078.71056319293
14.85148514851485	198730647765869.9	1.27758887045689e-18	29922.99096055674	68106.00903944366	0.0	0.0	68946.26689089074
15.841584158415841	198730647745589.97	1.2524561612978105e-18	29156.39373432204	68872.60626567838	0.0	0.0	71643.94316755251
16.831683168316832	198730647725677.9	1.231578088962232e-18	28519.571326843063	69509.42867315737	0.0	0.0	74193.86923928351
17.821782178217823	198730647706071.4	1.2142418774816678e-18	27990.782664551938	70038.21733544848	0.0	0.0	76614.7682515817
18.81188118811881	198730647686718.56	1.1998511983562143e-18	27551.838551462868	70477.16144853756	0.0	0.0	78922.43673115793
19.801980198019802	198730647667576.28	1.1879083486390236e-18	27187.558065578985	70841.44193442145	0.0	0.0	81130.18285846619
20.792079207920793	198730647648608.7	1.1779986495228287e-18	26885.292684994198	71143.70731500626	0.0	0.0	83249.21356931028
