time	S	N	T
0.0	0.1	0.2	0.1
0.9900990099009901	0.10843664763193868	0.19738114041745047	0.1013675359591533
1.9801980198019802	0.11597287477261191	0.19504300263017305	0.10307905625886311
2.9702970297029703	0.12267340278681119	0.192949868418848	0.10511518486057904
3.9603960396039604	0.12859484468214544	0.19106999189877769	0.10745959458011839
4.9504950495049505	0.13378749475199042	0.18937494980148062	0.110098158426536
5.9405940594059405	0.1382967529724006	0.18783913066540622	0.11301826734171086
6.930693069306931	0.14216427001855103	0.186439330965817	0.11620827472340199
7.920792079207921	0.14542886264885638	0.18515443860687583	0.11965704573669632
8.910891089108912	0.14812724903670957	0.18396518333248074	0.1233535902417035
9.900990099009901	0.1502946279643899	0.1828539428609621	0.12728677029433716
10.89108910891089	0.15196512799498463	0.18180459238616706	0.13144507242614262
11.881188118811881	0.15317214238472188	0.18080238897699633	0.13581643966675264
12.871287128712872	0.15394856438040438	0.17983388300172848	0.14038815862303594
13.861386138613861	0.15432693401506276	0.17888685032817228	0.14514679829082786
14.85148514851485	0.1543395072358564	0.17795023969297732	0.15007819692920488
15.841584158415841	0.15401825712731929	0.1770141305881911	0.15516749333437085
16.831683168316832	0.15339481746559408	0.17606969757374025	0.16039919798816848
17.821782178217823	0.1525003787372588	0.175109177647493	0.16575729900154185
18.81188118811881	0.151365547324656	0.17412583786456431	0.1712253968375119
19.801980198019802	0.15002017856865663	0.17311394101544922	0.17678686125216717
20.792079207920793	0.14849319453349066	0.17206870772714944	0.18242500332134887
21.78217821782178	0.14681239691356518	0.1709862739231589	0.18812325523035875
22.77227722772277	0.14500428456085293	0.16986364335384108	0.19386535059765933
23.762376237623762	0.1430938848059443	0.16869863450027725	0.1996354986879211
24.752475247524753	0.14110460542147285	0.16748982281292518	0.20541854629945056
25.742574257425744	0.13905811367677814	0.16623647881486714	0.21120012179122907
26.73267326732673	0.13697424564361058	0.16493850293342266	0.2169667580299749
27.722772277227723	0.1348709488171488	0.1635963581533726	0.2227059909284985
28.712871287128714	0.13276425853189977	0.16221100184803208	0.22840643206566794
29.7029702970297	0.13066830647054428	0.16078381790281923	0.23405781580822008
30.693069306930692	0.12859536049279227	0.1593165503396688	0.2396510205532479
31.683168316831683	0.1265558908869853	0.15781123950134815	0.24517806708687925
32.67326732673267	0.12455866009786304	0.15627016169011307	0.25063209566195077
33.663366336633665	0.12261083112475016	0.15469577305536303	0.25600732495017897
34.65346534653465	0.12071808975569566	0.15309065815172337	0.26129899634673687
35.64356435643565	0.1188847763926211	0.15145748371289003	0.26650330656196913
36.633663366336634	0.11711402274376567	0.14979895762192197	0.27161733225056206
37.62376237623762	0.11540789012992828	0.1481177932370359	0.27663894912857406
38.613861386138616	0.11376750546364997	0.14641667896803418	0.2815667487988387
39.603960396039604	0.11219319244370292	0.14469825270542294	0.2863999555495455
40.59405940594059	0.11068459565458542	0.14296508103812	0.2911383450143334
41.584158415841586	0.10924079605014878	0.14121964266290332	0.2957821663791485
42.57425742574257	0.10786041672412464	0.13946431567327813	0.30033206925784983
43.56435643564356	0.10654171814703667	0.13770136833146054	0.3047890362047629
44.554455445544555	0.10528268308123394	0.13593295275119488	0.30915432114962976
45.54455445544554	0.1040810907784542	0.13416110123128144	0.313429394276497
46.53465346534654	0.1029345812146538	0.13238772470814675	0.3176158931662775
47.524752475247524	0.1018407097441223	0.130614613000985	0.3217155801572488
