time	comp1	BLL	IL	AL	A	BL	B	DLL	D	ILL	DL	I	ALL	kf_0	kr_0	kf_1	kr_1	kf_2	kr_2	kf_3	kr_3	kf_4	kr_4	kf_5	kr_5	kf_6	kr_6	kf_7	kr_7	kf_8	kr_8	kf_9	kr_9	kf_10	kr_10	kf_11	kr_11	kf_12	kr_12	kf_13	kr_13	kf_14	kr_14	kf_15	kr_15	kf_16	kr_16	t2	React0	React1	React2	React3	React4	React5	React6	React7	React8	React9	React10	React11	React12	React13	React14	React15	React16
54.0	1.0E-16	2.1877619169367405E-76	-1.313019141992305E-45	-6.780911551926833E-48	3.4868638123326183E-26	-3.402022526981077E-47	6.95273853743329E-22	-2.907150079627224E-73	9.64782426253987E-22	4.824515361422835E-72	-2.5949408354886284E-48	4.867324669669728E-25	1.4373970687560386E-74	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	2.7216180215848617E-43	-3.500419067098785E-72	-3.498493730482048E-72	5.858707580864784E-47	-2.483822134810435E-73	-1.1334107105251418E-24	1.4157068367204122E-44	5.25207656796922E-45	-3.859612289138268E-71	-1.1334672554269526E-24	2.150052212760863E-45	-3.6203780290012896E-72	1.0379763341954515E-47	2.325720063701779E-72	-1.1334022881564358E-24	-6.564784317061267E-47	2.4157462608069706E-73
55.0	1.0E-16	7.866120665820695E-78	-4.2129357249172816E-45	1.3185411966726146E-48	3.4925149192696735E-26	2.210082282487557E-47	6.964065863022707E-22	-1.0523599437027519E-74	9.636497021123745E-22	1.7346594994603464E-73	-9.21535090835033E-47	4.866675385682057E-25	5.168176070659106E-76	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-1.7680658259900453E-43	-1.2585793065313111E-73	-1.2578870497151658E-73	-1.139219593925139E-47	-8.930608250098935E-75	-1.1320546778984855E-24	-7.396959116491404E-46	1.6851742899669127E-44	-1.387727599568277E-72	-1.132111155148964E-24	7.356681204110022E-45	-1.3017106731496986E-73	3.686140363340132E-46	8.418879549622015E-74	-1.132046265606439E-24	-2.1053620203496388E-46	8.685925816626165E-75
56.0	1.0E-16	2.8282721526479845E-79	1.7064277402151242E-45	9.283381759425004E-49	3.498159265122408E-26	-6.415846473853449E-49	6.975379636399383E-22	-3.804731838644508E-76	9.625183331819654E-22	6.236986893168826E-75	1.3076046586015068E-47	4.866026878509238E-25	1.858223269318999E-77	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	5.132677179082759E-45	-4.525235444236776E-75	-4.522746427289037E-75	-8.020841840143205E-48	-3.21100980938323E-76	-1.1307002676533676E-24	-2.6270526062425462E-45	-6.825710960860497E-45	-4.9895895145350606E-74	-1.1307566773333407E-24	-2.9507567551818573E-45	-4.680314729602949E-75	-5.230418634406027E-47	3.0437854709156065E-75	-1.130691865425812E-24	8.530569575485301E-47	3.1230591247907857E-76
57.0	1.0E-16	1.0169083878724852E-80	-4.5035558200356596E-45	-5.61804269563549E-48	3.503796857979903E-26	-1.6379753307386257E-47	6.986679873777427E-22	-1.3741911261582462E-77	9.613883178413612E-22	2.2425155489170947E-76	-7.852048879633849E-47	4.865379147221871E-25	6.681262364824258E-79	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.3103802645909006E-43	-1.6270534205959764E-76	-1.6261584917595253E-76	4.853988889029064E-47	-1.154522136641632E-77	-1.1293474778483887E-24	1.3264069056081032E-44	1.8014223280142638E-44	-1.7940124391336758E-75	-1.1294038200389389E-24	7.724668979353682E-45	-1.6828123473263618E-76	3.1408195518535395E-46	1.099352900926597E-76	-1.129339085673524E-24	-2.2508356641522736E-46	1.1229068038099373E-77
58.0	1.0E-16	3.656305650836383E-82	-1.2371161925360969E-45	-1.633089439059323E-48	3.509427705921562E-26	-4.997229011605731E-48	6.997966591351545E-22	-4.9592330284844936E-79	9.602596544711031E-22	8.062990101226883E-78	-3.4859420296941687E-47	4.864732190891681E-25	2.4022554667083995E-80	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	3.9977832092845846E-44	-5.850089041338213E-78	-5.846871314449651E-78	1.4109892753472552E-47	-4.151097446472115E-79	-1.1279963065451987E-24	3.8250252915138E-45	4.9484647701443876E-45	-6.450392080981506E-77	-1.1280525813269413E-24	2.120165349647481E-45	-6.050570888652096E-78	1.3943768118776675E-46	3.967386422787595E-78	-1.1279879244108651E-24	-6.181397832244852E-47	4.0374461302476235E-79
59.0	1.0E-16	1.3146289262725885E-83	-4.432583714445964E-45	-6.48885760912102E-48	3.5150518170171205E-26	-2.157803902682106E-47	7.009239805297069E-22	-1.7885111029565273E-80	9.5913234145367E-22	2.899057415523126E-79	-9.790774118767517E-47	4.864086008591484E-25	8.637337319142271E-82	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.7262431221456846E-43	-2.1034062820361415E-79	-2.1022493445818253E-79	5.606372974280562E-47	-1.4925318887477846E-80	-1.126646751807226E-24	1.4974324775504858E-44	1.7730334857783856E-44	-2.319245932418501E-78	-1.1267029592608423E-24	7.583891839594925E-45	-2.1754897601908868E-79	3.916309647507007E-46	1.4308088823652218E-79	-1.1266383797014464E-24	-2.21511696432873E-46	1.4516749210851108E-80
60.0	1.0E-16	4.726763746637712E-85	1.7448228886109114E-46	-1.2493901369892641E-51	3.5206691993266615E-26	-5.840198378679648E-49	7.020499531769981E-22	-6.446613118882854E-82	9.580063771734753E-22	1.0423594983998628E-80	-4.678854120083237E-47	4.86344059939523E-25	3.1055647788913916E-83	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	4.6721587029437187E-45	-7.562821994620339E-81	-7.558662212326605E-81	1.0794730783587242E-50	-5.366415937924325E-82	-1.1252988117003558E-24	-7.249924994748485E-47	-6.9792915544436456E-46	-8.338875987198903E-80	-1.1253549519064638E-24	-3.0362398301251785E-46	-7.8219989812606125E-81	1.8715416480332946E-46	5.157290495106283E-81	-1.125290449611194E-24	8.780260692495557E-48	5.219533427741974E-82
61.0	1.0E-16	1.699513526823485E-86	-6.717171603343038E-46	-4.0116335876532483E-48	3.5262798609006233E-26	-2.0492922307220285E-47	7.03174578690693E-22	-2.3226169146296708E-83	9.568817600168665E-22	3.7478159715608005E-82	7.875209887101659E-48	4.862795962377955E-25	1.1166095098130403E-84	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.6394337845776228E-43	-2.719221642917576E-82	-2.717725988220826E-82	3.4660514197324065E-47	-1.9295012329569335E-83	-1.1239524842930562E-24	8.327796130231263E-45	2.6868686413372152E-45	-2.9982527772486404E-81	-1.1240085573319324E-24	1.0891569322667716E-45	-2.8124090350016405E-82	-3.1500839548406635E-47	1.8580935317037366E-82	-1.12394413220835E-24	-3.3595308268579717E-47	1.8766951260779564E-83
62.0	1.0E-16	6.110621303938458E-88	-8.793265823093146E-46	1.0813917537053034E-48	3.531883809779812E-26	9.214577104976123E-48	7.042978586825262E-22	-8.364976745808737E-85	9.557584883721206E-22	1.3475317346397222E-83	-5.18158318280473E-47	4.86215209661581E-25	4.014782907658545E-86	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-7.371661683980899E-44	-9.776994086301532E-84	-9.771616441794438E-84	-9.343224752013824E-48	-6.937544864433965E-85	-1.12260776765549E-24	-1.7651183815056354E-45	3.517306329237258E-45	-1.0780253877117777E-82	-1.1226637736076904E-24	1.5514938795292578E-45	-1.0112050469050042E-83	2.072633273121892E-46	6.691981396646989E-84	-1.1225994255634656E-24	-4.390415011727208E-47	6.747696645293582E-85
63.0	1.0E-16	2.1970812919144246E-89	5.5985496797729745E-46	-5.549680205668643E-49	3.5374810539954156E-26	-5.101179655689852E-48	7.054197947623038E-22	-3.0117697278059735E-86	9.54636560629444E-22	4.845066673336721E-85	1.4613805391624812E-48	4.8615090011860565E-25	1.4435200577410334E-87	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	4.080943724551881E-44	-3.515330067063079E-85	-3.513396528443961E-85	4.794923697697708E-48	-2.4944026597765062E-86	-1.1212646598608264E-24	8.574590211135276E-46	-2.2394198719091898E-45	-3.8760533386693765E-84	-1.1213205988064885E-24	-9.851637594887499E-46	-3.6357999938545375E-85	-5.845522156649925E-48	2.4094157822447788E-85	-1.1212563277494024E-24	2.799099474221788E-47	2.4261474603417274E-86
64.0	1.0E-16	7.899632578716965E-91	-2.860571089001151E-45	-3.760814454834069E-48	3.5430716015690127E-26	-1.149708420271514E-47	7.065403885379059E-22	-1.0841068992319631E-87	9.535159751809679E-22	1.742049630462337E-86	-3.951251131063001E-47	4.8608666751670535E-25	5.19019397147814E-89	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	9.197667362172112E-44	-1.2639412125947145E-86	-1.2632460064196087E-86	3.2493436889766357E-47	-8.968655182714226E-88	-1.1199231589841832E-24	8.810010659892382E-45	1.1442284356004605E-44	-1.3936397043698697E-85	-1.1199790310033825E-24	4.9027415279335465E-45	-1.3072563212449305E-86	1.5805004524252005E-46	8.672855193855705E-87	-1.1199148368413261E-24	-1.4298113943648478E-46	8.72325743510247E-88
65.0	1.0E-16	2.8403225803788866E-92	2.0496182141347578E-45	-3.988022867576804E-48	3.548655460512583E-26	-2.975728580253661E-47	7.07659641615289E-22	-3.901529993810581E-89	9.523967304207484E-22	6.263560806104963E-88	3.543919811884832E-47	4.860225117638263E-25	1.8661406067708532E-90	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	2.3805828642029293E-43	-4.544516128606219E-88	-4.542016506259312E-88	3.445651757586359E-47	-3.224690968500034E-89	-1.1185832631027956E-24	7.058735502830685E-45	-8.198472856539031E-45	-5.0108486448839704E-87	-1.1186390682757316E-24	-3.645497946515878E-45	-4.700256131590851E-88	-1.4175679247539328E-46	3.121223995048465E-88	-1.1185749509167066E-24	1.0243838366899529E-46	3.136462239045054E-89
66.0	1.0E-16	1.0212414823112087E-93	-3.488502124736E-45	-4.978474116311745E-48	3.5542326388285214E-26	-1.6223530147982646E-47	7.087775555984884E-22	-1.4038670807334092E-90	9.512788247447618E-22	2.2520710024299377E-89	-3.604296615725843E-47	4.859584327680251E-25	6.709731537617251E-92	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.2978824118386117E-43	-1.633986371697934E-89	-1.6330876293984493E-89	4.3014016364933474E-47	-1.159441609700261E-90	-1.1172449702964822E-24	1.1531960159456437E-44	1.3954008498944E-44	-1.8016568019439502E-88	-1.1173007087031952E-24	5.971170985831853E-45	-1.689982881215905E-89	1.4417186462903372E-46	1.1230936645867274E-89	-1.1172366680553128E-24	-1.743818546774113E-46	1.127720141711849E-90
67.0	1.0E-16	3.67188637499949E-95	-2.462161107768018E-45	-1.927668298480307E-48	3.55980314450965E-26	-2.4337073424952116E-48	7.098941320896197E-22	-5.0507758330129276E-92	9.50162256550904E-22	8.097349129609797E-91	-6.376177031451046E-47	4.858944304374681E-25	2.412492269418821E-93	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.9469658739961693E-44	-5.875018199999183E-91	-5.871786760933277E-91	1.6655054098869853E-47	-4.168786641555723E-92	-1.1159082786474758E-24	4.965429183311664E-45	9.848644431072072E-45	-6.477879303687838E-90	-1.1159639503677302E-24	4.245896111791517E-45	-6.076354341100172E-91	2.5504708125804182E-46	4.040620666410342E-91	-1.1158999863392114E-24	-1.2303154126402348E-46	4.054735495804514E-92
68.0	1.0E-16	1.3202312992827217E-96	-8.838563603805647E-46	-2.9092039305228774E-48	3.5653669855392254E-26	-1.3490433807043596E-47	7.110093726888822E-22	-1.8169451056204232E-93	9.490470242389882E-22	2.9114119198750722E-92	-4.441651836121773E-47	4.858305046804316E-25	8.674145869674744E-95	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.0792347045634876E-43	-2.112370078852355E-92	-2.1112082109241556E-92	2.5135521959717666E-47	-1.4988924062797958E-93	-1.1145731862399571E-24	6.217462374717017E-45	3.535425441522259E-45	-2.329129535900058E-91	-1.1146287913535871E-24	1.4801623690413035E-45	-2.184760737705314E-92	1.776660734448709E-46	1.4535560844963386E-92	-1.114564903852764E-24	-4.413951819699477E-47	1.4578862940642807E-93
69.0	1.0E-16	4.746908047954688E-98	-5.736031602005387E-47	-2.3488955781836346E-48	3.570924169890958E-26	-1.3143472024231924E-47	7.121232789945607E-22	-6.535604729360973E-95	9.479331262107412E-22	1.0468017747532883E-93	-1.3588227232334766E-47	4.8576665540530185E-25	3.118799929999699E-96	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.051477761938554E-43	-7.595052876727501E-94	-7.590875366133829E-94	2.0294457795506603E-47	-5.3892862790394804E-95	-1.1132396911607328E-24	4.727322521073008E-45	2.294412640802155E-46	-8.374414198026306E-93	-1.1132952297473104E-24	5.318137264794859E-47	-7.855334389501696E-94	5.435290892933906E-47	5.228483783488779E-94	-1.1132314186826243E-24	-2.8517099283238925E-48	5.241851599441675E-95
70.0	1.0E-16	1.7067567013379834E-99	-1.2885139900763837E-45	-1.6386831427805794E-48	3.5764747055290123E-26	-4.851375319452914E-48	7.132358526030277E-22	-2.3506994598466394E-96	9.468205608698027E-22	3.763788819607851E-95	-3.199370178796228E-47	4.857028825205747E-25	1.1213683995732734E-97	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	3.8811002555623313E-44	-2.7308107221407738E-95	-2.7293086929989622E-95	1.415822235362421E-47	-1.9377245944626167E-96	-1.1119077914983886E-24	3.8593130196899094E-45	5.154055960305535E-45	-3.011031055686281E-94	-1.111963263637734E-24	2.209486482348713E-45	-2.8243952639677052E-95	1.2797480715184913E-46	1.8805595678773115E-95	-1.1118995289177344E-24	-6.438730706167364E-47	1.884715249155742E-96
71.0	1.0E-16	6.136665014191797E-101	-3.721141938192278E-45	-6.421788914052756E-48	3.582018600408028E-26	-2.3658356607685564E-47	7.143470951087454E-22	-8.45437719144209E-98	9.457093266217219E-22	1.3532749659134375E-96	-8.89046669972739E-47	4.85639185934855E-25	4.031894071535659E-99	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.892668528614845E-43	-9.818664022706875E-97	-9.813263458174222E-97	5.548425621741581E-47	-6.967112955613618E-98	-1.110577485344559E-24	1.4520115265505427E-44	1.4884567752769113E-44	-1.08261997273075E-95	-1.1106328911159762E-24	6.347314462510616E-45	-1.0155148409591713E-96	3.556186679890956E-46	6.763501753153672E-97	-1.1105692326493235E-24	-1.8595041130921716E-46	6.776520082196918E-98
72.0	1.0E-16	2.206445572779601E-102	-5.776290729088319E-46	-7.723735056704917E-48	3.587555862473126E-26	-4.190044696814969E-47	7.15457008104269E-22	-3.040493638551027E-99	9.445994218739558E-22	4.8657170469507914E-98	1.2384754058401275E-47	4.855755655568575E-25	1.4496725507224783E-100	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	3.352035757451975E-43	-3.530312916447361E-98	-3.528371136718546E-98	6.673307088993048E-47	-2.5050341676484427E-99	-1.1092487707923189E-24	1.5715975949512012E-44	2.3105162916353275E-45	-3.892573637560633E-97	-1.1093041102754412E-24	8.51758445985775E-46	-3.6512962978856456E-98	-4.95390162336051E-47	2.4323949108408217E-98	-1.109240527970904E-24	-2.8896315350311675E-47	2.436507115841657E-99
73.0	1.0E-16	7.933302654354531E-104	3.0842060510560696E-45	-4.120109908541646E-48	3.593086499659924E-26	-3.404906482630616E-47	7.165655931802479E-22	-1.0934236757355559E-100	9.434908450358667E-22	1.7494746500005127E-99	4.801402097711147E-47	4.855120212954058E-25	5.2123157881024625E-102	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	2.723925186104493E-43	-1.2693284246967252E-99	-1.2686302553653642E-99	3.5597749609799827E-47	-9.006881681841056E-101	-1.1079216459378769E-24	6.862722721984309E-45	-1.2336824204224278E-44	-1.39957972000041E-98	-1.1079769192118126E-24	-5.448302710522113E-45	-1.312828150738366E-99	-1.920560839084459E-46	8.747389405884447E-100	-1.1079134129782696E-24	1.5415268572763094E-46	8.76049433411139E-101
74.0	1.0E-16	2.8524289011937378E-105	-2.132834542764336E-46	-5.903988876142336E-48	3.5986105198945404E-26	-3.2795417396551666E-47	7.176728519254284E-22	-3.93204038276975E-102	9.4238359451872E-22	6.29025800573441E-101	3.151569132888929E-47	4.854485530594326E-25	1.8740946669880613E-103	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	2.6236333917241332E-43	-4.56388624190998E-101	-4.561375965335215E-101	5.10104638898698E-47	-3.23843558455537E-102	-1.1065961088790512E-24	1.1913525259078285E-44	8.531338171057344E-46	-5.032206404587528E-100	-1.1066513160230535E-24	2.539190312495691E-46	-4.7202900512472606E-101	-1.2606276531555716E-46	3.1456323062158E-101	-1.1065878857694922E-24	-1.0701991543416347E-47	3.149847451326529E-102
75.0	1.0E-16	1.0255943851219526E-106	-1.6603429125861503E-45	-4.063798892206398E-48	3.6041279310936175E-26	-1.73393500178662E-47	7.187787859266563E-22	-1.4139538611302815E-103	9.412776687356816E-22	2.2616701467003855E-102	-2.7347416965291356E-47	4.8538516075798E-25	6.738330854960699E-105	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.387148001429296E-43	-1.6409510161951238E-102	-1.640048443106632E-102	3.5111222428663283E-47	-1.1643835717372087E-103	-1.105272157716201E-24	8.880693462322924E-45	6.641371650344601E-45	-1.8093361173603084E-101	-1.1053272988094026E-24	2.8083302598896045E-45	-1.6971862017280986E-102	1.0938966786116542E-46	1.1311630889042252E-102	-1.1052639444449189E-24	-8.298432872894917E-47	1.1325318179835492E-103
76.0	1.0E-16	3.6875374689594704E-108	-3.347277079290895E-45	-3.3239864882003626E-48	3.6096387411643193E-26	-7.31238228217476E-48	7.198833967688788E-22	-5.084432164846389E-105	9.401730661018163E-22	8.131863365402482E-104	-6.52782092032614E-47	4.853218443001984E-25	2.422775306336562E-106	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	5.849905825739808E-44	-5.900059950335153E-104	-5.896814737477524E-104	2.8719243258051135E-47	-4.18655572934958E-105	-1.1039497905518877E-24	8.157113280986275E-45	1.338910831716358E-44	-6.505490692321986E-103	-1.1040048656733713E-24	5.75828098617538E-45	-6.102254264708698E-104	2.611128368130456E-46	4.067545731877111E-104	-1.1039415871071697E-24	-1.6728552011350087E-46	4.072033001299057E-105
77.0	1.0E-16	1.3258587221643115E-109	-3.008697889368385E-45	-4.348851958524973E-48	3.6151429580043544E-26	-1.4327048476809498E-47	7.209866860351465E-22	-1.8282745630649488E-106	9.39069785034085E-22	2.9238216725822127E-105	-4.71959865903547E-47	4.852586035953471E-25	8.711119002288004E-108	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.1461638781447598E-43	-2.1213739554628986E-105	-2.120207135108668E-105	3.7574080921655775E-47	-1.5052813635953672E-106	-1.1026290054911295E-24	1.0053338064373191E-44	1.203479155747354E-44	-2.3390573380657702E-104	-1.1026840147197401E-24	5.148809616124268E-45	-2.1940731747458323E-105	1.887839463614188E-46	1.462619650451959E-105	-1.1026208118611345E-24	-1.5037825928451082E-46	1.4641047657667843E-106
78.0	1.0E-16	4.7671416724770815E-111	-4.6434210230927305E-45	-4.753647556747279E-48	3.62064058950198E-26	-1.0969546198100338E-47	7.220886553066163E-22	-6.574058845899564E-108	9.379678239513425E-22	1.0512637511803907E-106	-1.0529636183242818E-46	4.851954385527938E-25	3.1320937680238707E-109	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	8.775636958480272E-44	-7.627426675963331E-107	-7.62323135873585E-107	4.1071514890296495E-47	-5.412258031145249E-108	-1.1013098006409767E-24	1.1598953299734498E-44	1.8573684092370922E-44	-8.410110009443125E-106	-1.101364744055559E-24	7.985192676179918E-45	-7.88881763095639E-107	4.211854473297127E-46	5.2592470767196513E-107	-1.1013016168139711E-24	-2.3204469552043764E-46	5.264207626517033E-108
79.0	1.0E-16	1.7140317722305764E-112	-1.883897681116025E-45	-3.489396328368513E-48	3.6261316435360166E-26	-1.3324896563584614E-47	7.231893061625534E-22	-2.36385142840683E-109	9.368671812743361E-22	3.779832013155366E-108	-3.5511758741322925E-47	4.85132349082015E-25	1.1261482458120897E-110	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.0659917250867691E-43	-2.742450835568922E-108	-2.7409424039928985E-108	3.014838427710396E-47	-1.9459841687632912E-109	-1.099992174110937E-24	7.828709386463725E-45	7.5355907244641E-45	-3.0238656105242926E-107	-1.100047051790141E-24	3.2087174480237686E-45	-2.8364342814934284E-108	1.420470349652917E-46	1.891081142725464E-108	-1.0999840000751025E-24	-9.415226994531168E-47	1.892752628291771E-109
80.0	1.0E-16	6.162822758302328E-114	2.7325530405169344E-46	-1.2072011241121295E-48	3.631616127975857E-26	-7.796515329098014E-48	7.242886401803335E-22	-8.499672252040062E-111	9.35767855425701E-22	1.3590433462386394E-109	-2.34148051204745E-47	4.850693350925951E-25	4.0490801576453083E-112	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	6.237212263278411E-44	-9.860516413283725E-110	-9.855092828610171E-110	1.04302177123288E-47	-6.996810512411093E-111	-1.0986761240123806E-24	2.294184087284493E-45	-1.0930212162067738E-45	-1.0872346769909115E-108	-1.0987309360350618E-24	-4.994271713635723E-46	-1.0198435073003917E-109	9.3659220481898E-47	6.79973780163205E-110	-1.0986679597562113E-24	1.3690862968729242E-47	6.805416337895644E-111
