time	c0	c1	c2	sul_ex	eth_ex	oxy_ex	oxy	H2O	A3c	aps	PPi	pap	sul	eth	A2c	hyd	cys	N2	N1	aco	oah	S1	S2	C1	C2	A2m	A3m	Ho	Hm	k_v0	k2	k3	k4	k5	k6	k7	k8	k9	k_v10	k11	k12	k_v13	k14	k15	k16	k17	k18	n	m	Ka	Kc	a	Ac	Am	S	N	Kh	v1	v13	v2	v10	v14	v3	v4	v5	v6	v7	v15	v17	v18	v8	v9	v11a	v11a2	v16	v11b	vLEAK	v12
28.0	1.0	1.0	1.0	0.0	0.0	0.0	6.241679025490246	0.0	1.5678258768509488	0.04527904169259457	0.0	0.02109578226866788	0.10063212271885083	2.10060483688266	0.43217412314905124	0.03029909942087173	0.2156637059165029	1.809261366036048	0.19073863396395208	0.32245596952812744	1.6150508164503994	1.2571853781691522	0.7428146218308478	0.0	0.0	0.17572164142794633	1.8242783585720537	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.07069455728863669	4.0	0.03155472920821092	80.0	62.41679025490246	0.014197930648932551	0.007633556769001817	0.004893458525739071	0.02587964470998035	4.006664970850689	1.6122798476406373	6.059819884174346E-4	1.6150508164503994	2.395250090621354	2.397938216714386	17.582703836696616	17.582703836696616	7.884058999956678	7.883655799275667	0.0	7.839129384254743
29.0	1.0	1.0	1.0	0.0	0.0	0.0	6.242155047610342	0.0	1.566838039601753	0.06643943342738558	0.0	0.029375386341148387	0.1474271506268805	2.0946089665310548	0.43316196039824706	0.03357118152771497	0.19610059879358016	1.8087702415389544	0.19122975846104562	0.32173077240159775	1.6086409975689293	1.2548202437236144	0.7451797562763856	0.0	0.0	0.1761924444838625	1.8238075555161375	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.10134142872472512	4.0	0.04619889353445876	80.0	62.42155047610342	0.0208199663247232	0.010626664929515814	0.005400397894231102	0.023532071855229618	4.00551566740074	1.6086538620079889	6.714236305542994E-4	1.6086409975689293	2.397472585648359	2.3995897211929718	17.57798297291768	17.57798297291768	7.900040561365048	7.899492477491182	0.0	7.8341901980087645
30.0	1.0	1.0	1.0	0.0	0.0	0.0	6.242637622035456	0.0	1.5654595110435676	0.09691544889974169	0.0	0.04193480227625387	0.21196081552721116	2.0892380544257403	0.4345404889564324	0.03974823110456708	0.17943983975184213	1.8082854500296455	0.19171454997035453	0.32119294598145887	1.6038839016481043	1.2528188763670651	0.7471811236329349	0.0	0.0	0.17683213892991323	1.8231678610700868	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.1407517165971097	4.0	0.06636321492712477	80.0	62.42637622035456	0.030343442249431498	0.015166018561203986	0.006375154798760358	0.021532780770221055	4.005373333851699	1.6059647299072943	7.949646220913415E-4	1.6038839016481043	2.39989306281399	2.4018360707707713	17.573097860522484	17.573097860522484	7.922402537990485	7.921661160086502	0.0	7.827297555217838
31.0	1.0	1.0	1.0	0.0	0.0	0.0	6.243238121879087	0.0	1.5636193230621807	0.13930204709815572	0.0	0.060270216040672654	0.29628400487621837	2.083595051712829	0.43638067693781935	0.050013752754796935	0.16587805844223974	1.8077350249093944	0.19226497509060558	0.32073113318888996	1.5997546422719577	1.250828947378544	0.7491710526214559	0.0	0.0	0.17768412685838286	1.8223158731416171	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.18667504080744932	4.0	0.09265507902774088	80.0	62.43238121879087	0.04356307451695885	0.021790516099115993	0.00800097331469283	0.01990536701306877	4.006023507164761	1.6036556659444499	0.0010002750550959388	1.5997546422719577	2.402824806595931	2.404905964103442	17.566889882019737	17.566889882019737	7.952234343160722	7.9512598135222605	0.0	7.818096615310903
32.0	1.0	1.0	1.0	0.0	0.0	0.0	6.244158108773107	0.0	1.5613171822368994	0.19547881416331267	0.0	0.08601503478461801	0.39801479832010966	2.0770223082191905	0.4386828177631006	0.06588659770096669	0.15578703761401214	1.8070723161693483	0.19292768383065173	0.32025063041790347	1.5954258742843423	1.2485811656668842	0.7514188343331158	0.0	0.0	0.17877325356480855	1.8212267464351914	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.23221604715818545	4.0	0.12428546868034829	80.0	62.441581087731066	0.06104088626329477	0.031087077626725346	0.010511718274068554	0.018694444513681456	4.007151031893224	1.6012531520895172	0.001317731954019334	1.5954258742843423	2.406423554030665	2.408858723666872	17.557168128080377	17.557168128080377	7.989408809117137	7.988182782776522	0.0	7.806585911184497
33.0	1.0	1.0	1.0	0.0	0.0	0.0	6.245939683649749	0.0	1.5586838389295368	0.2651591509953327	0.0	0.12051619804071877	0.5071836877712238	2.0694114525477167	0.44131616107046323	0.08915058937235053	0.14973587802016278	1.806330491279139	0.19366950872086108	0.3196499353727307	1.5901264416556238	1.2459587539255033	0.7540412460744967	0.0	0.0	0.1801099801298469	1.819890019870153	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.265474791098249	4.0	0.15810780349953812	80.0	62.45939683649749	0.08265985668014038	0.04353841664279711	0.014176070945015743	0.017968305362419532	4.007818993562399	1.5982496768636534	0.0017830117874470105	1.5901264416556238	2.4102923557608618	2.413042197592085	17.537870447892114	17.537870447892114	8.03146877139545	8.029960472520003	0.0	7.793419194647684
34.0	1.0	1.0	1.0	0.0	0.0	0.0	6.250304058134151	0.0	1.5560009249896944	0.344228963930242	0.0	0.16412103492491997	0.6051962578191156	2.0624334745116504	0.44399907501030556	0.12161428462849419	0.14848228536858082	1.805811780761093	0.19418821923890706	0.3187855441091842	1.5830185510265047	1.2433237989054802	0.7566762010945198	0.0	0.0	0.1817822512850198	1.8182177487149802	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.273005058332177	4.0	0.18833718739336908	80.0	62.50304058134151	0.10712411725674013	0.05927433966762466	0.01925176686367238	0.0178178742442297	4.005002837141292	1.593927720545921	0.002432285692569884	1.5830185510265047	2.4121743448038697	2.414388344468082	17.489827438049442	17.489827438049442	8.072869985967714	8.070878208277518	0.0	7.7800046249484724
35.0	1.0	1.0	1.0	0.0	0.0	0.0	6.262478880792448	0.0	1.5535984272017191	0.4239383183343194	0.0	0.215333889174919	0.6689467690230101	2.063267077781341	0.44640157279828085	0.16467268207598734	0.15290432388221556	1.8066211393689804	0.1933788606310196	0.3174386821992781	1.5730663955328903	1.2425499353888374	0.7574500646111626	0.0	0.0	0.18428580888726875	1.8157141911127312	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.24744364400227228	4.0	0.20785492964716404	80.0	62.624788807924475	0.13172598091894808	0.07780535124118919	0.0259041062436007	0.018348518865865866	3.98992236678849	1.5871934109963906	0.003293453641519747	1.5730663955328903	2.404439503419255	2.402828907826404	17.355451206151418	17.355451206151418	8.105376706648816	8.102005462180426	0.0	7.767992136008596
36.0	1.0	1.0	1.0	0.0	0.0	0.0	6.2959787602565305	0.0	1.5515606101539348	0.49225248347850487	0.0	0.27023552360859415	0.6808105954211967	2.093533371635301	0.44843938984606524	0.2187695742903052	0.16385210706901923	1.8117496812478422	0.1882503187521578	0.3153612339314519	1.5590695055397135	1.2495046996628634	0.7504953003371366	0.0	0.0	0.18931195253645905	1.810688047463541	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.19493439727633124	4.0	0.2112637805661951	80.0	62.95978760256531	0.15275191272313976	0.09791982475194284	0.03410769720159198	0.019662252848282307	3.9410832452862508	1.5768061696572593	0.004375391485806104	1.5590695055397135	2.3667712397407494	2.3521965799385325	16.98811976885501	16.98811976885501	8.119838432061135	8.112389982728029	0.0	7.757803050769674
37.0	1.0	1.0	1.0	0.0	0.0	0.0	6.377566808855348	0.0	1.5492703065809188	0.5377641529512275	0.0	0.32264403010030235	0.6392184562357134	2.205687618545534	0.4507296934190812	0.2830026055496077	0.18193813767504058	1.826906425461371	0.17309357453862906	0.3126194924796247	1.5403411365774187	1.2778308696344878	0.7221691303655122	0.0	0.0	0.20110447379245677	1.7988955262075432	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.13381189244496058	4.0	0.19806443473289706	80.0	63.77566808855348	0.1666284068221953	0.11788809034539888	0.043592055508665364	0.021832576521004867	3.8179035420964262	1.5630974623981237	0.005660052110992154	1.5403411365774187	2.257641470193184	2.211843128808384	16.107196043408543	16.107196043408543	8.108156290204827	8.0906263907764	0.0	7.746351532904594
38.0	1.0	1.0	1.0	0.0	0.0	0.0	6.539340119488219	0.0	1.5449597160532198	0.5542408989294048	0.0	0.365323833659234	0.5597559758919503	2.4994926763197567	0.4550402839467802	0.35499650914660835	0.20735468936520146	1.8571446819989086	0.1428553180010914	0.3101063808219722	1.5185384586133315	1.3479537941890343	0.6520462058109657	0.0	0.0	0.22812324541544982	1.7718767545845502	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.08210799148879089	4.0	0.1729600867146241	80.0	65.39340119488219	0.1712559723670109	0.13569184297754006	0.0539075851812604	0.024882562723824175	3.570658211170579	1.550531904109861	0.007099930182932167	1.5185384586133315	2.022036890127374	1.9256236791965222	14.39956337261978	14.39956337261978	8.06275301524853	8.024133916664667	0.0	7.724798580266099
39.0	1.0	1.0	1.0	0.0	0.0	0.0	6.782686339510417	0.0	1.535407752282297	0.5426014259774448	0.0	0.39221302545294207	0.4649227985391224	3.110932788577286	0.4645922477177029	0.43069519876387713	0.2398098608317652	1.8975414714111898	0.10245852858881022	0.30894953595840696	1.4982557795266171	1.4681647226115055	0.5318352773884945	0.0	0.0	0.2839088399503218	1.7160911600496782	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.04695857315769396	4.0	0.14276921381794985	80.0	67.82686339510417	0.16662288716903953	0.14884809628492204	0.0645291570762344	0.028777183299811823	3.1874159605631296	1.5447476797920348	0.008613903975277544	1.4982557795266171	1.64310262155486	1.5042599720477356	11.904776156496023	11.904776156496023	7.9728264933596025	7.8974559952164824	0.0	7.6770387614114854
40.0	1.0	1.0	1.0	0.0	0.0	0.0	7.049433528410525	0.0	1.5160800224680233	0.509252654328165	0.0	0.40070412399733085	0.37281281814798517	4.145457481873062	0.4839199775319767	0.504188648629014	0.2784760132783086	1.9338197190483652	0.06618028095163475	0.3084310457618676	1.4822761363176242	1.6101537394224235	0.38984626057757654	0.0	0.0	0.3836143625264685	1.6163856374735315	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.026170173395765137	4.0	0.1130428131428329	80.0	70.49433528410525	0.154413555123149	0.15497790729800795	0.07473468020650191	0.033417121593397034	2.7434754082341555	1.5421552288093379	0.010083772972580281	1.4822761363176242	1.2024068983629546	1.0656042685030127	9.253930217365335	9.253930217365335	7.822013013692011	7.697102539576558	0.0	7.580400112340117
41.0	1.0	1.0	1.0	0.0	0.0	0.0	7.269406621394384	0.0	1.482437127114664	0.46274919584662927	0.0	0.39197100864828915	0.2931221091864471	5.606462583289293	0.5175628728853361	0.5690292561360747	0.32174487041721905	1.958085834414781	0.0419141655852191	0.30576437694255654	1.4655428518831353	1.7300326437396438	0.2699673562603562	0.0	0.0	0.5326297407370946	1.4673702592629054	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.014792432973495969	4.0	0.0869070194872295	80.0	72.69406621394384	0.13719931769309962	0.1535025759070977	0.0833936758842602	0.038609384450066286	2.3499020106332265	1.5288218847127828	0.011380585122721495	1.4655428518831353	0.82546400481777	0.725128746975378	7.121336118477224	7.121336118477224	7.594563669706098	7.424563108103389	0.0	7.412185635573319
42.0	1.0	1.0	1.0	0.0	0.0	0.0	7.41868103143048	0.0	1.4333202492429966	0.4110028161216965	0.0	0.36948140602889606	0.22876781877968203	7.409299416576212	0.5666797507570034	0.6205249174893199	0.3670670255823389	1.9721502140975875	0.027849785902412494	0.30032555943666295	1.440834700322047	1.8109747002727392	0.1890252997272608	0.0	0.0	0.7127296600660262	1.2872703399339738	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.008765018299396448	4.0	0.0655795094064141	80.0	74.1868103143048	0.1178197317686247	0.14573456680099303	0.08940738335330872	0.044048043069880666	2.0634740243851732	1.5016277971833147	0.012410498349786398	1.440834700322047	0.5676912888827249	0.5043525767728142	5.696766652849586	5.696766652849586	7.294700353906673	7.111900940288094	0.0	7.166601246214983
43.0	1.0	1.0	1.0	0.0	0.0	0.0	7.507801635327629	0.0	1.3763755858954896	0.35972784923498263	0.0	0.33774886087266975	0.17877493311694534	9.442375449573335	0.6236244141045104	0.6564782454216873	0.41157888341020904	1.9800058561416687	0.019994143858331315	0.29583924418447566	1.4122232552967122	1.8610612917740386	0.13893870822596144	0.0	0.0	0.8815884151235203	1.1184115848764797	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.00555644233543549	4.0	0.04921229066245253	80.0	75.0780163532763	0.09902412585074472	0.13374894448661276	0.09270938447808892	0.049389466009225086	1.887922131031451	1.4791962209223783	0.013129564908433746	1.4122232552967122	0.4110352242953582	0.3721032719690204	4.857218969002227	4.857218969002227	6.974687693462916	6.827318777644794	0.0	6.881877929477448
44.0	1.0	1.0	1.0	0.0	0.0	0.0	7.5525787919320475	0.0	1.3296156515399609	0.31195868464411	0.0	0.3016375581778765	0.14042770736547067	11.599828137110059	0.6703843484600391	0.6763110172432919	0.45328230727555757	1.9843672785517068	0.015632721448293196	0.2973642288614609	1.3959086609219549	1.892221529257218	0.10777847074278202	0.0	0.0	0.99555240371929	1.00444759628071	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.003781093173787213	4.0	0.03734297552460065	80.0	75.52578791932048	0.0829570299473255	0.119711940086083	0.09440684064468488	0.054393876873066904	1.8133688211551533	1.4868211443073045	0.013526220344865838	1.3959086609219549	0.320494618402949	0.2958057208534146	4.447648782806829	4.447648782806829	6.733659473948962	6.656604098749649	0.0	6.6480782576998045
45.0	1.0	1.0	1.0	0.0	0.0	0.0	7.562901318566143	0.0	1.312105774836183	0.2684889954165761	0.0	0.2654980120693482	0.1107002584209574	13.78291773589729	0.6878942251638169	0.680110329938845	0.4917163781174319	1.9866692128208088	0.013330787179191228	0.3094511027939778	1.4120359817838843	1.9123575434519906	0.0876424565480094	0.0	0.0	1.0316493471718058	0.9683506528281942	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.002732241158625925	4.0	0.029050089669999203	80.0	75.62901318566144	0.07045719227321101	0.10549134532866032	0.09603402574565585	0.05900596537409183	1.8373714304554696	1.5472555139698891	0.0136022065987769	1.4120359817838843	0.2712105483035479	0.2549323142227943	4.376469623398074	4.376469623398074	6.661228220141269	6.666970414231704	0.0	6.560528874180916
46.0	1.0	1.0	1.0	0.0	0.0	0.0	7.541309547659004	0.0	1.3326763112711526	0.22893412965714627	0.0	0.23223936513780746	0.08710134108372504	15.88811761617533	0.6673236887288474	0.6680395685050756	0.5278761954933204	1.9875812938345325	0.012418706165467475	0.33707657830233195	1.4817802302093703	1.925797638103443	0.07420236189655705	0.0	0.0	0.9829930513836482	1.0170069486163518	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.002057940035788182	4.0	0.02321557878844584	80.0	75.41309547659004	0.061019018287111496	0.09231892356798277	0.09898878256084194	0.06334514345919845	1.9730986419766896	1.6853828915116598	0.013360791370101512	1.4817802302093703	0.25011878250042785	0.23915915001757926	4.625562403344656	4.625562403344656	6.786728284135332	6.8788375703938245	0.0	6.663381556355763
47.0	1.0	1.0	1.0	0.0	0.0	0.0	7.482394991273684	0.0	1.386132746143538	0.19274743712303852	0.0	0.20299753401946394	0.06796755893250783	17.787412098679212	0.613867253856462	0.6398467436440116	0.5638412503536272	1.9873040026448505	0.01269599735514948	0.38784656858976324	1.63202106299177	1.9348032155832735	0.0651967844167265	0.0	0.0	0.8487033157020398	1.1512966842979602	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.0015814778788219024	4.0	0.01884241182235797	80.0	74.82394991273684	0.05343470686629726	0.080683562376783	0.10442433627137225	0.06766095004243526	2.2582893695978514	1.9392328429488161	0.012796934872880233	1.63202106299177	0.2528634911911392	0.24564256507779947	5.258014086601577	5.258014086601577	7.067433339640389	7.241552419045949	0.0	6.93066373071769
48.0	1.0	1.0	1.0	0.0	0.0	0.0	7.369801673185154	0.0	1.4531920117915134	0.15980417093748614	0.0	0.17745485518800846	0.05236977367821225	19.296089206006997	0.5468079882084866	0.5944092931301803	0.602445749112873	1.9856331933298645	0.014366806670135457	0.4753166562089922	1.905935632793105	1.940471838236481	0.05952816176351905	0.0	0.0	0.648009534172844	1.351990465827156	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.001213720354631627	4.0	0.0152206673537015	80.0	73.69801673185154	0.04644522893146407	0.0704720501557708	0.11329058522401725	0.07229348989354475	2.772231831123901	2.376583281044961	0.011888185862603607	1.905935632793105	0.2829472679970386	0.27878383748785884	6.450744684854115	6.450744684854115	7.392791866960019	7.6094415201274845	0.0	7.265960058957567
49.0	1.0	1.0	1.0	0.0	0.0	0.0	7.171639016123711	0.0	1.509700754094479	0.13046964314819062	0.0	0.1545764224778406	0.03983729351095336	20.121078116513605	0.4902992459055211	0.529599119592441	0.6468990966469583	1.981845077115615	0.018154922884384916	0.6225044111579118	2.3787610900090383	1.9431459413843215	0.05685405861567849	0.0	0.0	0.4405228903780396	1.5594771096219604	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	9.131158522494928E-4	4.0	0.012028478410913876	80.0	71.71639016123711	0.03939402372945219	0.06126930438517038	0.1259789778989542	0.077627891597635	3.6529662155598936	3.112522055789559	0.01059198239184882	2.3787610900090383	0.35391902280490345	0.3527766471893789	8.53846606495084	8.53846606495084	7.6461045085456885	7.8333842012184345	0.0	7.5485037704723945
50.0	1.0	1.0	1.0	0.0	0.0	0.0	6.852552678966456	0.0	1.5452396056405324	0.10516820681899579	0.0	0.13353491568849465	0.030011804856102588	19.824140459332618	0.4547603943594676	0.44358986121500094	0.6993979215544593	1.9746920351098818	0.025307964890118217	0.8521338774002006	3.1586668607280983	1.9425841551793468	0.057415844820653206	0.0	0.0	0.28622460337710587	1.7137753966228941	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	6.68407272988783E-4	4.0	0.009275085900080917	80.0	68.52552678966455	0.032502015686181406	0.052738066883828004	0.14011525943748	0.08392775058653512	5.01708650721562	4.260669387001003	0.008871797224300019	3.1586668607280983	0.4892598647123144	0.4916285159537887	11.85163813087897	11.85163813087897	7.793571752117804	7.912063914358016	0.0	7.726198028202662
51.0	1.0	1.0	1.0	0.0	0.0	0.0	6.466197888226551	0.0	1.5629135787033	0.08396940157565722	0.0	0.11411677612608888	0.022476786028721652	18.03344151068647	0.43708642129670006	0.34037781626172237	0.7561290857113369	1.9639126057601508	0.03608739423984919	1.1172817213353758	4.261968827415268	1.9380296895712021	0.06197031042879786	0.0	0.0	0.20202538156155403	1.797974618438446	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	4.893317146025886E-4	4.0	0.007025854817979538	80.0	64.66197888226552	0.026247383583636985	0.044823075032547004	0.14506796424511426	0.09073549028536042	6.507799132974042	5.586408606676879	0.006807556325234447	4.261968827415268	0.6923829510757487	0.6993844145608852	15.690456752162877	15.690456752162877	7.858702915555601	7.911323406780597	0.0	7.8145678935165
52.0	1.0	1.0	1.0	0.0	0.0	0.0	6.2141214409368235	0.0	1.5693578004921898	0.06658641240052389	0.0	0.09643857293427369	0.016799596216792254	15.086196336990003	0.43064219950781024	0.23791960269630105	0.8003672091715099	1.9522057232328294	0.04779427676717063	1.25351440990915	5.315312823084864	1.9276427998086725	0.07235720019132752	0.0	0.0	0.17107829619111614	1.8289217038088839	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	3.8981362203934986E-4	4.0	0.005272915473588401	80.0	62.14121440936823	0.020899581141510408	0.037653586804539146	0.12646171150749053	0.0960440651005812	7.21033843093976	6.26757204954575	0.004758392053926021	5.315312823084864	0.9070079310051016	0.9213029348229937	18.00440169228181	18.00440169228181	7.876108652558297	7.8905800973533236	0.0	7.846789002460949
53.0	1.0	1.0	1.0	0.0	0.0	0.0	6.140357342053481	0.0	1.5709808551226543	0.052541181881236514	0.0	0.08065572949673563	0.012590533527146388	11.89561279820041	0.4290191448773457	0.1587189410867068	0.8129031196314568	1.940484074619171	0.05951592538082906	1.2132335950228539	5.809543341170304	1.9084146673782694	0.09158533262173063	0.0	0.0	0.16417807670727402	1.835821923292726	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	3.6632400407836044E-4	4.0	0.003955897425385377	80.0	61.40357342053481	0.01650823816818797	0.031302231723041446	0.09220845673078794	0.0975483743557748	7.079784036569308	6.066167975114269	0.0031743788217341363	5.809543341170304	1.111144023480261	1.135810649393648	18.621312305092815	18.621312305092815	7.876027516781296	7.878205150527893	0.0	7.854904275613271
54.0	1.0	1.0	1.0	0.0	0.0	0.0	6.135253964107756	0.0	1.5712646395234673	0.04131080837329515	0.0	0.0668665834579593	0.009523336483184666	9.036555449155717	0.4287353604765327	0.10834649052334157	0.792510860729043	1.926887204128402	0.07311279587159802	1.0848947064749999	5.702547056724252	1.8770821703593707	0.12291782964062925	0.0	0.0	0.16381984324416599	1.836180156755834	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	4.054982761720302E-4	4.0	0.0029927363732623682	80.0	61.352539641077556	0.012982042485417728	0.025768872809785133	0.06178509606402836	0.09510130328748516	6.606878339364987	5.424473532374999	0.0021669298104668314	5.702547056724252	1.333529027085145	1.3723872555570087	18.64102546550557	18.64102546550557	7.872353614065689	7.871759243657157	0.0	7.856323197617336
55.0	1.0	1.0	1.0	0.0	0.0	0.0	6.146741394531729	0.0	1.5712103928614998	0.03241201810838761	0.0	0.05505715554307632	0.007343229266132632	6.722237922436029	0.42878960713850023	0.07913511391273602	0.7504781634739718	1.910578392803592	0.08942160719640802	0.9212002448871818	5.1998780305084855	1.8288368723390032	0.17116312766099684	0.0	0.0	0.16497009829993114	1.8350299017000689	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	5.04232523307616E-4	4.0	0.002307551628022463	80.0	61.46741394531729	0.01018521994110275	0.02103820234996563	0.041149294027662243	0.09005737961687661	6.011133189808724	4.606001224435909	0.0015827022782547203	5.1998780305084855	1.5767551511696625	1.6353753242460574	18.518205632240967	18.518205632240967	7.868417506373731	7.867026478912961	0.0	7.856051964307499
