time	comp1	BLL	IL	AL	A	BL	B	DLL	D	ILL	DL	I	ALL	L	kf_0	kr_0	kf_1	kr_1	kf_2	kr_2	kf_3	kr_3	kf_4	kr_4	kf_5	kr_5	kf_6	kr_6	kf_7	kr_7	kf_8	kr_8	kf_9	kr_9	kf_10	kr_10	kf_11	kr_11	kf_12	kr_12	kf_13	kr_13	kf_14	kr_14	kf_15	kr_15	kf_16	kr_16	React0	React1	React2	React3	React4	React5	React6	React7	React8	React9	React10	React11	React12	React13	React14	React15	React16
52.0	1.0E-16	9.521957162862E-27	6.67929727763301E-26	5.9637740961098405E-27	2.112701024573296E-29	1.2661846954551533E-25	4.212090612703514E-25	8.833372613072508E-23	9.77494251897473E-28	1.003913994207039E-23	5.8769280936925205E-25	1.1109515816429252E-28	4.0822516692157637E-25	8.016317055811331E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.5858213016981382E-26	-9.924505602568183E-26	-9.890195924340596E-26	-7.187644190380749E-28	1.1699471614282764E-25	-7.188175679261374E-28	1.1966001757603016E-25	3.1225782225441677E-31	1.9274947224169635E-27	7.062103064851766E-31	2.1611431769659503E-27	3.279998535451063E-26	-8.444403282952651E-32	-2.53471387352518E-29	4.381764805937659E-30	2.634417267573403E-27	3.959565257466494E-25
53.0	1.0E-16	9.18680562561779E-27	6.444774907397333E-26	5.754104492847731E-27	2.0385088186495823E-29	1.221668019661467E-25	4.0641730977070955E-25	8.872053271334794E-23	9.81857894116717E-28	9.686236932191082E-24	5.902913023899893E-25	1.0719894301152847E-28	3.938568395741332E-25	8.015977134612796E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.5142940682347281E-26	-9.594633447439853E-26	-9.561893335953198E-26	-6.935425811996129E-28	1.1286931888500268E-25	-6.9360513797169555E-28	1.1543794519628938E-25	2.865146284247733E-31	1.8569856063291196E-27	6.621904108511704E-31	2.079890794313876E-27	3.1284876407887026E-26	-8.095635415512775E-32	-2.4298939274672867E-29	4.181717677636364E-30	2.5140378908306794E-27	3.778472073535366E-25
54.0	1.0E-16	8.86698455861217E-27	6.220961710600124E-26	5.5540089462149864E-27	1.9676985960630703E-29	1.1791841072627846E-25	3.9229982463560283E-25	8.908964841351411E-23	9.86022660701254E-28	9.349476653321575E-24	5.927711604792464E-25	1.034803358179121E-28	3.801457470876249E-25	8.015652712064585E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.446017462162412E-26	-9.279862672875419E-26	-9.24862029723702E-26	-6.6947153112159705E-28	1.0893252120970946E-25	-6.695430715859988E-28	1.1140888178713706E-25	2.619092554007426E-31	1.789684260139048E-27	6.201674654336117E-31	2.0023438179253377E-27	2.98388525620219E-26	-7.759484203083923E-32	-2.3288741523756023E-29	3.9907895980541E-30	2.399155462724966E-27	3.6056625456986185E-25
55.0	1.0E-16	8.561792520146812E-27	6.007369324052333E-26	5.363050878874859E-27	1.9001166572625006E-29	1.1386402626757531E-25	3.788259629478207E-25	8.94418824603569E-23	9.899975865718537E-28	9.0281204745892E-24	5.95137791703455E-25	9.993126468099316E-29	3.670618178354252E-25	8.015343083479862E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.3808446321593968E-26	-8.97950122021068E-26	-8.949688039327597E-26	-6.464988736971972E-28	1.0517570305488193E-25	-6.465789925268721E-28	1.075640066676786E-25	2.3839316484436553E-31	1.725445464336047E-27	5.800515737982078E-31	1.9283337071553724E-27	2.845877229125008E-26	-7.435668073385585E-32	-2.231569006392784E-29	3.8085661301634335E-30	2.289519311982021E-27	3.4407576477703186E-25
56.0	1.0E-16	8.270560180295706E-27	5.803531596544926E-26	5.1808135681754954E-27	1.8356162464362968E-29	1.0999480060646986E-25	3.6596646614030743E-25	8.977800705565805E-23	9.937912987691831E-28	8.7214635815626E-24	5.973963583312143E-25	9.654402238591695E-29	3.545763568615544E-25	8.015047576036837E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.3186352832438334E-26	-8.692888810004956E-26	-8.664439421693535E-26	-6.2457458943705E-28	1.0159063815790291E-25	-6.246628993540123E-28	1.0389490204022581E-25	2.159197299493605E-31	1.664130510085811E-27	5.417568246210052E-31	1.857699548401885E-27	2.7141636165380926E-26	-7.123892483945243E-32	-2.1378889581363066E-29	3.634651560772829E-30	2.1848901682750058E-27	3.283395706113405E-25
57.0	1.0E-16	7.992648849288254E-27	5.609003583788561E-26	5.0068992479263955E-27	1.7740572414926373E-29	1.0630228826097997E-25	3.5369339818994857E-25	9.009875906906133E-23	9.974120346383543E-28	8.428833426322882E-24	5.995517879397707E-25	9.33112501212641E-29	3.426619827905565E-25	8.014765547353454E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.2592553910187808E-26	-8.419395477137835E-26	-8.392247474197984E-26	-6.036509276397781E-28	9.816947608174176E-26	-6.037470586325689E-28	1.0039353460907298E-25	1.9444417406432192E-31	1.6056069128591811E-27	5.052011205217796E-31	1.790287713417995E-27	2.5884580489595267E-26	-6.823852569076334E-32	-2.0477414861973415E-29	3.46866806449718E-30	2.085039646366556E-27	3.1332316043327054E-25
58.0	1.0E-16	7.727449073470628E-27	5.423360588370198E-26	4.840928250391308E-27	1.715305857553618E-29	1.0277842803160198E-25	3.419800865054247E-25	9.040484165558777E-23	1.0008676592231517E-27	8.149588248725719E-24	6.016087840254177E-25	9.022592190489347E-29	3.3129256763455225E-25	8.01449638412446E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.2025769273182353E-26	-8.158420173952325E-26	-8.132514006774538E-26	-5.836823042879683E-28	9.490472506000071E-26	-5.837859028613923E-28	9.705223803607297E-26	1.7392351146658861E-31	1.54974813834287E-27	4.7030601376116725E-31	1.725951532626031E-27	2.4684871223212048E-26	-6.535235224373394E-32	-1.961031858411068E-29	3.310254904176892E-30	1.9897497533545982E-27	2.989936024495807E-25
59.0	1.0E-16	7.47437929572984E-27	5.246197242751054E-26	4.682538186733951E-27	1.6592343634036466E-29	9.94155255988162E-26	3.308010653975382E-25	9.069692579902172E-23	1.0041656819024544E-27	7.883115665571112E-24	6.0357183613946E-25	8.728132969036145E-29	3.2044317936390455E-25	8.014239500818227E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.1484775981690173E-26	-7.909389438168479E-26	-7.884668283795246E-26	-5.646252044678722E-28	9.178923562367664E-26	-5.647359329231902E-28	9.386369619507898E-26	1.543164878879575E-31	1.4964333398486614E-27	4.369965485664688E-31	1.6645509828006087E-27	2.353989816549008E-26	-6.257722415434509E-32	-1.8776636739577592E-29	3.159067666235128E-30	1.8988124180081745E-27	2.853194723197295E-25
60.0	1.0E-16	7.232884577410068E-27	5.077126633413489E-26	4.531383164227118E-27	1.6057208103528028E-29	9.620623690131834E-26	3.2013202202451643E-25	9.097565178457186E-23	1.007313272300211E-27	7.628831324550126E-24	6.054452295704898E-25	8.447106912557259E-29	3.1009002711414116E-25	8.013994338430829E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.0968405920017577E-26	-7.671756122605034E-26	-7.648165759674899E-26	-5.464380891185129E-28	8.881618497417481E-26	-5.46555624863837E-28	9.082092718907876E-26	1.355835218262192E-31	1.4455471071046127E-27	4.05201109860672E-31	1.605952388513579E-27	2.2447169397220489E-26	-5.990992203565272E-32	-1.797539600281446E-29	3.0147775295183767E-30	1.8120290412221573E-27	2.7227078408602005E-25
61.0	1.0E-16	7.002435378888271E-27	4.915779464344243E-26	4.387133038606863E-27	1.5546487729959043E-29	9.314355226060154E-26	3.099497447087861E-25	9.124163060405444E-23	1.010317275499172E-27	7.386177619983299E-24	6.072330545928594E-25	8.178902593637053E-29	3.0021040890768653E-25	8.013760363294961E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.0475543386276727E-26	-7.444998183710531E-26	-7.422486873242438E-26	-5.290813059241292E-28	8.597906206859526E-26	-5.292053408131694E-28	8.791726809539592E-26	1.1768664718018264E-31	1.3969792254435884E-27	3.7485127816733845E-31	1.5500281367564063E-27	2.1404305967258597E-26	-5.734721161146176E-32	-1.7205618304877088E-29	2.8770705662195207E-30	1.72921006666069E-27	2.5981892427429967E-25
62.0	1.0E-16	6.782526396108009E-27	4.761803258118344E-26	4.249472700022183E-27	1.5059071013675936E-29	9.022078121897401E-26	3.0023207352561197E-25	9.149544529669637E-23	1.0131842265874601E-27	7.154622467504012E-24	6.0893921530039505E-25	7.922936290880551E-29	2.907826617745986E-25	8.013537065941375E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.0005122786084329E-26	-7.228617526280263E-26	-7.207135897872559E-26	-5.125170041710327E-28	8.327165338499467E-26	-5.126472438696315E-28	8.514636040584072E-26	1.0058945638100792E-31	1.3506244455161784E-27	3.458816904832676E-31	1.4966564041811661E-27	2.0409036813721662E-26	-5.488585364249347E-32	-1.6466325407414692E-29	2.7456470735353243E-30	1.650174570698698E-27	2.4793658901916503E-25
63.0	1.0E-16	6.572675450495027E-27	4.6148615929218287E-26	4.118101391096145E-27	1.4593896840126776E-29	8.743153805949091E-26	2.909578530677638E-25	9.173765222851329E-23	1.0159203645659802E-27	6.933658134972119E-24	6.105674380436021E-25	7.678650744481381E-29	2.8178611416185638E-25	8.013323960010613E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	9.556126420365686E-27	-7.022138901565926E-26	-7.001639844861803E-26	-4.967090533973775E-28	8.068802933668734E-26	-4.9684521677671645E-28	8.250213613038152E-26	8.425704478498954E-32	1.3063822629033116E-27	3.182299068938051E-31	1.44572089641866E-27	1.945919390971119E-26	-5.252262245523111E-32	-1.575654246020828E-29	2.620220934761514E-30	1.574749870808592E-27	2.3659772407439E-25
64.0	1.0E-16	6.3724224297977954E-27	4.4746333739222895E-26	3.992732055677852E-27	1.4149952215094346E-29	8.476972797762642E-26	2.821068872940601E-25	9.196878231308128E-23	1.0185316456436054E-27	6.722800127028878E-24	6.12121279487833E-25	7.445513966701369E-29	2.7320104052587066E-25	8.013120581212882E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	9.127582369212284E-27	-6.825108856438088E-26	-6.805547417558854E-26	-4.816229656712495E-28	7.822253130604679E-26	-4.817647842264905E-28	7.997880453411897E-26	6.865595649322635E-32	1.2641567070674106E-27	2.918362827274348E-31	1.3971105989575259E-27	1.855270762402086E-26	-5.025431222849269E-32	-1.5075302659851852E-29	2.500519008578358E-30	1.5027711515757454E-27	2.257774675757464E-25
65.0	1.0E-16	6.181328277510026E-27	4.340812137464538E-26	3.8730907169254504E-27	1.372627010001546E-29	8.222953387580404E-26	2.736598963732117E-25	9.218934217639126E-23	1.0210237559460327E-27	6.521586120824382E-24	6.136041343091534E-25	7.223018104926722E-29	2.6500861800777023E-25	8.012926486334018E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	8.71856246696483E-27	-6.637094731083618E-26	-6.618428013839252E-26	-4.672258213393204E-28	7.586975926968256E-26	-4.673730386326449E-28	7.757083947879146E-26	5.37541308950745E-32	1.2238561396103182E-27	2.6664384604520017E-31	1.350719539087231E-27	1.7687602287654245E-26	-4.80777518826819E-32	-1.4421649452038077E-29	2.386280545328122E-30	1.434081107561285E-27	2.1545209542954965E-25
66.0	1.0E-16	5.9989740286403345E-27	4.213105386633987E-26	3.758915883418579E-27	1.3321927343116417E-29	7.980540375314085E-26	2.655984754378426E-25	9.23998152683515E-23	1.023402123663229E-27	6.3295749505627335E-24	6.1501924254392885E-25	7.010678355056918E-29	2.5719088509565232E-25	8.012741252285563E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	8.328180359797293E-27	-6.457683703082429E-26	-6.439870774658695E-26	-4.53486198094544E-28	7.362455998805018E-26	-4.5363856922229855E-28	7.527296734140396E-26	3.952085070052535E-32	1.1853930611391986E-27	2.4259818026466406E-31	1.306446558427426E-27	1.6861991957232016E-26	-4.598981335159434E-32	-1.3794638056217585E-29	2.2772566291325845E-30	1.3685296022642794E-27	2.0559896920611493E-25
67.0	1.0E-16	5.824959889697622E-27	4.091233956793151E-26	3.649957982054748E-27	1.2936042702262786E-29	7.749203866395134E-26	2.579050551669218E-25	9.260066292338542E-23	1.0256719306593836E-27	6.146345638619306E-24	6.163696966074644E-25	6.808031923070964E-29	2.4973070218242177E-25	8.01256447519705E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	7.95558965334056E-27	-6.286481875604036E-26	-6.269483676656286E-26	-4.403741032181681E-28	7.148201573381953E-26	-4.405313943003078E-28	7.308015548366381E-26	2.5926691564906265E-32	1.148683926549827E-27	2.1964731172275864E-31	1.2641950955859177E-27	1.6074076366797162E-26	-4.3987412575034145E-32	-1.3193340463093367E-29	2.1732096447442216E-30	1.3059733424676183E-27	1.9619648642290285E-25
68.0	1.0E-16	5.658904360859557E-27	3.97493140975702E-26	3.5459788165379985E-27	1.2567774955585318E-29	7.528438121970277E-26	2.5056286411809797E-25	9.279232537245936E-23	1.0278381235683612E-27	5.9714964710883276E-24	6.176584479963809E-25	6.614637032701538E-29	2.426117139320744E-25	8.012395769548688E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	7.599982133066205E-27	-6.123113407732353E-26	-6.106892666537685E-26	-4.278609088567807E-28	6.943743353450285E-26	-4.280228965485223E-28	7.098760124724522E-26	1.2943472871634124E-32	1.1136489684202193E-27	1.9774160199318704E-31	1.2238729785071158E-27	1.5322137059942938E-26	-4.206752372632061E-32	-1.2616843232335101E-29	2.0739127680687357E-30	1.2462755672828535E-27	1.8722403310746516E-25
69.0	1.0E-16	5.5004433983851216E-27	3.863943455330854E-26	3.446751050319681E-27	1.2216321096100975E-29	7.317760461020644E-26	2.435558927345648E-25	9.297522270876763E-23	1.0299054243967386E-27	5.8046441157180136E-24	6.188883136887717E-25	6.430071977230404E-29	2.358183133712984E-25	8.01223476734267E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	7.260586067171283E-27	-5.967219684925045E-26	-5.951740835522916E-26	-4.1591929020146215E-28	6.748633490589527E-26	-4.1608576122555E-28	6.899072145091037E-26	5.442096523422111E-34	1.0802120279534455E-27	1.7683364477205924E-31	1.1853922260888105E-27	1.4604533694376847E-26	-4.022717954316037E-32	-1.2064253082996615E-29	1.9791494793391163E-30	1.1893057512389015E-27	1.7866193853537957E-25
70.0	1.0E-16	5.349229615421789E-27	3.758027398989257E-26	3.3520577129005685E-27	1.1880914606700203E-29	7.11671021208792E-26	2.3686885895411433E-25	9.314975580919975E-23	1.0318783406556124E-27	5.645422780284735E-24	6.20061982255584E-25	6.253934213498423E-29	2.293356076271027E-25	8.01208111731147E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	6.936664578411592E-27	-5.818458527764048E-26	-5.80368763182172E-26	-4.045231664411005E-28	6.562444605400267E-26	-4.046939171404307E-28	6.708514236673732E-26	-1.1296933652516007E-32	1.0483003935702063E-27	1.5687816715291658E-31	1.148668858663223E-27	1.3919700511419175E-26	-3.8463478275964607E-32	-1.1534695453559867E-29	1.888713097962477E-30	1.134939320787928E-27	1.7049143204319704E-25
71.0	1.0E-16	5.2049315194434556E-27	3.656951614528767E-26	3.261691728451248E-27	1.1560823812019695E-29	6.92484771239228E-26	2.3048717535099093E-25	9.331630721361701E-23	1.0337611750415288E-27	5.493483409547905E-24	6.211820196960842E-25	6.085839496301195E-29	2.231493852348544E-25	8.011934484161481E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	6.627514091151474E-27	-5.67650343716133E-26	-5.662408109442386E-26	-3.9364764436804967E-28	6.384768852413876E-26	-3.938224802776093E-28	6.526669015354199E-26	-2.260468823365125E-32	1.0178446463094382E-27	1.3783193512328548E-31	1.1136227169567424E-27	1.3266142963284534E-26	-3.6773581702615523E-32	-1.1027315941890963E-29	1.8024063381007632E-30	1.0830573836290825E-27	1.6269460182105486E-25
72.0	1.0E-16	5.067232784636532E-27	3.5604950405770703E-26	3.1754554657529907E-27	1.1255350303861319E-29	6.74175335222308E-26	2.2439691774397465E-25	9.347524196387263E-23	1.0355580346860442E-27	5.34849291901298E-24	6.222508750097115E-25	5.925421051415943E-29	2.1724608494458923E-25	8.011794547850471E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	6.33246284151756E-27	-5.541042874425361E-26	-5.527592211652699E-26	-3.8326896451886987E-28	6.21521702767659E-26	-3.8344769995591588E-28	6.353138172681061E-26	-3.340272483622894E-32	9.887785121745901E-28	1.1965366311166966E-31	1.0801772891558443E-27	1.2642434491270296E-26	-3.515472670899494E-32	-1.0541282507525816E-29	1.7200408840847193E-30	1.0335464702768816E-27	1.5525435559400187E-25
73.0	1.0E-16	4.9358315576290036E-27	3.4684466998907175E-26	3.093160308504917E-27	1.0963827436954934E-29	6.567026662575863E-26	2.185847952068569E-25	9.362690840442035E-23	1.0372728399926489E-27	5.210133463811619E-24	6.232708855160837E-25	5.772328785577218E-29	2.1161276595677807E-25	8.011661002897382E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	6.0508694568398154E-27	-5.411779574446563E-26	-5.398944087453997E-26	-3.733644497380193E-28	6.053417717070656E-26	-3.735469074105631E-28	6.187541604515005E-26	-4.371369567724675E-32	9.610387209173482E-28	1.023039274242704E-31	1.0482595457241277E-27	1.2047213448149733E-26	-3.360421834066716E-32	-1.0075783777604248E-29	1.6414369847974302E-30	9.862982873260583E-28	1.4815438310527655E-25
74.0	1.0E-16	4.8104397950317705E-27	3.380605240420265E-26	3.0146262450852818E-27	1.0685618891995854E-29	6.400285444098532E-26	2.1303812142012203E-25	9.377163894627235E-23	1.0389093330790039E-27	5.078101741086361E-24	6.242442819344176E-25	5.626228531788823E-29	2.0623707952192646E-25	8.011533557723042E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	5.782121592606121E-27	-5.288429890574499E-26	-5.276181439541565E-26	-3.6391245605759953E-28	5.899016483511311E-26	-3.6409846668934816E-28	6.029516579442003E-26	-5.355927557709056E-32	9.345648711105815E-28	8.574508341629787E-32	1.0177997816302372E-27	1.1479180158576596E-26	-3.2119438405557333E-32	-9.630032096188609E-30	1.5664230661996074E-30	9.412094818888316E-28	1.4137912031879122E-25
75.0	1.0E-16	4.690782631331584E-27	3.296778497166361E-26	2.9396814768944616E-27	1.0420117303014168E-29	6.241164935493939E-26	2.077447873051684E-25	9.390975079598561E-23	1.0404710858417076E-27	4.952108324341222E-24	6.251731932331205E-25	5.486801328425966E-29	2.011072418413868E-25	8.011411934020444E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	5.525634634299579E-27	-5.170723169622968E-26	-5.1590349023219815E-26	-3.548923257899646E-28	5.751675091250618E-26	-3.55081727762079E-28	5.878716945129657E-26	-6.296020145740871E-32	9.092993010764031E-28	6.994118624798771E-32	9.887314656603812E-28	1.0937094111345588E-26	-3.0697842165229007E-32	-9.203261406681402E-30	1.4948353612029335E-30	8.981814167034362E-28	1.3491371526187838E-25
76.0	1.0E-16	4.576597775742616E-27	3.2167830738934567E-26	2.868162044445772E-27	1.0166742946256385E-29	6.08931701960809E-26	2.026932348848616E-25	9.404154665127953E-23	1.0419615076600847E-27	4.831877028290769E-24	6.260596512598468E-25	5.353742730646432E-29	1.962120082096624E-25	8.011295866153293E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	5.280850451836561E-27	-5.0584011557070394E-26	-5.0472474485178436E-26	-3.4628434273538936E-28	5.611070765596274E-26	-3.464769817436955E-28	5.734812370910326E-26	-7.193631026734308E-32	8.851869656534635E-28	5.485791507418449E-32	9.609910965024309E-28	1.0419771277724447E-26	-2.9336959989245337E-32	-8.794728776484591E-30	1.4265175561311147E-30	8.571199554349126E-28	1.2874399543300304E-25
77.0	1.0E-16	4.467634936687514E-27	3.140443943808833E-26	2.7999114704068747E-27	9.924942487877918E-30	5.944409465510918E-26	1.978724323165627E-25	9.416731536481342E-23	1.0433838527548288E-27	4.717144302807642E-24	6.269055951618654E-25	5.22676215269149E-29	1.9154064834122425E-25	8.011185100581567E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	5.0472362110947864E-27	-4.951217421456194E-26	-4.9405738231549335E-26	-3.380696894104364E-28	5.476895486429163E-26	-3.3826541813763445E-28	5.597487624935655E-26	-8.050657622733617E-32	8.621753182740833E-28	4.046250053323689E-32	9.345180653027772E-28	9.926081550294973E-27	-2.803439867865808E-32	-8.403713973483126E-30	1.3613204530399502E-30	8.179352577101782E-28	1.2285643670260602E-25
