time	tot_cell	glycosome	cytosol	extracellular	GlcI	Pg	Glc6P	Fru6P	Fru16BP	DHAP	GAP	NAD	BPGA13	NADH	Pyr	Nb	Pc	PyrE	Gly	GlcE	Gly3P	ATPc	ADPc	ATPg	ADPg	DHAPg	DHAPc	Gly3Pc	Gly3Pg	PGAg	PEPc	Vt	Vc	Vg	TPIact	sumAc	sumAg	KeqAK	Keq_anti	sumc4	sumc5	Keq_PGM	Keq_ENO	vGlcTr	vHK	vPGI	vPFK	vALD	vTPI	vGAPdh	vGDH	vGPO	vPyrTr	vPGK	vPK	vATPase	vGlyK
0.0	5.7	0.2446	5.4554	1.0	0.0340009	7.63936	2.07199	0.511773	16.5371	3.89921	0.0399329	3.95514	0.0326745	0.0448639	4.77413	1.59603	6.51839	0.0	0.0	5.0	0.9561786007298245	2.770675886608101	0.9770382267837983	2.616849708091616	2.4056605838167675	1.3090576692585685	4.015342870201883	0.9846571297981166	0.3210119307414331	0.6711336282216187	0.8408633227988661	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.30367541252369	74.30368945778933	74.30427726848414	74.303787875748	74.30241670952098	67.49551825536463	141.78936024977241	141.78912118902548	134.97210490821803	141.7890655511551	141.78924650748502	158.52558701775945	141.78953344172498	6.8185862523199505
1.0	5.7	0.2446	5.4554	1.0	0.033740526753455034	7.679984864810297	2.069619633219265	0.5111613561001719	16.52013466551447	3.8979358572508307	0.039826157038556104	3.9550999194970906	0.03241121872220945	0.04490398050290781	4.797243086731975	1.5220210224449873	6.518913190126473	0.0	0.0	5.0	0.9573093237314685	2.7710847911712384	0.9767436077839964	2.641459810535813	2.3970652437386715	1.3059853783703483	4.014149349778266	0.9858506502217343	0.32074206071022376	0.6400127134346358	0.8018719286622553	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540900744012	74.31540951186867	74.31541022944272	74.31541042300796	74.31541195037704	67.53783319282009	141.853251626478	141.8532459798172	135.07565629222432	141.98817550759682	141.85322316447213	141.8532395180729	141.8532340057072	6.7775800423424295
2.0	5.7	0.2446	5.4554	1.0	0.033740520159387694	7.679985824876142	2.0696194834592156	0.5111613209232018	16.52013426167548	3.897935817252391	0.03982615774845571	3.955099926648577	0.03241123991105133	0.044903973351421864	4.784794475093075	1.5220210130536915	6.518913248682948	0.0	0.0	5.0	0.9573093641869411	2.771084836938696	0.9767435748055568	2.6414603934196257	2.3970650380368905	1.3059853733965636	4.014149308209449	0.9858506917905512	0.32074207633438745	0.6400127094855783	0.8018719237144811	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540930462994	74.3154093560614	74.31540837979112	74.31540828929661	74.31540647450191	67.53782561586665	141.85322131784758	141.8532294667198	135.0756598971862	141.88110528088544	141.85327501201155	141.85323631700558	141.85324113805117	6.777579508308688
3.0	5.7	0.2446	5.4554	1.0	0.03374051023911601	7.679986703825816	2.069619563055911	0.5111613366634982	16.520133977372033	3.8979357402998858	0.039826146747835876	3.955099899168473	0.03241113960795489	0.044904000831526195	4.782227439260802	1.5220210766948588	6.518913261747182	0.0	0.0	5.0	0.9573094285070989	2.771084847149638	0.9767435674479055	2.6414609270555105	2.397064849714795	1.3059851146780188	4.014149239406662	0.9858507605933378	0.3207420406768959	0.6400127362468092	0.8018719572436274	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540975172936	74.31540168266639	74.31541154045718	74.31541155079796	74.31542285090337	67.5378466087879	141.85334413326635	141.85329002294102	135.07566586395248	141.8589770915563	141.85295989732828	141.85324998631543	141.85324272931206	6.777578026128136
4.0	5.7	0.2446	5.4554	1.0	0.033740508605877496	7.679986855047963	2.069619567438084	0.5111613373052718	16.52013392582285	3.8979357275440862	0.03982614529421084	3.9550998957872534	0.03241112695761964	0.04490400421274745	4.781699009788829	1.5220210853509484	6.5189132672732555	0.0	0.0	5.0	0.9573094395874406	2.7710848514687907	0.9767435643356741	2.641461018866876	2.3970648173142104	1.3059850795094068	4.01414922765577	0.9858507723442296	0.3207420368017264	0.6400127398867113	0.8018719618040606	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540982533822	74.31540052642912	74.31541188006756	74.31541188248457	74.3154248713199	67.5378491009788	141.85335948622344	141.85329743732174	135.075666883022	141.85441986792603	141.85291962698113	141.85325177214597	141.85324340240348	6.77757781604427
5.0	5.7	0.2446	5.4554	1.0	0.03374050423212195	7.6799872549188075	2.069619563106654	0.511161335544689	16.520133782630637	3.897935703390867	0.0398261424135375	3.9550998896491887	0.03241110307631505	0.04490401035081235	4.781590293459371	1.522021095600347	6.5189132802732415	0.0	0.0	5.0	0.9573094602805392	2.771084861629517	0.9767435570142071	2.6414612616401048	2.397064731638598	1.3059850076135933	4.014149205643153	0.9858507943568471	0.32074202806512464	0.6400127441966028	0.8018719672039237	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31541002246021	74.31539744017972	74.31541237403012	74.31541238671917	74.31542844329668	67.53785340763227	141.8533882895899	141.8533108331233	135.07566879201644	141.85348219984314	141.85284225609078	141.85325376030474	141.85324498583873	6.777577290554542
6.0	5.7	0.2446	5.4554	1.0	0.033740513146613055	7.679986758150752	2.0696194285880467	0.5111613067662452	16.520133858764908	3.897935749995536	0.0398261554826227	3.9550999227181824	0.03241122635154014	0.04490397728181898	4.781567924335554	1.5220210598984838	6.518913278007458	0.0	0.0	5.0	0.957309429615733	2.771084859858591	0.9767435582902761	2.64146096003776	2.3970648380752326	1.3059853171536346	4.01414924045877	0.98585075954123	0.32074208997731685	0.6400127291839018	0.8018719483945107	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540962069057	74.31540780167377	74.31540863639951	74.31540860149582	74.31540608312409	67.53782909167785	141.85323456685938	141.85323778471042	135.0756657727108	141.8532892645096	141.85322129005047	141.85324599289413	141.85324470985958	6.777578958457096
7.0	5.7	0.2446	5.4554	1.0	0.03374051680941101	7.6799860648142815	2.0696195720262898	0.5111613399577233	16.520134206973736	3.897935780979074	0.03982615126437241	3.9550999087061296	0.032411176493090804	0.0449039912938744	4.781563257592415	1.522021057916262	6.518913239053824	0.0	0.0	5.0	0.957309393240945	2.771084829412619	0.976743580228586	2.641460539093035	2.3970649866282114	1.3059852281218165	4.014149276823354	0.9858507231766458	0.32074205337495404	0.6400127283503738	0.8018719473501834	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540945561095	74.31540588930676	74.31541077671487	74.31541079766717	74.31541728845862	67.53784006327146	141.85329999152964	141.85326923191428	135.0756626190744	141.8532490133463	141.85307972663017	141.85324632166257	141.8532399651967	6.777578840766621
8.0	5.7	0.2446	5.4554	1.0	0.03374051759411468	7.679985975083084	2.069619580510623	0.5111613420082725	16.520134242547112	3.897935783990192	0.039826151468714384	3.9550999087833216	0.03241117724822246	0.044903991216682475	4.781562297999249	1.5220210591094478	6.518913235414762	0.0	0.0	5.0	0.9573093905340794	2.7710848265683468	0.9767435822780683	2.64146048461462	2.397065005853844	1.3059852347409753	4.014149279672701	0.9858507203272993	0.3207420538458864	0.6400127288521107	0.8018719479788096	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.3154094202449	74.31540621450291	74.31541083901784	74.31541086237158	74.31541729492075	67.53784019399963	141.85329935465552	141.8532691158193	135.07566237197128	141.85324073674477	141.85308313009648	141.85324665397013	141.853239521949	6.777578929073258
9.0	5.7	0.2446	5.4554	1.0	0.033740517908251715	7.679985941669768	2.069619581355368	0.5111613422646738	16.520134254795245	3.89793578605884	0.03982615168041874	3.9550999092147188	0.03241117891917604	0.04490399078528407	4.781562100285959	1.522021058171604	6.518913234220512	0.0	0.0	5.0	0.9573093887200396	2.7710848256349254	0.976743582950661	2.641460464328426	2.3970650130129165	1.3059852401289576	4.014149281592522	0.9858507184074776	0.3207420543911377	0.6400127284577457	0.8018719474847097	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540940608699	74.31540638260854	74.31541080674023	74.31541083172807	74.31541704945876	67.53783990743763	141.8532973817355	141.85326817815053	135.0756622054791	141.8532390314446	141.85308861724272	141.85324647214148	141.85323937648553	6.777578969309746
