time	tot_cell	glycosome	cytosol	extracellular	GlcI	Pg	Glc6P	Fru6P	Fru16BP	DHAP	GAP	NAD	BPGA13	NADH	Pyr	Nb	Pc	PyrE	Gly	GlcE	Gly3P	ATPc	ADPc	ATPg	ADPg	DHAPg	DHAPc	Gly3Pc	Gly3Pg	PGAg	PEPc	Vt	Vc	Vg	TPIact	sumAc	sumAg	KeqAK	Keq_anti	sumc4	sumc5	Keq_PGM	Keq_ENO	vGlcTr	vHK	vPGI	vPFK	vALD	vTPI	vGAPdh	vGDH	vGPO	vPyrTr	vPGK	vPK	vATPase	vGlyK
10.0	5.7	0.2446	5.4554	1.0	0.0337405184934864	7.679985878847024	2.0696195830157147	0.5111613427630236	16.520134277868397	3.897935789952119	0.03982615207410712	3.9550999100143884	0.03241118201625316	0.044903989985614304	4.781562056766053	1.5220210564002863	6.518913231964623	0.0	0.0	5.0	0.9573093852999532	2.7710848238717345	0.976743584221154	2.6414604261869146	2.3970650264731947	1.3059852501588811	4.014149285210657	0.9858507147893434	0.32074205538818323	0.6400127277129032	0.8018719465514965	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540937971089	74.31540668915004	74.31541074742914	74.31541077581294	74.31541659614325	67.53783937751666	141.85329373016384	141.8532664405482	135.07566189170456	141.85323865608032	141.8530987995676	141.85324612872486	141.8532391017122	6.7775790444021755
11.0	5.7	0.2446	5.4554	1.0	0.03374051959470787	7.679985758441271	2.069619586478504	0.5111613437815378	16.520134322268262	3.897935797429139	0.03982615281157502	3.9550999115028285	0.032411187779534806	0.044903988497177166	4.781562042484432	1.5220210529714624	6.518913227605192	0.0	0.0	5.0	0.9573093787079544	2.7710848204644236	0.9767435866763448	2.6414603530850864	2.397065052271098	1.3059852689834996	4.014149292178892	0.9858507078211076	0.32074205718752935	0.6400127262710763	0.8018719447450315	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540933007965	74.31540724056143	74.31541063907909	74.31541067524765	74.31541575963043	67.53783839527452	141.85328695453953	141.85326320830524	135.07566128740004	141.85323853289967	141.85311779483968	141.8532454638123	141.85323857072095	6.777579186105544
12.0	5.7	0.2446	5.4554	1.0	0.03374052169289006	7.679985519737107	2.069619594607919	0.51116134608679	16.520134411118523	3.8979358123430212	0.03982615419636988	3.9550999142592684	0.03241119844610219	0.04490398574073619	4.7815620295163095	1.522021045984143	6.518913218819277	0.0	0.0	5.0	0.9573093654469517	2.7710848135973962	0.9767435916244844	2.6414602081608636	2.39706510341538	1.3059853044588272	4.014149306170875	0.9858506938291249	0.3207420602298267	0.6400127233328953	0.8018719410637846	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.3154092355161	74.31540818318824	74.3154104479612	74.31541050556187	74.31541424875691	67.53783658732534	141.85327449453862	141.85325723087982	135.07566007397693	141.85323842104808	141.853153165577	141.85324410692695	141.85323750057213	6.777579456596783
13.0	5.7	0.2446	5.4554	1.0	0.03374052564921575	7.6799850218440735	2.069619619039478	0.5111613525952103	16.520134601976405	3.8979358443227436	0.03982615661200984	3.9550999189135116	0.03241121637815832	0.04490398108649196	4.781562009578383	1.5220210296195318	6.518913200062973	0.0	0.0	5.0	0.9573093362517894	2.7710847989375598	0.9767436021878533	2.6414599058755677	2.397065210092938	1.3059853665197823	4.014149336801866	0.9858506631981339	0.3207420630584614	0.6400127164515453	0.8018719324421413	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540905720739	74.31540940015644	74.3154101826995	74.31541032529726	74.31541202191129	67.53783348455785	141.85325391900386	141.8532471782548	135.07565741757332	141.85323824908113	141.85321394970154	141.8532408934023	141.85323521600134	6.777579950870858
14.0	5.7	0.2446	5.4554	1.0	0.03374052611404095	7.67998514265861	2.069619505920404	0.5111613273512098	16.5201345156475	3.8979358612089765	0.039826161750125745	3.955099934720407	0.032411270951176144	0.044903965279593505	4.7815620775978385	1.5220209911591012	6.518913223505958	0.0	0.0	5.0	0.9573093249654037	2.7710848172604816	0.9767435889849949	2.6414599792255737	2.397065184207462	1.3059854754366154	4.014149349561786	0.9858506504382136	0.32074208463683607	0.6400127002788618	0.801871912179386	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540903625803	74.31541198149368	74.3154078084962	74.31540778543346	74.31540208641383	67.53782025537338	141.85318502170497	141.85321194990914	135.075656310998	141.8532388357569	141.85337781248901	141.85323201917197	141.85323807142245	6.7775802735716875
15.0	5.7	0.2446	5.4554	1.0	0.03374052417990739	7.679985361164724	2.069619491979199	0.5111613238229282	16.52013443199597	3.897935850340507	0.03982616084507198	3.955099933316263	0.0324112649592199	0.04490396668373906	4.781562107906309	1.5220209931628281	6.518913232401874	0.0	0.0	5.0	0.9573093346822554	2.771084824213487	0.9767435839749004	2.6414601118869707	2.3970651373907828	1.305985450559762	4.014149339321401	0.9858506606785991	0.3207420826771319	0.6400127011214326	0.801871913235043	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540912342804	74.31541112221487	74.31540782315999	74.31540778558762	74.31540281456923	67.53782095131207	141.8531917324698	141.8532149323118	135.07565719907234	141.853239097171	141.85335689986655	141.85323228346707	141.85323915497028	6.7775800423730255
16.0	5.7	0.2446	5.4554	1.0	0.033740521924551244	7.679985619529515	2.0696194829332573	0.5111613212718604	16.520134335660853	3.897935834177439	0.039826159361410866	3.9550999303701113	0.03241125355994954	0.04490396962989297	4.7815621234156245	1.5220210007687671	6.518913241935421	0.0	0.0	5.0	0.9573093490767104	2.7710848316648606	0.9767435786057002	2.641460268747729	2.3970650820340573	1.3059854125318109	4.014149324138674	0.9858506758613261	0.3207420794904739	0.6400127043197443	0.8018719172422077	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540922507529	74.31541012971408	74.31540802545061	74.31540796346574	74.31540442065454	67.53782288262583	141.85320503318835	141.85322131951753	135.07565851576013	141.85323923094066	141.85331905519797	141.85323376107547	141.85324031618308	6.777579751714665
17.0	5.7	0.2446	5.4554	1.0	0.033740517701800934	7.679986161465409	2.069619454635335	0.5111613137974748	16.52013412644392	3.8979357990965937	0.03982615684672698	3.9550999255468398	0.03241123501751133	0.04490397445316581	4.781562144411611	1.5220210191615606	6.518913262327611	0.0	0.0	5.0	0.9573093812964824	2.7710848476032983	0.9767435671210141	2.6414605977727432	2.397064965919922	1.3059853480209649	4.014149290377361	0.985850709622639	0.32074207732871884	0.6400127120539488	0.8018719269323926	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540941539157	74.3154089549811	74.31540828553759	74.3154081207379	74.31540661532654	67.53782613979557	141.85322622804165	141.85323172889127	135.07566144363378	141.8532394120335	141.85325582834994	141.8532373863561	141.85324280000984	6.777579231950241
18.0	5.7	0.2446	5.4554	1.0	0.03374052329137001	7.6799853384367065	2.069619592753643	0.5111613460852817	16.520134475619603	3.897935827521028	0.03982615570635749	3.9550999177756307	0.03241121133579118	0.04490398222437285	4.78156204792932	1.522021034828932	6.518913212965263	0.0	0.0	5.0	0.9573093519748945	2.7710848090219264	0.9767435949214098	2.6414600980881313	2.397065142260444	1.3059853410012472	4.01414932039098	0.9858506796090198	0.32074206344174894	0.640012718642108	0.8018719351866972	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540916347376	74.31540894039193	74.31541010532526	74.31541018545008	74.31541227354121	67.53783400142838	141.8532590665723	141.85324952668833	135.0756588407704	141.85323857986248	141.85319458924872	141.85324178069433	141.85323678753645	6.777579679957278
19.0	5.7	0.2446	5.4554	1.0	0.033740536044159504	7.679984102004499	2.069619577382783	0.5111613432892823	16.520134974731675	3.897935926603909	0.0398261621923969	3.9550999194340313	0.032411232633041104	0.04490398056597123	4.781562019121722	1.5220209663075293	6.518913180919318	0.0	0.0	5.0	0.9573092627014019	2.7710847839749713	0.9767436129693756	2.6414593474143393	2.3970654071758206	1.305985555080148	4.014149414317865	0.9858505856821349	0.32074207795450516	0.6400126898287287	0.8018718990864143	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540858871485	74.31541728223523	74.31540931552608	74.31540741099809	74.315404357708	67.53783929356275	141.8532431810884	141.85324769230843	135.0756506951729	141.85323833139356	141.8532759411271	141.8532274151162	141.85323288425	6.7775810562749825
20.0	5.7	0.2446	5.4554	1.0	0.03374051992528332	7.679985733208327	2.069619578344888	0.5111613420491925	16.520134327786355	3.8979358021676096	0.03982615347769597	3.955099913334655	0.0324111942453898	0.044903986665348325	4.781562059287773	1.522021047444038	6.518913227658381	0.0	0.0	5.0	0.9573093746960213	2.7710848205059957	0.97674358664639	2.641460337765434	2.397065057677459	1.3059852839681954	4.01414929645796	0.9858507035420399	0.32074205913359455	0.640012723946784	0.8018719418329258	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540931518084	74.3154075631448	74.31541040738875	74.31541044396945	74.31541464884518	67.5378369284034	141.85327895649897	141.85325915330077	135.07566091630753	141.85323867783046	141.8531377330241	141.85324425334082	141.85323857719936	6.777579246994122
21.0	5.7	0.2446	5.4554	1.0	0.0337405240083504	7.679985237886549	2.0696196069478705	0.5111613494308688	16.52013451795698	3.897935830232521	0.039826155661096305	3.955099917107359	0.03241120944639226	0.04490398289264526	4.781562020679635	1.5220210371667577	6.518913208225329	0.0	0.0	5.0	0.9573093492749988	2.771084805317217	0.9767435975908949	2.6414600370412153	2.3970651638041183	1.3059853421235763	4.014149323173726	0.9858506768262743	0.3207420625896831	0.6400127196251681	0.8018719364183733	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540913115998	74.31540900792035	74.31541027214803	74.31541036919181	74.31541279533458	67.53783471572346	141.85326179555452	141.85325107104825	135.07565859944307	141.85323834483071	141.8531901290167	141.8532423850041	141.85323621019907	6.777579751480233
22.0	5.7	0.2446	5.4554	1.0	0.03374053691878869	7.679984007059512	2.0696195976952967	0.5111613479606611	16.52013501636069	3.8979359294085616	0.03982616201299969	3.955099920172486	0.03241123262771573	0.04490397982751855	4.781562003425289	1.522020968368381	6.518913175212957	0.0	0.0	5.0	0.9573092593340748	2.771084779514908	0.9767436161831418	2.6414592897704927	2.397065427518527	1.305985545644309	4.0141494176713355	0.9858505823286645	0.3207420742781322	0.6400126906953209	0.8018719001721676	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540854929595	74.31541765565419	74.3154096399219	74.31540775366999	74.31540534113412	67.53783813799238	141.85324355646117	141.8532459449464	135.0756504043507	141.85323819600998	141.85327710015244	141.85322797773966	141.85323218919933	6.777581066717561
23.0	5.7	0.2446	5.4554	1.0	0.033740519140666406	7.679985818867161	2.0696195762192566	0.5111613413986319	16.5201342963688	3.897935796668861	0.0398261529317055	3.9550999122117214	0.03241118992868484	0.044903987788282425	4.781562061000626	1.5220210501331481	6.5189132307555155	0.0	0.0	5.0	0.9573093795431542	2.771084822926702	0.9767435849021116	2.641460389771399	2.397065039324363	1.3059852701103025	4.014149291334005	0.9858507086659953	0.32074205780665466	0.6400127250775599	0.8018719432496749	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540935054295	74.31540716744311	74.31541049257059	74.31541052339732	74.3154152831749	67.53783767831855	141.85328404467882	141.85326159490864	135.075661360671	141.853238692604	141.85312356112743	141.8532447811086	141.85323895443952	6.777579145252322
24.0	5.7	0.2446	5.4554	1.0	0.033740522409900976	7.67998543482947	2.06961959797557	0.5111613470146625	16.520134443046985	3.8979358176916525	0.03982615465964787	3.955099915168369	0.03241120196105187	0.04490398483163376	4.7815620283519396	1.5220210434107584	6.5189132156485785	0.0	0.0	5.0	0.9573093606466083	2.771084811119193	0.9767435934101929	2.6414601566109734	2.3970651216075227	1.3059853163611008	4.014149311225665	0.9858506887743346	0.3207420611045073	0.6400127222507823	0.8018719397080053	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540920320093	74.31540846638693	74.31541038874515	74.31541045634617	74.31541376784709	67.537835992284	141.8532704168629	141.85325526249906	135.07565963561163	141.85323841100526	141.85316490618482	141.85324360592068	141.85323711437178	6.7775795486864885
25.0	5.7	0.2446	5.4554	1.0	0.03374052693204711	7.679984840216773	2.0696196313934694	0.5111613557595064	16.520134674859758	3.897935856611608	0.03982615725214246	3.9550999201238723	0.03241122093135668	0.044903979876131164	4.781562005237908	1.5220210222893604	6.518913193404799	0.0	0.0	5.0	0.9573093246130026	2.771084793733564	0.9767436059376715	2.641459795604373	2.397065249008027	1.3059853826243089	4.01414934891965	0.9858506510803497	0.32074206210292305	0.6400127133691945	0.8018719285802639	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540899939111	74.31540955563192	74.31541014192531	74.31541033715253	74.31541169636513	67.53783256433323	141.8532488404321	141.85324457782045	135.07565636668582	141.85323821164403	141.85323014845065	141.85323941985018	141.8532344050171	6.77758009166719
26.0	5.7	0.2446	5.4554	1.0	0.03374051643240211	7.67998635009083	2.069619453396841	0.5111613130189369	16.520134041765097	3.8979357789336637	0.03982615608392681	3.9550999231328667	0.032411227531872616	0.044903976867137256	4.781562111595996	1.5220210405229377	6.518913264594977	0.0	0.0	5.0	0.9573094010731029	2.7710848493754616	0.9767435658440542	2.6414607122927167	2.397064925505396	1.3059853341420695	4.014149269932679	0.9858507300673214	0.32074208220532036	0.6400127210364481	0.801871938186566	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540947260244	74.31540885348373	74.31540862945135	74.31540844162406	74.31540695090307	67.53782876157156	141.85323509716912	141.85323706719902	135.07566321665269	141.853239128995	141.8532304289928	141.85324201595915	141.85324307618168	6.77757916295021
27.0	5.7	0.2446	5.4554	1.0	0.03374052255939237	7.679985538621733	2.0696194884737404	0.5111613226604572	16.520134368126783	3.897935836393162	0.03982615959658644	3.9550999306536148	0.03241125489659238	0.0449039693463891	4.781562100222047	1.5220210013912736	6.5189132405554195	0.0	0.0	5.0	0.9573093471817579	2.771084830586259	0.9767435793829016	2.6414602196262678	2.3970650993691978	1.305985419189082	4.0141493261552545	0.9858506738447455	0.3207420803082432	0.6400127045815095	0.8018719175701733	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540919646348	74.31541030724007	74.31540802964508	74.31540796630111	74.3154043482848	67.53782275723329	141.85320362336813	141.85322072966784	135.0756583408767	141.85323903089335	141.85332411140575	141.85323392429578	141.85324014809532	6.777579839153924
28.0	5.7	0.2446	5.4554	1.0	0.03374051822453733	7.679986088671965	2.0696194593779236	0.5111613150173392	16.520134155400456	3.8979358039706304	0.03982615711989826	3.9550999260615285	0.03241123696883487	0.04490397393847461	4.781562138724399	1.5220210163413737	6.518913259622792	0.0	0.0	5.0	0.9573093767096759	2.7710848454892254	0.9767435686443413	2.641460553577729	2.3970649815165075	1.3059853549504123	4.014149295159241	0.9858507048407592	0.32074207709270014	0.6400127108680549	0.801871925446586	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540939183225	74.31540903285392	74.31540826611383	74.31540812098594	74.31540645044748	67.53782576345712	141.85322404120996	141.853230622451	135.07566102893605	141.85323936298064	141.85326270002838	141.85323682222875	141.85324247055536	6.7775792913006665
29.0	5.7	0.2446	5.4554	1.0	0.03374051857784524	7.679985879000169	2.0696195749215955	0.5111613409852733	16.520134274459053	3.8979357927434877	0.03982615253457346	3.955099911386793	0.03241118676065705	0.044903988613210225	4.781562069608508	1.5220210520765063	6.5189132329614665	0.0	0.0	5.0	0.9573093829948897	2.771084824650862	0.9767435836597427	2.6414604262798926	2.3970650264403837	1.3059852600614097	4.014149287683187	0.9858507123168128	0.32074205681819523	0.6400127258947456	0.8018719442735268	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540937590889	74.31540686830938	74.31541055650808	74.31541058356298	74.31541575459339	67.53783823261988	141.85328779167818	141.8532633899456	135.07566167727992	141.853238766848	141.85311319585978	141.85324516314589	141.85323922313034	6.777579072696981
30.0	5.7	0.2446	5.4554	1.0	0.03374052124628658	7.679985571696487	2.069619592679759	0.511161345549072	16.520134391671128	3.8979358090836667	0.0398261539047009	3.955099913683297	0.03241119621825293	0.04490398631670602	4.781562035681691	1.522021047532358	6.518913220747084	0.0	0.0	5.0	0.9573093683596097	2.7710848151041594	0.9767435905387654	2.64146023970691	2.3970650922826673	1.3059852969738435	4.014149303100982	0.9858506968990177	0.3207420596356291	0.6400127239839226	0.8018719418794568	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540925564418	74.31540799595241	74.31541048662532	74.3154105387837	74.31541455885697	67.53783696436403	141.85327708708363	141.85325847884036	135.07566034020644	141.85323847422524	141.8531457494104	141.85324440794926	141.8532377353839	6.777579399070653
31.0	5.7	0.2446	5.4554	1.0	0.03374052482577765	7.679985132285274	2.069619612531138	0.5111613509026364	16.520134558735975	3.8979358370643564	0.03982615614806912	3.9550999180363076	0.03241121302054401	0.0449039819636967	4.781562014070223	1.5220210335957272	6.518913204226885	0.0	0.0	5.0	0.957309342997895	2.771084802192053	0.9767435998427789	2.6414599729276205	2.3970651864300327	1.3059853546416051	4.014149329750613	0.9858506702493868	0.320742062998762	0.640012718123543	0.8018719345369871	5.7	5.4554	0.24459999999999998	1.0	3.9	6.0	0.442	1.0	45.0	5.0	0.187	6.7	74.31540909431914	74.3154092272823	74.3154102230066	74.31541034028407	74.31541237279411	67.53783409225846	141.85325771784133	141.85324906719916	135.07565802907732	141.85323828782376	141.85320233138256	141.85324168190994	141.85323572317745	6.777579852519441
