time	cell	M	MpY	MpT	Mpp	MEK	MKP3	MpY_MEK	MpT_MEK	M_MEK_Y	M_MEK_T	Mpp_MKP3	MpY_MKP3	MpT_MKP3_Y	MpT_MKP3_T	M_MKP3_T	M_MKP3_Y	k1	k_1	k2	k3	k_3	k4	k5	k_5	k6	k7	k_7	k8	h1	h_1	h2	h3	h_3	h4	h_4	h5	h6	h_6	h7	h_7	h8	h9	h_9	reaction_0000001	reaction_0000002	reaction_0000003	reaction_0000004	reaction_0000005	reaction_0000006	reaction_0000007	reaction_0000008	reaction_0000009	reaction_0000010	reaction_0000011	reaction_0000012	reaction_0000013	reaction_0000014	reaction_0000015	reaction_0000017	reaction_0000019
11.0	1.0	449.7069420239102	72.02530066016779	10.822088213120802	0.7691791004243295	6.865600660611644	6.457909336961901	11.27581463313929	0.24149909127170732	7.445726633721274	154.1713589812258	0.17423271448876554	3.0128341628638813	0.6612309941960071	0.4436325805055578	39.36276380899615	49.88739640198781	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.991814757483726	8.041384764418977	1.0866091616907152	0.07893070243197503	0.20405493082421344	1.2333708718498064	0.130001588654291	0.1086745910722683	0.04929528576041492	0.01602940973296643	-0.03764965097337458	0.2218162902527789	0.2552480646638238	1.416032056546024	0.19061436180159497	1.6384944534439763	1.756735508651265
12.0	1.0	443.539415052477	77.26982055070083	11.618847298486116	0.912862186533496	6.91515674455951	6.425788343588424	12.277208219120737	0.26262383029204417	7.396476680521411	153.148534525476	0.20883489068941002	3.231497876045391	0.7139817992123237	0.47636902945080783	39.37154600823118	49.57198205278254	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.9392462068691705	7.988194814963124	1.081114799181309	0.08594045753384516	0.20869434842981605	1.225188276203808	0.13910692100862238	0.11818072363141988	0.05512877319942111	0.01921280994342572	-0.032620736153135654	0.23818451472540392	0.27023350591465156	1.5188040017413336	0.25085351322502225	1.7336972460132358	1.809914761690334
13.0	1.0	437.530813019154	82.3734105151236	12.388871381262891	1.067033282967089	6.96417330316146	6.39595489529655	13.26607803980679	0.2833511880498633	7.34784933790593	152.13854813104567	0.24602798232400208	3.4427737256450603	0.7649354295595964	0.5077617121101852	39.33926893095009	49.30327732411459	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.887352698786674	7.9356772849384045	1.075489620187792	0.09286254627864753	0.21347223588037423	1.2171083850483653	0.14804004859859704	0.12750803462243848	0.0610833714096945	0.02263457437380819	-0.027451196022280966	0.2538808560550926	0.28462491347169216	1.6181036510531783	0.3049070481514762	1.8257924566197108	1.8652896037047562
14.0	1.0	431.67645806594675	87.3399069476706	13.133146742978498	1.2313080892059307	7.0126514419977966	6.368168403754432	14.24237839592214	0.3036875166851706	7.299846752099457	151.14143589326517	0.2856980158010413	3.647019926818369	0.8141899638054737	0.5378860323947554	39.27113051713192	49.0759071402941	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.836135928563856	7.883834492267414	1.0697297140912507	0.09969664877145498	0.21839091336798333	1.2091314871461214	0.15680338554041362	0.13665938250832677	0.067154961302539	0.026284217453695802	-0.02215093749958741	0.2689430161973777	0.2984548689103057	1.7140993656046333	0.35343000548313874	1.914932431291712	1.9224479140208377
15.0	1.0	425.97188493575356	92.17300717732361	13.85261957282585	1.4053091955128412	7.060592001122426	6.342228880243872	15.206063196018528	0.3236389128493187	7.252470785524697	150.15723510445477	0.32773680296872654	3.8445730229499144	0.8618401673727877	0.5668119870200838	39.17175110346067	48.88505803598404	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.785597631877424	7.832668448366673	1.0638367338717512	0.1064424423721297	0.22344906956644195	1.2012578808356382	0.16539956190311206	0.14563751078219342	0.07333886247669547	0.030151785873122842	-0.016724671845288697	0.2834059935100419	0.31175285219799254	1.8069493207864598	0.39699828500501555	2.0012500580395614	1.9810079815771457
16.0	1.0	420.41280905500673	96.8762815463103	14.548201806481172	1.5886664577468963	7.107995728377583	6.317963137118005	16.15708982747835	0.34321144248602153	7.205723025913322	149.18597997571445	0.3720410328562108	4.035743215468957	0.9079747197559992	0.5946041454511143	39.045242091824434	48.72643165752537	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.735739228677721	7.782180867986388	1.0578150578285914	0.11309962879234846	0.2286425701959729	1.1934878398057156	0.17383133899419456	0.15444514911870968	0.07963009241872199	0.0342277750227714	-0.011175307491016917	0.29730207272555714	0.3245458817959018	1.8967993112704098	0.43612292691696153	2.084864541237579	2.0406256980863784
17.0	1.0	414.99510708241513	101.45318306214288	15.220774236242486	1.7810172589382856	7.154863402178479	6.29521823751082	17.095421136372735	0.36241123690722	7.159604749308905	148.2276994752024	0.41851163514364464	4.220814774832424	0.9526756236193507	0.6213220334486849	38.895263280761114	48.59619441468405	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.68656176942665	7.7323731292536175	1.0516705267732576	0.11966794795460915	0.2339657121531502	1.1858215958016192	0.18210156577134218	0.163085056608249	0.08602351969689748	0.038503070433215304	-0.005505331990934503	0.31066101672434243	0.3368589221616003	1.9837829441712391	0.471259398904182	2.1658845078308335	2.100994638206412
18.0	1.0	409.7148031523352	105.90705548197806	15.87118840733445	1.9820066900912197	7.201195901082893	6.273857830606524	18.021026509538125	0.38124452881559573	7.11411689153507	147.28241616899805	0.46705331298476593	4.400048192703236	0.9960184580887939	0.6470206284774443	38.72507242266987	48.49092915446947	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.638065913832832	7.683246242857876	1.0454098362763489	0.12614718556676688	0.23941188468097607	1.1782593293519845	0.1902131557054602	0.17156003796701808	0.09251395569768328	0.042968904794598466	2.8266138492649695E-4	0.3235103142387222	0.348715168226423	2.068022650570521	0.5028145596696505	2.24440990081764	2.1618437146948875
19.0	1.0	404.5680581292628	110.24114024365734	16.500267953112683	2.191287672893644	7.246994246096062	6.253759752780861	18.933882506971422	0.399717661287915	7.069260029025271	146.35014555658907	0.5175741866640277	4.573682764269062	1.0380729182863957	0.6717508532141346	38.53756876488694	48.40759075989869	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.590251918059852	7.6348008313472935	1.0390402187499248	0.13253717754879996	0.24497391426217519	1.1708011644527125	0.19816907328833927	0.17987294757956176	0.09909621283379189	0.04761682517309054	0.00618580193363627	0.3358754266070673	0.3601362631386248	2.1496308992064592	0.5311523306718358	2.320533295295486	2.2229341158447324
20.0	1.0	399.5511607044083	114.4585824791726	17.10880965252185	2.408521039034191	7.292259628524336	6.234814246563095	19.83397324672199	0.4178370847304225	7.025034366470525	145.43089567352249	0.5699855141716018	4.741939106263223	1.078903415048573	0.6955600273253866	38.3353316029989	48.343466087629345	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.543119627203454	7.587037115788167	1.0325692570528453	0.13883781272705392	0.2506442632173105	1.16344716538818	0.20597232487554035	0.18802668812869014	0.10576514375767765	0.052438667303787365	0.01220091341577878	0.3477800136626933	0.37114247430740765	2.2287113799437144	0.5565985219681728	2.3943409005624012	2.284056168084911
21.0	1.0	394.6605197690883	118.56243627220177	17.697584336462675	2.633375575850238	7.336993429199779	6.216922524353674	20.72129063616352	0.4356093484915721	6.981439729577664	144.5246668565372	0.624201467845151	4.905021440448123	1.1185696477859026	0.7184922668674633	38.120654548450105	48.2961381042497	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.496668471974189	7.539954907943877	1.0260047608130307	0.14504903445314465	0.2564151589813264	1.1561973348522976	0.21362595145510582	0.19602420682120747	0.11251566912122668	0.057426535041753886	0.01832454090586677	0.35924613343373163	0.3817528400125726	2.3053600770106177	0.579445028858578	2.4659133655808594	2.3450263599089265
22.0	1.0	389.8926577553688	122.55566928334872	18.267337702364685	2.8655280449970206	7.3811972318787635	6.199995554150987	21.595834496247704	0.4530410901130037	6.938475561875042	143.63145161985523	0.680138953357126	5.063119601005726	1.157127121090958	0.7405888319260693	37.89557604766672	48.26345389080253	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.450897468893872	7.493553606825046	1.0193546753848644	0.15117084147373394	0.2622786878339127	1.1490516129588417	0.22113302229944026	0.20386849055085166	0.11934279791031632	0.06257278370885559	0.024552995682600498	0.37029441596303464	0.39198529348228817	2.379666212472691	0.599953520951999	2.535326445921882	2.405684604289436
23.0	1.0	385.2442047509095	126.44116684273442	18.81879106665647	3.104663178958224	7.424872832309096	6.183953006900047	22.45761260444223	0.47013902357361476	6.896140924839035	142.75123461480578	0.7377174614252863	5.216410774007381	1.1946275991230673	0.7618884271406551	37.661906593572745	48.24349613783093	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.405805223458719	7.447832198826158	1.0126270099597825	0.1572032882310956	0.2682268681717517	1.1420098769184464	0.22849662906497897	0.21156256060812664	0.12624164261658932	0.06787000645112634	0.030882403094327104	0.38094421357032754	0.4018567688880851	2.4517130637834685	0.6183587028510313	2.6026515649234003	2.4658917542479646
24.0	1.0	380.71189325332784	130.22173559221076	19.35264207137047	3.3504736590295687	7.468022243868061	6.168722332021114	23.306640672471573	0.48690992716697684	6.854434500793953	141.8839926556692	0.7968589451443966	5.365060994587354	1.2311195008520648	0.7824274608451417	37.42125300540101	48.23455776114902	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.361389935810923	7.40278926085747	1.0058297784718064	0.163146484707301	0.2742517103795592	1.1350719412453536	0.23571988016608086	0.21910946722513958	0.1332074306042923	0.07331102295328448	0.03730874755932101	0.39121373042257085	0.4113832924476021	2.5215786674560565	0.6348712046888605	2.667956290034839	2.525527362200747
25.0	1.0	376.29255346221055	133.90010674589928	19.86956535469175	3.6026600776155573	7.510647700387418	6.15423793998021	24.14294227027885	0.5033606313343486	6.813354598143567	141.02969479982556	0.8574877175025871	5.509226431738908	1.266648242302731	0.8022402684763418	37.17504010371195	48.23511929628736	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.317649408525741	7.358422965995053	0.9989709500391051	0.16900059589195196	0.2803452668674993	1.1282375583986046	0.2428058953602169	0.22651228410045687	0.1402355125505299	0.07888887001023802	0.04382791273512776	0.4011201342381709	0.42058006109126145	2.5893364229172864	0.6496801489651429	2.731304739291227	2.5844876651917295
26.0	1.0	371.98310902769015	137.4789390267388	20.370213191964716	3.860930887125688	7.552751656629647	6.140440476840186	24.9665487050781	0.5194980066303659	6.772899158563	140.18830247306863	0.9195303648216385	5.6490544897479875	1.3012565325486098	0.8213593053926624	36.92453006782554	48.24382876282347	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.274581056172668	7.31473109124804	0.992058407069095	0.1747658409355467	0.2864996742880521	1.121506419784549	0.2497578005271871	0.2337741029836647	0.14732136856986922	0.08459679356359075	0.050435716490569105	0.4106796526963312	0.4294615106653783	2.655055610181554	0.6629554325210631	2.79275792938032	2.6426837759212134
27.0	1.0	367.78057318912585	140.96082132760517	20.8552161118225	4.125002337349859	7.594336786789516	6.127276179064296	25.777498862801167	0.5353289519292509	6.733065765831835	139.359769632618	0.9829156727355388	5.784684752515862	1.334984629855904	0.8398153136182939	36.67083972932896	48.259483722881235	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.232181916351728	7.271711027098382	0.985099909806241	0.18044249203960816	0.2927071892176514	1.114878157060944	0.25657872264304427	0.2408980283681629	0.1544606124747363	0.09042824189166956	0.057127940943825006	0.41990765680914693	0.4380413752937852	2.7188018336824546	0.6748497569755121	2.8523740745038744	2.700040059799555
28.0	1.0	363.68204524852104	144.3482751379342	21.325183490956853	4.3945984028824725	7.635405981334736	6.114696298910285	26.575839018157286	0.5508603829439797	6.69385165603059	138.54404296150315	1.0475745619979366	5.916249793788955	1.3678705637055006	0.8576374664081421	36.4149560263482	48.28101528884106	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.1904486619424475	7.229359788513038	0.978103066431089	0.186030873127101	0.2989602182272222	1.1083523436920253	0.2632717849555839	0.24788717232479085	0.16164899452067605	0.09637685970381017	0.06390035804813476	0.42881873320407105	0.4463327392492238	2.7806374030808088	0.6855004365985651	2.9102088436111426	2.7564926795274918
29.0	1.0	359.684707332146	147.64375677036242	21.780704130266574	4.6694507019209635	7.675962342454705	6.102656592191747	27.361622618691538	0.5660992211108505	6.655253728857263	137.74106208885536	1.1134400319448685	6.043875873171241	1.3999503276841243	0.8748534939634915	36.157749817948755	48.30747386309586	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.149377614334709	7.187674027165844	0.9710753080045578	0.19153135833084076	0.30525134306435575	1.101928496710843	0.26984010236951894	0.25474464949988274	0.16888240291478707	0.1024364829389279	0.07074875125263103	0.4374267469817458	0.45434808246800173	2.8406216603904832	0.6950310090014051	2.96631558233483	2.811988290273477
30.0	1.0	355.78582140107466	150.84965941648596	22.22234681455254	4.949298407568879	7.716009178350745	6.09111686128175	28.134910047549493	0.581052382879183	6.617268559850378	136.9507598313399	1.1804471098699811	6.167683534946392	1.431258047536619	0.8914897931313991	35.89998823575817	48.338016417475764	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.108964757438378	7.146650044638409	0.9640238676677519	0.19694437033284645	0.3115733415476427	1.0956060786507191	0.2762867770487212	0.2614735722956324	0.176156864313616	0.10860113410803826	0.07766893374290129	0.44574489656569954	0.4620993206623186	2.8988112614248043	0.7035526709600326	3.0207455049572784	2.8664828701126943
31.0	1.0	351.98272647737485	153.9683150562668	22.65066085748964	5.2338881526146075	7.75554999657134	6.080040547125006	28.895768369078105	0.5957267694368004	6.579892413330773	136.17306245155268	1.2485328049188797	6.287788124236621	1.4618261280455815	0.9075715234916714	35.642345730246426	48.37189514193589	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.069205752293104	7.106283806397236	0.9569557635900168	0.20227037858354674	0.31791920468612034	1.0893844996124216	0.2826148942414115	0.26807704624656015	0.18346854349675046	0.11486501805253693	0.08465676371843878	0.4537857617458357	0.4695978408354714	2.9552604183912115	0.7111655590441379	3.073547860909577	2.9199406719049357
32.0	1.0	348.2728360577575	157.0019962417518	23.066176633259715	5.522973928626186	7.794588496570471	6.069394364775221	29.644271060891597	0.6101292568948509	6.543121255897101	135.40788992971565	1.3176360653938097	6.404300232864731	1.4916853818590996	0.9231226918681646	35.38541395171461	48.40844731152444	0.005	1.0	1.08	0.025	1.0	0.007	0.05	1.0	0.008	0.005	1.0	0.45	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	7.0300959521217505	7.06657095636887	0.9498777852223803	0.20750989742624118	0.3242821504728681	1.0832631194377251	0.288827518332493	0.2745581656026829	0.19081374237038085	0.12122251801623049	0.09170815711093572	0.4615613459340823	0.47685453287999924	3.0100211094464235	0.7179598924168946	3.1247700796167575	2.972333284181594
