time	Extracellular	PM	Cytosol	NM	Nucleus	PIP2_PHGFP_PM	PH_GFP_Cyt	PI_PM	stim_PM	IP3_PHGFP_Cyt	PIP2_PM	PIP_PM	DAG_PM	hv_Cytosol	IP3X_Cytosol	PLC_PM	PLC_act_PM	IP3_Cyt	KMOLE	PIP_basal_PIPSyn	kBasalSynPIP_PIPSyn	kStimSynPIP_PIPSyn	tauPIPsyn_PIPSyn	PIPsyndecay_PIPSyn	Ratebasal_PIPsyn_PIPSyn	Ratestim_PIPsyn_PIPSyn	tau0_PLCact	stimdecay_PLCact	signal_PLCact	kf_PIP2PH_PIP2_PH	KdPIP2PH_PIP2_PH	kr_PIP2PH_PIP2_PH	kStimSynPIP2_PIP2Syn	tauPIP2syn_PIP2Syn	PIP2syndecay_PIP2Syn	PIP2_basal_PIP2Syn	kBasalSynPIP2_PIP2Syn	Rate_PIP2Synbasal_PIP2Syn	Rate_PIP2SynStim_PIP2Syn	kf_IP3PH_IP3_PHGFP	KdIP3PH_IP3_PHGFP	kr_IP3PH_IP3_PHGFP	PIPSyn	PIP2_hyd	PLCact	PIP2_PH_hyd	PIP2_PH	IP3deg	PIP2Syn	IP3_PHGFP
40.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139536.7700402117	1.0	0.0	2840.415803339278	2689.1893873840113	6647.624769064532	0.0	0.0	99.99897685318292	0.0010231468171972785	361.78785130306295	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.9331472413554166E-4	8.485726867932833E-20	0.05	1.0	4.466172035754123E-18	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.009378415709677367	4.1088782728937935E-18	10.0	2.0	20.0	14.985840115050115	3.8748831849382217	-5.6841489844297686E-5	0.0	0.0	21.237428104245023	14.011297776078829	0.0
41.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139509.94711625224	1.0	0.0	2858.7569717607275	2691.012673198663	6654.283238787908	0.0	0.0	99.99907421890548	9.257810946328473E-4	344.9305314962356	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.911527337112769E-4	3.121724458108624E-20	0.05	1.0	1.6430128726887497E-18	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.009207929471234855	1.5115718428736498E-18	10.0	2.0	20.0	14.815393206216346	3.528777544808189	-5.143228303516226E-5	0.0	0.0	19.888842519698834	13.765919389452469	0.0
42.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139483.44141824456	1.0	0.0	2877.2504602623358	2692.9611035331354	6660.34701795951	0.0	0.0	99.99916231901358	8.37680986515092E-4	329.0519487478286	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.8884387569989203E-4	1.1484182491402244E-20	0.05	1.0	6.044306574422234E-19	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.009036817047957736	5.560762048468456E-19	10.0	2.0	20.0	14.63366315187903	3.2136240053383314	-4.653783258417549E-5	0.0	0.0	18.618555899826273	13.51988711660959	0.0
43.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139457.27170217654	1.0	0.0	2895.8425502315463	2695.016515190327	6665.869232401136	0.0	0.0	99.99924203525093	7.579647491583165E-4	314.10520078458967	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.864099526347146E-4	4.22479463724792E-21	0.05	1.0	2.223576124867326E-19	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.008865587914497515	2.04569003487794E-19	10.0	2.0	20.0	14.442346340317407	2.9265954295845455	-4.2109152731020945E-5	0.0	0.0	17.42281606276716	13.273836581358047	0.0
44.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139431.45382805957	1.0	0.0	2914.4854330648345	2697.162567338498	6670.898171536645	0.0	0.0	99.99931416545185	6.858345482529093E-4	300.0444108741369	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.838705651832987E-4	1.554215090214871E-21	0.05	1.0	8.180079422183532E-20	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.008694688273308895	7.52567306840885E-20	10.0	2.0	20.0	14.242966788720212	2.665139733834487	-3.81019193473869E-5	0.0	0.0	16.297952869930935	13.028326525248682	0.0
45.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139406.00105611706	1.0	0.0	2933.1366123376433	2699.3845760856066	6675.477755459227	0.0	0.0	99.9993794315263	6.20568473797224E-4	286.82489815948435	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.8124330873114838E-4	5.717637788484696E-22	0.05	1.0	3.009283046570893E-20	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.008524507770708754	2.7685404028452217E-20	10.0	2.0	20.0	14.036891604661468	2.426949481276369	-3.447602632207076E-5	0.0	0.0	15.240391852758734	12.783847108319417	0.0
46.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139380.92431613727	1.0	0.0	2951.7583710276003	2701.6693618359404	6679.6479509987	0.0	0.0	99.99943848668518	5.615133149125114E-4	274.4033076933754	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.7854395596183205E-4	2.103401394448471E-22	0.05	1.0	1.1070533654991954E-20	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.008355385512144636	1.0184890962592598E-20	10.0	2.0	20.0	13.825345340567694	2.209935503648793	-3.119518416180868E-5	0.0	0.0	14.246664615470019	12.54082724693937	0.0
47.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139356.23245198166	1.0	0.0	2970.317295520035	2704.0051090492016	6683.445143448607	0.0	0.0	99.99949192197786	5.080780222281534E-4	262.73770682261306	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.7578662550495045E-4	7.73798129548936E-23	0.05	1.0	4.072621734468085E-21	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.008187615453325688	3.746811995710638E-21	10.0	2.0	20.0	13.60942324767738	2.0122039158640233	-2.8226556790455224E-5	0.0	0.0	13.313416545809034	12.299641120402569	0.0
48.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139331.93244320498	1.0	0.0	2988.783849379566	2706.3812378398916	6686.902469575069	0.0	0.0	99.99954027220768	4.5972779240594305E-4	251.78765350788547	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.7298393702872152E-4	2.8466442347796995E-23	0.05	1.0	1.4982338077787893E-21	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.0080214512345677	1.3783751031564861E-21	10.0	2.0	20.0	13.39010345991521	1.8320360014052193	-2.5540432911443323E-5	0.0	0.0	12.437412280630825	12.060613956379662	0.0
49.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139308.02960567366	1.0	0.0	3007.131990908227	2708.788286743093	6690.050116674529	0.0	0.0	99.99958402128449	4.159787155987923E-4	241.51424127930443	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.7014715335768289E-4	1.0472218903046639E-23	0.05	1.0	5.511694159498231E-22	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.007857110517698296	5.070758626738373E-22	10.0	2.0	20.0	13.16825815404171	1.6678705376188578	-2.31099286443792E-5	0.0	0.0	11.615539302344342	11.82402718777156	0.0
50.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139284.52777297547	1.0	0.0	3025.3388293703774	2711.217805912691	6692.915591740965	0.0	0.0	99.99962360706783	3.7639293227333717E-4	231.8801247897502	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.672863103236799E-4	3.8525140378778125E-24	0.05	1.0	2.0276389673041117E-22	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.007694778877955493	1.8654278499197829E-22	10.0	2.0	20.0	12.94466374239947	1.5182882041429235	-2.0910718459631518E-5	0.0	0.0	10.844809983180005	11.590123059153044	0.0
51.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139261.4294603067	1.0	0.0	3043.3843154804335	2713.6622599952143	6695.523964217144	0.0	0.0	99.99965942574917	3.405742509238429E-4	222.8495293109943	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.6441033512976322E-4	1.4172607113596263E-24	0.05	1.0	7.45926690189277E-23	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.007534613297322786	6.862525549741349E-23	10.0	2.0	20.0	12.720010160122634	1.3819977780242718	-1.8920791717992786E-5	0.0	0.0	10.122362344879534	11.359108749224767	0.0
52.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139238.73601240915	1.0	0.0	3061.250962347837	2716.114939925778	6697.8980853167	0.0	0.0	99.99969183581727	3.081641828176093E-4	214.38824700026612	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.615271540372303E-4	5.213810784892202E-25	0.05	1.0	2.7441109394169485E-23	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.007376745300535101	2.5245820642635927E-23	10.0	2.0	20.0	12.494909311015254	1.2578238682821554	-1.712023237875744E-5	0.0	0.0	9.445459760021278	11.131160066006812	0.0
53.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139216.4477370135	1.0	0.0	3078.923593575943	2718.5698829138023	6700.058786496231	0.0	0.0	99.99972116164601	2.788383540859066E-4	206.4636223301573	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.5864379018752222E-4	1.9180537979197823E-25	0.05	1.0	1.0095019989051486E-23	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.007221283770444711	9.287418389927367E-24	10.0	2.0	20.0	12.269902736358162	1.1446959829187324	-1.5491019671440493E-5	0.0	0.0	8.811489786412572	10.906424763503772	0.0
54.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139194.56402513068	1.0	0.0	3096.38911563499	2721.0217999191436	6702.0250593146575	0.0	0.0	99.99974769674085	2.523032592511091E-4	199.04452870844545	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.5576645235196822E-4	7.05612559315492E-26	0.05	1.0	3.7137503121868E-24	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.007068317475455805	3.4166502872118565E-24	10.0	2.0	20.0	12.045468569375133	1.0416387543792396	-1.4016847736173849E-5	0.0	0.0	8.217962296675625	10.685025521925683	0.0
55.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139173.08345942304	1.0	0.0	3113.6363119878765	2723.4660099593525	6703.814218629187	0.0	0.0	99.9997717066764	2.282933236979316E-4	192.10133800502402	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.5290061537013224E-4	2.595803540045344E-26	0.05	1.0	1.3662123894975495E-24	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.006917917338239805	1.2569153983377457E-24	10.0	2.0	20.0	11.822027835503476	0.9477631766004521	-1.2682962427663882E-5	0.0	0.0	7.662507040401908	10.467062628003385	0.0
56.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139152.00391178057	1.0	0.0	3130.6556567525136	2725.898380632732	6705.442050833598	0.0	0.0	99.99979343175441	2.0656824568872259E-4	185.6058844412036	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.5005109299684536E-4	9.549427557027329E-27	0.05	1.0	5.026014503698594E-25	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.006770138471861482	4.623933343402707E-25	10.0	2.0	20.0	11.599950155369804	0.8622587291611922	-1.1476013649374396E-5	0.0	0.0	7.1428707552962765	10.25261638728225	0.0
57.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139131.32263112924	1.0	0.0	3147.439145945147	2728.3152742873126	6706.922948637706	0.0	0.0	99.99981308940879	1.8691059132056026E-4	179.53142407441806	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.4722210383242488E-4	3.5130380731863856E-27	0.05	1.0	1.848967406940203E-25	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.0066250220067217555	1.7010500143849867E-25	10.0	2.0	20.0	11.379558903746862	0.7843862825521781	-1.0383921740031957E-5	0.0	0.0	6.656913925953432	10.041749296349996	0.0
58.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139111.03632240513	1.0	0.0	3163.9801445728335	2730.7134993111204	6708.2700337103515	0.0	0.0	99.99983087638175	1.6912361835345137E-4	173.85259092241506	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.4441733096288433E-4	1.292374483177808E-27	0.05	1.0	6.801970964093726E-26	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.006482596729308314	6.257813286966228E-26	10.0	2.0	20.0	11.161135873980117	0.7134716939315688	-9.395756575192494E-6	0.0	0.0	6.202607273793195	9.834507999618747	0.0
59.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139091.14121754322	1.0	0.0	3180.2732480362006	2733.0902660630773	6709.495268356925	0.0	0.0	99.99984697069299	1.5302930712957164E-4	168.54535061004546	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.416399758889289E-4	4.754380026556835E-28	0.05	1.0	2.5023052771351767E-26	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.006342880551599517	2.3021208549643627E-26	10.0	2.0	20.0	10.944925493565558	0.6489000155063079	-8.50162817386577E-6	0.0	0.0	5.778028048803627	9.630925052432683	0.0
60.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139071.63313925054	1.0	0.0	3196.314156470836	2735.443147005789	6710.609557272247	0.0	0.0	99.99986153342125	1.3846657887614237E-4	163.58695228438637	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.388928072755272E-4	1.7490386672863957E-28	0.05	1.0	9.205466669928399E-27	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.006205881828055914	8.469029336334128E-27	10.0	2.0	20.0	10.73113863283572	0.5901102483465799	-7.69258771534186E-6	0.0	0.0	5.381356182750898	9.431020509824814	0.0
61.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139052.50755826046	1.0	0.0	3212.0995608011344	2737.7700406409413	6711.622840296875	0.0	0.0	99.99987471031658	1.252896835599534E-4	158.9558794265031	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.3617820500872097E-4	6.434353675085635E-29	0.05	1.0	3.3865019342555975E-27	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.006071600535428049	3.11558177951515E-27	10.0	2.0	20.0	10.519956045137238	0.5365905833811622	-6.960537975553524E-6	0.0	0.0	5.010870354120234	9.234803358130968	0.0
62.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139033.75964469995	1.0	0.0	3227.6270394075996	2740.0691388847417	6712.544177007107	0.0	0.0	99.99988663325897	1.1336674115848991E-4	154.63180008763166	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.334982000036654E-4	2.3670664342899195E-29	0.05	1.0	1.2458244390999577E-27	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.005940029329084557	1.1461584839719612E-27	10.0	2.0	20.0	10.31153147350621	0.48787407884359163	-6.298152286583277E-6	0.0	0.0	4.66494400701052	9.042272804831185	0.0
63.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139015.3843141409	1.0	0.0	3242.8949644202457	2742.3388975547937	6713.381823883448	0.0	0.0	99.99989742157838	1.0257842174807733E-4	150.5955169914102	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.3085451016788644E-4	8.707950770622543E-30	0.05	1.0	4.583131984538181E-28	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.00581115448819835	4.216481425775126E-28	10.0	2.0	20.0	10.10599445568269	0.4435347297933904	-5.698801208226975E-6	0.0	0.0	4.342041359312805	8.853419440382071	0.0
64.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138997.37626885186	1.0	0.0	3257.902416749074	2744.57800967096	6714.143304727463	0.0	0.0	99.99990718324894	9.281675119880096E-5	146.82891786988213	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.2824857288667375E-4	3.203476063245051E-30	0.05	1.0	1.6860400332868692E-28	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.005684956760904445	1.5511568306239196E-28	10.0	2.0	20.0	9.903452856374273	0.40318389072719374	-5.156486177711577E-6	0.0	0.0	4.040713429590559	8.668226284394354	0.0
65.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138979.7300347175	1.0	0.0	3272.649109049666	2746.785381301231	6714.8354749309565	0.0	0.0	99.9999160159696	8.398403052308214E-5	143.31492633755013	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.2568157436330674E-4	1.1784929839526815E-30	0.05	1.0	6.202594652382534E-29	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.005561412119442854	5.706387080191932E-29	10.0	2.0	20.0	9.703995152973356	0.36646701688771555	-4.6657794735049365E-6	0.0	0.0	3.7595941070039998	8.48666972726575	0.0
66.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138962.43999424743	1.0	0.0	3287.1353158991697	2748.9601097095433	6715.464580143216	0.0	0.0	99.99992400814206	7.59918580622881E-5	140.0374535532754	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.2315447611544307E-4	4.335433403609781E-31	0.05	1.0	2.2818070545314635E-29	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.005440492434311624	2.0992624901689466E-29	10.0	2.0	20.0	9.507692498453668	0.333060693809819	-4.221769892349677E-6	0.0	0.0	3.497396284262022	8.30872037727801	0.0
67.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138945.50041605628	1.0	0.0	3301.3618105267988	2751.101463586007	6716.03630983027	0.0	0.0	99.99993123975541	6.876024472499932E-5	136.9813508730246	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.206680389003455E-4	1.5949168177559702E-31	0.05	1.0	8.394299040820896E-30	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.005322166075565526	7.722755117555224E-30	10.0	2.0	20.0	9.314600582907774	0.3026699280234769	-3.820013595833602E-6	0.0	0.0	3.252908069841958	8.134343822187379	0.0
68.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138928.90548115948	1.0	0.0	3315.329807504461	2753.208865161296	6716.5558461741	0.0	0.0	99.99993778318672	6.221681342185936E-5	134.13236365628882	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.1822284431550371E-4	5.867371076310014E-32	0.05	1.0	3.0880900401631652E-30	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.0052063984485954335	2.841042836950112E-30	10.0	2.0	20.0	9.124761313124312	0.2750256747539339	-3.4564896345480186E-6	0.0	0.0	3.0249890925030942	7.963501313464508	0.0
69.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138912.64930639628	1.0	0.0	3329.040910858258	2755.2818740262023	6717.027908718608	0.0	0.0	99.99994370392545	5.6296074684607604E-5	131.47708635452474	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.1581931429754194E-4	2.158485192698412E-32	0.05	1.0	1.1360448382623222E-30	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.005093152471001557	1.0451612512013366E-30	10.0	2.0	20.0	8.938204327735011	0.24988258099440747	-3.1275597047006727E-6	0.0	0.0	2.8125669083619687	7.796150380557487	0.0
70.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138896.7259652613	1.0	0.0	3342.4970671111078	2757.320172494715	6717.456795132189	0.0	0.0	99.99994906122893	5.093877121937956E-5	129.00291898041823	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.1345772872079322E-4	7.940623264667248E-33	0.05	1.0	4.179275402456446E-31	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.004982388996523744	3.8449333702599307E-31	10.0	2.0	20.0	8.754948363763463	0.227016924537378	-2.8299317344102023E-6	0.0	0.0	2.6146335184334473	7.632245381850954	0.0
71.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138881.12950639962	1.0	0.0	3355.7005228113453	2759.3235523646626	6717.846418423672	0.0	0.0	99.99995390871531	4.609128483428254E-5	126.6980250314788	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.1113824127750799E-4	2.9211920491587414E-33	0.05	1.0	1.5374694995572323E-31	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.004874067191405356	1.4144719395926538E-31	10.0	2.0	20.0	8.575002488875729	0.2062247314872812	-2.560626935238124E-6	0.0	0.0	2.4302420025182934	7.471737998363198	0.0
72.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138865.85396999438	1.0	0.0	3368.653786142409	2761.2919029440627	6718.2003409184435	0.0	0.0	99.99995829490032	4.170509980552372E-5	124.55129091987415	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.088608938040696E-4	1.0746464985989782E-33	0.05	1.0	5.656034203152517E-32	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.004768144868038215	5.203551466900316E-32	10.0	2.0	20.0	8.398367212244558	0.187320056481781	-2.3169499891959473E-6	0.0	0.0	2.25850327358992	7.314577675655146	0.0
73.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138850.8934022556	1.0	0.0	3381.3595922451004	2763.2252002240302	6718.521805274577	0.0	0.0	99.99996226368282	3.7736317311228385E-5	122.55228694201054	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.0662562920174304E-4	3.953403533614393E-34	0.05	1.0	2.080738701902312E-32	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.0046645787802587655	1.914279605750127E-32	10.0	2.0	20.0	8.225035485689355	0.17013341135511617	-2.096462072846189E-6	0.0	0.0	2.0985829553608326	7.1607120189124	0.0
74.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138836.24186819748	1.0	0.0	3393.820871916879	2765.1234970905616	6718.813762794343	0.0	0.0	99.99996585478404	3.414521607319368E-5	120.69122980574289	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.0443230308615931E-4	1.4543758826712682E-34	0.05	1.0	7.654609908796148E-33	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.004563324884234608	7.042241116092456E-33	10.0	2.0	20.0	8.054993605624489	0.15451032931376757	-1.8969564485109118E-6	0.0	0.0	1.94969838445942	7.0100871456978835	0.0
75.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138821.8934628746	1.0	0.0	3406.0407233825294	2766.9869144778218	6719.078899264299	0.0	0.0	99.99996910414531	3.089585480929198E-5	118.95894671988718	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.0228069428678528E-4	5.350349869703293E-35	0.05	1.0	2.8159736156333122E-33	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.004464338568491751	2.5906957263826474E-33	10.0	2.0	20.0	7.888222025327828	0.14031005288556117	-1.7164363782941365E-6	0.0	0.0	1.8111157375909634	6.862648000453508	0.0
76.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138807.84232122975	1.0	0.0	3418.0223868577064	2768.8156333748307	6719.319658536973	0.0	0.0	99.9999720442876	2.7955712517697034E-5	117.34684103959476	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.001705143060386E-4	1.9682837201381467E-35	0.05	1.0	1.0359388000727088E-33	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.004367574856281777	9.53063696066892E-34	10.0	2.0	20.0	7.724696086127893	0.1274043349680724	-1.5530951398721816E-6	0.0	0.0	1.6821472831675706	6.7183386344493226	0.0
77.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138794.082626693	1.0	0.0	3429.769221651528	2770.6098876058572	6719.5382640488615	0.0	0.0	99.99997470463713	2.5295362992742917E-5	115.84685945185845	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	9.810141583711028E-5	7.24091115031269E-36	0.05	1.0	3.811005868585626E-34	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.004272988583171181	3.506125399098776E-34	10.0	2.0	20.0	7.564386675273635	0.11567634325735957	-1.4052979440413857E-6	0.0	0.0	1.5621487561486647	6.577102454534423	0.0
78.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138780.60861865734	1.0	0.0	3441.28468557685	2772.369957312332	6719.7367384527215	0.0	0.0	99.99997711181979	2.2888180314831007E-5	114.4514606777143	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	9.60730004301519E-5	2.6637823475490977E-36	0.05	1.0	1.4019907092363673E-34	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.004180534552448976	1.289831452497458E-34	10.0	2.0	20.0	7.407260817510042	0.10501965919754101	-1.271565573046269E-6	0.0	0.0	1.4505168542171318	6.438882443731457	0.0
79.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138767.4145989441	1.0	0.0	3452.572316457315	2774.096163070927	6719.916921526905	0.0	0.0	99.99997928992775	2.0710072366801465E-5	113.15358566137496	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	9.408482538787928E-5	9.799507614187148E-37	0.05	1.0	5.157635586414288E-35	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.00409016767069042	4.745024739501146E-35	10.0	2.0	20.0	7.253282206705639	0.09533736336726945	-1.1505595759335068E-6	0.0	0.0	1.3466868529099862	6.303621356433308	0.0
80.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138754.4949373612	1.0	0.0	3463.635715538907	2775.7888605885664	6720.080486510578	0.0	0.0	99.99998126076039	1.8739239709686834E-5	111.94662921139633	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	9.21364099639427E-5	3.605037384862462E-37	0.05	1.0	1.8973880972960327E-35	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.004001843065581449	1.7455970495123502E-35	10.0	2.0	20.0	7.10241168327197	0.08654119992069527	-1.041068872760463E-6	0.0	0.0	1.2501303369116945	6.171261890703041	0.0
